X3	1.532209e+14	1.060029e-11
X53	9.296838e+20	6.431839e-05
X1	3.244488e+17	2.244637e-08
X56	4.837062e+07	3.346429e-18
X54	3.150414e+19	2.179553e-06
X2	5.872747e+15	4.062947e-10
X4	5.603048e+11	3.876361e-14
X5	2.175787e+14	1.505276e-11
X7	2.615629e+22	1.809572e-03
X6	1.849394e+16	1.279468e-09
X52	1.300889e+25	8.999951e-01
X20	7.174416e+20	4.963482e-05
X22	1.050447e+15	7.267318e-11
X61	1.166777e+13	8.072122e-13
X19	1.483815e+07	1.026549e-18
X58	1.646262e-01	1.138935e-26
X59	5.438873e-02	3.762780e-27
X80	1.504200e+02	1.040652e-23
X60	6.616956e+04	4.577814e-21
X21	1.522705e+14	1.053455e-11
X62	5.438413e+07	3.762462e-18
X24	3.394942e+12	2.348726e-13
X63	1.502023e+00	1.039146e-25
X23	1.635253e+05	1.131318e-20
X71	2.240100e-02	1.549770e-27
X25	6.675823e+00	4.618540e-25
X26	3.953693e-38	2.735287e-63
X64	1.874437e-09	1.296793e-34
X27	1.277792e-01	8.840158e-27
X28	1.521268e-05	1.052460e-30
X29	4.085949e+02	2.826786e-23
X30	3.336630e+01	2.308383e-24
X31	9.488413e+07	6.564376e-18
X32	1.536245e+02	1.062822e-23
X33	1.686500e+03	1.166773e-22
X34	2.198959e+03	1.521308e-22
X35	1.185636e+06	8.202597e-20
X36	8.773167e+00	6.069548e-25
X40	2.398860e+10	1.659605e-15
X41	1.264275e+09	8.746644e-17
X76	2.265786e+04	1.567541e-21
X77	9.566328e+04	6.618280e-21
X42	2.630707e+14	1.820005e-11
X43	2.329359e+15	1.611523e-10
X74	5.669315e+03	3.922207e-22
X75	3.882031e+04	2.685709e-21
X44	1.392129e+11	9.631178e-15
X45	5.331729e+14	3.688655e-11
X46	5.939013e+11	4.108792e-14
X47	9.237916e+13	6.391075e-12
X48	1.045518e+11	7.233216e-15
X68	1.110835e+10	7.685101e-16
X73	4.903260e+13	3.392227e-12
X78	9.391555e+14	6.497367e-11
X79	7.804636e+09	5.399487e-16
X111	7.004040e+06	4.845611e-19
