Type	Std	Rate
R1	0.000000e+00	0.000000e+00	2.043557e-98	0.000000e+00	0.000000e+00	1.077033e-107	5.028248e-110	3.334271e-112	5.730793e-115	2.290717e-116	2.394656e-116	3.412762e-116	6.908785e-116	1.712309e-115	5.225127e-115	1.890207e-114	7.856649e-114	3.647580e-113	1.854159e-112	1.037679e-111	5.982477e-111	3.425165e-110	1.795404e-109	8.423581e-109	3.553033e-108	1.383231e-107	4.946883e-107	1.642095e-106	5.031093e-106	1.447358e-105	3.950494e-105	1.043909e-104	2.700849e-104	6.545197e-104	1.297194e-103	2.194599e-103	3.208740e-103	6.302338e-103	2.095706e-101	1.143951e-98	9.507171e-97	4.265668e-95	9.818327e-94	1.361732e-92	1.787453e-91	1.815993e-90	1.161370e-89	4.537474e-89	1.133522e-88	1.927824e-88	2.380228e-88	1.790137e-87	1.419816e-81	1.023984e-75	
R3	0.000000e+00	0.000000e+00	1.157604e-45	0.000000e+00	0.000000e+00	7.035133e-51	1.117227e-51	1.531882e-52	3.733060e-54	3.865451e-55	2.702074e-55	2.544029e-55	3.338811e-55	5.394493e-55	1.069501e-54	2.483388e-54	6.550494e-54	1.911187e-53	6.050309e-53	2.083389e-52	7.384937e-52	2.621849e-51	8.744056e-51	2.692797e-50	7.680312e-50	2.071207e-49	5.256117e-49	1.266283e-48	2.881079e-48	6.276197e-48	1.318090e-47	2.701788e-47	5.442856e-47	1.033133e-46	1.636534e-46	2.171582e-46	2.379715e-46	3.271599e-46	5.731669e-45	1.706210e-43	1.024538e-42	4.486454e-42	1.431767e-41	3.611000e-41	8.998055e-41	1.998278e-40	3.560395e-40	5.009691e-40	5.693856e-40	5.394416e-40	4.398872e-40	2.497335e-39	1.611789e-33	8.286840e-28	
R4	0.000000e+00	0.000000e+00	1.770871e-32	0.000000e+00	0.000000e+00	2.178997e-35	2.313593e-35	9.828971e-36	1.736254e-37	8.827083e-40	4.884569e-42	2.614632e-44	2.566621e-46	5.211886e-47	4.977269e-47	6.837786e-47	1.180361e-46	2.310062e-46	4.707640e-46	9.830770e-46	1.962337e-45	3.853647e-45	7.250775e-45	1.332669e-44	2.431747e-44	4.493658e-44	8.299763e-44	1.532643e-43	2.816221e-43	5.242003e-43	1.011889e-42	2.137294e-42	4.753924e-42	9.230848e-42	1.162658e-41	9.582088e-42	4.808885e-42	2.323816e-42	1.193343e-41	9.348885e-41	1.393608e-40	1.469195e-40	1.110083e-40	6.570605e-41	3.836465e-41	2.010883e-41	8.608957e-42	2.998189e-42	8.794933e-43	2.271070e-43	5.399904e-44	9.689728e-44	2.186549e-38	4.703267e-33	
R6	0.000000e+00	0.000000e+00	1.013914e-30	0.000000e+00	0.000000e+00	7.780642e-31	6.574070e-30	3.776380e-29	4.993087e-29	6.488927e-29	1.140358e-28	2.182660e-28	4.894111e-28	1.208396e-27	3.347483e-27	1.026584e-26	3.437897e-26	1.240747e-25	4.782143e-25	1.977038e-24	8.383448e-24	3.533665e-23	1.395887e-22	5.071470e-22	1.698468e-21	5.336152e-21	1.570208e-20	4.359019e-20	1.138827e-19	2.831288e-19	6.742790e-19	1.562230e-18	3.540862e-18	7.539716e-18	1.335617e-17	2.005834e-17	2.514126e-17	3.988155e-17	8.118521e-16	2.823313e-14	1.988496e-13	1.024082e-12	3.848586e-12	1.142696e-11	3.344943e-11	8.687876e-11	1.797547e-10	2.906987e-10	3.744899e-10	3.950255e-10	3.509215e-10	2.116580e-09	1.413678e-03	7.378837e+02	
R8	0.000000e+00	0.000000e+00	5.432885e-32	0.000000e+00	0.000000e+00	5.360365e-33	2.707281e-32	8.002533e-32	2.874037e-32	7.019806e-33	2.793020e-33	1.359946e-33	9.091188e-34	7.607226e-34	8.264922e-34	1.110819e-33	1.791096e-33	3.353089e-33	7.088106e-33	1.705550e-32	4.371224e-32	1.179111e-31	3.140574e-31	8.174649e-31	2.083259e-30	5.271103e-30	1.299671e-29	3.113419e-29	7.135833e-29	1.574584e-28	3.350042e-28	6.935916e-28	1.406848e-27	2.693677e-27	4.327554e-27	5.912678e-27	6.790873e-27	9.949914e-27	1.882323e-25	6.115065e-24	4.048866e-23	1.977184e-22	7.123859e-22	2.054502e-21	5.925032e-21	1.537614e-20	3.215870e-20	5.285955e-20	6.885674e-20	7.208177e-20	6.156253e-20	3.425654e-19	2.011987e-13	8.768981e-08	
R9	2.078269e-41	5.395703e-40	2.265514e-39	3.928606e-39	4.082671e-39	2.992454e-39	2.071323e-39	1.407029e-39	8.588756e-40	6.254302e-40	5.305828e-40	4.457059e-40	3.718471e-40	2.907181e-40	2.083768e-40	1.373660e-40	8.490207e-41	5.012817e-41	2.878069e-41	1.642301e-41	9.396765e-42	5.410489e-42	3.110188e-42	1.772026e-42	9.943419e-43	5.458546e-43	2.916034e-43	1.502080e-43	7.450438e-44	3.558561e-44	1.661279e-44	7.904326e-45	3.689276e-45	1.475237e-45	4.458444e-46	1.092227e-46	2.441338e-47	6.036874e-48	1.834583e-48	9.291922e-49	1.423181e-48	3.839973e-48	9.360886e-48	1.954302e-47	4.543929e-47	1.289423e-46	4.213753e-46	1.232066e-45	2.763775e-45	4.704771e-45	6.256851e-45	6.765535e-45	6.660333e-45	9.130264e-45	
R10	6.965357e-53	2.296815e-55	1.591132e-58	2.721442e-62	1.233437e-66	1.451069e-71	2.630429e-76	1.440033e-80	1.847182e-84	2.427068e-86	1.255865e-86	6.668260e-87	3.640577e-87	1.957704e-87	1.025357e-87	5.249832e-88	2.646774e-88	1.319473e-88	6.519590e-89	3.202695e-89	1.564272e-89	7.610043e-90	3.685603e-90	1.777166e-90	8.532344e-91	4.079088e-91	1.942737e-91	9.215768e-92	4.365348e-92	2.069911e-92	9.877350e-93	4.809721e-93	2.359396e-93	1.117397e-93	4.886323e-94	2.054435e-94	8.680332e-95	3.925377e-95	1.927152e-95	1.001126e-95	5.353513e-96	2.899174e-96	1.582242e-96	8.806296e-97	5.374658e-97	4.311747e-97	4.796259e-97	5.822238e-97	6.353651e-97	5.879059e-97	4.608884e-97	3.128290e-97	1.938505e-97	1.296011e-97	
R11	1.967953e-35	3.412807e-33	1.296301e-32	1.618926e-32	1.183988e-32	7.598963e-33	5.016948e-33	3.371687e-33	2.363473e-33	1.823326e-33	1.442939e-33	1.138336e-33	8.988752e-34	6.663933e-34	4.534344e-34	2.851657e-34	1.695771e-34	9.718364e-35	5.455246e-35	3.058773e-35	1.725766e-35	9.825362e-36	5.596772e-36	3.164614e-36	1.763922e-36	9.623307e-37	5.109157e-37	2.615098e-37	1.288370e-37	6.109731e-38	2.829907e-38	1.333850e-38	6.163802e-39	2.448257e-39	7.398296e-40	1.824632e-40	4.123934e-41	1.031186e-41	3.159274e-42	1.607050e-42	2.463683e-42	6.630586e-42	1.600543e-41	3.229342e-41	6.560096e-41	1.223254e-40	1.868143e-40	2.291773e-40	2.332257e-40	2.049178e-40	1.593737e-40	1.126998e-40	8.219900e-41	1.460430e-40	
R12	1.126500e-27	1.287550e-26	2.846319e-26	4.464164e-26	5.744425e-26	6.742186e-26	7.525807e-26	8.168858e-26	8.981936e-26	9.179159e-26	8.078289e-26	6.684688e-26	5.336526e-26	4.053348e-26	2.903991e-26	1.970978e-26	1.287423e-26	8.209980e-27	5.178433e-27	3.284181e-27	2.107479e-27	1.370790e-27	8.962908e-28	5.846974e-28	3.780142e-28	2.405858e-28	1.497556e-28	9.034867e-29	5.259285e-29	2.946942e-29	1.604077e-29	8.711271e-30	4.606228e-30	2.169028e-30	8.417328e-31	2.768944e-31	8.292499e-32	2.561830e-32	8.910319e-33	4.848418e-33	7.696454e-33	2.110366e-32	5.148793e-32	1.045625e-31	2.132277e-31	3.980739e-31	6.061442e-31	7.361451e-31	7.332788e-31	6.204455e-31	4.543517e-31	2.918265e-31	1.769602e-31	1.391883e-31	
R13	6.685677e-37	3.214653e-35	6.555588e-35	8.588807e-35	8.626714e-35	7.328437e-35	6.107797e-35	5.387354e-35	4.938705e-35	5.485649e-35	6.663566e-35	7.884776e-35	8.722131e-35	8.817021e-35	8.189985e-35	7.163199e-35	5.999514e-35	4.893083e-35	3.951428e-35	3.214929e-35	2.637852e-35	2.150358e-35	1.698174e-35	1.272368e-35	8.903990e-36	5.712725e-36	3.294071e-36	1.666706e-36	7.343219e-37	2.821763e-37	9.693235e-38	3.139889e-38	9.459931e-39	2.422229e-39	4.835504e-40	8.102002e-41	1.255890e-41	2.098706e-42	4.152834e-43	1.339338e-43	1.297916e-43	2.230488e-43	3.596368e-43	5.711958e-43	1.460041e-42	5.594135e-42	1.862995e-41	4.232135e-41	6.541068e-41	7.270782e-41	6.100625e-41	4.036206e-41	2.345046e-41	1.758748e-41	
