X3	1.957593e+16	8.833650e-10
X53	9.190156e+21	4.147063e-04
X1	3.052846e+16	1.377599e-09
X56	6.236918e+05	2.814413e-20
X54	2.402007e+16	1.083907e-09
X2	7.348556e+10	3.316040e-15
X4	1.387209e+13	6.259789e-13
X5	4.033427e+11	1.820086e-14
X7	5.895677e+22	2.660428e-03
X6	8.562042e+10	3.863626e-15
X52	2.215310e+21	9.996596e-05
X20	1.731997e+18	7.815647e-08
X22	1.952250e+15	8.809538e-11
X61	3.049299e+12	1.375998e-13
X19	3.968216e+13	1.790660e-12
X58	3.638665e+07	1.641950e-18
X59	1.817663e+07	8.202215e-19
X80	7.021167e+05	3.168305e-20
X60	3.800841e+10	1.715132e-15
X21	1.448029e+19	6.534239e-07
X62	1.264122e+09	5.704357e-17
X24	8.537988e+14	3.852772e-11
X63	3.069312e+14	1.385029e-11
X23	2.689909e+02	1.213823e-23
X71	1.045196e+02	4.716453e-24
X25	3.653371e+00	1.648586e-25
X26	4.779933e-28	2.156947e-53
X64	9.003672e+03	4.062912e-22
X27	3.847148e+09	1.736028e-16
X28	1.328359e+04	5.994228e-22
X29	2.205239e+09	9.951151e-17
X30	3.490645e+06	1.575155e-19
X31	4.890369e+11	2.206781e-14
X32	2.174590e+08	9.812851e-18
X33	5.038315e+09	2.273542e-16
X34	4.686352e+06	2.114719e-19
X35	6.063594e+09	2.736200e-16
X36	1.398389e+06	6.310236e-20
X40	2.624795e-07	1.184440e-32
X41	3.686567e-24	1.663565e-49
X76	9.381453e-27	4.233386e-52
X77	1.323658e-49	5.973014e-75
X42	2.616026e-09	1.180483e-34
X43	4.976279e-09	2.245549e-34
X74	2.463114e-18	1.111481e-43
X75	1.235816e-17	5.576628e-43
X44	1.032582e-11	4.659533e-37
X45	1.824796e-09	8.234403e-35
X46	9.715350e-10	4.384057e-35
X47	3.451976e-11	1.557706e-36
X48	4.685623e-08	2.114390e-33
X68	5.844679e-14	2.637414e-39
X73	4.800029e-08	2.166016e-33
X78	0.000000e+00	0.000000e+00
X79	5.116778e-120	2.308949e-145
X111	0.000000e+00	0.000000e+00
X8	1.609552e+06	7.263110e-20
X9	1.509993e+05	6.813853e-21
X10	1.179783e+02	5.323779e-24
X57	2.365162e+03	1.067281e-22
X11	2.348340e+09	1.059689e-16
X12	8.166030e+07	3.684925e-18
X13	1.630700e+04	7.358541e-22
X14	9.037606e+00	4.078224e-25
X15	6.361011e-10	2.870410e-35
X16	2.177913e+06	9.827842e-20
X17	1.424315e+05	6.427230e-21
X18	1.156471e+03	5.218583e-23
X70	1.776561e+00	8.016742e-26
X37	1.131980e+08	5.108067e-18
X38	2.572724e+01	1.160943e-24
X39	7.064078e-02	3.187669e-27
X72	2.442424e+05	1.102145e-20
X65	4.038357e+02	1.822311e-23
X66	4.046392e-02	1.825936e-27
X109	1.195921e+00	5.396600e-26
X67	9.354931e-06	4.221418e-31
X110	1.843917e-07	8.320684e-33
X106	1.022026e-33	4.611899e-59
X107	7.954833e-11	3.589623e-36
X108	2.506230e-09	1.130937e-34
X49	7.775563e-19	3.508727e-44
X50	4.266743e-23	1.925370e-48
X51	0.000000e+00	0.000000e+00
X69	0.000000e+00	0.000000e+00
