  R138	H	+ C2H4O		= CH4	+ CHO		4.408783e+05
  R166	H	+ H2O		= H2	+ OH		3.946837e+05
  R167	H	+ H2O2		= OH	+ H2O		3.479316e+05
  R133	H	+ C2H3O		= CHO	+ CH3		3.340185e+05
  R137	H	+ C2H4O		= C2H3O	+ H2		2.710586e+05
  R142	H	+ C2H5O		= C2H4O	+ H2		1.883709e+05
  R134	H	+ C2H3O		= C2H2O	+ H2		1.821920e+05
  M56	H	+ CH2		= CH3			1.047125e+05
  R141	H	+ C2H5		= C2H4	+ H2		4.465501e+04
  R168	H	+ H2O2		= H2	+ HO2		3.640745e+04
  M15	H	+ NO		= HNO			3.167285e+04
  R130	H	+ C2H2O		= CO	+ CH3		3.133798e+04
  R172	H	+ HNO		= H2	+ NO		2.613219e+04
  M7	H	+ C2H2		= C2H3			1.066121e+04
  R131	H	+ C2H3		= C2H4			1.030152e+04
  R127	H	+ C2H		= C2H2			8.421365e+03
  M58	H	+ C2H5		= C2H6			7.892765e+03
  R143	H	+ C2H6		= C2H5	+ H2		4.599821e+03
  R189	H	+ NO2		= OH	+ NO		2.272710e+03
  R132	H	+ C2H3		= C2H2	+ H2		1.131096e+03
  R136	H	+ C2H4O		= C2H5O			9.414627e+02
  R155	H	+ CH3O2		= CH3O	+ OH		5.997566e+01
  M23	N	+ H		= NH			4.253832e+01
  M14	H	+ NH2		= NH3			5.968810e+00
  R190	H	+ NO3		= OH	+ NO2		1.678950e+00
  R165	H	+ CO2		= CO	+ OH		3.032427e-01
  R171	H	+ HCNO		= CO	+ NH2		8.372758e-02
  R175	H	+ HNO2		= OH	+ HNO		2.446581e-02
  R163	H	+ CNO		= CO	+ NH		1.928032e-02
  R177	H	+ HNO2		= H2O	+ NO		1.086282e-02
  R150	H	+ CH3NO2	= CH4O	+ NO		5.136634e-03
  M11	H	+ CN		= HCN			2.053563e-03
  R149	H	+ CH3		= CH2	+ H2		1.037700e-03
  R176	H	+ HNO2		= H2	+ NO2		3.245848e-04
  R161	H	+ CH4O2		= H2	+ CH3O2		8.509214e-06
  R160	H	+ CH4O2		= CH3O	+ H2O		7.052155e-06
  R135	H	+ C2H4		= C2H3	+ H2		8.720130e-08
  R186	H	+ NH3		= H2	+ NH2		8.683467e-08
  R173	H	+ HNO		= OH	+ NH		2.171636e-08
  R178	H	+ HNO3		= H2O	+ NO2		3.166040e-10
  R164	H	+ CNO		= HCN	+ O		1.857064e-10
  R560	HS	+ H		= H2	+ S		4.662943e-11
  M51	H	+ SO		= HSO			7.669376e-12
  R575	HSO	+ H		= HS	+ OH		7.069237e-12
  R230	H2S	+ H		= H2	+ HS		2.006911e-12
  R576	HSO	+ H		= H2	+ SO		6.283766e-13
  R641	N2H3	+ H		= NH2	+ NH2		4.157804e-13
  M48	SO2	+ H		= HSO2			1.257474e-13
  R639	N2H4	+ H		= N2H3	+ H2		5.371346e-14
  R169	H	+ HCNO		= H2	+ CNO		5.805688e-15
  R567	HSO3	+ H		= H2	+ SO3		1.682884e-15
  R179	H	+ HNO3		= H2	+ NO3		7.004477e-17
  R554	SO3	+ H		= OH	+ SO2		2.587741e-17
  R174	H	+ HNO		= NH2	+ O		1.096848e-17
  R129	H	+ C2H2		= C2H	+ H2		7.028035e-19
  R183	H	+ N2O		= NO	+ NH		9.336618e-20
  R156	H	+ CH3O2		= CH4	+ O2		1.187777e-20
  R128	H	+ C2H		= H2	+ C2		3.403395e-32
  R188	H	+ NO		= OH	+ N		1.915170e-33
  R187	H	+ NO		= NH	+ O		2.901603e-49
  R103	CH4S	+ H		= CH3	+ H2S		0.000000e+00
  R104	CH4S	+ H		= H2	+ CH3S		0.000000e+00

************************************************************

OH				PRODUCTION RXS		INT RX RATE	TP = 2.24e+12

  P6	H2O			= H	+ OH		1.885174e+12
  M16	H	+ O		= OH			1.111841e+11
  R180	H	+ HO2		= OH	+ OH		1.003748e+11 (x2)
  R428	O	+ CHO2		= CO2	+ OH		2.455083e+10
  R441	O	+ HO2		= OH	+ O2		1.631649e+10
  R433	O	+ H2		= H	+ OH		2.176657e+09
  R426	O	+ CHO		= CO	+ OH		2.145181e+09
  R192	H	+ O3		= OH	+ O2		7.095216e+08
  R153	H	+ CH3O		= CH3	+ OH		5.309657e+08
  P5	HO2			= O	+ OH		1.958461e+08
  R413	O	+ CH2O		= CHO	+ OH		1.262997e+08
  R455	O(1D)	+ H2		= H	+ OH		9.612354e+07
  P7	H2O2			= OH	+ OH		6.284894e+06 (x2)
  T17	CH3O2			= CH2O	+ OH		5.225981e+06
  R423	O	+ CH4		= CH3	+ OH		1.356351e+06
  R424	O	+ CH4O		= CH3O	+ OH		6.588288e+05
  R166	H	+ H2O		= H2	+ OH		3.946837e+05
  R419	O	+ CH3O		= CH2O	+ OH		3.487960e+05
  R167	H	+ H2O2		= OH	+ H2O		3.479316e+05
  R409	O	+ CH2		= CH	+ OH		7.211498e+04
  R456	O(1D)	+ H2O		= OH	+ OH		4.903974e+04 (x2)
  R450	O(1D)	+ CH4		= CH3	+ OH		3.963604e+04
  R404	O	+ C2H5		= C2H4	+ OH		9.229085e+03
  R401	O	+ C2H4O		= C2H3O	+ OH		6.880553e+03
  R439	O	+ HNO		= OH	+ NO		4.072499e+03
  R189	H	+ NO2		= OH	+ NO		2.272710e+03
  R394	O	+ C2H3		= C2H2	+ OH		3.171345e+02
  R434	O	+ H2O2		= OH	+ HO2		2.881369e+02
  P14	HNO2			= NO	+ OH		1.707731e+02
  R259	HO2	+ NO		= OH	+ NO2		8.254587e+01
  R155	H	+ CH3O2		= CH3O	+ OH		5.997566e+01
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	2.942277e+01
  R453	O(1D)	+ CH4O		= CH3O	+ OH		2.873355e+01
  R406	O	+ C2H6		= C2H5	+ OH		1.522118e+01
  R397	O	+ C2H4		= C2H3	+ OH		4.048609e+00
  R305	NH	+ O		= OH	+ N		3.884510e+00
  R190	H	+ NO3		= OH	+ NO2		1.678950e+00
  R407	O	+ CH		= OH	+ C		9.792030e-01
  R261	HO2	+ O3		= OH	+ O2	+ O2	9.782742e-01
  R448	O(1D)	+ C2H6		= C2H5	+ OH		7.731265e-01
  R165	H	+ CO2		= CO	+ OH		3.032427e-01
  R323	NH2	+ O		= OH	+ NH		2.340584e-01
  R369	NO2	+ CHO		= NO	+ CO	+ OH	1.246715e-01
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	8.720993e-02
  P15	HNO3			= NO2	+ OH		6.122344e-02
  R215	H2O	+ C2H		= C2H2	+ OH		5.951936e-02
  R342	NO	+ CH		= CN	+ OH		2.535497e-02
  R175	H	+ HNO2		= OH	+ HNO		2.446581e-02
  R447	O(1D)	+ C2H4		= C2H3	+ OH		1.035277e-02
  R45	CH2	+ CH3O		= C2H4	+ OH		5.478960e-03
  P27	CH2O2			= CHO	+ OH		2.801324e-03
  T37	C2H5O			= C2H4	+ OH		1.407489e-03
  R306	NH	+ O2		= OH	+ NO		4.392772e-04
  P24	CH4O2			= CH3O	+ OH		1.640617e-04
  P19	HNO4			= NO3	+ OH		1.180672e-04
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	1.283032e-06
  T31	C2H3O			= C2H2	+ OH		1.254753e-06
  R319	NH2	+ H2O		= OH	+ NH3		9.916164e-07
  R201	NH	+ NO		= OH	+ N2		2.787646e-07
  R220	H2O	+ CNO		= HCNO	+ OH		1.330279e-07
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	4.340773e-08
  R425	O	+ CH4O2		= CH3O2	+ OH		2.593609e-08
  R173	H	+ HNO		= OH	+ NH		2.171636e-08
  R217	H2O	+ C2H5		= C2H6	+ OH		6.463967e-09
  R219	H2O	+ CN		= HCN	+ OH		2.730503e-09
  R461	O(1D)	+ NH3		= OH	+ NH2		1.614470e-09
  R303	NH	+ NO2		= OH	+ N2O		1.179351e-09
  R245	HO2	+ C2H2		= C2H2O	+ OH		8.995146e-10
  R248	HO2	+ C2H4		= C2H4O	+ OH		4.696448e-10
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	4.344056e-11
  R575	HSO	+ H		= HS	+ OH		7.069237e-12
  R437	O	+ HCNO		= CNO	+ OH		6.455605e-12
  R578	HSO	+ O		= OH	+ SO		1.300093e-14
  R571	S	+ HO2		= SO	+ OH		1.217267e-15
  R274	HSO3	+ O		= OH	+ SO3		5.915104e-17
  R554	SO3	+ H		= OH	+ SO2		2.587741e-17
  T3	H2O2			= OH	+ OH		1.421565e-17 (x2)
  R231	H2S	+ O		= OH	+ HS		1.240848e-18
  R263	HS	+ HO2		= OH	+ HSO		7.027220e-19
  R558	HSO	+ O2		= OH	+ SO2		2.452656e-20
  T9	HNO2			= OH	+ NO		7.041631e-21
  T53	HSO3			= OH	+ SO2		9.236540e-22
  R268	HS	+ O2		= SO	+ OH		1.408427e-23
  T48	CHO2			= CO	+ OH		1.991863e-25
  T10	HNO3			= OH	+ NO2		6.989733e-26
  T20	CH4O			= CH3	+ OH		6.884651e-26
  R287	N	+ H2O		= OH	+ NH		8.778668e-27
  T23	CH4O2			= CH3O	+ OH		1.193086e-27
  R188	H	+ NO		= OH	+ N		1.915170e-33
  R122	CO	+ CH3		= C2H2	+ OH		3.718812e-37
  R214	H2O	+ C		= CH	+ OH		3.353208e-38

OH				LOSS RXS		INT RX RATE	TL = 2.24e+12

  R512	OH	+ H2		= H2O	+ H		1.840214e+12
  M89	OH	+ CO		= CO2	+ H		2.044082e+11
  R445	O	+ OH		= O2	+ H		1.152640e+11
  M18	H	+ OH		= H2O			3.984253e+10
  M39	OH	+ CO		= CHO2			3.163406e+10
  R505	OH	+ CHO2		= CO2	+ H2O		5.459008e+09
  R493	OH	+ CH2O		= CHO	+ H2O		3.481868e+09
  R501	OH	+ CH4		= CH3	+ H2O		2.809879e+09
  R522	OH	+ HO2		= H2O	+ O2		3.651828e+08
  R526	OH	+ OH		= H2O	+ O		1.447432e+08 (x2)
  R502	OH	+ CH4O		= CH3O	+ H2O		9.995170e+07
  R504	OH	+ CHO		= CO	+ H2O		9.364317e+07
  M44	OH	+ OH		= H2O2			6.804784e+06 (x2)
  R513	OH	+ H2O2		= H2O	+ HO2		3.603753e+05
  R489	OH	+ C2H4O		= C2H3O	+ H2O		2.005568e+05
  R483	OH	+ C2H2O		= CO	+ CH3O		1.538447e+05
  M38	OH	+ C2H4		= C2H5O			9.515827e+04
  R491	OH	+ C2H6		= C2H5	+ H2O		1.660708e+04
  R496	OH	+ CH3		= CH2	+ H2O		1.087414e+04
  R499	OH	+ CH3O		= CH2O	+ H2O		6.181607e+03
  R481	OH	+ C2H2		= C2HO	+ H2		5.440397e+03
  R492	OH	+ CH2		= CH2O	+ H		3.130182e+03
  M37	OH	+ C2H2		= C2H3O			1.666114e+03
  R490	OH	+ C2H5		= C2H4	+ H2O		9.372350e+02
  R487	OH	+ C2H3O		= C2H2O	+ H2O		4.538122e+02
  M42	OH	+ NO		= HNO2			1.712616e+02
  R525	OH	+ O3		= HO2	+ O2		1.228143e+02
  R295	N	+ OH		= NO	+ H		8.168508e+01
  R482	OH	+ C2H2		= CO	+ CH3		6.715247e+00
  R519	OH	+ HNO		= H2O	+ NO		4.595285e+00
  R485	OH	+ C2H3		= C2H4O			4.465811e+00
  R486	OH	+ C2H3		= C2H2	+ H2O		4.465811e+00
  R477	OH	+ C2H		= CO	+ CH2		1.969892e+00
  R478	OH	+ C2H		= C2H2	+ O		1.969892e+00
  R520	OH	+ HNO2		= H2O	+ NO2		4.613942e-01
  R308	NH	+ OH		= H	+ HNO		1.017415e-01
  R500	OH	+ CH3O2		= CH4O	+ O2		8.347126e-02
  M43	OH	+ NO2		= HNO3			8.149311e-02
  R506	OH	+ CN		= H	+ CNO		1.296172e-02
  R309	NH	+ OH		= H2O	+ N		5.189706e-03
  R488	OH	+ C2H4		= C2H3	+ H2O		4.295733e-03
  R523	OH	+ NH3		= H2O	+ NH2		3.350930e-03
  M41	OH	+ HNO3		= H2O	+ NO3		1.914172e-03
  R494	OH	+ CH2O2		= CHO2	+ H2O		7.670359e-04
  R503	OH	+ CH4O2		= CH3O2	+ H2O		3.186169e-04
  R524	OH	+ NO3		= HO2	+ NO2		1.373561e-04
  R517	OH	+ HCNO		= CNO	+ H2O		2.840468e-05
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	1.878927e-05
  R326	NH2	+ OH		= H2O	+ NH		1.736873e-05
  R644	NH2	+ OH		= NH3	+ O		1.181247e-05
  R507	OH	+ CN		= O	+ HCN		6.588358e-06
  R516	OH	+ HCN		= CN	+ H2O		8.256722e-08
  R495	OH	+ CH3		= CH3O	+ H		4.910883e-08
  R509	OH	+ CNO		= HCNO	+ O		5.498535e-10
  R498	OH	+ CH3NO3	= CH2O	+ NO2	+ H2O	6.861801e-11
  R515	OH	+ HCN		= CO	+ NH2		2.969462e-11
  R527	OH	+ S		= H	+ SO		2.733461e-12
  R480	OH	+ C2H2		= C2H	+ H2O		1.151697e-12
  R528	OH	+ SO		= SO2	+ H		1.283771e-13
  R479	OH	+ C2H2		= C2H2O	+ H		9.245417e-14
  M47	SO	+ OH		= HSO2			2.443466e-14
  R40	NH	+ OH		= NH2	+ O		8.617600e-15
  M50	SO2	+ OH		= HSO3			1.745576e-15
  R574	HSO	+ OH		= H2O	+ SO		6.043436e-16
  R232	H2S	+ OH		= H2O	+ HS		4.227727e-16
  R566	HSO3	+ OH		= H2O	+ SO3		6.110379e-19
  R473	OCS	+ OH		= CO2	+ HS		7.617128e-28
  R556	SO3	+ OH		= HO2	+ SO2		3.911627e-49
  R107	CH4S	+ OH		= H2O	+ CH3S		0.000000e+00

************************************************************

H2O				PRODUCTION RXS		INT RX RATE	TP = 1.89e+12

  R512	OH	+ H2		= H2O	+ H		1.840214e+12
  M18	H	+ OH		= H2O			3.984253e+10
  R505	OH	+ CHO2		= CO2	+ H2O		5.459008e+09
  R493	OH	+ CH2O		= CHO	+ H2O		3.481868e+09
  R501	OH	+ CH4		= CH3	+ H2O		2.809879e+09
  R181	H	+ HO2		= O	+ H2O		2.230551e+09
  R522	OH	+ HO2		= H2O	+ O2		3.651828e+08
  R526	OH	+ OH		= H2O	+ O		1.447432e+08
  R502	OH	+ CH4O		= CH3O	+ H2O		9.995170e+07
  R504	OH	+ CHO		= CO	+ H2O		9.364317e+07
  R513	OH	+ H2O2		= H2O	+ HO2		3.603753e+05
  R167	H	+ H2O2		= OH	+ H2O		3.479316e+05
  R489	OH	+ C2H4O		= C2H3O	+ H2O		2.005568e+05
  R491	OH	+ C2H6		= C2H5	+ H2O		1.660708e+04
  R496	OH	+ CH3		= CH2	+ H2O		1.087414e+04
  R499	OH	+ CH3O		= CH2O	+ H2O		6.181607e+03
  R490	OH	+ C2H5		= C2H4	+ H2O		9.372350e+02
  R487	OH	+ C2H3O		= C2H2O	+ H2O		4.538122e+02
  R519	OH	+ HNO		= H2O	+ NO		4.595285e+00
  R486	OH	+ C2H3		= C2H2	+ H2O		4.465811e+00
  R520	OH	+ HNO2		= H2O	+ NO2		4.613942e-01
  R177	H	+ HNO2		= H2O	+ NO		1.086282e-02
  R309	NH	+ OH		= H2O	+ N		5.189706e-03
  R488	OH	+ C2H4		= C2H3	+ H2O		4.295733e-03
  R523	OH	+ NH3		= H2O	+ NH2		3.350930e-03
  M41	OH	+ HNO3		= H2O	+ NO3		1.914172e-03
  R494	OH	+ CH2O2		= CHO2	+ H2O		7.670359e-04
  P29	CH2O2			= H2O	+ CO		6.002838e-04
  R503	OH	+ CH4O2		= CH3O2	+ H2O		3.186169e-04
  R517	OH	+ HCNO		= CNO	+ H2O		2.840468e-05
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	1.878927e-05
  R326	NH2	+ OH		= H2O	+ NH		1.736873e-05
  R160	H	+ CH4O2		= CH3O	+ H2O		7.052155e-06
  R320	NH2	+ NO		= H2O	+ N2		1.580514e-07
  R516	OH	+ HCN		= CN	+ H2O		8.256722e-08
  R325	NH2	+ O3		= H2O	+ NO2		1.167065e-09
  R178	H	+ HNO3		= H2O	+ NO2		3.166040e-10
  R321	NH2	+ NO2		= H2O	+ N2O		9.962890e-11
  R498	OH	+ CH3NO3	= CH2O	+ NO2	+ H2O	6.861801e-11
  R480	OH	+ C2H2		= C2H	+ H2O		1.151697e-12
  R574	HSO	+ OH		= H2O	+ SO		6.043436e-16
  R232	H2S	+ OH		= H2O	+ HS		4.227727e-16
  P50	H2SO4			= SO3	+ H2O		3.324660e-16
  R566	HSO3	+ OH		= H2O	+ SO3		6.110379e-19
  T16	CH2O2			= CO	+ H2O		2.986008e-22
  T24	CH4O2			= CH2O	+ H2O		1.607548e-31
  T22	CH4O			= CH21	+ H2O		7.750879e-43
  R107	CH4S	+ OH		= H2O	+ CH3S		0.000000e+00

H2O				LOSS RXS		INT RX RATE	TL = 1.89e+12

  P6	H2O			= H	+ OH		1.885174e+12
  P73	H2O			= H	+ H	+ O	1.546863e+08
  P72	H2O			= H2	+ O(1D)		1.447882e+08
  R218	H2O	+ CH		= CH3O			8.942913e+06
  R166	H	+ H2O		= H2	+ OH		3.946837e+05
  R456	O(1D)	+ H2O		= OH	+ OH		4.903974e+04
  R215	H2O	+ C2H		= C2H2	+ OH		5.951936e-02
  R319	NH2	+ H2O		= OH	+ NH3		9.916164e-07
  R220	H2O	+ CNO		= HCNO	+ OH		1.330279e-07
  R217	H2O	+ C2H5		= C2H6	+ OH		6.463967e-09
  R219	H2O	+ CN		= HCN	+ OH		2.730503e-09
  R565	SO3	+ H2O		= H2SO4			2.043744e-15
  R287	N	+ H2O		= OH	+ NH		8.778668e-27
  R214	H2O	+ C		= CH	+ OH		3.353208e-38

************************************************************

H2				PRODUCTION RXS		INT RX RATE	TP = 1.82e+12 

  R162	H	+ CHO		= CO	+ H2		1.383823e+12
  M13	H	+ H		= H2			2.282194e+11
  R148	H	+ CH2O		= H2	+ CHO		1.325472e+11
  P21	CH2O			= CO	+ H2		6.475544e+10
  R182	H	+ HO2		= H2	+ O2		9.619252e+09
  R157	H	+ CH4		= CH3	+ H2		2.161980e+09
  P33	CH4			= CH21	+ H2		8.028989e+08
  R159	H	+ CH4O		= CH3O	+ H2		5.656801e+08
  R416	O	+ CH3		= CO	+ H2	+ H	2.317623e+08
  P72	H2O			= H2	+ O(1D)		1.447882e+08
  R146	H	+ CH2		= CH	+ H2		1.014503e+08
  R596	CH21	+ H2		= CH2	+ H2		9.631887e+07
  P34	CH4			= CH	+ H2	+ H	9.089421e+07
  R154	H	+ CH3O		= CH2O	+ H2		3.318536e+07
  R145	H	+ CH		= C	+ H2		8.510157e+06
  R412	O	+ CH2		= CO	+ H2		7.311658e+05
  R166	H	+ H2O		= H2	+ OH		3.946837e+05
  R137	H	+ C2H4O		= C2H3O	+ H2		2.710586e+05
  R142	H	+ C2H5O		= C2H4O	+ H2		1.883709e+05
  R134	H	+ C2H3O		= C2H2O	+ H2		1.821920e+05
  R141	H	+ C2H5		= C2H4	+ H2		4.465501e+04
  R168	H	+ H2O2		= H2	+ HO2		3.640745e+04
  R172	H	+ HNO		= H2	+ NO		2.613219e+04
  P58	C2H4			= C2H2	+ H2		7.676854e+03
  P64	C2H6			= C2H2	+ H2	+ H2	6.354245e+03 (x2)
  R481	OH	+ C2H2		= C2HO	+ H2		5.440397e+03
  R143	H	+ C2H6		= C2H5	+ H2		4.599821e+03
  R399	O	+ C2H4		= C2H2O	+ H2		4.164850e+03
  P62	C2H6			= C2H4	+ H2		3.294793e+03
  R451	O(1D)	+ CH4		= CH2O	+ H2		2.630711e+03
  R132	H	+ C2H3		= C2H2	+ H2		1.131096e+03
  R324	NH2	+ O		= H2	+ NO		1.674728e-01
  R282	N	+ CH3		= H2	+ HCN		1.039471e-01
  R149	H	+ CH3		= CH2	+ H2		1.037700e-03
  R176	H	+ HNO2		= H2	+ NO2		3.245848e-04
  P69	CH5N			= HCN	+ H2	+ H2	2.107044e-05 (x2)
  P43	NH3			= NH	+ H2		9.403734e-06
  R161	H	+ CH4O2		= H2	+ CH3O2		8.509214e-06
  R327	NH3	+ CH		= HCN	+ H2	+ H	7.879267e-07
  R95	CH4	+ CH3		= H2	+ C2H5		6.419673e-07
  R135	H	+ C2H4		= C2H3	+ H2		8.720130e-08
  R186	H	+ NH3		= H2	+ NH2		8.683467e-08
  R560	HS	+ H		= H2	+ S		4.662943e-11
  R230	H2S	+ H		= H2	+ HS		2.006911e-12
  R576	HSO	+ H		= H2	+ SO		6.283766e-13
  R639	N2H4	+ H		= N2H3	+ H2		5.371346e-14
  R169	H	+ HCNO		= H2	+ CNO		5.805688e-15
  R567	HSO3	+ H		= H2	+ SO3		1.682884e-15
  R179	H	+ HNO3		= H2	+ NO3		7.004477e-17
  R129	H	+ C2H2		= C2H	+ H2		7.028035e-19
  T14	CH2O			= CO	+ H2		2.926578e-29
  R128	H	+ C2H		= H2	+ C2		3.403395e-32
  T15	CH2O2			= CO2	+ H2		1.212412e-33
  P67	N2H2			= N2	+ H2		1.447429e-37
  T34	C2H4O			= C2H2O	+ H2		4.984101e-43
