  T26	C2H4			= C2H2	+ H2		8.648781e-52
  T58	H2S			= H2	+ S		1.274091e-68
  R104	CH4S	+ H		= H2	+ CH3S		0.000000e+00

H2				LOSS RXS		INT RX RATE	TL = 2.07e+12

  R512	OH	+ H2		= H2O	+ H		2.065020e+12
  R597	CH21	+ H2		= CH3	+ H		2.305021e+09
  M73	CH	+ H2		= CH3			3.197894e+08
  R596	CH21	+ H2		= CH2	+ H2		3.143211e+08
  R433	O	+ H2		= H	+ OH		9.923860e+07
  R455	O(1D)	+ H2		= H	+ OH		2.039539e+07
  R202	H2	+ CH		= CH2	+ H		9.784493e+06
  M2	C	+ H2		= CH2			1.552200e+06
  R200	H2	+ C2HO		= CH3	+ CO		4.227043e+05
  R199	H2	+ C2HO		= C2H3O			3.522536e+05
  R195	H2	+ C2H		= C2H2	+ H		2.739001e+03
  R203	H2	+ CH3		= CH4	+ H		1.611184e+03
  R204	H2	+ CH3O		= CH4O	+ H		6.753508e-01
  R206	H2	+ CHO		= CH2O	+ H		5.347597e-01
  R198	H2	+ C2H5		= C2H6	+ H		3.118290e-02
  M24	N	+ H2		= NH2			1.613926e-02
  R207	H2	+ CN		= HCN	+ H		5.948642e-03
  R212	H2	+ NH2		= NH3	+ H		7.902883e-05
  R197	H2	+ C2H3		= C2H4	+ H		2.386479e-07
  R209	H2	+ HO2		= H2O2	+ H		1.584981e-11
  R3	C	+ H2		= CH	+ H		5.081588e-15
  R205	H2	+ CH3O2		= CH4O2	+ H		5.935665e-19
  R213	H2	+ NO2		= H	+ HNO2		1.784331e-19
  R196	H2	+ C2H2		= C2H4			4.478465e-31
  R10	H2	+ C2H4		= C2H5	+ H		3.857659e-45
  R41	H2	+ C2H2		= C2H3	+ H		9.086979e-51
  P38	H2			= H	+ H		0.000000e+00

************************************************************

CO				PRODUCTION RXS		INT RX RATE	TP = 9.76e+11

  R162	H	+ CHO		= CO	+ H2		7.136255e+11
  P36	CO2			= CO	+ O		1.310327e+11
  P37	CO2			= CO	+ O(1D)		1.136098e+11
  P21	CH2O			= CO	+ H2		1.676365e+10
  R416	O	+ CH3		= CO	+ H2	+ H	3.199930e+08
  R504	OH	+ CHO		= CO	+ H2O		1.238562e+08
  R6	C	+ O2		= CO	+ O		8.519592e+07
  R426	O	+ CHO		= CO	+ OH		7.117116e+07
  T46	CHO			= CO	+ H		3.857332e+07
  R118	CHO	+ O2		= CO	+ HO2		3.815595e+07
  R123	CO2	+ CH2		= CH2O	+ CO		1.818564e+07
  R408	O	+ CH		= CO	+ H		1.352404e+07
  R561	CHO	+ CHO		= CH2O	+ CO		1.051138e+07
  R411	O	+ CH2		= CO	+ H	+ H	1.631099e+06
  R412	O	+ CH2		= CO	+ H2		9.922519e+05
  R483	OH	+ C2H2O		= CO	+ CH3O		8.994909e+05
  R200	H2	+ C2HO		= CH3	+ CO		4.227043e+05
  R71	CH3	+ CHO		= CH4	+ CO		1.970465e+05
  R113	CHO	+ CH3O		= CH4O	+ CO		4.578558e+04
  R130	H	+ C2H2O		= CO	+ CH3		2.395243e+04
  R391	O	+ C2H2		= CO	+ CH2		1.079281e+04
  P23	C2H4O			= CO	+ CH4		7.400390e+03
  T32	C2H3O			= CO	+ CH3		8.346972e+02
  R348	NO	+ CHO		= CO	+ HNO		3.837078e+02
  R389	O	+ C2H		= CO	+ CH		1.685907e+02
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	8.612621e+01
  R60	CH3	+ C2H3O		= C2H6	+ CO		5.850476e+01
  R482	OH	+ C2H2		= CO	+ CH3		3.431909e+01
  R477	OH	+ C2H		= CO	+ CH2		1.868721e+01
  R35	CH2	+ C2H2O		= C2H4	+ CO		1.399322e+01
  R112	CHO	+ C2H5		= C2H6	+ CO		1.281235e+01
  R50	CH2	+ CHO		= CO	+ CH3		1.183813e+00
  R165	H	+ CO2		= CO	+ OH		9.562529e-01
  R110	CHO	+ C2H3O		= C2H4O	+ CO		7.257614e-01
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	6.984366e-01
  R296	N2O	+ C		= CO	+ N2		1.795242e-01
  R336	NO	+ C2HO		= CO	+ HCNO		1.356620e-01
  R171	H	+ HCNO		= CO	+ NH2		1.355405e-01
  R430	O	+ CN		= CO	+ N		7.919927e-02
  R163	H	+ CNO		= CO	+ NH		4.431654e-02
  R340	NO	+ CH		= CO	+ NH		4.425729e-02
  T48	CHO2			= CO	+ OH		2.771716e-02
  R331	NO	+ C		= CO	+ N		6.534157e-03
  R109	CHO	+ C2H3		= C2H4	+ CO		6.200249e-03
  R108	CHO	+ C2H		= C2H2	+ CO		1.199784e-03
  R369	NO2	+ CHO		= NO	+ CO	+ OH	9.698774e-04
  R431	O	+ CNO		= CO	+ NO		7.335287e-04
  R436	O	+ HCN		= CO	+ NH		6.036451e-06
  R116	CHO	+ CN		= HCN	+ CO		1.137686e-06
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	1.029343e-06
  R333	NO	+ C2H		= HCN	+ CO		5.415801e-07
  R355	NO2	+ C		= CO	+ NO		3.768106e-07
  R117	CHO	+ CNO		= HCNO	+ CO		5.833047e-09
  R515	OH	+ HCN		= CO	+ NH2		1.101380e-09
  P29	CH2O2			= H2O	+ CO		8.752331e-10
  R421	O3	+ C2H2		= CO	+ CH2O2		2.631722e-12
  R350	NO	+ CNO		= CO	+ N2O		1.727310e-12
  R352	NO	+ CNO		= CO	+ N2	+ O	1.014853e-12
  R569	S	+ CHO		= HS	+ CO		8.761069e-13
  R572	S	+ CO2		= SO	+ CO		5.931143e-13
  R372	NO2	+ CN		= CO	+ N2O		1.497643e-15
  R543	SO	+ CHO		= HSO	+ CO		9.877037e-16
  R267	HS	+ CHO		= H2S	+ CO		5.747637e-16
  R8	C	+ SO2		= CO	+ SO		1.579501e-17
  R375	NO2	+ CNO		= CO	+ NO	+ NO	2.981377e-18
  R568	NO2	+ CHO		= CO	+ HNO2		1.062847e-19
  R330	NH3	+ CNO		= CO	+ N2H3		2.040048e-20
  R546	SO2	+ C2H		= CO	+ OCS	+ H	2.193240e-22
  P31	OCS			= CO	+ S		2.185454e-22
  R125	CS	+ O		= CO	+ S		5.953857e-25
  R124	CO2	+ CN		= CNO	+ CO		1.748331e-25
  R475	OCS	+ O		= CO	+ SO		1.365761e-25
  R7	C	+ OCS		= CO	+ CS		8.297583e-26
  R467	O(1D)	+ OCS		= CO	+ SO		1.297275e-28
  T30	C2H2O			= CO	+ CH2		3.304433e-35
  T40	CNO			= CO	+ N		4.834775e-41
  T14	CH2O			= CO	+ H2		2.444470e-41
  T35	C2H4O			= CH4	+ CO		1.391037e-45
  T16	CH2O2			= CO	+ H2O		1.816478e-48
  R538	S	+ OCS		= CO	+ S2		2.075037e-49
  T29	C2HO			= CO	+ CH		1.603083e-50
  T60	OCS			= CO	+ S		1.143276e-61

CO				LOSS RXS		INT RX RATE	TL = 9.76e+11

  M12	H	+ CO		= CHO			7.338902e+11
  M89	OH	+ CO		= CO2	+ H		2.102235e+11
  M39	OH	+ CO		= CHO2			3.162258e+10
  P35	CO			= C	+ O		1.664412e+07
  M31	O	+ CO		= CO2			1.357945e+06
  M5	CO	+ CH		= C2HO			7.466032e+05
  M6	CO	+ CH3		= C2H3O			2.435004e+02
  R122	CO	+ CH3		= C2H2	+ OH		1.149558e-38
  R121	CO	+ C2H4		= C2H3	+ CHO		1.535723e-65
  R120	CO	+ C2H2		= C2H	+ CHO		4.036651e-85
  R88	CH3S	+ CO		= OCS	+ CH3		0.000000e+00

************************************************************

CHO				PRODUCTION RXS		INT RX RATE	TP = 8.69e+11

  M12	H	+ CO		= CHO			7.338902e+11
  R148	H	+ CH2O		= H2	+ CHO		1.085982e+11
  P20	CH2O			= CHO	+ H		1.943389e+10
  R493	OH	+ CH2O		= CHO	+ H2O		7.402629e+09
  R413	O	+ CH2O		= CHO	+ OH		2.698705e+07
  R133	H	+ C2H3O		= CHO	+ CH3		1.645510e+06
  R398	O	+ C2H4		= CH3	+ CHO		9.143482e+04
  P22	C2H4O			= CHO	+ CH3		5.802160e+04
  R138	H	+ C2H4O		= CH4	+ CHO		1.971199e+04
  R79	CH3O	+ CH2O		= CH4O	+ CHO		1.634685e+02
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	8.612621e+01
  R66	CH3	+ CH2O		= CH4	+ CHO		1.652453e+00
  R338	NO	+ CH		= N	+ CHO		2.354488e-03
  R55	CH2O	+ CN		= HCN	+ CHO		1.485546e-03
  R53	CH2O	+ C2H5		= C2H6	+ CHO		4.976064e-05
  R56	CH2O	+ CNO		= HCNO	+ CHO		1.055228e-06
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	1.029343e-06
  R252	HO2	+ CH2O		= CHO	+ H2O2		8.791218e-07
  R362	NO2	+ CH		= CHO	+ NO		4.318510e-07
  P27	CH2O2			= CHO	+ OH		4.084421e-09
  R52	CH2O	+ C2H3O		= C2H4O	+ CHO		4.299912e-10
  R51	CH2O	+ C2H3		= C2H4	+ CHO		5.395883e-11
  R54	CH2O	+ CH3O2		= CHO	+ CH4O2		6.983324e-13
  R272	HS	+ CH2O		= H2S	+ CHO		7.921954e-15
  R547	SO2	+ CH		= CHO	+ SO		1.216916e-16
  R474	OCS	+ CH		= CHO	+ CS		5.124153e-25
  T33	C2H4O			= CHO	+ CH3		1.341086e-42
  R121	CO	+ C2H4		= C2H3	+ CHO		1.535723e-65
  R120	CO	+ C2H2		= C2H	+ CHO		4.036651e-85

CHO				LOSS RXS		INT RX RATE	TL = 8.69e+11

  R162	H	+ CHO		= CO	+ H2		7.136255e+11
  M10	H	+ CHO		= CH2O			1.553638e+11
  R504	OH	+ CHO		= CO	+ H2O		1.238562e+08
  R426	O	+ CHO		= CO	+ OH		7.117116e+07
  R427	O	+ CHO		= CO2	+ H		7.117116e+07
  T46	CHO			= CO	+ H		3.857332e+07
  R118	CHO	+ O2		= CO	+ HO2		3.815595e+07
  R561	CHO	+ CHO		= CH2O	+ CO		1.051138e+07 (x2)
  R71	CH3	+ CHO		= CH4	+ CO		1.970465e+05
  R114	CHO	+ CH3O		= CH2O	+ CH2O		9.157117e+04
  R113	CHO	+ CH3O		= CH4O	+ CO		4.578558e+04
  R70	CH3	+ CHO		= C2H4O			2.955697e+04
  R348	NO	+ CHO		= CO	+ HNO		3.837078e+02
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	8.612621e+01
  R112	CHO	+ C2H5		= C2H6	+ CO		1.281235e+01
  R50	CH2	+ CHO		= CO	+ CH3		1.183813e+00
  R110	CHO	+ C2H3O		= C2H4O	+ CO		7.257614e-01
  R206	H2	+ CHO		= CH2O	+ H		5.347597e-01
  R237	HNO	+ CHO		= CH2O	+ NO		1.163632e-01
  R109	CHO	+ C2H3		= C2H4	+ CO		6.200249e-03
  R227	H2O2	+ CHO		= CH2O	+ HO2		3.032560e-03
  R108	CHO	+ C2H		= C2H2	+ CO		1.199784e-03
  R369	NO2	+ CHO		= NO	+ CO	+ OH	9.698774e-04
  R115	CHO	+ CH4O		= CH2O	+ CH3O		7.502538e-04
  R368	NO2	+ CHO		= NO	+ CHO2		6.570919e-04
  R370	NO2	+ CHO		= NO	+ CO2	+ H	5.076696e-05
  R116	CHO	+ CN		= HCN	+ CO		1.137686e-06
  R98	CH4	+ CHO		= CH2O	+ CH3		7.029403e-08
  R117	CHO	+ CNO		= HCNO	+ CO		5.833047e-09
  R569	S	+ CHO		= HS	+ CO		8.761069e-13
  R543	SO	+ CHO		= HSO	+ CO		9.877037e-16
  R267	HS	+ CHO		= H2S	+ CO		5.747637e-16
  R568	NO2	+ CHO		= CO	+ HNO2		1.062847e-19

************************************************************

O				PRODUCTION RXS		INT RX RATE	TP = 2.88e+11

  P36	CO2			= CO	+ O		1.310327e+11
  R458	O(1D)	+ N2		= O	+ N2		1.252282e+11
  R526	OH	+ OH		= H2O	+ O		1.137948e+10
  P2	O2			= O	+ O(1D)		9.254284e+09
  R181	H	+ HO2		= O	+ H2O		4.430069e+09
  P73	H2O			= H	+ H	+ O	2.712356e+09
  P1	O2			= O	+ O		1.932996e+09 (x2)
  P5	HO2			= O	+ OH		3.168908e+08
  R6	C	+ O2		= CO	+ O		8.519592e+07
  R454	O(1D)	+ CO2		= CO2	+ O		4.938314e+07
  P35	CO			= C	+ O		1.664412e+07
  P3	O3			= O2	+ O		6.323493e+06
  R464	O(1D)	+ O2		= O	+ O2		5.755912e+04
  R478	OH	+ C2H		= C2H2	+ O		1.868721e+01
  P44	NO			= N	+ O		1.733636e+01
  P8	NO2			= NO	+ O		5.495859e+00
  R466	O(1D)	+ O3		= O2	+ O	+ O	1.040581e-01 (x2)
  R341	NO	+ CH		= O	+ HCN		2.425300e-02
  R332	NO	+ C		= CN	+ O		1.213658e-02
  P10	NO3			= NO2	+ O		1.086463e-02
  P16	HNO3			= HNO2	+ O		3.591875e-03
  R644	NH2	+ OH		= NH3	+ O		5.719896e-05
  R507	OH	+ CN		= O	+ HCN		2.133247e-05
  R293	N	+ O2		= NO	+ O		7.495283e-06
  R291	N	+ NO		= O	+ N2		3.582148e-06
  R509	OH	+ CNO		= HCNO	+ O		6.538133e-09
  T1	O3			= O2	+ O		2.383579e-09
  R164	H	+ CNO		= HCN	+ O		5.803350e-10
  R292	N	+ NO2		= N2O	+ O		8.793915e-11
  R307	NH	+ O2		= O	+ HNO		3.201205e-11
  P46	SO2			= SO	+ O		3.193825e-12
  R352	NO	+ CNO		= CO	+ N2	+ O	1.014853e-12
  P51	SO			= S	+ O		9.521191e-13
  R536	S	+ O2		= SO	+ O		3.474972e-13
  R40	NH	+ OH		= NH2	+ O		1.892597e-13
  P30	SO3			= SO2	+ O		2.248493e-14
  P49	HSO			= HS	+ O		3.361848e-15
  R174	H	+ HNO		= NH2	+ O		1.797540e-16
  P13	N2O5			= NO3	+ NO	+ O	4.939978e-17
  R544	SO	+ O2		= SO2	+ O		8.077977e-19
  R562	SO21	+ O2		= O	+ SO3		6.008949e-24
  T4	N2O			= N2	+ O		5.406616e-29
  R540	CS	+ O2		= OCS	+ O		5.437633e-30
  T5	NO2			= NO	+ O		7.875160e-45
  R187	H	+ NO		= NH	+ O		5.002164e-48
  T41	SO3			= SO2	+ O		1.058433e-71

O				LOSS RXS		INT RX RATE	TL = 2.88e+11

  R445	O	+ OH		= O2	+ H		2.143799e+11
  M16	H	+ O		= OH			5.702058e+10
  R441	O	+ HO2		= OH	+ O2		8.074216e+09
  R428	O	+ CHO2		= CO2	+ OH		5.900928e+09
  R415	O	+ CH3		= CH2O	+ H		7.831996e+08
  M34	O	+ O		= O2			6.996919e+08 (x2)
  R416	O	+ CH3		= CO	+ H2	+ H	3.199930e+08
  M35	O	+ O2		= O3			2.087954e+08
  R433	O	+ H2		= H	+ OH		9.923860e+07
  R426	O	+ CHO		= CO	+ OH		7.117116e+07
  R427	O	+ CHO		= CO2	+ H		7.117116e+07
  R413	O	+ CH2O		= CHO	+ OH		2.698705e+07
  R408	O	+ CH		= CO	+ H		1.352404e+07
  R419	O	+ CH3O		= CH2O	+ OH		2.447787e+06
  R411	O	+ CH2		= CO	+ H	+ H	1.631099e+06
  M31	O	+ CO		= CO2			1.357945e+06
  R412	O	+ CH2		= CO	+ H2		9.922519e+05
  R420	O	+ CH3O		= CH3	+ O2		8.742096e+05
  R414	O	+ CH3		= CH3O			2.142341e+05
  R424	O	+ CH4O		= CH3O	+ OH		2.002741e+05
  R422	O	+ CH3O2		= CH3O	+ O2		1.479548e+05
  R409	O	+ CH2		= CH	+ OH		9.786594e+04
  R402	O	+ C2H5		= C2H5O			9.211134e+04
  R398	O	+ C2H4		= CH3	+ CHO		9.143482e+04
  R403	O	+ C2H5		= C2H4O	+ H		6.536236e+04
  R400	O	+ C2H4		= CH2O	+ CH2		5.446941e+04
  R423	O	+ CH4		= CH3	+ OH		5.441768e+04
  R396	O	+ C2H4		= C2H3O	+ H		3.964483e+04
  R401	O	+ C2H4O		= C2H3O	+ OH		1.699026e+04
  R405	O	+ C2H5		= CH2O	+ CH3		1.312162e+04
  R391	O	+ C2H2		= CO	+ CH2		1.079281e+04
  R404	O	+ C2H5		= C2H4	+ OH		9.211134e+03
  R399	O	+ C2H4		= C2H2O	+ H2		5.663547e+03
  R434	O	+ H2O2		= OH	+ HO2		4.169700e+03
  R439	O	+ HNO		= OH	+ NO		1.431052e+03
  R444	O	+ O3		= O2	+ O2		9.419836e+02
  R393	O	+ C2H3		= C2H3O			5.722893e+02
  R394	O	+ C2H3		= C2H2	+ OH		5.722893e+02
  R395	O	+ C2H3		= C2H2O	+ H		5.547165e+02
  M32	O	+ NO		= NO2			2.939147e+02
  R389	O	+ C2H		= CO	+ CH		1.685907e+02
  R390	O	+ C2H2		= H	+ C2HO		3.123296e+01
  R406	O	+ C2H6		= C2H5	+ OH		1.048673e+01
  R407	O	+ CH		= OH	+ C		6.337128e+00
  R397	O	+ C2H4		= C2H3	+ OH		5.952102e+00
  R304	NH	+ O		= NO	+ H		4.357014e+00
  M90	O	+ NO2		= NO	+ O2		6.756653e-01
  R305	NH	+ O		= OH	+ N		4.357014e-01
  R430	O	+ CN		= CO	+ N		7.919927e-02
  R322	NH2	+ O		= H	+ HNO		6.306258e-02
  M33	O	+ NO2		= NO3			4.274366e-02
  M26	N	+ O		= NO			2.693569e-02
  R323	NH2	+ O		= OH	+ NH		9.792851e-03
  R324	NH2	+ O		= H2	+ NO		7.006954e-03
  R425	O	+ CH4O2		= CH3O2	+ OH		2.055043e-03
  R431	O	+ CNO		= CO	+ NO		7.335287e-04
  R443	O	+ NO3		= NO2	+ O2		3.483624e-05
  R435	O	+ HCN		= H	+ CNO		1.408505e-05
  R436	O	+ HCN		= CO	+ NH		6.036451e-06
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	2.967915e-08
  R392	O	+ C2H2N		= CH2O	+ CN		8.494296e-09
  R438	O	+ HCNO		= CO2	+ NH		6.777766e-10
  R432	O	+ CNO		= CN	+ O2		2.709251e-11
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	2.998499e-12
  R440	O	+ HNO4		= HNO3	+ O2		9.864706e-13
  R437	O	+ HCNO		= CNO	+ OH		3.932761e-13
  M46	SO	+ O		= SO2			2.328558e-13
  R266	HS	+ O		= H	+ SO		1.277778e-13
  R578	HSO	+ O		= OH	+ SO		2.312611e-14
  R274	HSO3	+ O		= OH	+ SO3		2.048289e-15
  M49	SO2	+ O		= SO3			1.230254e-15
  R231	H2S	+ O		= OH	+ HS		2.944108e-21
  R125	CS	+ O		= CO	+ S		5.953857e-25
  R475	OCS	+ O		= CO	+ SO		1.365761e-25
  R446	O	+ S2		= S	+ SO		1.533094e-26
  R429	O	+ CN		= C	+ NO		3.045543e-31
  R553	SO2	+ O		= SO	+ O2		1.695455e-32
  R555	SO3	+ O		= SO2	+ O2		1.367113e-49
  R106	CH4S	+ O		= CH3	+ HSO		0.000000e+00

************************************************************

O2				PRODUCTION RXS		INT RX RATE	TP = 2.49e+11

  R445	O	+ OH		= O2	+ H		2.143799e+11
  R182	H	+ HO2		= H2	+ O2		1.910467e+10
  R441	O	+ HO2		= OH	+ O2		8.074216e+09
  R522	OH	+ HO2		= H2O	+ O2		6.051212e+09
  M34	O	+ O		= O2			6.996919e+08
  R192	H	+ O3		= OH	+ O2		1.625857e+08
  P4	O3			= O2	+ O(1D)		3.988494e+07
  P3	O3			= O2	+ O		6.323493e+06
  R420	O	+ CH3O		= CH3	+ O2		8.742096e+05
  R257	HO2	+ HO2		= H2O2	+ O2		6.176918e+05
  R500	OH	+ CH3O2		= CH4O	+ O2		2.444117e+05
  R422	O	+ CH3O2		= CH3O	+ O2		1.479548e+05
  R464	O(1D)	+ O2		= O	+ O2		5.755912e+04
  M19	HO2	+ HO2		= H2O2	+ O2		9.482512e+03
  R444	O	+ O3		= O2	+ O2		9.419836e+02 (x2)
  R254	HO2	+ CH3O2		= CH4O2	+ O2		3.124424e+02
  R525	OH	+ O3		= HO2	+ O2		2.589643e+02
  R470	O3	+ CH3		= CH3O	+ O2		4.782843e+01
  R251	HO2	+ C2H5		= C2H6	+ O2		1.133184e+00
  M90	O	+ NO2		= NO	+ O2		6.756653e-01
  R261	HO2	+ O3		= OH	+ O2	+ O2	1.905590e-01 (x2)
  R465	O(1D)	+ O3		= O2	+ O2		1.040581e-01 (x2)
  R466	O(1D)	+ O3		= O2	+ O	+ O	1.040581e-01
  R471	O3	+ CH3O		= CH3O2	+ O2		2.934366e-03
  P9	NO3			= NO	+ O2		1.494601e-03
  R85	CH3O2	+ CH3O2		= CH3O	+ CH3O	+ O2	7.248840e-04
  R459	O(1D)	+ N2O		= O2	+ N2		5.870819e-04
  R86	CH3O2	+ CH3O2		= CH4O	+ CH2O	+ O2	4.423021e-04
  R258	HO2	+ NH2		= NH3	+ O2		1.462226e-04
  R469	O3	+ C2H5		= C2H5O	+ O2		8.921089e-05
  R443	O	+ NO3		= NO2	+ O2		3.483624e-05
  R462	O(1D)	+ NO		= O2	+ N		8.852924e-06
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	6.721662e-06
  R354	NO	+ O3		= NO2	+ O2		1.636009e-06
  R294	N	+ O3		= NO	+ O2		9.053812e-08
  R472	O3	+ CH3O2		= CH3O	+ O2	+ O2	1.260439e-08 (x2)
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	1.201558e-08
  T1	O3			= O2	+ O		2.383579e-09
  T6	NO3			= NO	+ O2		1.712546e-09
  R463	O(1D)	+ NO2		= O2	+ NO		5.241715e-10
  R432	O	+ CNO		= CN	+ O2		2.709251e-11
  R440	O	+ HNO4		= HNO3	+ O2		9.864706e-13
  R384	NO3	+ CH3O2		= CH3O	+ NO2	+ O2	2.087036e-14
  R156	H	+ CH3O2		= CH4	+ O2		9.184506e-15
  R377	NO2	+ O3		= NO3	+ O2		8.152213e-15
  R570	S	+ HO2		= HS	+ O2		3.001325e-15
  R244	HO2	+ C2H2		= C2H3	+ O2		1.127490e-16
  R537	S	+ O3		= O2	+ SO		3.670866e-18
  R545	SO	+ O3		= SO2	+ O2		9.430688e-21
  R376	NO2	+ NO3		= NO	+ NO2	+ O2	2.291847e-21
  R269	HS	+ O3		= O2	+ HSO		1.448345e-21
  T2	HO2			= O2	+ H		8.958512e-23
  R271	HSO	+ O3		= HS	+ O2	+ O2	1.799584e-23 (x2)
  R216	HSO	+ O3		= HOSO	+ O2		7.712504e-24
  R551	SO2	+ HO2		= HOSO	+ O2		3.374917e-25
  R387	NO3	+ NO3		= NO2	+ NO2	+ O2	5.973692e-27
  R553	SO2	+ O		= SO	+ O2		1.695455e-32
  R126	CS	+ O3		= O2	+ OCS		2.672432e-34
  R555	SO3	+ O		= SO2	+ O2		1.367113e-49

O2				LOSS RXS		INT RX RATE	TL = 2.49e+11

  M17	H	+ O2		= HO2			2.360389e+11
  P2	O2			= O	+ O(1D)		9.254284e+09
  P1	O2			= O	+ O		1.932996e+09
  R645	O2	+ CHO2		= HO2	+ CO2		9.238014e+08
  M35	O	+ O2		= O3			2.087954e+08
  R6	C	+ O2		= CO	+ O		8.519592e+07
  R118	CHO	+ O2		= CO	+ HO2		3.815595e+07
  M4	CH3	+ O2		= CH3O2			2.806505e+07
  R81	CH3O	+ O2		= CH2O	+ HO2		1.020848e+07
  R464	O(1D)	+ O2		= O	+ O2		5.755912e+04
  R26	C2H5O	+ O2		= C2H4O	+ HO2		1.598425e+02
  R306	NH	+ O2		= OH	+ NO		1.574363e-04
  R293	N	+ O2		= NO	+ O		7.495283e-06
  R307	NH	+ O2		= O	+ HNO		3.201205e-11
  R536	S	+ O2		= SO	+ O		3.474972e-13
  R273	HOSO	+ O2		= HO2	+ SO2		3.204138e-13
  R275	HSO3	+ O2		= HO2	+ SO3		2.596015e-16
  M21	HS	+ O2		= HOSO			9.013061e-19
  R544	SO	+ O2		= SO2	+ O		8.077977e-19
  R558	HSO	+ O2		= OH	+ SO2		1.603824e-19
  R268	HS	+ O2		= SO	+ OH		1.110519e-22
  R562	SO21	+ O2		= O	+ SO3		6.008949e-24
  R540	CS	+ O2		= OCS	+ O		5.437633e-30
  R89	CH3S	+ O2		= CH3	+ SO2		0.000000e+00

************************************************************

CO2				PRODUCTION RXS		INT RX RATE	TP = 2.41e+11

  M89	OH	+ CO		= CO2	+ H		2.102235e+11
  R505	OH	+ CHO2		= CO2	+ H2O		2.422112e+10
  R428	O	+ CHO2		= CO2	+ OH		5.900928e+09
  R645	O2	+ CHO2		= HO2	+ CO2		9.238014e+08
  R427	O	+ CHO		= CO2	+ H		7.117116e+07
  R454	O(1D)	+ CO2		= CO2	+ O		4.938314e+07
  M31	O	+ CO		= CO2			1.357945e+06
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	2.433468e+02
  R337	NO	+ C2HO		= HCN	+ CO2		4.377355e-02
  T49	CHO2			= CO2	+ H		1.688701e-02
  R370	NO2	+ CHO		= NO	+ CO2	+ H	5.076696e-05
  R360	NO2	+ C2HO		= CO2	+ HCNO		6.852884e-07
  R457	O(1D)	+ HCNO		= CO2	+ NH		2.571335e-07
  R358	NO2	+ C2H3O		= CO2	+ CH3	+ NO	6.126914e-08
  R438	O	+ HCNO		= CO2	+ NH		6.777766e-10
  R351	NO	+ CNO		= CO2	+ N2		1.958827e-12
  R373	NO2	+ CN		= CO2	+ N2		1.095322e-15
  R374	NO2	+ CNO		= CO2	+ N2O		3.761121e-17
  R473	OCS	+ OH		= CO2	+ HS		4.611121e-26
  T15	CH2O2			= CO2	+ H2		2.550946e-49

CO2				LOSS RXS		INT RX RATE	TL = 2.45e+11

  P36	CO2			= CO	+ O		1.310327e+11
  P37	CO2			= CO	+ O(1D)		1.136098e+11
  R454	O(1D)	+ CO2		= CO2	+ O		4.938314e+07
  R123	CO2	+ CH2		= CH2O	+ CO		1.818564e+07
  R165	H	+ CO2		= CO	+ OH		9.562529e-01
  R572	S	+ CO2		= SO	+ CO		5.931143e-13
  R124	CO2	+ CN		= CNO	+ CO		1.748331e-25

************************************************************

HO2				PRODUCTION RXS		INT RX RATE	TP = 2.37e+11

  M17	H	+ O2		= HO2			2.360389e+11
  R645	O2	+ CHO2		= HO2	+ CO2		9.238014e+08
  R513	OH	+ H2O2		= H2O	+ HO2		3.164358e+08
  R118	CHO	+ O2		= CO	+ HO2		3.815595e+07
  R81	CH3O	+ O2		= CH2O	+ HO2		1.020848e+07
  R168	H	+ H2O2		= H2	+ HO2		3.855190e+06
  R224	H2O2	+ CH3		= CH4	+ HO2		1.568091e+04
  R434	O	+ H2O2		= OH	+ HO2		4.169700e+03
  R525	OH	+ O3		= HO2	+ O2		2.589643e+02
  R26	C2H5O	+ O2		= C2H4O	+ HO2		1.598425e+02
  R223	H2O2	+ C2H5		= C2H6	+ HO2		1.164657e-02
  R221	H2O2	+ C2H3		= C2H4	+ HO2		8.648789e-03
  R227	H2O2	+ CHO		= CH2O	+ HO2		3.032560e-03
  R225	H2O2	+ CH3O		= CH4O	+ HO2		2.282133e-03
  P18	HNO4			= NO2	+ HO2		1.625649e-05
  R524	OH	+ NO3		= HO2	+ NO2		1.161545e-05
  R222	H2O2	+ C2H3O		= C2H4O	+ HO2		7.557269e-10
  T13	HNO4			= HO2	+ NO2		2.813452e-10
  R226	H2O2	+ CH3O2		= CH4O2	+ HO2		1.644061e-10
  R273	HOSO	+ O2		= HO2	+ SO2		3.204138e-13
  R275	HSO3	+ O2		= HO2	+ SO3		2.596015e-16
  R556	SO3	+ OH		= HO2	+ SO2		7.449321e-48

HO2				LOSS RXS		INT RX RATE	TL = 2.37e+11

  R180	H	+ HO2		= OH	+ OH		1.993531e+11
