# Reaction ID 	 Column-Integrated Reaction Rate (cm**-2 s**-1)
R1	5.685425e-53
R2	1.464476e-44
R3	5.081588e-15
R4	4.217320e-26
R5	1.798104e-34
R6	8.519592e+07
R7	8.297583e-26
R8	1.579501e-17
R9	7.480918e-10
R10	3.857659e-45
R11	2.390708e-07
R12	3.299293e-03
R13	1.655911e-05
R14	1.939971e-01
R15	3.347457e-31
R16	5.652458e-04
R17	7.269366e-06
R18	1.463002e-10
R19	5.102142e-24
R20	8.015176e-06
R21	1.210397e-05
R22	6.602166e-06
R23	2.779320e-12
R24	6.213357e-13
R25	7.855969e-11
R26	1.598425e+02
R27	1.102742e-17
R28	5.408136e-17
R29	1.101245e-05
R30	8.186192e+02
R31	5.796482e+00
R32	2.023974e+05
R33	4.172875e+06
R34	1.024214e-05
R35	1.399322e+01
R36	3.839447e-05
R37	1.313297e-02
R38	6.264220e-03
R39	4.962847e-09
R40	1.892597e-13
R41	9.086979e-51
R44	1.822733e+02
R45	2.716868e-01
R46	1.358434e-02
R47	3.370444e-02
R48	9.945598e-07
R49	2.333018e-10
R50	1.183813e+00
R51	5.395883e-11
R52	4.299912e-10
R53	4.976064e-05
R54	6.983324e-13
R55	1.485546e-03
R56	1.055228e-06
R57	7.742560e-20
R59	4.424742e-01
R60	5.850476e+01
R61	5.716488e+00
R62	2.353788e-12
R63	1.339957e-06
R64	1.402924e+00
R65	1.066831e-06
R66	1.652453e+00
R67	7.175667e+02
R68	1.281543e+02
R69	7.432942e-04
R70	2.955697e+04
R71	1.970465e+05
R72	3.836243e-09
R73	1.237907e-04
R74	6.677671e-12
R75	3.348997e-04
R76	5.654232e-03
R77	5.654232e-02
R78	2.105931e-04
R79	1.634685e+02
R80	3.748836e-03
R81	1.020848e+07
R82	6.034662e-05
R83	1.003279e-02
R84	9.688396e-01
R85	7.248840e-04
R86	4.423021e-04
R87	2.015935e-14
R88	0.000000e+00
R89	0.000000e+00
R90	0.000000e+00
R91	1.583966e+01
R93	4.547165e-07
R94	1.222155e-08
R95	9.418325e-09
R96	1.019853e+01
R97	8.863797e-18
R98	7.029403e-08
R99	5.348208e-03
R100	1.810286e-11
R101	1.058419e-02
R102	0.000000e+00
R103	0.000000e+00
R104	0.000000e+00
R105	0.000000e+00
R106	0.000000e+00
R107	0.000000e+00
R108	1.199784e-03
R109	6.200249e-03
R110	7.257614e-01
R111	8.612621e+01
R112	1.281235e+01
R113	4.578558e+04
R114	9.157117e+04
R115	7.502538e-04
R116	1.137686e-06
R117	5.833047e-09
R118	3.815595e+07
R119	6.344019e-11
R120	4.036651e-85
R121	1.535723e-65
R122	1.149558e-38
R123	1.818564e+07
R124	1.748331e-25
R125	5.953857e-25
R126	2.672432e-34
R127	2.089448e+04
R128	1.390523e-30
R129	1.538519e-18
R130	2.395243e+04
R131	3.906202e+04
R132	4.280263e+03
R133	1.645510e+06
R134	8.975510e+05
R135	6.948907e-07
R136	3.355033e+01
R137	1.211922e+04
R138	1.971199e+04
R140	2.179701e+06
R141	1.089850e+05
R142	1.959008e+06
R143	2.968316e+04
R145	7.010400e+07
R146	3.047994e+08
R148	1.085982e+11
R149	5.025595e-04
R150	2.600555e-02
R152	1.324152e+09
R153	7.404222e+08
R154	4.627639e+07
R155	2.767260e+07
R156	9.184506e-15
R157	6.883636e+08
R159	5.859294e+08
R160	1.253596e+00
R161	1.512604e+00
R162	7.136255e+11
R163	4.431654e-02
R164	5.803350e-10
R165	9.562529e-01
R166	1.267978e+06
R167	3.641553e+07
R168	3.855190e+06
R169	4.241919e-12
R171	1.355405e-01
R172	3.387676e+05
R173	3.678065e-07
R174	1.797540e-16
R175	2.842480e+00
R176	4.327831e-02
R177	1.156514e+00
R178	1.062522e-08
R179	1.488912e-14
R180	1.993531e+11
R181	4.430069e+09
R182	1.910467e+10
R183	4.841036e-17
R186	3.317573e-07
R187	5.002164e-48
R188	3.163372e-32
R189	3.208244e+02
R190	3.715290e-02
R192	1.625857e+08
R195	2.739001e+03
R196	4.478465e-31
R197	2.386479e-07
R198	3.118290e-02
R199	3.522536e+05
R200	4.227043e+05
R201	5.036527e-07
R202	9.784493e+06
R203	1.611184e+03
