  R560	HS	+ H		= H2	+ S		0.000000e+00
  R576	HSO	+ H		= H2	+ SO		0.000000e+00
  T58	H2S			= H2	+ S		0.000000e+00

H2				LOSS RXS		INT RX RATE	TL = 1.39e+12

  R512	OH	+ H2		= H2O	+ H		1.385854e+12
  R597	CH21	+ H2		= CH3	+ H		9.630917e+08
  R433	O	+ H2		= H	+ OH		1.545688e+08
  M73	CH	+ H2		= CH3			1.532090e+08
  R596	CH21	+ H2		= CH2	+ H2		1.313307e+08
  R455	O(1D)	+ H2		= H	+ OH		1.141329e+07
  R202	H2	+ CH		= CH2	+ H		2.949352e+06
  R200	H2	+ C2HO		= CH3	+ CO		7.467747e+05
  R199	H2	+ C2HO		= C2H3O			6.223123e+05
  M2	C	+ H2		= CH2			3.497823e+04
  R195	H2	+ C2H		= C2H2	+ H		4.713875e+03
  R203	H2	+ CH3		= CH4	+ H		5.063224e+02
  R204	H2	+ CH3O		= CH4O	+ H		3.906324e-01
  R206	H2	+ CHO		= CH2O	+ H		3.194643e-01
  M24	N	+ H2		= NH2			1.245268e-02
  R198	H2	+ C2H5		= C2H6	+ H		9.483405e-03
  R207	H2	+ CN		= HCN	+ H		1.352789e-03
  R212	H2	+ NH2		= NH3	+ H		1.807660e-04
  R197	H2	+ C2H3		= C2H4	+ H		7.498062e-07
  R209	H2	+ HO2		= H2O2	+ H		6.526074e-11
  R3	C	+ H2		= CH	+ H		3.631214e-15
  R205	H2	+ CH3O2		= CH4O2	+ H		3.239816e-18
  R213	H2	+ NO2		= H	+ HNO2		5.061227e-19
  R196	H2	+ C2H2		= C2H4			2.157571e-30
  R10	H2	+ C2H4		= C2H5	+ H		1.177878e-45
  R41	H2	+ C2H2		= C2H3	+ H		2.051332e-50
  P38	H2			= H	+ H		0.000000e+00

************************************************************

CO				PRODUCTION RXS		INT RX RATE	TP = 1.05e+12

  R162	H	+ CHO		= CO	+ H2		6.976623e+11
  P36	CO2			= CO	+ O		1.955610e+11
  P37	CO2			= CO	+ O(1D)		1.366172e+11
  P21	CH2O			= CO	+ H2		1.911517e+10
  R118	CHO	+ O2		= CO	+ HO2		3.521234e+08
  R416	O	+ CH3		= CO	+ H2	+ H	3.246954e+08
  R504	OH	+ CHO		= CO	+ H2O		2.242859e+08
  R426	O	+ CHO		= CO	+ OH		2.065302e+08
  R123	CO2	+ CH2		= CH2O	+ CO		5.051479e+07
  T46	CHO			= CO	+ H		4.993538e+07
  R6	C	+ O2		= CO	+ O		2.826563e+07
  R561	CHO	+ CHO		= CH2O	+ CO		1.768425e+07
  R408	O	+ CH		= CO	+ H		1.182393e+07
  R411	O	+ CH2		= CO	+ H	+ H	3.888458e+06
  R412	O	+ CH2		= CO	+ H2		2.365479e+06
  R200	H2	+ C2HO		= CH3	+ CO		7.467747e+05
  R483	OH	+ C2H2O		= CO	+ CH3O		4.220570e+05
  R71	CH3	+ CHO		= CH4	+ CO		1.948037e+05
  R113	CHO	+ CH3O		= CH4O	+ CO		7.474396e+04
  R130	H	+ C2H2O		= CO	+ CH3		1.226856e+04
  R391	O	+ C2H2		= CO	+ CH2		6.815595e+03
  P23	C2H4O			= CO	+ CH4		3.690154e+03
  T32	C2H3O			= CO	+ CH3		7.512778e+02
  R348	NO	+ CHO		= CO	+ HNO		3.577714e+02
  R389	O	+ C2H		= CO	+ CH		1.331366e+02
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	1.029039e+02
  R60	CH3	+ C2H3O		= C2H6	+ CO		7.247246e+01
  R35	CH2	+ C2H2O		= C2H4	+ CO		2.847012e+01
  R112	CHO	+ C2H5		= C2H6	+ CO		1.133897e+01
  R477	OH	+ C2H		= CO	+ CH2		1.116494e+01
  R482	OH	+ C2H2		= CO	+ CH3		1.086728e+01
  R50	CH2	+ CHO		= CO	+ CH3		6.674690e+00
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	4.164725e+00
  R110	CHO	+ C2H3O		= C2H4O	+ CO		2.654315e+00
  R165	H	+ CO2		= CO	+ OH		9.890532e-01
  R336	NO	+ C2HO		= CO	+ HCNO		2.523516e-01
  R171	H	+ HCNO		= CO	+ NH2		2.522287e-01
  R430	O	+ CN		= CO	+ N		5.754754e-02
  T48	CHO2			= CO	+ OH		4.343459e-02
  R296	N2O	+ C		= CO	+ N2		3.331183e-02
  R109	CHO	+ C2H3		= C2H4	+ CO		2.670882e-02
  R340	NO	+ CH		= CO	+ NH		1.463670e-02
  R369	NO2	+ CHO		= NO	+ CO	+ OH	7.707489e-03
  R108	CHO	+ C2H		= C2H2	+ CO		5.342652e-03
  R163	H	+ CNO		= CO	+ NH		4.855676e-03
  R431	O	+ CNO		= CO	+ NO		1.038971e-03
  R331	NO	+ C		= CO	+ N		2.608885e-04
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	3.981220e-05
  R436	O	+ HCN		= CO	+ NH		2.119507e-05
  R333	NO	+ C2H		= HCN	+ CO		7.505252e-07
  R116	CHO	+ CN		= HCN	+ CO		7.316839e-07
  R355	NO2	+ C		= CO	+ NO		1.513863e-07
  P29	CH2O2			= H2O	+ CO		1.756847e-08
  R117	CHO	+ CNO		= HCNO	+ CO		1.458213e-08
  R515	OH	+ HCN		= CO	+ NH2		2.437036e-09
  R421	O3	+ C2H2		= CO	+ CH2O2		4.480756e-11
  R350	NO	+ CNO		= CO	+ N2O		1.077060e-12
  R352	NO	+ CNO		= CO	+ N2	+ O	6.331494e-13
  R372	NO2	+ CN		= CO	+ N2O		8.255868e-15
  R375	NO2	+ CNO		= CO	+ NO	+ NO	6.447308e-17
  R568	NO2	+ CHO		= CO	+ HNO2		6.167519e-19
  R330	NH3	+ CNO		= CO	+ N2H3		2.885889e-20
  R8	C	+ SO2		= CO	+ SO		1.429964e-21
  R124	CO2	+ CN		= CNO	+ CO		8.414692e-25
  R546	SO2	+ C2H		= CO	+ OCS	+ H	4.308814e-30
  P31	OCS			= CO	+ S		6.317222e-35
  T30	C2H2O			= CO	+ CH2		2.876866e-35
  R125	CS	+ O		= CO	+ S		6.338186e-36
  R7	C	+ OCS		= CO	+ CS		6.306044e-36
  R475	OCS	+ O		= CO	+ SO		3.810187e-38
  T40	CNO			= CO	+ N		7.157211e-40
  R467	O(1D)	+ OCS		= CO	+ SO		1.667165e-40
  T14	CH2O			= CO	+ H2		3.162937e-41
  T35	C2H4O			= CH4	+ CO		1.137521e-45
  T16	CH2O2			= CO	+ H2O		1.983062e-46
  T29	C2HO			= CO	+ CH		1.029955e-49
  T60	OCS			= CO	+ S		2.440712e-92
  R267	HS	+ CHO		= H2S	+ CO		0.000000e+00
  R538	S	+ OCS		= CO	+ S2		0.000000e+00
  R543	SO	+ CHO		= HSO	+ CO		0.000000e+00
  R569	S	+ CHO		= HS	+ CO		0.000000e+00
  R572	S	+ CO2		= SO	+ CO		0.000000e+00

CO				LOSS RXS		INT RX RATE	TL = 1.05e+12

  M12	H	+ CO		= CHO			7.210819e+11
  M89	OH	+ CO		= CO2	+ H		2.733951e+11
  M39	OH	+ CO		= CHO2			5.572397e+10
  P35	CO			= C	+ O		2.099907e+07
  M31	O	+ CO		= CO2			5.757664e+06
  M5	CO	+ CH		= C2HO			1.360335e+06
  M6	CO	+ CH3		= C2H3O			2.136631e+02
  R122	CO	+ CH3		= C2H2	+ OH		1.030390e-38
  R121	CO	+ C2H4		= C2H3	+ CHO		1.313832e-65
  R120	CO	+ C2H2		= C2H	+ CHO		2.267406e-84
  R88	CH3S	+ CO		= OCS	+ CH3		0.000000e+00

************************************************************

CHO				PRODUCTION RXS		INT RX RATE	TP = 8.54e+11

  M12	H	+ CO		= CHO			7.210819e+11
  R148	H	+ CH2O		= H2	+ CHO		1.008039e+11
  P20	CH2O			= CHO	+ H		2.208197e+10
  R493	OH	+ CH2O		= CHO	+ H2O		1.013506e+10
  R413	O	+ CH2O		= CHO	+ OH		5.366812e+07
  R133	H	+ C2H3O		= CHO	+ CH3		7.509774e+05
  R398	O	+ C2H4		= CH3	+ CHO		8.016587e+04
  P22	C2H4O			= CHO	+ CH3		2.906352e+04
  R138	H	+ C2H4O		= CH4	+ CHO		1.342245e+04
  R79	CH3O	+ CH2O		= CH4O	+ CHO		2.546617e+02
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	1.029039e+02
  R66	CH3	+ CH2O		= CH4	+ CHO		1.392152e+00
  R338	NO	+ CH		= N	+ CHO		7.786722e-04
  R55	CH2O	+ CN		= HCN	+ CHO		4.492133e-04
  R53	CH2O	+ C2H5		= C2H6	+ CHO		4.109460e-05
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	3.981220e-05
  R252	HO2	+ CH2O		= CHO	+ H2O2		6.547324e-06
  R362	NO2	+ CH		= CHO	+ NO		2.671280e-06
  R56	CH2O	+ CNO		= HCNO	+ CHO		1.466870e-06
  P27	CH2O2			= CHO	+ OH		8.198618e-08
  R52	CH2O	+ C2H3O		= C2H4O	+ CHO		4.936384e-10
  R51	CH2O	+ C2H3		= C2H4	+ CHO		1.549570e-10
  R54	CH2O	+ CH3O2		= CHO	+ CH4O2		1.146531e-11
  R547	SO2	+ CH		= CHO	+ SO		6.719936e-24
  T33	C2H4O			= CHO	+ CH3		1.096700e-42
  R474	OCS	+ CH		= CHO	+ CS		7.843131e-43
  R121	CO	+ C2H4		= C2H3	+ CHO		1.313832e-65
  R120	CO	+ C2H2		= C2H	+ CHO		2.267406e-84
  R272	HS	+ CH2O		= H2S	+ CHO		0.000000e+00

CHO				LOSS RXS		INT RX RATE	TL = 8.54e+11

  R162	H	+ CHO		= CO	+ H2		6.976623e+11
  M10	H	+ CHO		= CH2O			1.554198e+11
  R118	CHO	+ O2		= CO	+ HO2		3.521234e+08
  R504	OH	+ CHO		= CO	+ H2O		2.242859e+08
  R426	O	+ CHO		= CO	+ OH		2.065302e+08
  R427	O	+ CHO		= CO2	+ H		2.065302e+08
  T46	CHO			= CO	+ H		4.993538e+07
  R561	CHO	+ CHO		= CH2O	+ CO		1.768425e+07 (x2)
  R71	CH3	+ CHO		= CH4	+ CO		1.948037e+05
  R114	CHO	+ CH3O		= CH2O	+ CH2O		1.494879e+05
  R113	CHO	+ CH3O		= CH4O	+ CO		7.474396e+04
  R70	CH3	+ CHO		= C2H4O			2.922056e+04
  R348	NO	+ CHO		= CO	+ HNO		3.577714e+02
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	1.029039e+02
  R112	CHO	+ C2H5		= C2H6	+ CO		1.133897e+01
  R50	CH2	+ CHO		= CO	+ CH3		6.674690e+00
  R110	CHO	+ C2H3O		= C2H4O	+ CO		2.654315e+00
  R206	H2	+ CHO		= CH2O	+ H		3.194643e-01
  R237	HNO	+ CHO		= CH2O	+ NO		1.076539e-01
  R109	CHO	+ C2H3		= C2H4	+ CO		2.670882e-02
  R227	H2O2	+ CHO		= CH2O	+ HO2		1.115222e-02
  R369	NO2	+ CHO		= NO	+ CO	+ OH	7.707489e-03
  R108	CHO	+ C2H		= C2H2	+ CO		5.342652e-03
  R368	NO2	+ CHO		= NO	+ CHO2		5.221824e-03
  R115	CHO	+ CH4O		= CH2O	+ CH3O		1.062995e-03
  R370	NO2	+ CHO		= NO	+ CO2	+ H	3.402041e-04
  R116	CHO	+ CN		= HCN	+ CO		7.316839e-07
  R98	CH4	+ CHO		= CH2O	+ CH3		2.695779e-08
  R117	CHO	+ CNO		= HCNO	+ CO		1.458213e-08
  R568	NO2	+ CHO		= CO	+ HNO2		6.167519e-19
  R267	HS	+ CHO		= H2S	+ CO		0.000000e+00
  R543	SO	+ CHO		= HSO	+ CO		0.000000e+00
  R569	S	+ CHO		= HS	+ CO		0.000000e+00

************************************************************

O				PRODUCTION RXS		INT RX RATE	TP = 3.80e+11

  P36	CO2			= CO	+ O		1.955610e+11
  R458	O(1D)	+ N2		= O	+ N2		1.520506e+11
  P2	O2			= O	+ O(1D)		1.391439e+10
  R181	H	+ HO2		= O	+ H2O		4.931309e+09
  P1	O2			= O	+ O		3.656188e+09 (x2)
  R526	OH	+ OH		= H2O	+ O		2.676556e+09
  P5	HO2			= O	+ OH		2.382287e+09
  P73	H2O			= H	+ H	+ O	9.113957e+08
  P3	O3			= O2	+ O		1.273450e+08
  R454	O(1D)	+ CO2		= CO2	+ O		5.976857e+07
  R6	C	+ O2		= CO	+ O		2.826563e+07
  P35	CO			= C	+ O		2.099907e+07
  R464	O(1D)	+ O2		= O	+ O2		7.797544e+04
  P8	NO2			= NO	+ O		5.740698e+01
  P44	NO			= N	+ O		1.468962e+01
  R478	OH	+ C2H		= C2H2	+ O		1.116494e+01
  R466	O(1D)	+ O3		= O2	+ O	+ O	1.087061e+00 (x2)
  P10	NO3			= NO2	+ O		5.582117e-01
  P16	HNO3			= HNO2	+ O		6.543433e-02
  R341	NO	+ CH		= O	+ HCN		8.020909e-03
  R332	NO	+ C		= CN	+ O		4.840477e-04
  R293	N	+ O2		= NO	+ O		2.918281e-05
  R644	NH2	+ OH		= NH3	+ O		8.006409e-06
  R291	N	+ NO		= O	+ N2		4.175669e-06
  R507	OH	+ CN		= O	+ HCN		1.758976e-06
  T1	O3			= O2	+ O		1.012044e-07
  R509	OH	+ CNO		= HCNO	+ O		1.417980e-09
  R292	N	+ NO2		= N2O	+ O		1.170030e-09
  R164	H	+ CNO		= HCN	+ O		1.248750e-10
  R307	NH	+ O2		= O	+ HNO		1.479879e-11
  R352	NO	+ CNO		= CO	+ N2	+ O	6.331494e-13
  R40	NH	+ OH		= NH2	+ O		2.622037e-13
  P13	N2O5			= NO3	+ NO	+ O	1.979610e-14
  R174	H	+ HNO		= NH2	+ O		1.349927e-16
  P46	SO2			= SO	+ O		4.856984e-18
  T4	N2O			= N2	+ O		1.014829e-28
  R562	SO21	+ O2		= O	+ SO3		6.478476e-29
  T5	NO2			= NO	+ O		5.019474e-44
  R540	CS	+ O2		= OCS	+ O		3.033251e-46
  R187	H	+ NO		= NH	+ O		3.912424e-48
  R536	S	+ O2		= SO	+ O		0.000000e+00
  R544	SO	+ O2		= SO2	+ O		0.000000e+00
  T41	SO3			= SO2	+ O		0.000000e+00
  P30	SO3			= SO2	+ O		0.000000e+00
  P49	HSO			= HS	+ O		0.000000e+00
  P51	SO			= S	+ O		0.000000e+00

O				LOSS RXS		INT RX RATE	TL = 3.80e+11

  R445	O	+ OH		= O2	+ H		2.419493e+11
  M16	H	+ O		= OH			5.599058e+10
  R441	O	+ HO2		= OH	+ O2		5.567104e+10
  R428	O	+ CHO2		= CO2	+ OH		1.294870e+10
  M34	O	+ O		= O2			4.794062e+09 (x2)
  M35	O	+ O2		= O3			2.050334e+09
  R415	O	+ CH3		= CH2O	+ H		7.947090e+08
  R416	O	+ CH3		= CO	+ H2	+ H	3.246954e+08
  R426	O	+ CHO		= CO	+ OH		2.065302e+08
  R427	O	+ CHO		= CO2	+ H		2.065302e+08
  R433	O	+ H2		= H	+ OH		1.545688e+08
  R413	O	+ CH2O		= CHO	+ OH		5.366812e+07
  R408	O	+ CH		= CO	+ H		1.182393e+07
  M31	O	+ CO		= CO2			5.757664e+06
  R422	O	+ CH3O2		= CH3O	+ O2		5.296487e+06
  R419	O	+ CH3O		= CH2O	+ OH		5.293540e+06
  R411	O	+ CH2		= CO	+ H	+ H	3.888458e+06
  R412	O	+ CH2		= CO	+ H2		2.365479e+06
  R420	O	+ CH3O		= CH3	+ O2		1.890550e+06
  R424	O	+ CH4O		= CH3O	+ OH		3.840185e+05
  R409	O	+ CH2		= CH	+ OH		2.333075e+05
  R414	O	+ CH3		= CH3O			2.177826e+05
  R398	O	+ C2H4		= CH3	+ CHO		8.016587e+04
  R423	O	+ CH4		= CH3	+ OH		5.719828e+04
  R402	O	+ C2H5		= C2H5O			5.009097e+04
  R400	O	+ C2H4		= CH2O	+ CH2		4.854551e+04
  R444	O	+ O3		= O2	+ O2		3.573438e+04
  R403	O	+ C2H5		= C2H4O	+ H		3.538687e+04
  R396	O	+ C2H4		= C2H3O	+ H		3.461535e+04
  R434	O	+ H2O2		= OH	+ HO2		8.774847e+03
  R401	O	+ C2H4O		= C2H3O	+ OH		8.741190e+03
  R405	O	+ C2H5		= CH2O	+ CH3		7.103980e+03
  R391	O	+ C2H2		= CO	+ CH2		6.815595e+03
  R404	O	+ C2H5		= C2H4	+ OH		5.009097e+03
  R399	O	+ C2H4		= C2H2O	+ H2		4.945051e+03
  R439	O	+ HNO		= OH	+ NO		1.794103e+03
  R393	O	+ C2H3		= C2H3O			8.060459e+02
  R394	O	+ C2H3		= C2H2	+ OH		8.060459e+02
  R395	O	+ C2H3		= C2H2O	+ H		7.785558e+02
  M32	O	+ NO		= NO2			6.102479e+02
  R389	O	+ C2H		= CO	+ CH		1.331366e+02
  R390	O	+ C2H2		= H	+ C2HO		2.219051e+01
  M90	O	+ NO2		= NO	+ O2		1.404871e+01
  R406	O	+ C2H6		= C2H5	+ OH		1.159795e+01
  R407	O	+ CH		= OH	+ C		7.993277e+00
  R397	O	+ C2H4		= C2H3	+ OH		5.750822e+00
  R304	NH	+ O		= NO	+ H		3.114707e+00
  M33	O	+ NO2		= NO3			9.439275e-01
  R425	O	+ CH4O2		= CH3O2	+ OH		5.513204e-01
  R305	NH	+ O		= OH	+ N		3.114707e-01
  M26	N	+ O		= NO			1.183230e-01
  R322	NH2	+ O		= H	+ HNO		7.338562e-02
  R430	O	+ CN		= CO	+ N		5.754754e-02
  R323	NH2	+ O		= OH	+ NH		1.139589e-02
  R324	NH2	+ O		= H2	+ NO		8.153958e-03
  R443	O	+ NO3		= NO2	+ O2		4.114065e-03
  R431	O	+ CNO		= CO	+ NO		1.038971e-03
  R435	O	+ HCN		= H	+ CNO		4.945515e-05
  R436	O	+ HCN		= CO	+ NH		2.119507e-05
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	1.211183e-07
  R392	O	+ C2H2N		= CH2O	+ CN		1.124600e-08
  R438	O	+ HCNO		= CO2	+ NH		2.837211e-09
  R440	O	+ HNO4		= HNO3	+ O2		3.859340e-10
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	2.735932e-10
  R432	O	+ CNO		= CN	+ O2		4.152587e-11
  R437	O	+ HCNO		= CNO	+ OH		1.067188e-12
  M49	SO2	+ O		= SO3			3.962810e-23
  R446	O	+ S2		= S	+ SO		3.444236e-27
  R274	HSO3	+ O		= OH	+ SO3		3.384144e-27
  R429	O	+ CN		= C	+ NO		1.563024e-31
  R125	CS	+ O		= CO	+ S		6.338186e-36
  R553	SO2	+ O		= SO	+ O2		1.928080e-37
  R475	OCS	+ O		= CO	+ SO		3.810187e-38
  R106	CH4S	+ O		= CH3	+ HSO		0.000000e+00
  R231	H2S	+ O		= OH	+ HS		0.000000e+00
  R266	HS	+ O		= H	+ SO		0.000000e+00
  R555	SO3	+ O		= SO2	+ O2		0.000000e+00
  R578	HSO	+ O		= OH	+ SO		0.000000e+00
  M46	SO	+ O		= SO2			0.000000e+00

************************************************************

O2				PRODUCTION RXS		INT RX RATE	TP = 3.52e+11

  R445	O	+ OH		= O2	+ H		2.419493e+11
  R441	O	+ HO2		= OH	+ O2		5.567104e+10
  R522	OH	+ HO2		= H2O	+ O2		2.639945e+10
  R182	H	+ HO2		= H2	+ O2		2.126627e+10
  M34	O	+ O		= O2			4.794062e+09
  R192	H	+ O3		= OH	+ O2		1.120919e+09
  P4	O3			= O2	+ O(1D)		8.020224e+08
  P3	O3			= O2	+ O		1.273450e+08
  R257	HO2	+ HO2		= H2O2	+ O2		4.904026e+07
  R422	O	+ CH3O2		= CH3O	+ O2		5.296487e+06
  M19	HO2	+ HO2		= H2O2	+ O2		2.465998e+06
  R500	OH	+ CH3O2		= CH4O	+ O2		2.329641e+06
  R420	O	+ CH3O		= CH3	+ O2		1.890550e+06
  R464	O(1D)	+ O2		= O	+ O2		7.797544e+04
  R254	HO2	+ CH3O2		= CH4O2	+ O2		5.746868e+04
  R444	O	+ O3		= O2	+ O2		3.573438e+04 (x2)
  R525	OH	+ O3		= HO2	+ O2		1.035738e+04
  R470	O3	+ CH3		= CH3O	+ O2		1.744030e+03
  R261	HO2	+ O3		= OH	+ O2	+ O2	7.333173e+01 (x2)
  M90	O	+ NO2		= NO	+ O2		1.404871e+01
  R251	HO2	+ C2H5		= C2H6	+ O2		1.849835e+00
  R465	O(1D)	+ O3		= O2	+ O2		1.087061e+00 (x2)
  R466	O(1D)	+ O3		= O2	+ O	+ O	1.087061e+00
  R471	O3	+ CH3O		= CH3O2	+ O2		3.686959e-01
  R85	CH3O2	+ CH3O2		= CH3O	+ CH3O	+ O2	2.632488e-01
  R86	CH3O2	+ CH3O2		= CH4O	+ CH2O	+ O2	1.606264e-01
  P9	NO3			= NO	+ O2		7.675006e-02
  R443	O	+ NO3		= NO2	+ O2		4.114065e-03
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	3.027978e-03
  R469	O3	+ C2H5		= C2H5O	+ O2		1.311016e-03
  R459	O(1D)	+ N2O		= O2	+ N2		8.884836e-04
  R258	HO2	+ NH2		= NH3	+ O2		3.003484e-04
  R354	NO	+ O3		= NO2	+ O2		8.365765e-05
  R472	O3	+ CH3O2		= CH3O	+ O2	+ O2	1.836441e-05 (x2)
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	1.641194e-05
  R462	O(1D)	+ NO		= O2	+ N		4.821927e-06
  R294	N	+ O3		= NO	+ O2		1.356149e-06
  T1	O3			= O2	+ O		1.012044e-07
  T6	NO3			= NO	+ O2		3.165747e-08
  R463	O(1D)	+ NO2		= O2	+ NO		5.371451e-09
  R440	O	+ HNO4		= HNO3	+ O2		3.859340e-10
  R384	NO3	+ CH3O2		= CH3O	+ NO2	+ O2	2.898427e-10
  R432	O	+ CNO		= CN	+ O2		4.152587e-11
  R377	NO2	+ O3		= NO3	+ O2		1.435759e-11
  R156	H	+ CH3O2		= CH4	+ O2		1.074143e-14
  R244	HO2	+ C2H2		= C2H3	+ O2		2.576371e-16
  R376	NO2	+ NO3		= NO	+ NO2	+ O2	8.944789e-19
  T2	HO2			= O2	+ H		8.713967e-22
  R387	NO3	+ NO3		= NO2	+ NO2	+ O2	1.303719e-23
  R551	SO2	+ HO2		= HOSO	+ O2		3.761342e-34
  R553	SO2	+ O		= SO	+ O2		1.928080e-37
  R126	CS	+ O3		= O2	+ OCS		4.446028e-54
  R216	HSO	+ O3		= HOSO	+ O2		0.000000e+00
  R269	HS	+ O3		= O2	+ HSO		0.000000e+00
  R271	HSO	+ O3		= HS	+ O2	+ O2	0.000000e+00 (x2)
  R537	S	+ O3		= O2	+ SO		0.000000e+00
  R545	SO	+ O3		= SO2	+ O2		0.000000e+00
  R555	SO3	+ O		= SO2	+ O2		0.000000e+00
  R570	S	+ HO2		= HS	+ O2		0.000000e+00

O2				LOSS RXS		INT RX RATE	TL = 3.52e+11

  M17	H	+ O2		= HO2			3.238428e+11
  P2	O2			= O	+ O(1D)		1.391439e+10
  R645	O2	+ CHO2		= HO2	+ CO2		8.215533e+09
  P1	O2			= O	+ O		3.656188e+09
  M35	O	+ O2		= O3			2.050334e+09
  R118	CHO	+ O2		= CO	+ HO2		3.521234e+08
  M4	CH3	+ O2		= CH3O2			8.296087e+07
  R81	CH3O	+ O2		= CH2O	+ HO2		4.903732e+07
  R6	C	+ O2		= CO	+ O		2.826563e+07
  R464	O(1D)	+ O2		= O	+ O2		7.797544e+04
  R26	C2H5O	+ O2		= C2H4O	+ HO2		6.556730e+02
  R306	NH	+ O2		= OH	+ NO		8.624238e-05
  R293	N	+ O2		= NO	+ O		2.918281e-05
  R307	NH	+ O2		= O	+ HNO		1.479879e-11
  R562	SO21	+ O2		= O	+ SO3		6.478476e-29
  R275	HSO3	+ O2		= HO2	+ SO3		7.838762e-30
  R540	CS	+ O2		= OCS	+ O		3.033251e-46
  R89	CH3S	+ O2		= CH3	+ SO2		0.000000e+00
  R268	HS	+ O2		= SO	+ OH		0.000000e+00
  R273	HOSO	+ O2		= HO2	+ SO2		0.000000e+00
  R536	S	+ O2		= SO	+ O		0.000000e+00
  R544	SO	+ O2		= SO2	+ O		0.000000e+00
  R558	HSO	+ O2		= OH	+ SO2		0.000000e+00
  M21	HS	+ O2		= HOSO			0.000000e+00

************************************************************

HO2				PRODUCTION RXS		INT RX RATE	TP = 3.33e+11

  M17	H	+ O2		= HO2			3.238428e+11
  R645	O2	+ CHO2		= HO2	+ CO2		8.215533e+09
  R118	CHO	+ O2		= CO	+ HO2		3.521234e+08
  R513	OH	+ H2O2		= H2O	+ HO2		2.001067e+08
  R81	CH3O	+ O2		= CH2O	+ HO2		4.903732e+07
  R168	H	+ H2O2		= H2	+ HO2		2.738322e+06
  R224	H2O2	+ CH3		= CH4	+ HO2		1.132954e+04
  R525	OH	+ O3		= HO2	+ O2		1.035738e+04
  R434	O	+ H2O2		= OH	+ HO2		8.774847e+03
  R26	C2H5O	+ O2		= C2H4O	+ HO2		6.556730e+02
  R227	H2O2	+ CHO		= CH2O	+ HO2		1.115222e-02
  R221	H2O2	+ C2H3		= C2H4	+ HO2		7.795511e-03
  R225	H2O2	+ CH3O		= CH4O	+ HO2		7.100828e-03
  P18	HNO4			= NO2	+ HO2		3.696144e-03
  R223	H2O2	+ C2H5		= C2H6	+ HO2		2.614601e-03
  R524	OH	+ NO3		= HO2	+ NO2		1.048535e-03
  T13	HNO4			= HO2	+ NO2		6.100259e-09
  R226	H2O2	+ CH3O2		= CH4O2	+ HO2		3.193595e-09
  R222	H2O2	+ C2H3O		= C2H4O	+ HO2		1.083932e-09
  R275	HSO3	+ O2		= HO2	+ SO3		7.838762e-30
  R273	HOSO	+ O2		= HO2	+ SO2		0.000000e+00
  R556	SO3	+ OH		= HO2	+ SO2		0.000000e+00

HO2				LOSS RXS		INT RX RATE	TL = 3.33e+11

  R180	H	+ HO2		= OH	+ OH		2.219089e+11
  R441	O	+ HO2		= OH	+ O2		5.567104e+10
  R522	OH	+ HO2		= H2O	+ O2		2.639945e+10
  R182	H	+ HO2		= H2	+ O2		2.126627e+10
  R181	H	+ HO2		= O	+ H2O		4.931309e+09
  P5	HO2			= O	+ OH		2.382287e+09
  R257	HO2	+ HO2		= H2O2	+ O2		4.904026e+07 (x2)
  M19	HO2	+ HO2		= H2O2	+ O2		2.465998e+06 (x2)
  R254	HO2	+ CH3O2		= CH4O2	+ O2		5.746868e+04
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	3.872088e+03
  R259	HO2	+ NO		= OH	+ NO2		1.761604e+02
  R261	HO2	+ O3		= OH	+ O2	+ O2	7.333173e+01
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	4.164725e+00
  R250	HO2	+ C2H5		= C2H4	+ H2O2		1.849835e+00
  R251	HO2	+ C2H5		= C2H6	+ O2		1.849835e+00
  M20	HO2	+ NO2		= HNO4			7.686389e-03
  R258	HO2	+ NH2		= NH3	+ O2		3.003484e-04
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	1.641194e-05
  R252	HO2	+ CH2O		= CHO	+ H2O2		6.547324e-06
  R255	HO2	+ CH4O		= CH3O	+ H2O2		2.348600e-08
  R245	HO2	+ C2H2		= C2H2O	+ OH		5.614436e-09
  R248	HO2	+ C2H4		= C2H4O	+ OH		4.267009e-09
  R209	H2	+ HO2		= H2O2	+ H		6.526074e-11
  R244	HO2	+ C2H2		= C2H3	+ O2		2.576371e-16
  T2	HO2			= O2	+ H		8.713967e-22
  R551	SO2	+ HO2		= HOSO	+ O2		3.761342e-34
  R263	HS	+ HO2		= OH	+ HSO		0.000000e+00
  R570	S	+ HO2		= HS	+ O2		0.000000e+00
  R571	S	+ HO2		= SO	+ OH		0.000000e+00

************************************************************

