# Reaction ID 	 Column-Integrated Reaction Rate (cm**-2 s**-1)
R1	1.906415e-60
R2	3.212188e-51
R3	2.548036e-20
R4	0.000000e+00
R5	4.807033e-34
R6	2.762796e+07
R7	0.000000e+00
R8	6.301134e-24
R9	8.607985e-11
R10	1.425754e-44
R11	9.422204e-09
R12	2.755050e-04
R13	1.363189e-04
R14	1.097514e-02
R15	5.816321e-29
R16	6.628472e-05
R17	8.473131e-09
R18	1.375326e-11
R19	1.064092e-22
R20	3.677199e-08
R21	1.701310e-07
R22	9.279872e-08
R23	8.418283e-11
R24	3.320749e-13
R25	4.198649e-11
R26	6.824186e+03
R27	4.335401e-16
R28	4.892061e-16
R29	1.779417e-09
R30	2.462990e+00
R31	4.133027e-01
R32	3.916235e+04
R33	8.128573e+05
R34	1.208569e-06
R35	3.337725e+01
R36	3.599587e-07
R37	1.503037e-02
R38	2.824735e-05
R39	6.151181e-11
R40	2.075002e-14
R41	2.988074e-48
R44	3.736599e-01
R45	2.906479e-03
R46	1.453240e-04
R47	9.765760e-03
R48	2.437871e-06
R49	1.529856e-11
R50	8.270958e-02
R51	3.406434e-09
R52	8.184949e-09
R53	2.074165e-04
R54	1.041420e-06
R55	7.272938e-06
R56	1.002244e-05
R57	4.842059e-19
R59	3.309626e-03
R60	4.145881e+01
R61	3.662394e+00
R62	4.692645e-12
R63	1.526097e-05
R64	5.978540e-01
R65	3.652976e-06
R66	1.214737e+01
R67	6.507732e+03
R68	1.323842e+05
R69	3.188211e-03
R70	2.960724e+05
R71	1.973816e+06
R72	1.523916e-09
R73	1.816605e-05
R74	2.590305e-11
R75	7.146169e-05
R76	6.583663e-02
R77	6.583663e-01
R78	1.299452e-04
R79	2.125455e+02
R80	1.024630e+02
R81	3.892846e+08
R82	1.397872e-03
R83	1.401865e+01
R84	2.692948e+03
R85	1.832797e+03
R86	1.118317e+03
R87	1.910823e-08
R88	0.000000e+00
R89	0.000000e+00
R90	0.000000e+00
R91	8.082485e+01
R93	2.304277e-05
R94	4.735902e-08
R95	1.054548e-07
R96	1.172394e+01
R97	2.721705e-10
R98	1.996952e-07
R99	6.604102e-05
R100	3.681419e-09
R101	2.798412e-06
R102	0.000000e+00
R103	0.000000e+00
R104	0.000000e+00
R105	0.000000e+00
R106	0.000000e+00
R107	0.000000e+00
R108	7.244507e-04
R109	1.466519e-02
R110	1.537737e+01
R111	1.123072e+03
R112	8.245173e+01
R113	9.142274e+04
R114	1.828455e+05
R115	1.035304e-03
R116	6.651816e-09
R117	1.546257e-07
R118	1.291295e+09
R119	5.470670e-12
R120	1.677282e-80
R121	4.181316e-63
R122	1.609662e-36
R123	1.153225e+07
R124	3.077273e-22
R125	0.000000e+00
R126	0.000000e+00
R127	8.694923e+02
R128	2.325288e-29
R129	7.048310e-16
R130	4.029733e+04
R131	2.659953e+02
R132	2.849183e+01
R133	8.886064e+05
R134	4.846944e+05
R135	2.753589e-06
R136	2.738873e+02
R137	7.205277e+04
R138	1.171943e+05
R140	1.216121e+05
R141	6.080605e+03
R142	1.097450e+05
R143	1.082208e+04
R145	2.187712e+06
R146	6.941324e+06
R148	6.157565e+10
R149	5.062765e-03
R150	2.939658e-03
R152	7.494366e+08
R153	4.166645e+08
R154	2.604153e+07
R155	2.011223e+08
R156	2.388964e-10
R157	4.896564e+08
R159	2.176672e+08
R160	1.412237e+05
R161	1.704022e+05
R162	5.458698e+11
R163	1.166285e-03
R164	1.748480e-09
R165	2.986152e+01
R166	4.384275e+06
R167	6.622200e+08
R168	7.594490e+07
R169	4.496845e-10
R171	1.241603e+00
R172	1.832668e+04
R173	8.191299e-08
R174	7.403337e-17
R175	1.629069e+00
R176	3.486078e-02
R177	5.903124e-01
R178	1.156679e-05
R179	3.145838e-11
R180	2.247663e+11
R181	4.994806e+09
R182	2.154010e+10
R183	5.187992e-15
R186	4.222938e-06
R187	1.676888e-47
R188	3.888118e-32
R189	3.878810e+02
R190	8.495817e-01
R192	8.963572e+09
R195	8.344340e+02
R196	1.778219e-28
R197	6.455882e-06
R198	8.547046e-03
R199	9.938866e+05
R200	1.192664e+06
R201	3.349130e-10
R202	1.328797e+05
R203	8.694835e+02
R204	8.424262e-02
R205	1.611113e-13
R206	1.007364e-01
R207	1.089914e-05
R209	1.676436e-09
R212	2.408833e-04
R213	7.581379e-19
R214	2.133682e-33
R215	7.337281e-01
R216	0.000000e+00
R217	2.051544e-07
R218	5.402803e+06
R219	3.376943e-05
R220	3.121985e-05
R221	9.746048e-03
R222	2.322587e-06
R223	1.400731e+00
R224	7.704945e+05
R225	6.169670e+00
R226	2.618108e-03
R227	9.503839e-01
R228	0.000000e+00
R229	0.000000e+00
R230	0.000000e+00
R231	0.000000e+00
R232	0.000000e+00
R233	2.081398e-19
R235	8.813492e-02
R236	3.064090e-02
R237	2.170655e-02
R238	7.560910e-16
R239	6.433744e-14
R242	4.762243e-16
R243	7.241639e-14
R244	4.220807e-14
R245	4.458086e-08
R246	1.732336e+00
R247	4.987145e+04
R248	6.627984e-08
R250	1.195175e+02
R251	1.195175e+02
R252	2.669239e-03
R254	5.113979e+07
R255	1.637151e-05
R257	7.238763e+09
R258	2.925459e-01
R259	1.355093e+03
R260	3.057718e-02
R261	1.392771e+05
R263	0.000000e+00
R264	0.000000e+00
R265	0.000000e+00
R266	0.000000e+00
R267	0.000000e+00
R268	0.000000e+00
R269	0.000000e+00
R270	0.000000e+00
R271	0.000000e+00
R272	0.000000e+00
R273	0.000000e+00
R274	9.870117e-38
R275	5.422280e-42
R276	5.258081e-36
R277	8.909156e-10
R278	1.724353e-10
R279	3.836037e-07
R281	1.379907e-04
R282	6.819047e-04
R283	2.654250e-09
R284	2.867355e-13
R287	5.759588e-26
R288	8.895954e-51
R289	7.283485e-14
R291	2.546995e-07
R292	2.361089e-09
R293	5.461834e-05
R294	9.357965e-06
R295	1.670853e+00
R296	1.331030e-02
R297	2.059620e+00
R298	1.146606e-10
R300	7.695263e-32
R301	1.603789e-09
R302	1.611324e-10
R303	1.074216e-10
R304	7.344426e-02
R305	7.344426e-03
R306	8.177780e-04
R307	1.070776e-09
R308	6.497278e-03
R309	4.271491e-04
R310	2.447129e-39
R311	4.369228e-15
R312	2.605952e-13
R313	4.656649e-11
R314	1.439193e-18
R315	9.135620e-13
R316	1.650986e-12
R317	1.522829e-09
R319	6.593136e-05
R320	1.408345e-08
R321	1.796724e-09
R322	3.548677e-01
R323	5.510664e-02
R324	3.942975e-02
R325	1.133011e-05
R326	2.621534e-04
R327	6.466189e-09
R328	2.176164e-12
R329	1.323969e-16
R330	1.300037e-17
R331	1.135372e-05
R332	2.110498e-05
R333	2.045036e-07
R334	4.295048e-08
R335	7.420854e-04
R336	1.241936e+00
R337	4.009235e-01
R338	1.159284e-04
R339	3.486567e-04
R340	2.179105e-03
R341	1.194149e-03
R342	1.220299e-03
R346	4.169533e-02
R347	1.490172e+00
R348	7.155204e+01
R350	2.239096e-12
R351	2.687091e-12
R352	1.260799e-12
R353	1.594487e-08
R354	1.610873e-02
R355	4.050954e-09
R356	4.712746e-09
R357	5.087828e-09
R358	2.841794e-04
R359	9.491760e-05
R360	3.272897e-04
R361	4.916079e-04
R362	7.244095e-07
R363	8.464074e-08
R364	1.958794e-01
R365	4.680304e-02
R366	1.999068e-05
R367	1.792880e-26
R368	6.847698e-02
R369	1.010730e-01
R370	6.671178e-03
R371	3.037485e-15
R372	1.890951e-16
R373	1.382974e-16
R374	2.433294e-13
R375	1.928830e-14
R376	3.517159e-15
R377	2.564074e-07
R378	5.288867e-08
R379	4.876973e-12
R380	2.837628e-08
R381	2.294504e-04
R382	7.338940e-07
R383	6.115785e-07
R384	1.420610e-05
R385	8.143570e-09
R387	1.635389e-19
R389	1.449147e+02
R390	1.588146e+01
R391	5.422015e+03
R392	8.909157e-10
R393	3.429594e+02
R394	3.429594e+02
R395	3.295000e+02
R396	1.410237e+05
R397	2.084349e+01
R398	3.252479e+05
R399	2.014624e+04
R400	1.936689e+05
R401	1.894385e+04
R402	4.254659e+04
R403	3.141726e+04
R404	4.254659e+03
R405	6.307075e+03
R406	8.202971e+01
R407	1.992401e+01
R408	2.540612e+07
R409	5.948056e+05
R411	9.913427e+06
R412	6.030668e+06
R413	2.134344e+08
R414	1.215955e+05
R415	4.545610e+08
R416	1.857206e+08
R417	8.554291e-07
R418	7.154189e-07
R419	4.936608e+06
R420	1.763074e+06
R421	1.892206e-09
R422	1.292736e+08
R423	1.563124e+06
R424	7.464651e+05
R425	3.314088e+03
R426	3.561061e+08
R427	3.561061e+08
R428	1.495112e+10
R429	1.732192e-31
R430	8.972933e-03
R431	5.401821e-04
R432	6.543451e-11
R433	1.983510e+08
R434	5.181819e+05
R435	6.827639e-04
R436	2.926131e-04
R437	5.042546e-11
R438	8.691263e-08
R439	2.918866e+02
R440	8.627459e-06
R441	4.917677e+11
R443	1.434856e-01
R444	1.776916e+06
R445	2.463828e+11
R446	2.827994e-28
R447	7.935197e-03
R448	4.182350e-02
R449	5.044228e+03
R450	1.899992e+04
R451	1.261057e+03
R452	1.673330e+00
R453	7.808874e+00
R454	1.001551e+09
R455	2.180826e+06
R456	1.305925e+05
R457	4.099443e-06
R458	2.544527e+11
R459	3.858460e-03
R460	6.041865e-03
R461	4.428031e-10
R462	2.432517e-06
R463	1.194269e-08
R464	7.475302e+05
R465	3.108355e+01
R466	3.108355e+01
R467	0.000000e+00
R468	5.214742e-06
R469	1.552679e-01
R470	7.244815e+04
R471	6.618222e+01
R472	1.912130e-01
R473	0.000000e+00
R474	0.000000e+00
R475	0.000000e+00
R477	2.368060e+00
R478	2.368060e+00
R479	9.849287e-13
R480	5.558301e-12
R481	7.255902e+02
R482	9.160126e-01
R483	4.776588e+05
R485	1.309621e+00
R486	1.309621e+00
R487	1.450758e+04
R488	3.155875e-03
R489	1.888428e+05
R490	1.936627e+03
R491	2.425921e+05
R492	3.802314e+02
R493	2.040489e+10
R494	6.599318e-07
R495	8.379838e-06
R496	1.122925e+05
R498	2.688796e-05
R499	8.658000e+05
R500	5.522755e+07
R501	1.242637e+10
R502	5.476372e+08
R503	4.095013e+07
R504	9.246031e+08
R505	1.020443e+11
R506	1.993105e-05
R507	1.023030e-08
R509	1.570044e-09
R512	8.516929e+11
R513	2.856527e+09
R515	2.767157e-08
R516	5.732686e-05
R517	6.965199e-04
R519	6.455023e+01
R520	1.983956e+01
R521	4.602078e+00
R522	7.965459e+10
R523	2.197085e-01
R524	3.147667e-02
R525	6.472377e+05
R526	4.825543e+08
R527	0.000000e+00
R528	0.000000e+00
R533	0.000000e+00
R534	0.000000e+00
R535	0.000000e+00
R536	0.000000e+00
R537	0.000000e+00
R538	0.000000e+00
R540	0.000000e+00
R541	0.000000e+00
R542	0.000000e+00
R543	0.000000e+00
R544	0.000000e+00
R545	0.000000e+00
R546	1.330591e-37
R547	1.834091e-30
R548	5.485421e-33
R549	7.230317e-38
R551	5.363215e-46
R552	3.933621e-77
R553	8.389092e-45
R554	0.000000e+00
R555	0.000000e+00
R556	0.000000e+00
R557	0.000000e+00
R558	0.000000e+00
R559	0.000000e+00
R560	0.000000e+00
R561	2.320581e+07
R562	6.447454e-36
R563	9.455886e-60
R564	2.252019e-61
R565	0.000000e+00
R566	5.782502e-47
R567	9.204927e-41
R568	1.237784e-17
R569	0.000000e+00
R570	0.000000e+00
R571	0.000000e+00
R572	0.000000e+00
R573	0.000000e+00
R574	0.000000e+00
R575	0.000000e+00
R576	0.000000e+00
R577	0.000000e+00
R578	0.000000e+00
R579	0.000000e+00
R596	3.425690e+07
R597	2.512172e+08
R598	3.154612e+05
R599	1.551018e+06
R608	8.936448e-22
R611	2.484547e-47
R617	2.670528e-10
R618	2.611773e-05
R639	2.812751e-13
R640	3.671740e-01
R641	2.334502e-12
R642	4.748721e-32
R643	1.249663e-32
R644	1.479026e-04
R645	1.071677e+11
M2	9.860483e+01
M3	1.512437e+05
M4	3.957806e+08
M5	2.185810e+06
M6	2.892591e+03
M7	6.442219e+02
M9	6.465466e+04
M10	1.118621e+11
M11	4.036272e-06
M12	5.647644e+11
