# Reaction ID 	 Column-Integrated Reaction Rate (cm**-2 s**-1)
R1	2.666988e-59
R2	1.664181e-49
R3	6.454197e-17
R4	1.903029e-41
R5	5.452756e-36
R6	9.583678e+07
R7	1.491909e-41
R8	1.153933e-23
R9	3.239739e-22
R10	7.480391e-43
R11	7.003903e-17
R12	7.802287e-11
R13	3.001635e-17
R14	5.857976e-09
R15	6.151245e-31
R16	2.367685e-08
R17	1.577562e-16
R18	5.312660e-13
R19	2.875906e-22
R20	1.067330e-14
R21	1.609115e-11
R22	8.776992e-12
R23	3.728765e-09
R24	1.685580e-15
R25	2.131193e-13
R26	2.079962e+03
R27	7.365770e-18
R28	1.779330e-15
R29	8.228584e-13
R30	1.566007e-04
R31	5.684577e-06
R32	1.557800e+00
R33	5.908154e+02
R34	3.289583e-15
R35	9.134776e-03
R36	2.141643e-15
R37	5.507550e-07
R38	4.871376e-11
R39	6.765903e-12
R40	6.124978e-15
R41	5.490307e-47
R44	9.841242e-06
R45	3.150057e-07
R46	1.575029e-08
R47	1.787247e-13
R48	6.382781e-07
R49	5.019093e-12
R50	4.733877e-04
R51	1.157704e-10
R52	6.784347e-08
R53	9.655540e-04
R54	8.108390e-13
R55	6.099973e-09
R56	1.332435e-05
R57	2.274095e-21
R59	1.374536e-06
R60	3.367286e+01
R61	2.656080e+00
R62	1.460532e-11
R63	1.169629e-03
R64	2.239805e-02
R65	1.450565e-05
R66	1.028512e+02
R67	2.002560e+03
R68	1.637884e-03
R69	3.081448e-02
R70	3.207130e+06
R71	2.138086e+07
R72	3.126710e-11
R73	6.193790e-13
R74	6.280030e-15
R75	2.456784e-08
R76	3.118668e-03
R77	3.118668e-02
R78	6.794023e-04
R79	2.391273e+03
R80	1.590495e-07
R81	2.088958e+07
R82	1.831893e-13
R83	6.874015e-08
R84	2.865776e-04
R85	2.102161e-11
R86	1.282675e-11
R87	7.320493e-15
R88	0.000000e+00
R89	0.000000e+00
R90	0.000000e+00
R91	1.030453e-04
R93	3.097923e-07
R94	2.172968e-07
R95	1.274220e-06
R96	1.210078e+02
R97	2.569203e-16
R98	5.537981e-06
R99	2.066751e-07
R100	5.000002e-09
R101	2.543902e-09
R102	0.000000e+00
R103	0.000000e+00
R104	0.000000e+00
R105	0.000000e+00
R106	0.000000e+00
R107	0.000000e+00
R108	1.325757e-09
R109	1.982480e-04
R110	7.854929e+02
R111	1.955626e+05
R112	3.387881e+02
R113	1.426748e+06
R114	2.853496e+06
R115	2.805476e-02
R116	3.198759e-11
R117	3.897774e-07
R118	3.875394e+09
R119	1.014974e-13
R120	2.040809e-78
R121	5.229864e-61
R122	1.535115e-34
R123	7.440155e+04
R124	3.953467e-23
R125	4.182192e-37
R126	9.606212e-44
R127	3.590030e-04
R128	1.370314e-32
R129	3.320765e-18
R130	4.462325e+04
R131	5.550589e-02
R132	5.721340e-03
R133	2.511401e+05
R134	1.369855e+05
R135	1.602182e-06
R136	3.113948e+03
R137	7.449970e+05
R138	1.211742e+06
R140	2.303890e+04
R141	1.151945e+03
R142	7.639311e+03
R143	5.526316e+03
R145	2.528786e+03
R146	1.359732e+04
R148	5.860083e+10
R149	6.901860e-03
R150	5.087035e-01
R152	6.480110e+08
R153	3.595206e+08
R154	2.247003e+07
R155	9.111772e+00
R156	1.095587e-16
R157	4.912832e+08
R159	2.464788e+08
R160	3.780160e-03
R161	4.561184e-03
R162	7.341823e+11
R163	1.263265e-04
R164	2.291862e-10
R165	2.359873e+02
R166	3.298206e+06
R167	2.592014e+07
R168	2.949037e+06
R169	5.171268e-11
R171	1.477653e-01
R172	6.035109e+05
R173	6.939172e-06
R174	9.787417e-15
R175	2.289383e+01
R176	5.673011e-01
R177	7.922485e+00
R178	3.658487e-05
R179	7.177260e-11
R180	7.984334e+10
R181	1.774296e+09
R182	7.651653e+09
R183	4.371239e-13
R186	8.183080e-08
R187	9.637347e-45
R188	1.132980e-29
R189	1.317306e+05
R190	4.348998e+02
R192	4.535417e+10
R195	2.541809e-03
R196	3.429941e-28
R197	2.874011e-07
R198	6.155971e-02
R199	4.067018e+03
R200	4.880422e+03
R201	2.002350e-07
R202	2.729247e+02
R203	1.269094e+04
R204	2.074585e+00
R205	1.012520e-18
R206	4.395438e+00
R207	1.221331e-07
R209	4.437964e-08
R212	3.952272e-04
R213	5.040776e-15
R214	2.263869e-35
R215	6.118823e-05
R216	1.415251e-22
R217	5.399195e-07
R218	1.481598e+02
R219	2.764633e-07
R220	1.292589e-05
R221	1.001231e-05
R222	3.786093e-06
R223	6.506853e-02
R224	9.308175e+04
R225	2.125218e-01
R226	2.861674e-10
R227	1.053877e+00
R228	1.296423e-37
R229	1.769010e-40
R230	2.376872e-29
R231	1.128889e-29
R232	1.354205e-28
R233	3.160563e-21
R235	2.335850e+01
R236	1.170254e+01
R237	1.484631e+01
R238	2.184266e-16
R239	2.950917e-12
R242	2.088121e-17
R243	4.258683e-13
R244	2.007771e-17
R245	1.007596e-11
R246	1.192996e-03
R247	1.704895e+04
R248	1.140827e-08
R250	4.211476e+00
R251	4.211476e+00
R252	2.234326e-02
R254	3.551473e+00
R255	8.308619e-05
R257	4.484546e+09
R258	2.767966e-02
R259	5.777313e+05
R260	2.378547e+01
R261	9.500495e+06
R263	3.330653e-22
R264	8.714514e-53
R265	2.830655e-27
R266	1.978339e-19
R267	2.796577e-27
R268	3.565566e-24
R269	6.392788e-22
R270	3.104830e-27
R271	3.302253e-22
R272	9.761498e-27
R273	4.261157e-17
R274	5.934628e-20
R275	7.080182e-18
R276	5.038338e-47
R277	2.330560e-12
R278	4.510761e-13
R279	1.763424e-08
R281	3.957640e-05
R282	1.027271e-02
R283	1.433345e-06
R284	3.093720e-13
R287	1.010975e-24
R288	2.789889e-49
R289	9.969612e-10
R291	2.657777e-01
R292	3.895363e-03
R293	1.243717e+00
R294	5.322964e-01
R295	2.644062e+02
R296	5.261823e-03
R297	2.281209e-03
R298	2.067337e-12
R300	4.652845e-33
R301	9.128223e-07
R302	4.761408e-08
R303	3.174272e-08
R304	1.152527e+00
R305	1.152527e-01
R306	7.416646e-02
R307	1.619050e-08
R308	1.943763e-03
R309	1.325919e-04
R310	1.115431e-37
R311	8.365735e-20
R312	3.744977e-15
R313	2.538747e-10
R314	1.299442e-19
R315	3.885578e-13
R316	6.930750e-13
R317	1.388672e-09
R319	1.893883e-05
R320	2.488139e-06
R321	1.187416e-07
R322	1.097839e+00
R323	1.704811e-01
R324	1.219822e-01
R325	4.821008e-04
R326	4.707847e-06
R327	4.436610e-14
R328	3.799268e-13
R329	2.165716e-20
R330	3.763780e-19
R331	7.549843e-06
R332	1.401686e-05
R333	3.065669e-11
R334	1.051671e-08
R335	3.464544e-02
R336	1.481314e-01
R337	4.779476e-02
R338	5.668652e-06
R339	1.704858e-05
R340	1.065536e-04
R341	5.839138e-05
R342	5.967002e-05
R346	8.918065e+00
R347	4.699517e-05
R348	5.866437e+04
R350	1.622731e-10
R351	1.903362e-10
R352	9.274370e-11
R353	2.073676e-02
R354	1.256489e+03
R355	4.636654e-12
R356	2.876614e-12
R357	1.620756e-09
R358	4.439412e-02
R359	4.698332e-03
R360	4.993210e-06
R361	7.500091e-06
R362	5.139104e-09
R363	2.821179e-09
R364	6.952809e+00
R365	1.661291e+00
R366	2.409078e-04
R367	5.761967e-23
R368	1.564512e+02
R369	2.309243e+02
R370	2.311493e+01
R371	1.608284e-16
R372	1.058015e-17
R373	7.737946e-18
R374	7.261038e-12
R375	5.755701e-13
R376	1.330481e-09
R377	9.339148e-03
R378	5.099041e-05
R379	5.295932e-08
R380	1.178207e-06
R381	3.026670e-02
R382	2.505312e-05
R383	2.087760e-05
R384	1.522445e-09
R385	2.383234e-05
R387	2.945966e-13
R389	2.800887e-03
R390	1.318035e-03
R391	3.623572e-01
R392	2.330559e-12
R393	3.166457e-02
R394	3.166457e-02
R395	3.467990e-02
R396	2.065649e+02
R397	1.276639e-01
R398	4.896379e+02
R399	2.950927e+01
R400	3.283950e+02
R401	2.004733e+05
R402	6.578089e+03
R403	5.773548e+03
R404	6.578089e+02
R405	1.159051e+03
R406	7.942282e+02
R407	6.096427e-01
R408	8.821795e+05
R409	3.013342e+04
R411	5.022237e+05
R412	3.055194e+05
R413	2.294629e+09
R414	7.218636e+04
R415	3.050306e+08
R416	1.246268e+08
R417	1.160410e-03
R418	8.170940e-05
R419	5.530079e+06
R420	1.975028e+06
R421	3.013779e-12
R422	8.395957e+01
R423	3.168167e+07
R424	1.520835e+07
R425	3.742396e-03
R426	9.717863e+09
R427	9.717863e+09
R428	6.415610e+10
R429	3.810159e-33
R430	4.685743e-04
R431	3.314714e-04
R432	1.167669e-10
R433	7.688493e+09
R434	1.512149e+06
R435	1.850988e-04
R436	7.932805e-05
R437	2.948899e-10
R438	6.376407e-07
R439	1.443860e+05
R440	1.053230e-02
R441	1.464319e+12
R443	2.531032e+03
R444	1.229873e+08
R445	1.421171e+11
R446	6.769145e-29
R447	1.092701e-05
R448	9.999782e-01
R449	4.740688e+05
R450	1.785659e+06
R451	1.185172e+05
R452	6.499017e+00
R453	3.032875e+01
R454	2.290866e+11
R455	2.462890e+08
R456	5.273827e+06
R457	1.147681e-04
R458	6.341698e+12
R459	1.746454e+01
R460	2.734728e+01
R461	5.107074e-09
R462	1.022239e-02
R463	9.942789e-04
R464	6.767811e+07
R465	9.416890e+03
R466	9.416890e+03
R467	3.622729e-36
R468	3.841517e-06
R469	2.622702e-01
R470	3.253369e+05
R471	3.156800e+01
R472	1.220812e-06
R473	1.789789e-36
R474	4.182264e-37
R475	2.674845e-32
R477	1.284501e-07
R478	1.284501e-07
R479	2.156767e-16
R480	9.698899e-16
R481	1.315690e-03
R482	1.330224e-06
R483	9.053658e+04
R485	9.354561e-05
R486	9.354561e-05
R487	1.242388e+03
R488	1.205116e-04
R489	4.445276e+05
R490	3.213668e+01
R491	5.599538e+04
R492	4.726660e-02
R493	1.107085e+10
R494	2.664674e+01
R495	8.219816e-06
R496	2.150025e+04
R498	4.360840e-05
R499	7.428996e+04
R500	8.509867e-01
R501	6.609985e+09
R502	2.917880e+08
R503	1.512666e+00
R504	8.745986e+08
R505	3.709314e+10
R506	6.065445e-09
R507	3.366549e-12
R509	3.202874e-11
R512	8.663408e+11
R513	2.813504e+08
R515	2.670537e-10
R516	4.619228e-07
R517	2.822901e-04
R519	1.401120e+03
R520	1.214515e+02
R521	1.856956e+02
R522	9.115745e+09
R523	2.644195e-03
R524	9.925319e+00
R525	8.882705e+06
R526	8.833146e+06
R527	6.623183e-20
R528	1.843799e-15
R533	9.350540e-50
R534	1.114069e-71
R535	4.600237e-25
R536	1.407849e-14
R537	1.906710e-18
R538	4.566760e-62
R540	3.997095e-42
R541	1.442403e-21
R542	2.590350e-54
R543	3.371560e-21
R544	3.752936e-17
R545	1.431662e-17
R546	1.215185e-30
R547	2.109499e-22
R548	5.241906e-25
R549	9.360864e-33
R551	8.877289e-26
R552	1.278599e-53
R553	3.771036e-36
R554	1.537744e-21
R555	4.753450e-53
R556	1.200518e-54
R557	2.273759e-45
R558	1.994127e-19
R559	1.008444e-42
R560	3.180116e-22
R561	6.428194e+08
R562	1.671107e-23
R563	5.956110e-48
R564	5.893314e-49
R565	9.236617e-18
R566	5.205576e-23
R567	4.168288e-22
R568	7.723857e-14
R569	2.938848e-24
R570	1.646435e-19
R571	1.646435e-19
R572	3.025323e-20
R573	2.121001e-25
R574	3.387720e-21
R575	2.257905e-20
R576	2.007027e-21
R577	7.197566e-53
R578	2.438117e-18
R579	4.112100e-49
R596	9.011906e+05
R597	6.608731e+06
R598	2.336264e+03
R599	1.148663e+04
R608	1.370314e-32
