  R188	H	+ NO		= OH	+ N		1.132980e-29
  R128	H	+ C2H		= H2	+ C2		1.370314e-32
  R187	H	+ NO		= NH	+ O		9.637347e-45
  R103	CH4S	+ H		= CH3	+ H2S		0.000000e+00
  R104	CH4S	+ H		= H2	+ CH3S		0.000000e+00

************************************************************

OH				PRODUCTION RXS		INT RX RATE	TP = 2.75e+12

  R441	O	+ HO2		= OH	+ O2		1.464319e+12
  P6	H2O			= H	+ OH		9.369836e+11
  R180	H	+ HO2		= OH	+ OH		7.984334e+10 (x2)
  R428	O	+ CHO2		= CO2	+ OH		6.415610e+10
  R192	H	+ O3		= OH	+ O2		4.535417e+10
  M16	H	+ O		= OH			3.199542e+10
  P5	HO2			= O	+ OH		1.716992e+10
  R426	O	+ CHO		= CO	+ OH		9.717863e+09
  R433	O	+ H2		= H	+ OH		7.688493e+09
  P7	H2O2			= OH	+ OH		5.900217e+09 (x2)
  R413	O	+ CH2O		= CHO	+ OH		2.294629e+09
  R153	H	+ CH3O		= CH3	+ OH		3.595206e+08
  R455	O(1D)	+ H2		= H	+ OH		2.462890e+08
  T17	CH3O2			= CH2O	+ OH		2.284432e+08
  R423	O	+ CH4		= CH3	+ OH		3.168167e+07
  R167	H	+ H2O2		= OH	+ H2O		2.592014e+07
  R424	O	+ CH4O		= CH3O	+ OH		1.520835e+07
  R261	HO2	+ O3		= OH	+ O2	+ O2	9.500495e+06
  R419	O	+ CH3O		= CH2O	+ OH		5.530079e+06
  R456	O(1D)	+ H2O		= OH	+ OH		5.273827e+06 (x2)
  R166	H	+ H2O		= H2	+ OH		3.298206e+06
  R450	O(1D)	+ CH4		= CH3	+ OH		1.785659e+06
  R434	O	+ H2O2		= OH	+ HO2		1.512149e+06
  R259	HO2	+ NO		= OH	+ NO2		5.777313e+05
  R401	O	+ C2H4O		= C2H3O	+ OH		2.004733e+05
  R439	O	+ HNO		= OH	+ NO		1.443860e+05
  R189	H	+ NO2		= OH	+ NO		1.317306e+05
  R409	O	+ CH2		= CH	+ OH		3.013342e+04
  P14	HNO2			= NO	+ OH		1.984952e+04
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	1.704895e+04
  P15	HNO3			= NO2	+ OH		7.985835e+02
  R406	O	+ C2H6		= C2H5	+ OH		7.942282e+02
  R404	O	+ C2H5		= C2H4	+ OH		6.578089e+02
  P19	HNO4			= NO3	+ OH		5.579648e+02
  R190	H	+ NO3		= OH	+ NO2		4.348998e+02
  R165	H	+ CO2		= CO	+ OH		2.359873e+02
  R369	NO2	+ CHO		= NO	+ CO	+ OH	2.309243e+02
  P27	CH2O2			= CHO	+ OH		1.359089e+02
  R453	O(1D)	+ CH4O		= CH3O	+ OH		3.032875e+01
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	2.378547e+01
  R175	H	+ HNO2		= OH	+ HNO		2.289383e+01
  R155	H	+ CH3O2		= CH3O	+ OH		9.111772e+00
  P24	CH4O2			= CH3O	+ OH		2.026732e+00
  R448	O(1D)	+ C2H6		= C2H5	+ OH		9.999782e-01
  R407	O	+ CH		= OH	+ C		6.096427e-01
  R323	NH2	+ O		= OH	+ NH		1.704811e-01
  R397	O	+ C2H4		= C2H3	+ OH		1.276639e-01
  R305	NH	+ O		= OH	+ N		1.152527e-01
  R306	NH	+ O2		= OH	+ NO		7.416646e-02
  T37	C2H5O			= C2H4	+ OH		3.575655e-02
  R394	O	+ C2H3		= C2H2	+ OH		3.166457e-02
  R425	O	+ CH4O2		= CH3O2	+ OH		3.742396e-03
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	1.192996e-03
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	1.160410e-03
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	8.170940e-05
  R215	H2O	+ C2H		= C2H2	+ OH		6.118823e-05
  R342	NO	+ CH		= CN	+ OH		5.967002e-05
  R319	NH2	+ H2O		= OH	+ NH3		1.893883e-05
  T31	C2H3O			= C2H2	+ OH		1.547475e-05
  R220	H2O	+ CNO		= HCNO	+ OH		1.292589e-05
  R447	O(1D)	+ C2H4		= C2H3	+ OH		1.092701e-05
  R173	H	+ HNO		= OH	+ NH		6.939172e-06
  R217	H2O	+ C2H5		= C2H6	+ OH		5.399195e-07
  R45	CH2	+ CH3O		= C2H4	+ OH		3.150057e-07
  R219	H2O	+ CN		= HCN	+ OH		2.764633e-07
  R201	NH	+ NO		= OH	+ N2		2.002350e-07
  R303	NH	+ NO2		= OH	+ N2O		3.174272e-08
  R248	HO2	+ C2H4		= C2H4O	+ OH		1.140827e-08
  R461	O(1D)	+ NH3		= OH	+ NH2		5.107074e-09
  R437	O	+ HCNO		= CNO	+ OH		2.948899e-10
  R245	HO2	+ C2H2		= C2H2O	+ OH		1.007596e-11
  T3	H2O2			= OH	+ OH		5.260685e-13 (x2)
  T9	HNO2			= OH	+ NO		1.027942e-15
  T23	CH4O2			= CH3O	+ OH		2.821772e-17
  T10	HNO3			= OH	+ NO2		2.561767e-18
  R578	HSO	+ O		= OH	+ SO		2.438117e-18
  R558	HSO	+ O2		= OH	+ SO2		1.994127e-19
  R571	S	+ HO2		= SO	+ OH		1.646435e-19
  R274	HSO3	+ O		= OH	+ SO3		5.934628e-20
  R575	HSO	+ H		= HS	+ OH		2.257905e-20
  R554	SO3	+ H		= OH	+ SO2		1.537744e-21
  R263	HS	+ HO2		= OH	+ HSO		3.330653e-22
  T48	CHO2			= CO	+ OH		1.262968e-23
  T20	CH4O			= CH3	+ OH		8.443957e-24
  R268	HS	+ O2		= SO	+ OH		3.565566e-24
  R287	N	+ H2O		= OH	+ NH		1.010975e-24
  R188	H	+ NO		= OH	+ N		1.132980e-29
  R231	H2S	+ O		= OH	+ HS		1.128889e-29
  R122	CO	+ CH3		= C2H2	+ OH		1.535115e-34
  T53	HSO3			= OH	+ SO2		4.736539e-35
  R214	H2O	+ C		= CH	+ OH		2.263869e-35

OH				LOSS RXS		INT RX RATE	TL = 2.75e+12

  M89	OH	+ CO		= CO2	+ H		1.324959e+12
  R512	OH	+ H2		= H2O	+ H		8.663408e+11
  M39	OH	+ CO		= CHO2			3.366218e+11
  R445	O	+ OH		= O2	+ H		1.421171e+11
  R505	OH	+ CHO2		= CO2	+ H2O		3.709314e+10
  M18	H	+ OH		= H2O			1.666106e+10
  R493	OH	+ CH2O		= CHO	+ H2O		1.107085e+10
  R522	OH	+ HO2		= H2O	+ O2		9.115745e+09
  R501	OH	+ CH4		= CH3	+ H2O		6.609985e+09
  R504	OH	+ CHO		= CO	+ H2O		8.745986e+08
  R502	OH	+ CH4O		= CH3O	+ H2O		2.917880e+08
  R513	OH	+ H2O2		= H2O	+ HO2		2.813504e+08
  M44	OH	+ OH		= H2O2			2.072965e+07 (x2)
  R525	OH	+ O3		= HO2	+ O2		8.882705e+06
  R526	OH	+ OH		= H2O	+ O		8.833146e+06 (x2)
  R489	OH	+ C2H4O		= C2H3O	+ H2O		4.445276e+05
  R483	OH	+ C2H2O		= CO	+ CH3O		9.053658e+04
  R499	OH	+ CH3O		= CH2O	+ H2O		7.428996e+04
  R491	OH	+ C2H6		= C2H5	+ H2O		5.599538e+04
  R496	OH	+ CH3		= CH2	+ H2O		2.150025e+04
  M42	OH	+ NO		= HNO2			1.995961e+04
  R519	OH	+ HNO		= H2O	+ NO		1.401120e+03
  R487	OH	+ C2H3O		= C2H2O	+ H2O		1.242388e+03
  M43	OH	+ NO2		= HNO3			9.268037e+02
  R295	N	+ OH		= NO	+ H		2.644062e+02
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	1.856956e+02
  R520	OH	+ HNO2		= H2O	+ NO2		1.214515e+02
  M38	OH	+ C2H4		= C2H5O			1.056231e+02
  M41	OH	+ HNO3		= H2O	+ NO3		6.243072e+01
  R490	OH	+ C2H5		= C2H4	+ H2O		3.213668e+01
  R494	OH	+ CH2O2		= CHO2	+ H2O		2.664674e+01
  R524	OH	+ NO3		= HO2	+ NO2		9.925319e+00
  R503	OH	+ CH4O2		= CH3O2	+ H2O		1.512666e+00
  R500	OH	+ CH3O2		= CH4O	+ O2		8.509867e-01
  R492	OH	+ CH2		= CH2O	+ H		4.726660e-02
  R523	OH	+ NH3		= H2O	+ NH2		2.644195e-03
  M37	OH	+ C2H2		= C2H3O			2.590760e-03
  R308	NH	+ OH		= H	+ HNO		1.943763e-03
  R481	OH	+ C2H2		= C2HO	+ H2		1.315690e-03
  R517	OH	+ HCNO		= CNO	+ H2O		2.822901e-04
  R309	NH	+ OH		= H2O	+ N		1.325919e-04
  R488	OH	+ C2H4		= C2H3	+ H2O		1.205116e-04
  R485	OH	+ C2H3		= C2H4O			9.354561e-05
  R486	OH	+ C2H3		= C2H2	+ H2O		9.354561e-05
  R498	OH	+ CH3NO3	= CH2O	+ NO2	+ H2O	4.360840e-05
  R495	OH	+ CH3		= CH3O	+ H		8.219816e-06
  R326	NH2	+ OH		= H2O	+ NH		4.707847e-06
  R644	NH2	+ OH		= NH3	+ O		2.726356e-06
  R482	OH	+ C2H2		= CO	+ CH3		1.330224e-06
  R516	OH	+ HCN		= CN	+ H2O		4.619228e-07
  R477	OH	+ C2H		= CO	+ CH2		1.284501e-07
  R478	OH	+ C2H		= C2H2	+ O		1.284501e-07
  R506	OH	+ CN		= H	+ CNO		6.065445e-09
  R515	OH	+ HCN		= CO	+ NH2		2.670537e-10
  R509	OH	+ CNO		= HCNO	+ O		3.202874e-11
  R507	OH	+ CN		= O	+ HCN		3.366549e-12
  R40	NH	+ OH		= NH2	+ O		6.124978e-15
  R528	OH	+ SO		= SO2	+ H		1.843799e-15
  R480	OH	+ C2H2		= C2H	+ H2O		9.698899e-16
  R479	OH	+ C2H2		= C2H2O	+ H		2.156767e-16
  M47	SO	+ OH		= HSO2			4.259297e-17
  M50	SO2	+ OH		= HSO3			7.140000e-18
  R527	OH	+ S		= H	+ SO		6.623183e-20
  R574	HSO	+ OH		= H2O	+ SO		3.387720e-21
  R566	HSO3	+ OH		= H2O	+ SO3		5.205576e-23
  R232	H2S	+ OH		= H2O	+ HS		1.354205e-28
  R473	OCS	+ OH		= CO2	+ HS		1.789789e-36
  R556	SO3	+ OH		= HO2	+ SO2		1.200518e-54
  R107	CH4S	+ OH		= H2O	+ CH3S		0.000000e+00

************************************************************

CO				PRODUCTION RXS		INT RX RATE	TP = 2.47e+12

  P36	CO2			= CO	+ O		1.636397e+12
  R162	H	+ CHO		= CO	+ H2		7.341823e+11
  P37	CO2			= CO	+ O(1D)		5.117584e+10
  P21	CH2O			= CO	+ H2		3.017502e+10
  R426	O	+ CHO		= CO	+ OH		9.717863e+09
  R118	CHO	+ O2		= CO	+ HO2		3.875394e+09
  R504	OH	+ CHO		= CO	+ H2O		8.745986e+08
  R561	CHO	+ CHO		= CH2O	+ CO		6.428194e+08
  R416	O	+ CH3		= CO	+ H2	+ H	1.246268e+08
  R6	C	+ O2		= CO	+ O		9.583678e+07
  R71	CH3	+ CHO		= CH4	+ CO		2.138086e+07
  R113	CHO	+ CH3O		= CH4O	+ CO		1.426748e+06
  T32	C2H3O			= CO	+ CH3		1.028023e+06
  R408	O	+ CH		= CO	+ H		8.821795e+05
  R411	O	+ CH2		= CO	+ H	+ H	5.022237e+05
  R412	O	+ CH2		= CO	+ H2		3.055194e+05
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	1.955626e+05
  R483	OH	+ C2H2O		= CO	+ CH3O		9.053658e+04
  R123	CO2	+ CH2		= CH2O	+ CO		7.440155e+04
  R348	NO	+ CHO		= CO	+ HNO		5.866437e+04
  R130	H	+ C2H2O		= CO	+ CH3		4.462325e+04
  P23	C2H4O			= CO	+ CH4		3.988729e+04
  R200	H2	+ C2HO		= CH3	+ CO		4.880422e+03
  R110	CHO	+ C2H3O		= C2H4O	+ CO		7.854929e+02
  R112	CHO	+ C2H5		= C2H6	+ CO		3.387881e+02
  R165	H	+ CO2		= CO	+ OH		2.359873e+02
  R369	NO2	+ CHO		= NO	+ CO	+ OH	2.309243e+02
  R60	CH3	+ C2H3O		= C2H6	+ CO		3.367286e+01
  P29	CH2O2			= H2O	+ CO		2.912333e+01
  R391	O	+ C2H2		= CO	+ CH2		3.623572e-01
  R336	NO	+ C2HO		= CO	+ HCNO		1.481314e-01
  R171	H	+ HCNO		= CO	+ NH2		1.477653e-01
  R35	CH2	+ C2H2O		= C2H4	+ CO		9.134776e-03
  R296	N2O	+ C		= CO	+ N2		5.261823e-03
  R389	O	+ C2H		= CO	+ CH		2.800887e-03
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	1.192996e-03
  R50	CH2	+ CHO		= CO	+ CH3		4.733877e-04
  R430	O	+ CN		= CO	+ N		4.685743e-04
  R431	O	+ CNO		= CO	+ NO		3.314714e-04
  R109	CHO	+ C2H3		= C2H4	+ CO		1.982480e-04
  R163	H	+ CNO		= CO	+ NH		1.263265e-04
  R340	NO	+ CH		= CO	+ NH		1.065536e-04
  R436	O	+ HCN		= CO	+ NH		7.932805e-05
  R331	NO	+ C		= CO	+ N		7.549843e-06
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	7.500091e-06
  R482	OH	+ C2H2		= CO	+ CH3		1.330224e-06
  R117	CHO	+ CNO		= HCNO	+ CO		3.897774e-07
  R477	OH	+ C2H		= CO	+ CH2		1.284501e-07
  R108	CHO	+ C2H		= C2H2	+ CO		1.325757e-09
  R515	OH	+ HCN		= CO	+ NH2		2.670537e-10
  R350	NO	+ CNO		= CO	+ N2O		1.622731e-10
  R352	NO	+ CNO		= CO	+ N2	+ O	9.274370e-11
  R116	CHO	+ CN		= HCN	+ CO		3.198759e-11
  R333	NO	+ C2H		= HCN	+ CO		3.065669e-11
  R355	NO2	+ C		= CO	+ NO		4.636654e-12
  R421	O3	+ C2H2		= CO	+ CH2O2		3.013779e-12
  R375	NO2	+ CNO		= CO	+ NO	+ NO	5.755701e-13
  R568	NO2	+ CHO		= CO	+ HNO2		7.723857e-14
  T16	CH2O2			= CO	+ H2O		4.047817e-16
  R372	NO2	+ CN		= CO	+ N2O		1.058015e-17
  R330	NH3	+ CNO		= CO	+ N2H3		3.763780e-19
  R572	S	+ CO2		= SO	+ CO		3.025323e-20
  R543	SO	+ CHO		= HSO	+ CO		3.371560e-21
  R124	CO2	+ CN		= CNO	+ CO		3.953467e-23
  T48	CHO2			= CO	+ OH		1.262968e-23
  R8	C	+ SO2		= CO	+ SO		1.153933e-23
  R569	S	+ CHO		= HS	+ CO		2.938848e-24
  T30	C2H2O			= CO	+ CH2		2.206986e-26
  T14	CH2O			= CO	+ H2		1.095795e-26
  R267	HS	+ CHO		= H2S	+ CO		2.796577e-27
  P31	OCS			= CO	+ S		1.378850e-30
  R546	SO2	+ C2H		= CO	+ OCS	+ H	1.215185e-30
  T40	CNO			= CO	+ N		1.173474e-30
  R475	OCS	+ O		= CO	+ SO		2.674845e-32
  R467	O(1D)	+ OCS		= CO	+ SO		3.622729e-36
  R125	CS	+ O		= CO	+ S		4.182192e-37
  T35	C2H4O			= CH4	+ CO		4.990667e-40
  T29	C2HO			= CO	+ CH		9.889611e-41
  R7	C	+ OCS		= CO	+ CS		1.491909e-41
  R538	S	+ OCS		= CO	+ S2		4.566760e-62
  T60	OCS			= CO	+ S		8.313194e-93
  T46	CHO			= CO	+ H		3.305592e-141

CO				LOSS RXS		INT RX RATE	TL = 2.47e+12

  M89	OH	+ CO		= CO2	+ H		1.324959e+12
  M12	H	+ CO		= CHO			8.027974e+11
  M39	OH	+ CO		= CHO2			3.366218e+11
  M31	O	+ CO		= CO2			2.813623e+09
  P35	CO			= C	+ O		9.583451e+07
  M6	CO	+ CH3		= C2H3O			4.098840e+04
  M5	CO	+ CH		= C2HO			8.947634e+03
  R122	CO	+ CH3		= C2H2	+ OH		1.535115e-34
  R121	CO	+ C2H4		= C2H3	+ CHO		5.229864e-61
  R120	CO	+ C2H2		= C2H	+ CHO		2.040809e-78
  R88	CH3S	+ CO		= OCS	+ CH3		0.000000e+00

************************************************************

CO2				PRODUCTION RXS		INT RX RATE	TP = 1.90e+12

  M89	OH	+ CO		= CO2	+ H		1.324959e+12
  R645	O2	+ CHO2		= HO2	+ CO2		2.308499e+11
  R454	O(1D)	+ CO2		= CO2	+ O		2.290866e+11
  R428	O	+ CHO2		= CO2	+ OH		6.415610e+10
  R505	OH	+ CHO2		= CO2	+ H2O		3.709314e+10
  R427	O	+ CHO		= CO2	+ H		9.717863e+09
  M31	O	+ CO		= CO2			2.813623e+09
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	1.704895e+04
  R370	NO2	+ CHO		= NO	+ CO2	+ H	2.311493e+01
  R337	NO	+ C2HO		= HCN	+ CO2		4.779476e-02
  R358	NO2	+ C2H3O		= CO2	+ CH3	+ NO	4.439412e-02
  R457	O(1D)	+ HCNO		= CO2	+ NH		1.147681e-04
  R360	NO2	+ C2HO		= CO2	+ HCNO		4.993210e-06
  R438	O	+ HCNO		= CO2	+ NH		6.376407e-07
  R351	NO	+ CNO		= CO2	+ N2		1.903362e-10
  R374	NO2	+ CNO		= CO2	+ N2O		7.261038e-12
  R373	NO2	+ CN		= CO2	+ N2		7.737946e-18
  T49	CHO2			= CO2	+ H		4.216451e-25
  T15	CH2O2			= CO2	+ H2		6.982239e-27
  R473	OCS	+ OH		= CO2	+ HS		1.789789e-36

CO2				LOSS RXS		INT RX RATE	TL = 1.92e+12

  P36	CO2			= CO	+ O		1.636397e+12
  R454	O(1D)	+ CO2		= CO2	+ O		2.290866e+11
  P37	CO2			= CO	+ O(1D)		5.117584e+10
  R123	CO2	+ CH2		= CH2O	+ CO		7.440155e+04
  R165	H	+ CO2		= CO	+ OH		2.359873e+02
  R572	S	+ CO2		= SO	+ CO		3.025323e-20
  R124	CO2	+ CN		= CNO	+ CO		3.953467e-23

************************************************************

HO2				PRODUCTION RXS		INT RX RATE	TP = 1.59e+12

  M17	H	+ O2		= HO2			1.357229e+12
  R645	O2	+ CHO2		= HO2	+ CO2		2.308499e+11
  R118	CHO	+ O2		= CO	+ HO2		3.875394e+09
  R513	OH	+ H2O2		= H2O	+ HO2		2.813504e+08
  R81	CH3O	+ O2		= CH2O	+ HO2		2.088958e+07
  R525	OH	+ O3		= HO2	+ O2		8.882705e+06
  R168	H	+ H2O2		= H2	+ HO2		2.949037e+06
  R434	O	+ H2O2		= OH	+ HO2		1.512149e+06
  R224	H2O2	+ CH3		= CH4	+ HO2		9.308175e+04
  P18	HNO4			= NO2	+ HO2		2.189957e+03
  R26	C2H5O	+ O2		= C2H4O	+ HO2		2.079962e+03
  R524	OH	+ NO3		= HO2	+ NO2		9.925319e+00
  T13	HNO4			= HO2	+ NO2		1.540630e+00
  R227	H2O2	+ CHO		= CH2O	+ HO2		1.053877e+00
  R225	H2O2	+ CH3O		= CH4O	+ HO2		2.125218e-01
  R223	H2O2	+ C2H5		= C2H6	+ HO2		6.506853e-02
  R221	H2O2	+ C2H3		= C2H4	+ HO2		1.001231e-05
  R222	H2O2	+ C2H3O		= C2H4O	+ HO2		3.786093e-06
  R226	H2O2	+ CH3O2		= CH4O2	+ HO2		2.861674e-10
  R273	HSO2	+ O2		= HO2	+ SO2		4.261157e-17
  R275	HSO3	+ O2		= HO2	+ SO3		7.080182e-18
  R556	SO3	+ OH		= HO2	+ SO2		1.200518e-54
  T11	HNO3			= HO2	+ NO		0.000000e+00

HO2				LOSS RXS		INT RX RATE	TL = 1.59e+12

  R441	O	+ HO2		= OH	+ O2		1.464319e+12
  R180	H	+ HO2		= OH	+ OH		7.984334e+10
  P5	HO2			= O	+ OH		1.716992e+10
  R522	OH	+ HO2		= H2O	+ O2		9.115745e+09
  R182	H	+ HO2		= H2	+ O2		7.651653e+09
  R257	HO2	+ HO2		= H2O2	+ O2		4.484546e+09 (x2)
  R181	H	+ HO2		= O	+ H2O		1.774296e+09
  M19	HO2	+ HO2		= H2O2	+ O2		1.708042e+09 (x2)
  R261	HO2	+ O3		= OH	+ O2	+ O2	9.500495e+06
  R259	HO2	+ NO		= OH	+ NO2		5.777313e+05
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	1.704895e+04
  M20	HO2	+ NO2		= HNO4			2.935218e+03
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	2.378547e+01
  R250	HO2	+ C2H5		= C2H4	+ H2O2		4.211476e+00
  R251	HO2	+ C2H5		= C2H6	+ O2		4.211476e+00
  R254	HO2	+ CH3O2		= CH4O2	+ O2		3.551473e+00
  R258	HO2	+ NH2		= NH3	+ O2		2.767966e-02
  R252	HO2	+ CH2O		= CHO	+ H2O2		2.234326e-02
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	1.192996e-03
  R255	HO2	+ CH4O		= CH3O	+ H2O2		8.308619e-05
  R209	H2	+ HO2		= H2O2	+ H		4.437964e-08
  R248	HO2	+ C2H4		= C2H4O	+ OH		1.140827e-08
  R245	HO2	+ C2H2		= C2H2O	+ OH		1.007596e-11
  R244	HO2	+ C2H2		= C2H3	+ O2		2.007771e-17
  T2	HO2			= O2	+ H		4.059746e-18
  R570	S	+ HO2		= HS	+ O2		1.646435e-19
  R571	S	+ HO2		= SO	+ OH		1.646435e-19
  R263	HS	+ HO2		= OH	+ HSO		3.330653e-22
  R551	SO2	+ HO2		= HSO2	+ O2		8.877289e-26

************************************************************

H2O				PRODUCTION RXS		INT RX RATE	TP = 9.50e+11

  R512	OH	+ H2		= H2O	+ H		8.663408e+11
  R505	OH	+ CHO2		= CO2	+ H2O		3.709314e+10
  M18	H	+ OH		= H2O			1.666106e+10
  R493	OH	+ CH2O		= CHO	+ H2O		1.107085e+10
  R522	OH	+ HO2		= H2O	+ O2		9.115745e+09
  R501	OH	+ CH4		= CH3	+ H2O		6.609985e+09
  R181	H	+ HO2		= O	+ H2O		1.774296e+09
  R504	OH	+ CHO		= CO	+ H2O		8.745986e+08
  R502	OH	+ CH4O		= CH3O	+ H2O		2.917880e+08
  R513	OH	+ H2O2		= H2O	+ HO2		2.813504e+08
  R167	H	+ H2O2		= OH	+ H2O		2.592014e+07
  R526	OH	+ OH		= H2O	+ O		8.833146e+06
  R489	OH	+ C2H4O		= C2H3O	+ H2O		4.445276e+05
  R499	OH	+ CH3O		= CH2O	+ H2O		7.428996e+04
  R491	OH	+ C2H6		= C2H5	+ H2O		5.599538e+04
  R496	OH	+ CH3		= CH2	+ H2O		2.150025e+04
  R519	OH	+ HNO		= H2O	+ NO		1.401120e+03
  R487	OH	+ C2H3O		= C2H2O	+ H2O		1.242388e+03
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	1.856956e+02
  R520	OH	+ HNO2		= H2O	+ NO2		1.214515e+02
  M41	OH	+ HNO3		= H2O	+ NO3		6.243072e+01
  R490	OH	+ C2H5		= C2H4	+ H2O		3.213668e+01
  P29	CH2O2			= H2O	+ CO		2.912333e+01
  R494	OH	+ CH2O2		= CHO2	+ H2O		2.664674e+01
  R177	H	+ HNO2		= H2O	+ NO		7.922485e+00
  R503	OH	+ CH4O2		= CH3O2	+ H2O		1.512666e+00
  R160	H	+ CH4O2		= CH3O	+ H2O		3.780160e-03
  R523	OH	+ NH3		= H2O	+ NH2		2.644195e-03
  R325	NH2	+ O3		= H2O	+ NO2		4.821008e-04
  R517	OH	+ HCNO		= CNO	+ H2O		2.822901e-04
  R309	NH	+ OH		= H2O	+ N		1.325919e-04
  R488	OH	+ C2H4		= C2H3	+ H2O		1.205116e-04
  R486	OH	+ C2H3		= C2H2	+ H2O		9.354561e-05
  R498	OH	+ CH3NO3	= CH2O	+ NO2	+ H2O	4.360840e-05
  R178	H	+ HNO3		= H2O	+ NO2		3.658487e-05
  R326	NH2	+ OH		= H2O	+ NH		4.707847e-06
  R320	NH2	+ NO		= H2O	+ N2		2.488139e-06
  R516	OH	+ HCN		= CN	+ H2O		4.619228e-07
  R321	NH2	+ NO2		= H2O	+ N2O		1.187416e-07
  R480	OH	+ C2H2		= C2H	+ H2O		9.698899e-16
  T16	CH2O2			= CO	+ H2O		4.047817e-16
  P50	H2SO4			= SO3	+ H2O		1.537110e-19
  T24	CH4O2			= CH2O	+ H2O		4.410082e-21
  R574	HSO	+ OH		= H2O	+ SO		3.387720e-21
  R566	HSO3	+ OH		= H2O	+ SO3		5.205576e-23
  R232	H2S	+ OH		= H2O	+ HS		1.354205e-28
  T22	CH4O			= CH21	+ H2O		8.673051e-40
  R107	CH4S	+ OH		= H2O	+ CH3S		0.000000e+00

H2O				LOSS RXS		INT RX RATE	TL = 9.37e+11

  P6	H2O			= H	+ OH		9.369836e+11
  R456	O(1D)	+ H2O		= OH	+ OH		5.273827e+06
  R166	H	+ H2O		= H2	+ OH		3.298206e+06
  P73	H2O			= H	+ H	+ O	2.020095e+04
  P72	H2O			= H2	+ O(1D)		1.715266e+04
  R218	H2O	+ CH		= CH3O			1.481598e+02
  R215	H2O	+ C2H		= C2H2	+ OH		6.118823e-05
  R319	NH2	+ H2O		= OH	+ NH3		1.893883e-05
  R220	H2O	+ CNO		= HCNO	+ OH		1.292589e-05
  R217	H2O	+ C2H5		= C2H6	+ OH		5.399195e-07
  R219	H2O	+ CN		= HCN	+ OH		2.764633e-07
  R565	SO3	+ H2O		= H2SO4			9.236617e-18
  R287	N	+ H2O		= OH	+ NH		1.010975e-24
  R214	H2O	+ C		= CH	+ OH		2.263869e-35

************************************************************

CHO				PRODUCTION RXS		INT RX RATE	TP = 9.09e+11

  M12	H	+ CO		= CHO			8.027974e+11
  R148	H	+ CH2O		= H2	+ CHO		5.860083e+10
  P20	CH2O			= CHO	+ H		3.412728e+10
  R493	OH	+ CH2O		= CHO	+ H2O		1.107085e+10
  R413	O	+ CH2O		= CHO	+ OH		2.294629e+09
  R138	H	+ C2H4O		= CH4	+ CHO		1.211742e+06
  P22	C2H4O			= CHO	+ CH3		3.799845e+05
  R133	H	+ C2H3O		= CHO	+ CH3		2.511401e+05
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	1.955626e+05
  R79	CH3O	+ CH2O		= CH4O	+ CHO		2.391273e+03
  R398	O	+ C2H4		= CH3	+ CHO		4.896379e+02
  P27	CH2O2			= CHO	+ OH		1.359089e+02
  R66	CH3	+ CH2O		= CH4	+ CHO		1.028512e+02
  R252	HO2	+ CH2O		= CHO	+ H2O2		2.234326e-02
  R53	CH2O	+ C2H5		= C2H6	+ CHO		9.655540e-04
  R56	CH2O	+ CNO		= HCNO	+ CHO		1.332435e-05
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	7.500091e-06
  R338	NO	+ CH		= N	+ CHO		5.668652e-06
  R52	CH2O	+ C2H3O		= C2H4O	+ CHO		6.784347e-08
  R55	CH2O	+ CN		= HCN	+ CHO		6.099973e-09
  R362	NO2	+ CH		= CHO	+ NO		5.139104e-09
  R51	CH2O	+ C2H3		= C2H4	+ CHO		1.157704e-10
  R54	CH2O	+ CH3O2		= CHO	+ CH4O2		8.108390e-13
  R547	SO2	+ CH		= CHO	+ SO		2.109499e-22
  R272	HS	+ CH2O		= H2S	+ CHO		9.761498e-27
  T33	C2H4O			= CHO	+ CH3		3.163673e-35
  R474	OCS	+ CH		= CHO	+ CS		4.182264e-37
  R121	CO	+ C2H4		= C2H3	+ CHO		5.229864e-61
  R120	CO	+ C2H2		= C2H	+ CHO		2.040809e-78

CHO				LOSS RXS		INT RX RATE	TL = 9.09e+11

  R162	H	+ CHO		= CO	+ H2		7.341823e+11
  M10	H	+ CHO		= CH2O			1.492095e+11
  R426	O	+ CHO		= CO	+ OH		9.717863e+09
  R427	O	+ CHO		= CO2	+ H		9.717863e+09
  R118	CHO	+ O2		= CO	+ HO2		3.875394e+09
