
    OUTPUT FILES FOR THE Sun  

 Solar Constant= 1.000   F_CH4= 6.2765E-07  F_CO2= 1.1820E-04  F_O2= 6.7210E-10  F_N2= 9.6989E-01  F_H2= 3.1293E-04  F_AR= 1.9800E-02  IO3 =  1   IUP=  1
 ICONSERV= 1  FAC= 4.0  ND=101  SRFALB= 0.230  G= 980.0  IMW= 0  INVERSE= 0

 FNO2 = 1.000E-72

 NST=     1 JCONV= 90 CHG=3.83E-03 dt0=7.50E+03 DIVF(1)=-5.99E-02 DIVFrms= 5.74E-02 DT(ND)= 4.15E-02 T(ND)=2.8004E+02

 TIME= 5.000E+03  TIME IN DAYS = 5.787E-02

 PLANETARY ALBEDO:  ALBP = 0.2449

  J     P         ALT         T        CONVEC       DT          TOLD        FH20       FSAVE        FO3        TCOOL       THEAT
 65 8.3060E-02 1.6147E+01 1.7999E+02  0.00E+00  -5.0843E-03  1.8000E+02  2.5528E-06  2.5528E-06  2.4364E-17 -1.9747E-01  1.1330E-01
 66 9.1280E-02 1.5637E+01 1.8000E+02  0.00E+00  -3.6712E-03  1.8000E+02  2.5635E-06  2.5635E-06  2.2437E-17 -1.7525E-01  1.0260E-01
 67 1.0017E-01 1.5135E+01 1.8000E+02  0.00E+00  -1.8824E-03  1.8000E+02  2.5738E-06  2.5738E-06  2.0507E-17 -1.1945E-01  9.2566E-02
 68 1.0978E-01 1.4640E+01 1.8000E+02  0.00E+00  -2.8927E-04  1.8000E+02  2.5852E-06  2.5852E-06  1.8341E-17 -8.6637E-02  8.2285E-02
 69 1.2014E-01 1.4153E+01 1.8000E+02  0.00E+00   1.3447E-03  1.8000E+02  2.5947E-06  2.5947E-06  1.6616E-17 -5.0544E-02  7.3733E-02
 70 1.3130E-01 1.3674E+01 1.8000E+02  0.00E+00   3.2115E-03  1.8000E+02  2.6042E-06  2.6042E-06  1.4914E-17 -9.4918E-03  6.6867E-02
 71 1.4329E-01 1.3202E+01 1.8001E+02  0.00E+00   6.5346E-03  1.8000E+02  2.6149E-06  2.6149E-06  1.3004E-17  4.1024E-02  6.1517E-02
 72 1.5616E-01 1.2738E+01 1.7967E+02  0.00E+00  -3.2820E-01  1.8000E+02  2.6233E-06  2.6233E-06  1.1757E-17  1.2156E-01  5.7405E-02
 73 1.6995E-01 1.2281E+01 1.8069E+02  0.00E+00   6.8966E-01  1.8000E+02  2.6324E-06  2.6324E-06  1.0469E-17  1.6204E-01  5.4277E-02
 74 1.8470E-01 1.1828E+01 1.8239E+02  0.00E+00  -3.2853E-01  1.8271E+02  2.6424E-06  2.6424E-06  9.0482E-18  1.1081E-01  5.2117E-02
 75 2.0046E-01 1.1375E+01 1.8712E+02  0.00E+00   5.5699E-03  1.8711E+02  2.6496E-06  2.6496E-06  8.3038E-18  4.5654E-02  5.0593E-02
 76 2.1725E-01 1.0918E+01 1.9154E+02  0.00E+00   2.9375E-03  1.9154E+02  2.6576E-06  2.6576E-06  7.4685E-18  1.3459E-03  4.9413E-02
 77 2.3512E-01 1.0459E+01 1.9598E+02  0.00E+00   7.4500E-04  1.9598E+02  2.6658E-06  2.6658E-06  6.6281E-18 -3.5627E-02  4.8501E-02
 78 2.5411E-01 9.9977E+00 2.0044E+02  0.00E+00  -1.2767E-03  2.0044E+02  2.6704E-06  2.6704E-06  6.2125E-18 -6.9833E-02  4.7772E-02
 79 2.7425E-01 9.5345E+00 2.0492E+02  0.00E+00  -3.2133E-03  2.0492E+02  2.6756E-06  2.6756E-06  5.7462E-18 -1.0277E-01  4.7243E-02
 80 2.9558E-01 9.0698E+00 2.0940E+02  0.00E+00  -5.2350E-03  2.0940E+02  2.6795E-06  2.6795E-06  5.2957E-18 -1.3727E-01  4.6808E-02
 81 3.1812E-01 8.6039E+00 2.1388E+02  0.00E+00  -7.3950E-03  2.1388E+02  2.6793E-06  2.6793E-06  4.9736E-18 -1.7419E-01  4.6402E-02
 82 3.4191E-01 8.1373E+00 2.1834E+02  0.00E+00  -9.7601E-03  2.1835E+02  2.6791E-06  2.6791E-06  4.6122E-18 -2.1473E-01  4.6077E-02
 83 3.6696E-01 7.6703E+00 2.2279E+02  0.00E+00  -1.2701E-02  2.2280E+02  2.8117E-06  2.8117E-06  4.0253E-18 -2.6599E-01  4.6519E-02
 84 3.9330E-01 7.2034E+00 2.2719E+02  0.00E+00  -1.6445E-02  2.2720E+02  3.1472E-06  3.1472E-06  3.1119E-18 -3.3218E-01  4.8003E-02
 85 4.2095E-01 6.7370E+00 2.3153E+02  0.00E+00  -2.0973E-02  2.3155E+02  3.5237E-06  3.5237E-06  2.0870E-18 -4.1265E-01  5.0228E-02
 86 4.4991E-01 6.2717E+00 2.3578E+02  0.00E+00  -3.0219E-02  2.3581E+02  5.2312E-06  5.2312E-06  1.3452E-18 -5.8154E-01  5.9353E-02
 87 4.8020E-01 5.8080E+00 2.3992E+02  0.00E+00  -4.2006E-02  2.3997E+02  8.1182E-06  8.1182E-06  8.2126E-19 -7.9963E-01  7.3770E-02
 88 5.1181E-01 5.3465E+00 2.4393E+02  0.00E+00  -5.3138E-02  2.4399E+02  1.1357E-05  1.1357E-05  2.3339E-19 -1.0082E+00  8.9997E-02
 89 5.4475E-01 4.8878E+00 2.4778E+02  0.00E+00  -6.3795E-02  2.4785E+02  2.1040E-05  2.1040E-05  9.5789E-20 -1.4092E+00  1.2865E-01
 90 5.7900E-01 4.4325E+00 2.5147E+02  1.00E+00  -6.1538E-02  2.5153E+02  3.3151E-05  3.3151E-05  4.9113E-20 -1.6579E+00  1.6643E-01
 91 6.1455E-01 3.9813E+00 2.5496E+02  1.00E+00  -5.7024E-02  2.5502E+02  5.1290E-05  5.1290E-05  9.2362E-21 -1.8456E+00  2.0898E-01
 92 6.5138E-01 3.5347E+00 2.5826E+02  1.00E+00  -5.0653E-02  2.5831E+02  8.6647E-05  8.6647E-05  5.7027E-21 -2.0734E+00  2.7162E-01
 93 6.8945E-01 3.0935E+00 2.6137E+02  1.00E+00  -4.2790E-02  2.6141E+02  1.2632E-04  1.2632E-04  1.7380E-21 -2.0856E+00  3.2049E-01
 94 7.2873E-01 2.6581E+00 2.6428E+02  1.00E+00  -3.3730E-02  2.6431E+02  2.0857E-04  2.0857E-04  5.9853E-22 -2.2260E+00  4.0421E-01
 95 7.6918E-01 2.2291E+00 2.6701E+02  1.00E+00  -2.3712E-02  2.6703E+02  3.1149E-04  3.1149E-04  2.5254E-22 -2.2178E+00  4.6372E-01
 96 8.1074E-01 1.8070E+00 2.6957E+02  1.00E+00  -1.2972E-02  2.6958E+02  4.7455E-04  4.7455E-04  4.0804E-23 -2.2530E+00  5.2619E-01
 97 8.5337E-01 1.3924E+00 2.7197E+02  1.00E+00  -1.8078E-03  2.7197E+02  7.1607E-04  7.1607E-04  2.0518E-23 -2.3941E+00  6.1932E-01
 98 8.9698E-01 9.8536E-01 2.7434E+02  1.00E+00   9.4502E-03  2.7433E+02  1.8670E-03  1.8670E-03  3.6027E-24 -3.5207E+00  1.0582E+00
 99 9.4152E-01 5.8595E-01 2.7670E+02  1.00E+00   2.0465E-02  2.7668E+02  5.9739E-03  5.9739E-03  3.3313E-24 -4.9768E+00  1.7263E+00
100 9.8689E-01 1.9424E-01 2.7895E+02  1.00E+00   3.1397E-02  2.7892E+02  9.8966E-03  9.8966E-03  3.0721E-24 -3.8791E+00  1.6773E+00
101 1.0100E+00 0.0000E+00 2.8004E+02  1.00E+00   4.1484E-02  2.8000E+02  9.8966E-03  9.8966E-03  3.0721E-24 -4.1839E+00  8.7925E+00
  J     P         ALT         T        CONVEC       DT          TOLD        FH20       FSAVE        FO3        TCOOL       THEAT

 FCO2
  1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04
  1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04
  1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04
  1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04
  1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04
  1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04
  1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04
  1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04
  1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04
  1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04 1.18E-04
  1.18E-04

  J    PF         ALT       FTOTAL       FTIR       FDNIR       FUPIR       FTSOL       FDNSOL       FUPSOL       DIVF
  1 1.0000E-05 6.4779E+01 -1.6451E+04 -2.7454E+05  0.0000E+00  2.7454E+05  2.5808E+05  3.4178E+05  8.3694E+04 -5.9924E-02
  2 1.2021E-05 6.3767E+01 -1.6458E+04 -2.7453E+05  3.5166E+00  2.7454E+05  2.5807E+05  3.4177E+05  8.3694E+04 -5.9950E-02
  3 1.4431E-05 6.2767E+01 -1.6461E+04 -2.7453E+05  7.3651E+00  2.7454E+05  2.5807E+05  3.4176E+05  8.3694E+04 -5.9960E-02
  4 1.7299E-05 6.1778E+01 -1.6461E+04 -2.7452E+05  1.1504E+01  2.7454E+05  2.5806E+05  3.4176E+05  8.3694E+04 -5.9960E-02
  5 2.0709E-05 6.0797E+01 -1.6459E+04 -2.7452E+05  1.5865E+01  2.7454E+05  2.5806E+05  3.4175E+05  8.3694E+04 -5.9954E-02
  6 2.4757E-05 5.9825E+01 -1.6457E+04 -2.7451E+05  2.0355E+01  2.7454E+05  2.5806E+05  3.4175E+05  8.3694E+04 -5.9943E-02
  7 2.9555E-05 5.8860E+01 -1.6453E+04 -2.7451E+05  2.4854E+01  2.7454E+05  2.5806E+05  3.4175E+05  8.3694E+04 -5.9931E-02
  8 3.5233E-05 5.7903E+01 -1.6449E+04 -2.7451E+05  2.9225E+01  2.7454E+05  2.5806E+05  3.4175E+05  8.3694E+04 -5.9917E-02
  9 4.1944E-05 5.6954E+01 -1.6446E+04 -2.7450E+05  3.3328E+01  2.7454E+05  2.5806E+05  3.4175E+05  8.3693E+04 -5.9904E-02
 10 4.9864E-05 5.6012E+01 -1.6443E+04 -2.7450E+05  3.7030E+01  2.7454E+05  2.5806E+05  3.4175E+05  8.3693E+04 -5.9893E-02
 11 5.9197E-05 5.5078E+01 -1.6440E+04 -2.7449E+05  4.0231E+01  2.7454E+05  2.5805E+05  3.4175E+05  8.3693E+04 -5.9884E-02
 12 7.0179E-05 5.4151E+01 -1.6438E+04 -2.7449E+05  4.2873E+01  2.7454E+05  2.5805E+05  3.4175E+05  8.3693E+04 -5.9877E-02
 13 8.3082E-05 5.3232E+01 -1.6437E+04 -2.7449E+05  4.4961E+01  2.7454E+05  2.5805E+05  3.4175E+05  8.3692E+04 -5.9872E-02
 14 9.8222E-05 5.2321E+01 -1.6436E+04 -2.7449E+05  4.6549E+01  2.7454E+05  2.5805E+05  3.4174E+05  8.3692E+04 -5.9870E-02
 15 1.1596E-04 5.1418E+01 -1.6436E+04 -2.7449E+05  4.7742E+01  2.7454E+05  2.5805E+05  3.4174E+05  8.3691E+04 -5.9869E-02
 16 1.3671E-04 5.0522E+01 -1.6436E+04 -2.7449E+05  4.8682E+01  2.7454E+05  2.5805E+05  3.4174E+05  8.3691E+04 -5.9870E-02
 17 1.6095E-04 4.9635E+01 -1.6437E+04 -2.7449E+05  4.9513E+01  2.7454E+05  2.5805E+05  3.4174E+05  8.3690E+04 -5.9872E-02
 18 1.8922E-04 4.8755E+01 -1.6438E+04 -2.7448E+05  5.0396E+01  2.7454E+05  2.5805E+05  3.4174E+05  8.3689E+04 -5.9874E-02
 19 2.2215E-04 4.7883E+01 -1.6438E+04 -2.7448E+05  5.1504E+01  2.7454E+05  2.5805E+05  3.4173E+05  8.3688E+04 -5.9876E-02
 20 2.6044E-04 4.7019E+01 -1.6439E+04 -2.7448E+05  5.2993E+01  2.7454E+05  2.5804E+05  3.4173E+05  8.3687E+04 -5.9878E-02
 21 3.0492E-04 4.6163E+01 -1.6439E+04 -2.7448E+05  5.5081E+01  2.7454E+05  2.5804E+05  3.4173E+05  8.3686E+04 -5.9878E-02
 22 3.5649E-04 4.5314E+01 -1.6438E+04 -2.7448E+05  5.8043E+01  2.7454E+05  2.5804E+05  3.4172E+05  8.3684E+04 -5.9876E-02
 23 4.1621E-04 4.4473E+01 -1.6437E+04 -2.7447E+05  6.2128E+01  2.7454E+05  2.5804E+05  3.4172E+05  8.3682E+04 -5.9872E-02
 24 4.8525E-04 4.3641E+01 -1.6435E+04 -2.7447E+05  6.7480E+01  2.7454E+05  2.5803E+05  3.4171E+05  8.3680E+04 -5.9864E-02
 25 5.6497E-04 4.2816E+01 -1.6432E+04 -2.7446E+05  7.4273E+01  2.7454E+05  2.5803E+05  3.4171E+05  8.3678E+04 -5.9853E-02
 26 6.5686E-04 4.1999E+01 -1.6428E+04 -2.7445E+05  8.2749E+01  2.7454E+05  2.5802E+05  3.4170E+05  8.3675E+04 -5.9838E-02
