  i  rg(cm)   reff(cm)   ndz(n/cm**3)  
  1 0.0000E+00 0.0000E+00 0.0000E+00
  2 0.0000E+00 0.0000E+00 0.0000E+00
  3 0.0000E+00 0.0000E+00 0.0000E+00
  4 0.0000E+00 0.0000E+00 0.0000E+00
  5 0.0000E+00 0.0000E+00 0.0000E+00
  6 0.0000E+00 0.0000E+00 0.0000E+00
  7 0.0000E+00 0.0000E+00 0.0000E+00
  8 0.0000E+00 0.0000E+00 0.0000E+00
  9 0.0000E+00 0.0000E+00 0.0000E+00
 10 0.0000E+00 0.0000E+00 0.0000E+00
 11 0.0000E+00 0.0000E+00 0.0000E+00
 12 0.0000E+00 0.0000E+00 0.0000E+00
 13 0.0000E+00 0.0000E+00 0.0000E+00
 14 0.0000E+00 0.0000E+00 0.0000E+00
 15 0.0000E+00 0.0000E+00 0.0000E+00
 16 0.0000E+00 0.0000E+00 0.0000E+00
 17 0.0000E+00 0.0000E+00 0.0000E+00
 18 0.0000E+00 0.0000E+00 0.0000E+00
 19 0.0000E+00 0.0000E+00 0.0000E+00
 20 0.0000E+00 0.0000E+00 0.0000E+00
 21 0.0000E+00 0.0000E+00 0.0000E+00
 22 0.0000E+00 0.0000E+00 0.0000E+00
 23 0.0000E+00 0.0000E+00 0.0000E+00
 24 0.0000E+00 0.0000E+00 0.0000E+00
 25 0.0000E+00 0.0000E+00 0.0000E+00
 26 0.0000E+00 0.0000E+00 0.0000E+00
 27 0.0000E+00 0.0000E+00 0.0000E+00
 28 0.0000E+00 0.0000E+00 0.0000E+00
 29 0.0000E+00 0.0000E+00 0.0000E+00
 30 0.0000E+00 0.0000E+00 0.0000E+00
 31 0.0000E+00 0.0000E+00 0.0000E+00
 32 0.0000E+00 0.0000E+00 0.0000E+00
 33 0.0000E+00 0.0000E+00 0.0000E+00
 34 0.0000E+00 0.0000E+00 0.0000E+00
 35 0.0000E+00 0.0000E+00 0.0000E+00
 36 0.0000E+00 0.0000E+00 0.0000E+00
 37 0.0000E+00 0.0000E+00 0.0000E+00
 38 0.0000E+00 0.0000E+00 0.0000E+00
 39 0.0000E+00 0.0000E+00 0.0000E+00
 40 0.0000E+00 0.0000E+00 0.0000E+00
 41 0.0000E+00 0.0000E+00 0.0000E+00
 42 0.0000E+00 0.0000E+00 0.0000E+00
 43 0.0000E+00 0.0000E+00 0.0000E+00
 44 0.0000E+00 0.0000E+00 0.0000E+00
 45 0.0000E+00 0.0000E+00 0.0000E+00
 46 0.0000E+00 0.0000E+00 0.0000E+00
 47 0.0000E+00 0.0000E+00 0.0000E+00
 48 0.0000E+00 0.0000E+00 0.0000E+00
 49 0.0000E+00 0.0000E+00 0.0000E+00
 50 0.0000E+00 0.0000E+00 0.0000E+00
 51 0.0000E+00 0.0000E+00 0.0000E+00
 52 0.0000E+00 0.0000E+00 0.0000E+00
 53 0.0000E+00 0.0000E+00 0.0000E+00
 54 0.0000E+00 0.0000E+00 0.0000E+00
 55 0.0000E+00 0.0000E+00 0.0000E+00
 56 0.0000E+00 0.0000E+00 0.0000E+00
 57 0.0000E+00 0.0000E+00 0.0000E+00
 58 1.0422E-04 3.4642E-04 2.1103E+04
 59 1.0276E-04 3.4155E-04 2.4401E+04
 60 1.0140E-04 3.3706E-04 2.8025E+04
 61 1.0008E-04 3.3264E-04 3.2121E+04
 62 9.8750E-05 3.2823E-04 3.6786E+04
 63 9.7438E-05 3.2387E-04 4.2071E+04
 64 9.6215E-05 3.1981E-04 4.7915E+04
 65 9.4944E-05 3.1558E-04 5.4582E+04
 66 9.3719E-05 3.1151E-04 6.1982E+04
 67 9.2541E-05 3.0760E-04 7.0157E+04
 68 9.1405E-05 3.0382E-04 7.9171E+04
 69 9.0291E-05 3.0012E-04 8.9178E+04
 70 8.9190E-05 2.9646E-04 1.0031E+05
 71 8.8129E-05 2.9293E-04 1.1248E+05
 72 8.7131E-05 2.8961E-04 1.2554E+05
 73 8.6203E-05 2.8653E-04 1.3938E+05
 74 8.5442E-05 2.8400E-04 1.5292E+05
 75 8.4836E-05 2.8198E-04 1.6585E+05
 76 8.4203E-05 2.7988E-04 1.7984E+05
 77 8.6117E-05 2.8624E-04 1.7800E+05
 78 9.4355E-05 3.1362E-04 1.4304E+05
 79 9.9276E-05 3.2998E-04 1.2953E+05
 80 9.9565E-05 3.3094E-04 1.3507E+05
 81 9.9048E-05 3.2922E-04 1.4383E+05
 82 9.7631E-05 3.2451E-04 1.5675E+05
 83 9.5856E-05 3.1861E-04 1.7192E+05
 84 9.3886E-05 3.1207E-04 1.8868E+05
 85 9.1869E-05 3.0536E-04 2.0605E+05
 86 8.9793E-05 2.9846E-04 2.2380E+05
 87 8.7793E-05 2.9181E-04 2.4044E+05
 88 8.5934E-05 2.8563E-04 2.5464E+05
 89 8.4470E-05 2.8077E-04 2.6304E+05
 90 8.2930E-05 2.7565E-04 2.6901E+05
 91 8.1620E-05 2.7129E-04 2.6881E+05
 92 8.0571E-05 2.6781E-04 2.6131E+05
 93 7.9778E-05 2.6517E-04 2.4589E+05
 94 7.8520E-05 2.6099E-04 2.2967E+05
 95 7.7187E-05 2.5656E-04 2.0704E+05
 96 7.3973E-05 2.4588E-04 1.8984E+05
 97 7.0610E-05 2.3470E-04 1.5917E+05
 98 6.7007E-05 2.2272E-04 1.0913E+05
 99 6.4435E-05 2.1417E-04 2.7468E+04
100 0.0000E+00 0.0000E+00 0.0000E+00

  i  rg(cm)   reff(cm)   ndz(n/cm**3)  
  1 0.0000E+00 0.0000E+00 0.0000E+00
  2 0.0000E+00 0.0000E+00 0.0000E+00
  3 0.0000E+00 0.0000E+00 0.0000E+00
  4 0.0000E+00 0.0000E+00 0.0000E+00
  5 0.0000E+00 0.0000E+00 0.0000E+00
  6 0.0000E+00 0.0000E+00 0.0000E+00
  7 0.0000E+00 0.0000E+00 0.0000E+00
  8 0.0000E+00 0.0000E+00 0.0000E+00
  9 0.0000E+00 0.0000E+00 0.0000E+00
 10 0.0000E+00 0.0000E+00 0.0000E+00
 11 0.0000E+00 0.0000E+00 0.0000E+00
 12 0.0000E+00 0.0000E+00 0.0000E+00
 13 0.0000E+00 0.0000E+00 0.0000E+00
 14 0.0000E+00 0.0000E+00 0.0000E+00
 15 0.0000E+00 0.0000E+00 0.0000E+00
 16 0.0000E+00 0.0000E+00 0.0000E+00
 17 0.0000E+00 0.0000E+00 0.0000E+00
 18 0.0000E+00 0.0000E+00 0.0000E+00
 19 0.0000E+00 0.0000E+00 0.0000E+00
 20 0.0000E+00 0.0000E+00 0.0000E+00
 21 0.0000E+00 0.0000E+00 0.0000E+00
 22 0.0000E+00 0.0000E+00 0.0000E+00
 23 0.0000E+00 0.0000E+00 0.0000E+00
 24 0.0000E+00 0.0000E+00 0.0000E+00
 25 0.0000E+00 0.0000E+00 0.0000E+00
 26 0.0000E+00 0.0000E+00 0.0000E+00
 27 0.0000E+00 0.0000E+00 0.0000E+00
 28 0.0000E+00 0.0000E+00 0.0000E+00
 29 0.0000E+00 0.0000E+00 0.0000E+00
 30 0.0000E+00 0.0000E+00 0.0000E+00
 31 0.0000E+00 0.0000E+00 0.0000E+00
 32 0.0000E+00 0.0000E+00 0.0000E+00
 33 0.0000E+00 0.0000E+00 0.0000E+00
 34 0.0000E+00 0.0000E+00 0.0000E+00
 35 0.0000E+00 0.0000E+00 0.0000E+00
 36 0.0000E+00 0.0000E+00 0.0000E+00
 37 0.0000E+00 0.0000E+00 0.0000E+00
 38 0.0000E+00 0.0000E+00 0.0000E+00
 39 0.0000E+00 0.0000E+00 0.0000E+00
 40 0.0000E+00 0.0000E+00 0.0000E+00
 41 0.0000E+00 0.0000E+00 0.0000E+00
 42 0.0000E+00 0.0000E+00 0.0000E+00
 43 0.0000E+00 0.0000E+00 0.0000E+00
 44 0.0000E+00 0.0000E+00 0.0000E+00
 45 0.0000E+00 0.0000E+00 0.0000E+00
 46 0.0000E+00 0.0000E+00 0.0000E+00
 47 0.0000E+00 0.0000E+00 0.0000E+00
 48 0.0000E+00 0.0000E+00 0.0000E+00
 49 0.0000E+00 0.0000E+00 0.0000E+00
 50 0.0000E+00 0.0000E+00 0.0000E+00
 51 0.0000E+00 0.0000E+00 0.0000E+00
 52 0.0000E+00 0.0000E+00 0.0000E+00
 53 0.0000E+00 0.0000E+00 0.0000E+00
 54 0.0000E+00 0.0000E+00 0.0000E+00
 55 0.0000E+00 0.0000E+00 0.0000E+00
 56 0.0000E+00 0.0000E+00 0.0000E+00
 57 0.0000E+00 0.0000E+00 0.0000E+00
 58 1.0422E-04 3.4642E-04 2.1116E+04
 59 1.0276E-04 3.4155E-04 2.4415E+04
 60 1.0140E-04 3.3706E-04 2.8040E+04
 61 1.0008E-04 3.3264E-04 3.2139E+04
 62 9.8750E-05 3.2823E-04 3.6807E+04
 63 9.7438E-05 3.2387E-04 4.2095E+04
 64 9.6215E-05 3.1981E-04 4.7942E+04
 65 9.4944E-05 3.1558E-04 5.4613E+04
 66 9.3719E-05 3.1151E-04 6.2017E+04
 67 9.2541E-05 3.0760E-04 7.0197E+04
 68 9.1405E-05 3.0382E-04 7.9216E+04
 69 9.0291E-05 3.0012E-04 8.9228E+04
 70 8.9190E-05 2.9646E-04 1.0036E+05
 71 8.8129E-05 2.9293E-04 1.1254E+05
 72 8.7131E-05 2.8961E-04 1.2561E+05
 73 8.6202E-05 2.8653E-04 1.3947E+05
 74 8.5440E-05 2.8399E-04 1.5303E+05
 75 8.4833E-05 2.8198E-04 1.6596E+05
 76 8.4201E-05 2.7988E-04 1.7996E+05
 77 8.6051E-05 2.8602E-04 1.7852E+05
 78 9.4311E-05 3.1348E-04 1.4333E+05
 79 9.9265E-05 3.2994E-04 1.2966E+05
 80 9.9558E-05 3.3092E-04 1.3519E+05
 81 9.9044E-05 3.2921E-04 1.4394E+05
 82 9.7630E-05 3.2451E-04 1.5686E+05
 83 9.5857E-05 3.1862E-04 1.7204E+05
 84 9.3889E-05 3.1207E-04 1.8880E+05
 85 9.1873E-05 3.0537E-04 2.0618E+05
 86 8.9797E-05 2.9847E-04 2.2395E+05
 87 8.7798E-05 2.9183E-04 2.4060E+05
 88 8.5939E-05 2.8565E-04 2.5480E+05
 89 8.4476E-05 2.8079E-04 2.6321E+05
 90 8.2936E-05 2.7567E-04 2.6919E+05
 91 8.1626E-05 2.7131E-04 2.6901E+05
 92 8.0577E-05 2.6783E-04 2.6151E+05
 93 7.9784E-05 2.6519E-04 2.4609E+05
 94 7.8525E-05 2.6101E-04 2.2987E+05
 95 7.7191E-05 2.5657E-04 2.0722E+05
 96 7.3978E-05 2.4589E-04 1.9001E+05
 97 7.0615E-05 2.3472E-04 1.5933E+05
 98 6.7012E-05 2.2274E-04 1.0928E+05
 99 6.4440E-05 2.1419E-04 2.7569E+04
100 0.0000E+00 0.0000E+00 0.0000E+00

  i  rg(cm)   reff(cm)   ndz(n/cm**3)  
  1 0.0000E+00 0.0000E+00 0.0000E+00
  2 0.0000E+00 0.0000E+00 0.0000E+00
  3 0.0000E+00 0.0000E+00 0.0000E+00
  4 0.0000E+00 0.0000E+00 0.0000E+00
  5 0.0000E+00 0.0000E+00 0.0000E+00
  6 0.0000E+00 0.0000E+00 0.0000E+00
  7 0.0000E+00 0.0000E+00 0.0000E+00
  8 0.0000E+00 0.0000E+00 0.0000E+00
  9 0.0000E+00 0.0000E+00 0.0000E+00
 10 0.0000E+00 0.0000E+00 0.0000E+00
 11 0.0000E+00 0.0000E+00 0.0000E+00
 12 0.0000E+00 0.0000E+00 0.0000E+00
 13 0.0000E+00 0.0000E+00 0.0000E+00
 14 0.0000E+00 0.0000E+00 0.0000E+00
 15 0.0000E+00 0.0000E+00 0.0000E+00
 16 0.0000E+00 0.0000E+00 0.0000E+00
 17 0.0000E+00 0.0000E+00 0.0000E+00
 18 0.0000E+00 0.0000E+00 0.0000E+00
 19 0.0000E+00 0.0000E+00 0.0000E+00
 20 0.0000E+00 0.0000E+00 0.0000E+00
 21 0.0000E+00 0.0000E+00 0.0000E+00
 22 0.0000E+00 0.0000E+00 0.0000E+00
 23 0.0000E+00 0.0000E+00 0.0000E+00
 24 0.0000E+00 0.0000E+00 0.0000E+00
 25 0.0000E+00 0.0000E+00 0.0000E+00
 26 0.0000E+00 0.0000E+00 0.0000E+00
 27 0.0000E+00 0.0000E+00 0.0000E+00
 28 0.0000E+00 0.0000E+00 0.0000E+00
 29 0.0000E+00 0.0000E+00 0.0000E+00
 30 0.0000E+00 0.0000E+00 0.0000E+00
 31 0.0000E+00 0.0000E+00 0.0000E+00
 32 0.0000E+00 0.0000E+00 0.0000E+00
 33 0.0000E+00 0.0000E+00 0.0000E+00
 34 0.0000E+00 0.0000E+00 0.0000E+00
 35 0.0000E+00 0.0000E+00 0.0000E+00
 36 0.0000E+00 0.0000E+00 0.0000E+00
 37 0.0000E+00 0.0000E+00 0.0000E+00
 38 0.0000E+00 0.0000E+00 0.0000E+00
 39 0.0000E+00 0.0000E+00 0.0000E+00
 40 0.0000E+00 0.0000E+00 0.0000E+00
 41 0.0000E+00 0.0000E+00 0.0000E+00
 42 0.0000E+00 0.0000E+00 0.0000E+00
 43 0.0000E+00 0.0000E+00 0.0000E+00
 44 0.0000E+00 0.0000E+00 0.0000E+00
 45 0.0000E+00 0.0000E+00 0.0000E+00
 46 0.0000E+00 0.0000E+00 0.0000E+00
 47 0.0000E+00 0.0000E+00 0.0000E+00
 48 0.0000E+00 0.0000E+00 0.0000E+00
 49 0.0000E+00 0.0000E+00 0.0000E+00
 50 0.0000E+00 0.0000E+00 0.0000E+00
 51 0.0000E+00 0.0000E+00 0.0000E+00
 52 0.0000E+00 0.0000E+00 0.0000E+00
 53 0.0000E+00 0.0000E+00 0.0000E+00
 54 0.0000E+00 0.0000E+00 0.0000E+00
 55 0.0000E+00 0.0000E+00 0.0000E+00
 56 0.0000E+00 0.0000E+00 0.0000E+00
 57 0.0000E+00 0.0000E+00 0.0000E+00
 58 1.0422E-04 3.4642E-04 2.1125E+04
 59 1.0276E-04 3.4155E-04 2.4425E+04
 60 1.0140E-04 3.3706E-04 2.8052E+04
 61 1.0008E-04 3.3264E-04 3.2153E+04
 62 9.8750E-05 3.2823E-04 3.6822E+04
 63 9.7438E-05 3.2387E-04 4.2113E+04
 64 9.6215E-05 3.1981E-04 4.7962E+04
 65 9.4943E-05 3.1558E-04 5.4636E+04
 66 9.3719E-05 3.1151E-04 6.2042E+04
 67 9.2541E-05 3.0760E-04 7.0226E+04
 68 9.1405E-05 3.0382E-04 7.9249E+04
 69 9.0291E-05 3.0012E-04 8.9265E+04
 70 8.9190E-05 2.9646E-04 1.0040E+05
 71 8.8129E-05 2.9293E-04 1.1259E+05
 72 8.7131E-05 2.8961E-04 1.2566E+05
 73 8.6201E-05 2.8652E-04 1.3954E+05
 74 8.5438E-05 2.8399E-04 1.5311E+05
 75 8.4831E-05 2.8197E-04 1.6605E+05
 76 8.4200E-05 2.7987E-04 1.8006E+05
 77 8.5996E-05 2.8584E-04 1.7895E+05
 78 9.4275E-05 3.1336E-04 1.4356E+05
 79 9.9255E-05 3.2991E-04 1.2976E+05
 80 9.9553E-05 3.3090E-04 1.3528E+05
 81 9.9041E-05 3.2920E-04 1.4403E+05
 82 9.7629E-05 3.2451E-04 1.5694E+05
 83 9.5858E-05 3.1862E-04 1.7212E+05
 84 9.3891E-05 3.1208E-04 1.8888E+05
 85 9.1875E-05 3.0538E-04 2.0628E+05
 86 8.9800E-05 2.9849E-04 2.2405E+05
 87 8.7802E-05 2.9184E-04 2.4071E+05
 88 8.5943E-05 2.8566E-04 2.5492E+05
 89 8.4480E-05 2.8080E-04 2.6334E+05
 90 8.2940E-05 2.7568E-04 2.6932E+05
 91 8.1630E-05 2.7133E-04 2.6914E+05
 92 8.0581E-05 2.6784E-04 2.6164E+05
 93 7.9788E-05 2.6520E-04 2.4622E+05
 94 7.8529E-05 2.6102E-04 2.3000E+05
 95 7.7194E-05 2.5658E-04 2.0735E+05
 96 7.3981E-05 2.4590E-04 1.9013E+05
 97 7.0618E-05 2.3473E-04 1.5945E+05
 98 6.7015E-05 2.2275E-04 1.0938E+05
 99 6.4443E-05 2.1420E-04 2.7641E+04
100 0.0000E+00 0.0000E+00 0.0000E+00

  i  rg(cm)   reff(cm)   ndz(n/cm**3)  
  1 0.0000E+00 0.0000E+00 0.0000E+00
  2 0.0000E+00 0.0000E+00 0.0000E+00
  3 0.0000E+00 0.0000E+00 0.0000E+00
  4 0.0000E+00 0.0000E+00 0.0000E+00
  5 0.0000E+00 0.0000E+00 0.0000E+00
  6 0.0000E+00 0.0000E+00 0.0000E+00
  7 0.0000E+00 0.0000E+00 0.0000E+00
  8 0.0000E+00 0.0000E+00 0.0000E+00
  9 0.0000E+00 0.0000E+00 0.0000E+00
 10 0.0000E+00 0.0000E+00 0.0000E+00
 11 0.0000E+00 0.0000E+00 0.0000E+00
 12 0.0000E+00 0.0000E+00 0.0000E+00
 13 0.0000E+00 0.0000E+00 0.0000E+00
 14 0.0000E+00 0.0000E+00 0.0000E+00
 15 0.0000E+00 0.0000E+00 0.0000E+00
 16 0.0000E+00 0.0000E+00 0.0000E+00
 17 0.0000E+00 0.0000E+00 0.0000E+00
 18 0.0000E+00 0.0000E+00 0.0000E+00
 19 0.0000E+00 0.0000E+00 0.0000E+00
 20 0.0000E+00 0.0000E+00 0.0000E+00
 21 0.0000E+00 0.0000E+00 0.0000E+00
 22 0.0000E+00 0.0000E+00 0.0000E+00
 23 0.0000E+00 0.0000E+00 0.0000E+00
 24 0.0000E+00 0.0000E+00 0.0000E+00
 25 0.0000E+00 0.0000E+00 0.0000E+00
 26 0.0000E+00 0.0000E+00 0.0000E+00
 27 0.0000E+00 0.0000E+00 0.0000E+00
 28 0.0000E+00 0.0000E+00 0.0000E+00
 29 0.0000E+00 0.0000E+00 0.0000E+00
 30 0.0000E+00 0.0000E+00 0.0000E+00
 31 0.0000E+00 0.0000E+00 0.0000E+00
 32 0.0000E+00 0.0000E+00 0.0000E+00
 33 0.0000E+00 0.0000E+00 0.0000E+00
 34 0.0000E+00 0.0000E+00 0.0000E+00
 35 0.0000E+00 0.0000E+00 0.0000E+00
 36 0.0000E+00 0.0000E+00 0.0000E+00
 37 0.0000E+00 0.0000E+00 0.0000E+00
 38 0.0000E+00 0.0000E+00 0.0000E+00
 39 0.0000E+00 0.0000E+00 0.0000E+00
 40 0.0000E+00 0.0000E+00 0.0000E+00
 41 0.0000E+00 0.0000E+00 0.0000E+00
 42 0.0000E+00 0.0000E+00 0.0000E+00
 43 0.0000E+00 0.0000E+00 0.0000E+00
 44 0.0000E+00 0.0000E+00 0.0000E+00
 45 0.0000E+00 0.0000E+00 0.0000E+00
 46 0.0000E+00 0.0000E+00 0.0000E+00
 47 0.0000E+00 0.0000E+00 0.0000E+00
 48 0.0000E+00 0.0000E+00 0.0000E+00
 49 0.0000E+00 0.0000E+00 0.0000E+00
 50 0.0000E+00 0.0000E+00 0.0000E+00
 51 0.0000E+00 0.0000E+00 0.0000E+00
 52 0.0000E+00 0.0000E+00 0.0000E+00
 53 0.0000E+00 0.0000E+00 0.0000E+00
 54 0.0000E+00 0.0000E+00 0.0000E+00
 55 0.0000E+00 0.0000E+00 0.0000E+00
 56 0.0000E+00 0.0000E+00 0.0000E+00
 57 0.0000E+00 0.0000E+00 0.0000E+00
 58 1.0422E-04 3.4642E-04 2.1132E+04
 59 1.0276E-04 3.4155E-04 2.4433E+04
 60 1.0140E-04 3.3706E-04 2.8060E+04
 61 1.0008E-04 3.3264E-04 3.2163E+04
 62 9.8750E-05 3.2823E-04 3.6834E+04
 63 9.7438E-05 3.2387E-04 4.2126E+04
 64 9.6215E-05 3.1981E-04 4.7977E+04
 65 9.4943E-05 3.1558E-04 5.4653E+04
 66 9.3719E-05 3.1151E-04 6.2062E+04
 67 9.2541E-05 3.0760E-04 7.0248E+04
 68 9.1405E-05 3.0382E-04 7.9274E+04
 69 9.0291E-05 3.0012E-04 8.9293E+04
 70 8.9190E-05 2.9646E-04 1.0044E+05
 71 8.8129E-05 2.9293E-04 1.1262E+05
 72 8.7131E-05 2.8961E-04 1.2570E+05
 73 8.6200E-05 2.8652E-04 1.3959E+05
 74 8.5437E-05 2.8398E-04 1.5317E+05
 75 8.4830E-05 2.8196E-04 1.6612E+05
 76 8.4198E-05 2.7986E-04 1.8013E+05
 77 8.5966E-05 2.8574E-04 1.7920E+05
 78 9.4254E-05 3.1329E-04 1.4371E+05
 79 9.9249E-05 3.2989E-04 1.2983E+05
 80 9.9549E-05 3.3089E-04 1.3534E+05
 81 9.9038E-05 3.2919E-04 1.4409E+05
 82 9.7629E-05 3.2451E-04 1.5700E+05
 83 9.5858E-05 3.1862E-04 1.7218E+05
 84 9.3892E-05 3.1209E-04 1.8895E+05
 85 9.1877E-05 3.0539E-04 2.0635E+05
 86 8.9803E-05 2.9849E-04 2.2412E+05
 87 8.7804E-05 2.9185E-04 2.4079E+05
 88 8.5946E-05 2.8567E-04 2.5501E+05
 89 8.4483E-05 2.8081E-04 2.6343E+05
 90 8.2943E-05 2.7569E-04 2.6942E+05
 91 8.1633E-05 2.7134E-04 2.6924E+05
 92 8.0584E-05 2.6785E-04 2.6174E+05
 93 7.9791E-05 2.6521E-04 2.4632E+05
 94 7.8532E-05 2.6103E-04 2.3010E+05
 95 7.7197E-05 2.5659E-04 2.0744E+05
 96 7.3984E-05 2.4591E-04 1.9022E+05
 97 7.0621E-05 2.3474E-04 1.5953E+05
 98 6.7018E-05 2.2276E-04 1.0945E+05
 99 6.4446E-05 2.1421E-04 2.7693E+04
100 0.0000E+00 0.0000E+00 0.0000E+00

  i  rg(cm)   reff(cm)   ndz(n/cm**3)  
  1 0.0000E+00 0.0000E+00 0.0000E+00
  2 0.0000E+00 0.0000E+00 0.0000E+00
  3 0.0000E+00 0.0000E+00 0.0000E+00
  4 0.0000E+00 0.0000E+00 0.0000E+00
  5 0.0000E+00 0.0000E+00 0.0000E+00
  6 0.0000E+00 0.0000E+00 0.0000E+00
  7 0.0000E+00 0.0000E+00 0.0000E+00
  8 0.0000E+00 0.0000E+00 0.0000E+00
  9 0.0000E+00 0.0000E+00 0.0000E+00
 10 0.0000E+00 0.0000E+00 0.0000E+00
 11 0.0000E+00 0.0000E+00 0.0000E+00
 12 0.0000E+00 0.0000E+00 0.0000E+00
 13 0.0000E+00 0.0000E+00 0.0000E+00
 14 0.0000E+00 0.0000E+00 0.0000E+00
 15 0.0000E+00 0.0000E+00 0.0000E+00
 16 0.0000E+00 0.0000E+00 0.0000E+00
 17 0.0000E+00 0.0000E+00 0.0000E+00
 18 0.0000E+00 0.0000E+00 0.0000E+00
 19 0.0000E+00 0.0000E+00 0.0000E+00
 20 0.0000E+00 0.0000E+00 0.0000E+00
 21 0.0000E+00 0.0000E+00 0.0000E+00
 22 0.0000E+00 0.0000E+00 0.0000E+00
 23 0.0000E+00 0.0000E+00 0.0000E+00
 24 0.0000E+00 0.0000E+00 0.0000E+00
 25 0.0000E+00 0.0000E+00 0.0000E+00
 26 0.0000E+00 0.0000E+00 0.0000E+00
 27 0.0000E+00 0.0000E+00 0.0000E+00
 28 0.0000E+00 0.0000E+00 0.0000E+00
 29 0.0000E+00 0.0000E+00 0.0000E+00
 30 0.0000E+00 0.0000E+00 0.0000E+00
 31 0.0000E+00 0.0000E+00 0.0000E+00
 32 0.0000E+00 0.0000E+00 0.0000E+00
 33 0.0000E+00 0.0000E+00 0.0000E+00
 34 0.0000E+00 0.0000E+00 0.0000E+00
 35 0.0000E+00 0.0000E+00 0.0000E+00
 36 0.0000E+00 0.0000E+00 0.0000E+00
 37 0.0000E+00 0.0000E+00 0.0000E+00
 38 0.0000E+00 0.0000E+00 0.0000E+00
 39 0.0000E+00 0.0000E+00 0.0000E+00
 40 0.0000E+00 0.0000E+00 0.0000E+00
 41 0.0000E+00 0.0000E+00 0.0000E+00
 42 0.0000E+00 0.0000E+00 0.0000E+00
 43 0.0000E+00 0.0000E+00 0.0000E+00
 44 0.0000E+00 0.0000E+00 0.0000E+00
 45 0.0000E+00 0.0000E+00 0.0000E+00
 46 0.0000E+00 0.0000E+00 0.0000E+00
 47 0.0000E+00 0.0000E+00 0.0000E+00
 48 0.0000E+00 0.0000E+00 0.0000E+00
 49 0.0000E+00 0.0000E+00 0.0000E+00
 50 0.0000E+00 0.0000E+00 0.0000E+00
 51 0.0000E+00 0.0000E+00 0.0000E+00
 52 0.0000E+00 0.0000E+00 0.0000E+00
 53 0.0000E+00 0.0000E+00 0.0000E+00
 54 0.0000E+00 0.0000E+00 0.0000E+00
 55 0.0000E+00 0.0000E+00 0.0000E+00
 56 0.0000E+00 0.0000E+00 0.0000E+00
 57 0.0000E+00 0.0000E+00 0.0000E+00
 58 0.0000E+00 0.0000E+00 0.0000E+00
 59 1.0276E-04 3.4155E-04 2.4438E+04
 60 1.0140E-04 3.3705E-04 2.8068E+04
 61 1.0008E-04 3.3264E-04 3.2171E+04
 62 9.8750E-05 3.2823E-04 3.6843E+04
 63 9.7438E-05 3.2387E-04 4.2136E+04
 64 9.6215E-05 3.1981E-04 4.7988E+04
 65 9.4943E-05 3.1558E-04 5.4666E+04
 66 9.3719E-05 3.1151E-04 6.2077E+04
 67 9.2541E-05 3.0760E-04 7.0265E+04
 68 9.1405E-05 3.0382E-04 7.9293E+04
 69 9.0291E-05 3.0012E-04 8.9315E+04
 70 8.9190E-05 2.9646E-04 1.0046E+05
 71 8.8129E-05 2.9293E-04 1.1265E+05
 72 8.7131E-05 2.8961E-04 1.2573E+05
 73 8.6200E-05 2.8652E-04 1.3963E+05
 74 8.5435E-05 2.8398E-04 1.5322E+05
 75 8.4829E-05 2.8196E-04 1.6617E+05
 76 8.4197E-05 2.7986E-04 1.8019E+05
 77 8.5922E-05 2.8560E-04 1.7952E+05
 78 9.4226E-05 3.1320E-04 1.4388E+05
 79 9.9242E-05 3.2987E-04 1.2989E+05
 80 9.9545E-05 3.3088E-04 1.3539E+05
 81 9.9037E-05 3.2919E-04 1.4414E+05
 82 9.7629E-05 3.2451E-04 1.5705E+05
 83 9.5859E-05 3.1862E-04 1.7223E+05
 84 9.3894E-05 3.1209E-04 1.8900E+05
 85 9.1879E-05 3.0540E-04 2.0640E+05
 86 8.9805E-05 2.9850E-04 2.2418E+05
 87 8.7807E-05 2.9186E-04 2.4084E+05
 88 8.5948E-05 2.8568E-04 2.5507E+05
 89 8.4486E-05 2.8082E-04 2.6349E+05
 90 8.2946E-05 2.7570E-04 2.6948E+05
 91 8.1636E-05 2.7135E-04 2.6931E+05
 92 8.0586E-05 2.6786E-04 2.6181E+05
 93 7.9793E-05 2.6522E-04 2.4639E+05
 94 7.8534E-05 2.6104E-04 2.3017E+05
 95 7.7199E-05 2.5660E-04 2.0750E+05
 96 7.3986E-05 2.4592E-04 1.9029E+05
 97 7.0623E-05 2.3474E-04 1.5959E+05
 98 6.7020E-05 2.2277E-04 1.0950E+05
 99 6.4447E-05 2.1422E-04 2.7733E+04
100 0.0000E+00 0.0000E+00 0.0000E+00

  i  rg(cm)   reff(cm)   ndz(n/cm**3)  
  1 0.0000E+00 0.0000E+00 0.0000E+00
  2 0.0000E+00 0.0000E+00 0.0000E+00
  3 0.0000E+00 0.0000E+00 0.0000E+00
  4 0.0000E+00 0.0000E+00 0.0000E+00
  5 0.0000E+00 0.0000E+00 0.0000E+00
  6 0.0000E+00 0.0000E+00 0.0000E+00
  7 0.0000E+00 0.0000E+00 0.0000E+00
  8 0.0000E+00 0.0000E+00 0.0000E+00
  9 0.0000E+00 0.0000E+00 0.0000E+00
 10 0.0000E+00 0.0000E+00 0.0000E+00
 11 0.0000E+00 0.0000E+00 0.0000E+00
