     ALT          P          T          FH2O           O3           THEAT        TCOOL        PSATCO2        FCO2
4.0699E+01  4.0263E-03 1.7986E+02    1.3287E-05    8.7391E-17    6.6495E-02   -1.7391E-01    2.7512E-01    9.9750E-07
3.9969E+01  4.5989E-03 1.7987E+02    1.1657E-05    8.3360E-17    6.1521E-02   -1.5930E-01    2.7541E-01    9.9750E-07
3.9247E+01  5.2455E-03 1.7988E+02    1.0246E-05    8.2764E-17    5.7575E-02   -1.4521E-01    2.7579E-01    9.9750E-07
3.8534E+01  5.9747E-03 1.7991E+02    9.0319E-06    8.2097E-17    5.4486E-02   -1.3196E-01    2.7641E-01    9.9750E-07
3.7827E+01  6.7957E-03 1.7994E+02    7.9892E-06    8.2280E-17    5.2102E-02   -1.1937E-01    2.7728E-01    9.9750E-07
3.7129E+01  7.7187E-03 1.7996E+02    7.0704E-06    8.4352E-17    5.0226E-02   -1.0641E-01    2.7796E-01    9.9750E-07
3.6438E+01  8.7548E-03 1.7995E+02    6.2257E-06    8.6676E-17    4.8612E-02   -9.1449E-02    2.7753E-01    9.9750E-07
3.5756E+01  9.9160E-03 1.7988E+02    5.4284E-06    8.9284E-17    4.7131E-02   -7.4163E-02    2.7576E-01    9.9750E-07
3.5081E+01  1.1216E-02 1.7980E+02    4.7242E-06    9.1209E-17    4.5668E-02   -5.2621E-02    2.7347E-01    9.9750E-07
3.4415E+01  1.2668E-02 1.7980E+02    4.1642E-06    9.3151E-17    4.4710E-02   -3.7146E-02    2.7358E-01    9.9750E-07
3.3756E+01  1.4288E-02 1.7997E+02    3.8211E-06    9.5331E-17    4.4410E-02   -2.5489E-02    2.7798E-01    9.9750E-07
3.3103E+01  1.6092E-02 1.8036E+02    3.6377E-06    9.7259E-17    4.4928E-02   -1.6643E-02    2.8880E-01    9.9750E-07
3.2457E+01  1.8099E-02 1.8097E+02    3.6475E-06    9.7473E-17    4.5918E-02   -4.3138E-04    3.0608E-01    9.9750E-07
3.1817E+01  2.0328E-02 1.8163E+02    3.6926E-06    9.7713E-17    4.8537E-02   -3.1661E-02    3.2609E-01    9.9750E-07
3.1174E+01  2.2800E-02 1.8681E+02    8.3370E-06    9.7982E-17    7.1110E-02   -2.4502E-01    5.2493E-01    9.9750E-07
3.0520E+01  2.5536E-02 1.9256E+02    1.9859E-05    9.6940E-17    1.2557E-01   -6.9909E-01    8.6480E-01    9.9750E-07
2.9855E+01  2.8560E-02 1.9815E+02    4.3587E-05    9.4637E-17    2.2275E-01   -1.3956E+00    1.3649E+00    9.9750E-07
2.9180E+01  3.1898E-02 2.0344E+02    8.7223E-05    9.2053E-17    3.5368E-01   -2.2651E+00    2.0529E+00    9.9750E-07
2.8497E+01  3.5576E-02 2.0840E+02    1.6032E-04    8.9153E-17    4.9863E-01   -3.2120E+00    2.9541E+00    9.9750E-07
2.7807E+01  3.9622E-02 2.1322E+02    2.7996E-04    8.3714E-17    6.8045E-01   -4.1837E+00    4.1379E+00    9.9750E-07
2.7111E+01  4.4067E-02 2.1791E+02    4.6758E-04    7.7302E-17    9.0714E-01   -5.1273E+00    5.4903E+00    9.9750E-07
2.6409E+01  4.8942E-02 2.2241E+02    7.4369E-04    7.0109E-17    1.1270E+00   -5.9124E+00    6.6258E+00    9.9750E-07
2.5703E+01  5.4280E-02 2.2669E+02    1.1291E-03    6.1910E-17    1.3099E+00   -6.5555E+00    7.8643E+00    9.9750E-07
2.4993E+01  6.0116E-02 2.3087E+02    1.6630E-03    5.2263E-17    1.4747E+00   -7.1743E+00    9.2308E+00    9.9750E-07
2.4279E+01  6.6485E-02 2.3567E+02    2.5827E-03    4.1439E-17    1.7214E+00   -7.9909E+00    1.1011E+01    9.9750E-07
2.3561E+01  7.3427E-02 2.4022E+02    3.8287E-03    2.9294E-17    1.9992E+00   -8.4339E+00    1.2923E+01    9.9750E-07
2.2841E+01  8.0980E-02 2.4435E+02    5.3431E-03    2.1705E-17    2.2103E+00   -8.4351E+00    1.4858E+01    9.9750E-07
2.2118E+01  8.9185E-02 2.4810E+02    7.0915E-03    1.6839E-17    2.2785E+00   -8.2604E+00    1.6794E+01    9.9750E-07
2.1396E+01  9.8084E-02 2.5153E+02    9.0366E-03    1.1379E-17    2.2403E+00   -8.1024E+00    1.8723E+01    9.9750E-07
2.0674E+01  1.0772E-01 2.5470E+02    1.1145E-02    5.8784E-18    2.1715E+00   -7.9957E+00    2.0643E+01    9.9750E-07
1.9954E+01  1.1814E-01 2.5765E+02    1.3387E-02    4.6877E-18    2.1169E+00   -7.8659E+00    2.2554E+01    9.9750E-07
1.9237E+01  1.2938E-01 2.6042E+02    1.5739E-02    3.3518E-18    2.0586E+00   -7.6417E+00    2.4462E+01    9.9750E-07
1.8522E+01  1.4149E-01 2.6303E+02    1.8185E-02    1.8529E-18    1.9788E+00   -7.3462E+00    2.6370E+01    9.9750E-07
1.7812E+01  1.5452E-01 2.6551E+02    2.0708E-02    1.1526E-18    1.8809E+00   -6.9652E+00    2.8282E+01    9.9750E-07
1.7106E+01  1.6851E-01 2.6789E+02    2.3297E-02    8.6842E-19    1.7760E+00   -6.4968E+00    3.0203E+01    9.9750E-07
1.6406E+01  1.8352E-01 2.7016E+02    2.5942E-02    5.4959E-19    1.6709E+00   -5.9644E+00    3.2134E+01    9.9750E-07
1.5710E+01  1.9958E-01 2.7235E+02    2.8635E-02    2.8450E-19    1.5705E+00   -5.5363E+00    3.4079E+01    9.9750E-07
1.5020E+01  2.1674E-01 2.7472E+02    3.1987E-02    2.2098E-19    1.4936E+00   -5.3527E+00    3.6279E+01    9.9750E-07
1.4334E+01  2.3504E-01 2.7707E+02    3.4729E-02    1.4971E-19    1.3930E+00   -5.0198E+00    3.8566E+01    9.9750E-07
1.3655E+01  2.5454E-01 2.7938E+02    3.7721E-02    6.9752E-20    1.3093E+00   -4.7803E+00    4.0915E+01    9.9750E-07
1.2981E+01  2.7527E-01 2.8162E+02    4.0665E-02    5.2876E-20    1.2315E+00   -4.5111E+00    4.3294E+01    9.9750E-07
1.2314E+01  2.9726E-01 2.8382E+02    4.3470E-02    3.6403E-20    1.1646E+00   -4.2212E+00    4.5734E+01    9.9750E-07
1.1653E+01  3.2057E-01 2.8597E+02    4.6699E-02    1.7920E-20    1.1161E+00   -3.9215E+00    4.8212E+01    9.9750E-07
1.0999E+01  3.4522E-01 2.8807E+02    4.9170E-02    9.8258E-21    1.0630E+00   -3.4967E+00    5.0735E+01    9.9750E-07
1.0353E+01  3.7124E-01 2.9013E+02    5.2687E-02    6.7162E-21    1.0364E+00   -3.1367E+00    5.3313E+01    9.9750E-07
9.7134E+00  3.9866E-01 2.9214E+02    5.5458E-02    3.2271E-21    9.9875E-01   -2.6550E+00    5.5928E+01    9.9750E-07
9.0818E+00  4.2751E-01 2.9413E+02    5.8490E-02    1.0495E-21    9.6701E-01   -2.2025E+00    5.8601E+01    9.9750E-07
8.4582E+00  4.5781E-01 2.9606E+02    6.1641E-02    7.1275E-22    9.3646E-01   -1.7603E+00    6.1308E+01    9.9750E-07
7.8429E+00  4.8957E-01 2.9796E+02    6.4071E-02    3.3488E-22    8.9714E-01   -1.3526E+00    6.4055E+01    9.9750E-07
7.2361E+00  5.2279E-01 2.9982E+02    6.7495E-02    3.5502E-23    8.7174E-01   -1.0389E+00    6.6852E+01    9.9750E-07
6.6380E+00  5.5749E-01 3.0164E+02    7.0326E-02    2.4134E-23    8.3894E-01   -7.5846E-01    6.9679E+01    9.9750E-07
6.0490E+00  5.9366E-01 3.0343E+02    7.2814E-02    1.1380E-23    8.0378E-01   -5.5450E-01    7.2550E+01    9.9750E-07
5.4693E+00  6.3129E-01 3.0518E+02    7.6132E-02    2.2579E-25    7.7906E-01   -4.1041E-01    7.5454E+01    9.9750E-07
4.8991E+00  6.7036E-01 3.0689E+02    7.8738E-02    1.5065E-25    7.4807E-01   -2.9727E-01    7.8384E+01    9.9750E-07
4.3386E+00  7.1086E-01 3.0857E+02    8.1209E-02    6.6329E-26    7.1727E-01   -2.2884E-01    8.1351E+01    9.9750E-07
3.7882E+00  7.5274E-01 3.1021E+02    8.4328E-02    5.1710E-27    6.9398E-01   -1.8054E-01    8.4340E+01    9.9750E-07
3.2479E+00  7.9598E-01 3.1180E+02    8.6793E-02    3.1635E-27    6.6664E-01   -1.3971E-01    8.7347E+01    9.9750E-07
2.7182E+00  8.4052E-01 3.1337E+02    8.8953E-02    9.1112E-28    6.3931E-01   -1.1852E-01    9.0376E+01    9.9750E-07
2.1992E+00  8.8630E-01 3.1489E+02    9.1958E-02    1.8544E-28    6.2145E-01   -1.0351E-01    9.3421E+01    9.9750E-07
1.6910E+00  9.3328E-01 3.1637E+02    9.4350E-02    8.5001E-29    6.0258E-01   -8.5869E-02    9.6468E+01    9.9750E-07
1.1941E+00  9.8136E-01 3.1782E+02    9.6223E-02    7.5624E-30    5.8501E-01   -8.3800E-02    9.9517E+01    9.9750E-07
7.0846E-01  1.0305E+00 3.1922E+02    9.8807E-02    3.9153E-30    5.7395E-01   -1.7155E-01    1.0257E+02    9.9750E-07
2.3440E-01  1.0805E+00 3.2059E+02    1.0117E-01    3.6915E-32    5.6801E-01   -2.4265E-01    1.0561E+02    9.9750E-07
0.0000E+00  1.1061E+00 3.2128E+02    1.0231E-01    3.6915E-32    5.6458E+00   -4.5116E-02    1.0719E+02    9.9750E-07
