1.000000 90589.121810 274.174795 2.393109e+19
3.000000 70560.966416 261.366477 1.955368e+19
5.000000 54205.053442 246.108250 1.595245e+19
7.000000 40882.545368 228.559954 1.295543e+19
9.000000 30119.094099 209.819915 1.039702e+19
11.000000 21560.993089 191.409006 8.158687e+18
13.000000 15047.184134 181.241965 6.013265e+18
15.000000 10395.425427 179.925781 4.184685e+18
17.000000 7178.548859 179.903244 2.890091e+18
19.000000 4957.525543 179.866258 1.996315e+18
21.000000 3424.131290 179.834308 1.379087e+18
23.000000 2365.646961 179.824802 9.528274e+17
25.000000 1634.861749 179.859510 6.583571e+17
27.000000 1130.149342 179.910225 4.549816e+17
29.000000 781.477888 179.934333 3.145695e+17
31.000000 540.497093 179.924288 2.175792e+17
33.000000 373.896014 179.885322 1.505459e+17
35.000000 258.684348 179.810321 1.042004e+17
37.000000 178.986914 179.705678 7.213954e+16
39.000000 123.840582 179.614758 4.993843e+16
41.000000 85.690040 179.585945 3.455985e+16
43.000000 59.310882 179.652973 2.391189e+16
45.000000 41.071579 179.809921 1.654404e+16
47.000000 28.458665 180.003640 1.145110e+16
49.000000 19.730887 180.123524 7.933961e+15
51.000000 13.682995 180.008785 5.505558e+15
53.000000 9.484622 179.474409 3.827643e+15
55.000000 6.565209 178.386505 2.665634e+15
57.000000 4.532740 176.835484 1.856544e+15
59.000000 3.120443 175.596456 1.287106e+15
61.000000 2.148532 177.207825 8.781582e+14
63.000000 1.494151 185.803488 5.824444e+14
65.000000 1.056331 195.604288 3.911429e+14
67.000000 0.752798 198.800003 2.742687e+14
69.000000 0.536523 198.800003 1.954727e+14
71.000000 0.382383 198.800003 1.393143e+14
73.000000 0.272526 198.800003 9.928988e+13
75.000000 0.194230 198.800003 7.076441e+13
77.000000 0.138429 198.800003 5.043410e+13
79.000000 0.098659 198.800003 3.594460e+13
81.000000 0.070315 198.800003 2.561790e+13
83.000000 0.050114 198.800003 1.825799e+13
85.000000 0.035716 198.800003 1.301255e+13
87.000000 0.025455 198.800003 9.274112e+12
89.000000 0.018142 198.800003 6.609700e+12
91.000000 0.012930 198.800003 4.710762e+12
93.000000 0.009215 198.800003 3.357384e+12
95.000000 0.006568 198.800003 2.392822e+12
97.000000 0.004681 198.800003 1.705375e+12
99.000000 0.003336 198.800003 1.215430e+12
