1.000000 90310.032798 294.480000 2.221233e+19
3.000000 71457.365412 283.440000 1.825996e+19
5.000000 56002.059672 271.840000 1.492123e+19
7.000000 43400.826496 259.120000 1.213140e+19
9.000000 33195.407169 245.840000 9.780011e+18
11.000000 24993.035151 231.220000 7.829022e+18
13.000000 18453.255715 215.260000 6.209027e+18
15.000000 13359.109204 203.790000 4.747976e+18
17.000000 9566.443260 201.300000 3.442077e+18
19.000000 6847.775282 203.300000 2.439641e+18
21.000000 4924.220593 206.940000 1.723483e+18
23.000000 3565.837107 212.220000 1.216996e+18
25.000000 2602.091116 217.150000 8.679137e+17
27.000000 1911.382036 221.380000 6.253498e+17
29.000000 1411.909954 225.260000 4.539801e+17
31.000000 1049.119598 230.260000 3.300049e+17
33.000000 785.072925 236.380000 2.405543e+17
35.000000 591.765306 242.240000 1.769365e+17
37.000000 448.952092 247.580000 1.313404e+17
39.000000 342.570925 252.660000 9.820371e+16
41.000000 262.698444 256.920000 7.405825e+16
43.000000 202.247890 260.360000 5.626310e+16
45.000000 156.208262 263.340000 4.296364e+16
47.000000 120.946972 265.400000 3.300715e+16
49.000000 93.810403 267.000000 2.544800e+16
51.000000 72.823492 267.160000 1.974304e+16
53.000000 56.501503 265.880000 1.539176e+16
55.000000 43.766065 263.750000 1.201874e+16
57.000000 33.802475 259.920000 9.419388e+15
59.000000 25.995819 255.240000 7.376811e+15
61.000000 19.882020 249.340000 5.775405e+15
63.000000 15.098177 242.220000 4.514695e+15
65.000000 11.372279 235.200000 3.502064e+15
67.000000 8.493672 228.380000 2.693713e+15
69.000000 6.288246 221.660000 2.054736e+15
71.000000 4.618995 216.860000 1.542702e+15
73.000000 3.374330 213.980000 1.142163e+15
75.000000 2.454893 211.260000 8.416453e+14
77.000000 1.779076 208.860000 6.169545e+14
79.000000 1.284680 206.620000 4.503359e+14
81.000000 0.924029 203.900000 3.282329e+14
83.000000 0.661423 200.700000 2.386965e+14
85.000000 0.470952 197.600000 1.726249e+14
