# Reaction ID 	 Column-Integrated Reaction Rate (cm**-2 s**-1)
R1	0.000000e+00
R2	6.147395e-155
R3	3.013761e-61
R4	0.000000e+00
R5	6.776388e-73
R6	0.000000e+00
R7	0.000000e+00
R8	0.000000e+00
R9	0.000000e+00
R10	0.000000e+00
R11	0.000000e+00
R12	0.000000e+00
R13	0.000000e+00
R14	0.000000e+00
R15	0.000000e+00
R16	0.000000e+00
R17	0.000000e+00
R18	0.000000e+00
R19	0.000000e+00
R20	0.000000e+00
R21	0.000000e+00
R22	0.000000e+00
R23	0.000000e+00
R24	0.000000e+00
R25	0.000000e+00
R26	0.000000e+00
R27	0.000000e+00
R28	0.000000e+00
R29	0.000000e+00
R30	0.000000e+00
R31	4.276194e-170
R32	2.631042e-204
R33	0.000000e+00
R34	0.000000e+00
R35	0.000000e+00
R36	0.000000e+00
R37	0.000000e+00
R38	0.000000e+00
R39	0.000000e+00
R40	7.322847e-174
R41	0.000000e+00
R44	0.000000e+00
R45	0.000000e+00
R46	0.000000e+00
R47	0.000000e+00
R48	0.000000e+00
R49	0.000000e+00
R50	0.000000e+00
R51	0.000000e+00
R52	0.000000e+00
R53	0.000000e+00
R54	0.000000e+00
R55	1.165911e-205
R56	6.915482e-250
R57	0.000000e+00
R59	0.000000e+00
R60	0.000000e+00
R61	0.000000e+00
R62	0.000000e+00
R63	0.000000e+00
R64	0.000000e+00
R65	0.000000e+00
R66	0.000000e+00
R67	0.000000e+00
R68	0.000000e+00
R69	0.000000e+00
R70	0.000000e+00
R71	0.000000e+00
R72	0.000000e+00
R73	0.000000e+00
R74	0.000000e+00
R75	0.000000e+00
R76	0.000000e+00
R77	0.000000e+00
R78	0.000000e+00
R79	5.271160e-220
R80	0.000000e+00
R81	0.000000e+00
R82	0.000000e+00
R83	0.000000e+00
R84	0.000000e+00
R85	0.000000e+00
R86	0.000000e+00
R87	0.000000e+00
R88	0.000000e+00
R89	0.000000e+00
R90	0.000000e+00
R91	0.000000e+00
R93	0.000000e+00
R94	0.000000e+00
R95	0.000000e+00
R96	0.000000e+00
R97	0.000000e+00
R98	0.000000e+00
R99	0.000000e+00
R100	0.000000e+00
R101	0.000000e+00
R102	0.000000e+00
R103	0.000000e+00
R104	0.000000e+00
R105	0.000000e+00
R106	0.000000e+00
R107	0.000000e+00
R108	0.000000e+00
R109	0.000000e+00
R110	0.000000e+00
R111	0.000000e+00
R112	0.000000e+00
R113	3.934339e-222
R114	7.868676e-222
R115	0.000000e+00
R116	8.802442e-215
R117	2.192853e-258
R118	0.000000e+00
R119	1.448894e-234
R120	0.000000e+00
R121	0.000000e+00
R122	5.560610e-314
R123	0.000000e+00
R124	2.274981e-116
R125	0.000000e+00
R126	0.000000e+00
R127	0.000000e+00
R128	0.000000e+00
R129	0.000000e+00
R130	0.000000e+00
R131	0.000000e+00
R132	0.000000e+00
R133	0.000000e+00
R134	0.000000e+00
R135	0.000000e+00
R136	0.000000e+00
R137	0.000000e+00
R138	0.000000e+00
R140	0.000000e+00
R141	0.000000e+00
R142	0.000000e+00
R143	0.000000e+00
R145	1.510024e-93
R146	0.000000e+00
R148	3.832786e-133
R149	1.107236e-247
R150	0.000000e+00
R152	9.879198e-101
R153	5.614423e-101
R154	3.509014e-102
R155	0.000000e+00
R156	0.000000e+00
R157	7.513536e-19
R159	0.000000e+00
R160	0.000000e+00
R161	0.000000e+00
R162	4.650257e-137
R163	4.351640e-137
R164	3.297914e-146
R165	1.111328e-08
R166	1.178953e-04
R167	0.000000e+00
R168	0.000000e+00
R169	9.724261e-179
R171	1.123886e-163
R172	0.000000e+00
R173	0.000000e+00
R174	0.000000e+00
R175	0.000000e+00
R176	0.000000e+00
R177	0.000000e+00
R178	0.000000e+00
R179	0.000000e+00
R180	0.000000e+00
R181	0.000000e+00
R182	0.000000e+00
R183	2.192681e-70
R186	0.000000e+00
R187	0.000000e+00
R188	0.000000e+00
R189	0.000000e+00
R190	0.000000e+00
R192	0.000000e+00
R195	0.000000e+00
R196	0.000000e+00
R197	0.000000e+00
R198	0.000000e+00
R199	0.000000e+00
R200	0.000000e+00
R201	0.000000e+00
R202	8.329779e-99
R203	5.016816e-260
R204	6.843440e-125
R205	0.000000e+00
R206	7.954012e-167
R207	4.088500e-101
R209	0.000000e+00
R212	0.000000e+00
R213	0.000000e+00
R214	1.273256e-72
R215	0.000000e+00
R216	0.000000e+00
R217	0.000000e+00
R218	1.632676e-80
R219	2.966771e-92
R220	2.288531e-136
R221	0.000000e+00
R222	0.000000e+00
R223	0.000000e+00
R224	0.000000e+00
R225	0.000000e+00
R226	0.000000e+00
R227	0.000000e+00
R228	0.000000e+00
R229	0.000000e+00
R230	0.000000e+00
R231	0.000000e+00
R232	0.000000e+00
R233	5.365105e-247
R235	0.000000e+00
R236	0.000000e+00
R237	0.000000e+00
R238	0.000000e+00
R239	0.000000e+00
R242	0.000000e+00
R243	0.000000e+00
R244	0.000000e+00
R245	0.000000e+00
R246	0.000000e+00
R247	0.000000e+00
R248	0.000000e+00
R250	0.000000e+00
R251	0.000000e+00
R252	0.000000e+00
R254	0.000000e+00
R255	0.000000e+00
R257	0.000000e+00
R258	0.000000e+00
R259	0.000000e+00
R260	0.000000e+00
R261	0.000000e+00
R263	0.000000e+00
R264	0.000000e+00
R265	0.000000e+00
R266	0.000000e+00
R267	0.000000e+00
R268	0.000000e+00
R269	0.000000e+00
R270	0.000000e+00
R271	0.000000e+00
R272	0.000000e+00
R273	0.000000e+00
R274	0.000000e+00
R275	0.000000e+00
R276	0.000000e+00
R277	0.000000e+00
R278	0.000000e+00
R279	0.000000e+00
R281	2.003461e-170
R282	0.000000e+00
R283	0.000000e+00
R284	1.816827e-170
R287	2.508891e-135
R288	3.479162e-303
R289	2.517566e-234
R291	0.000000e+00
R292	0.000000e+00
R293	0.000000e+00
R294	0.000000e+00
R295	4.459375e-94
R296	6.404359e-41
R297	9.858103e-105
R298	6.428185e-107
R300	0.000000e+00
R301	0.000000e+00
R302	0.000000e+00
R303	0.000000e+00
R304	2.750500e-154
R305	2.750500e-155
R306	0.000000e+00
R307	0.000000e+00
R308	1.593866e-156
R309	6.789469e-158
R310	0.000000e+00
R311	0.000000e+00
R312	0.000000e+00
R313	0.000000e+00
R314	0.000000e+00
R315	0.000000e+00
R316	0.000000e+00
R317	0.000000e+00
R319	0.000000e+00
R320	0.000000e+00
R321	0.000000e+00
R322	0.000000e+00
R323	0.000000e+00
R324	0.000000e+00
R325	0.000000e+00
R326	0.000000e+00
R327	0.000000e+00
R328	0.000000e+00
R329	0.000000e+00
R330	0.000000e+00
R331	0.000000e+00
R332	0.000000e+00
R333	0.000000e+00
R334	0.000000e+00
R335	0.000000e+00
R336	0.000000e+00
R337	0.000000e+00
R338	0.000000e+00
R339	0.000000e+00
R340	0.000000e+00
R341	0.000000e+00
R342	0.000000e+00
R346	0.000000e+00
R347	0.000000e+00
R348	0.000000e+00
R350	0.000000e+00
R351	0.000000e+00
R352	0.000000e+00
R353	0.000000e+00
R354	0.000000e+00
R355	0.000000e+00
R356	0.000000e+00
R357	0.000000e+00
R358	0.000000e+00
R359	0.000000e+00
R360	0.000000e+00
R361	0.000000e+00
R362	0.000000e+00
R363	0.000000e+00
R364	0.000000e+00
R365	0.000000e+00
R366	0.000000e+00
R367	0.000000e+00
R368	0.000000e+00
R369	0.000000e+00
R370	0.000000e+00
R371	0.000000e+00
R372	0.000000e+00
R373	0.000000e+00
R374	0.000000e+00
R375	0.000000e+00
R376	0.000000e+00
R377	0.000000e+00
R378	0.000000e+00
R379	0.000000e+00
R380	0.000000e+00
R381	0.000000e+00
R382	0.000000e+00
R383	0.000000e+00
R384	0.000000e+00
R385	0.000000e+00
R387	0.000000e+00
R389	0.000000e+00
R390	0.000000e+00
R391	0.000000e+00
R392	0.000000e+00
R393	0.000000e+00
R394	0.000000e+00
R395	0.000000e+00
R396	0.000000e+00
R397	0.000000e+00
R398	0.000000e+00
R399	0.000000e+00
R400	0.000000e+00
R401	0.000000e+00
R402	0.000000e+00
R403	0.000000e+00
R404	0.000000e+00
R405	0.000000e+00
R406	0.000000e+00
R407	4.560255e-99
R408	5.596742e-92
R409	0.000000e+00
R411	0.000000e+00
R412	0.000000e+00
R413	4.078397e-131
R414	2.549624e-226
R415	8.998329e-223
R416	3.676460e-223
R417	0.000000e+00
R418	0.000000e+00
R419	1.080115e-99
R420	3.857552e-100
R421	0.000000e+00
R422	0.000000e+00
R423	1.379614e-20
R424	0.000000e+00
R425	0.000000e+00
R426	6.917469e-136
R427	6.917469e-136
R428	0.000000e+00
R429	9.004469e-131
R430	3.956876e-93
R431	1.612541e-135
R432	3.436117e-144
R433	2.875126e-19
R434	0.000000e+00
R435	1.206204e-123
R436	5.169447e-124
R437	3.389784e-174
R438	5.301936e-170
R439	0.000000e+00
R440	0.000000e+00
R441	0.000000e+00
R443	0.000000e+00
R444	0.000000e+00
R445	6.782371e-10
R446	0.000000e+00
R447	0.000000e+00
R448	0.000000e+00
R449	1.006403e-28
R450	3.790782e-28
R451	2.516006e-29
R452	0.000000e+00
R453	0.000000e+00
R454	1.260750e+07
R455	3.836913e-13
R456	3.521209e+02
R457	1.424921e-154
R458	3.149449e+07
R459	2.410412e-21
R460	3.774403e-21
R461	0.000000e+00
R462	0.000000e+00
R463	0.000000e+00
R464	0.000000e+00
R465	0.000000e+00
R466	0.000000e+00
R467	0.000000e+00
R468	0.000000e+00
R469	0.000000e+00
R470	0.000000e+00
R471	0.000000e+00
R472	0.000000e+00
R473	0.000000e+00
R474	0.000000e+00
R475	0.000000e+00
R477	0.000000e+00
R478	0.000000e+00
R479	0.000000e+00
R480	0.000000e+00
R481	0.000000e+00
R482	0.000000e+00
R483	0.000000e+00
R485	0.000000e+00
R486	0.000000e+00
R487	0.000000e+00
R488	0.000000e+00
R489	0.000000e+00
R490	0.000000e+00
R491	0.000000e+00
R492	0.000000e+00
R493	6.436616e-129
R494	0.000000e+00
R495	1.929511e-245
R496	4.419467e-229
R498	0.000000e+00
R499	9.372450e-102
R500	0.000000e+00
R501	1.700737e-14
R502	0.000000e+00
R503	0.000000e+00
R504	4.665092e-137
R505	0.000000e+00
R506	6.641622e-94
R507	1.493887e-97
R509	2.146922e-142
R512	2.242514e-13
R513	0.000000e+00
R515	1.934966e-132
R516	4.895144e-127
R517	3.457291e-164
R519	0.000000e+00
R520	0.000000e+00
R521	0.000000e+00
R522	0.000000e+00
R523	0.000000e+00
R524	0.000000e+00
R525	0.000000e+00
R526	1.132818e-08
R527	0.000000e+00
R528	0.000000e+00
R533	0.000000e+00
R534	0.000000e+00
R535	0.000000e+00
R536	0.000000e+00
R537	0.000000e+00
R538	0.000000e+00
R540	0.000000e+00
R541	0.000000e+00
R542	0.000000e+00
R543	0.000000e+00
R544	0.000000e+00
R545	0.000000e+00
R546	0.000000e+00
R547	0.000000e+00
R548	0.000000e+00
R549	0.000000e+00
R551	0.000000e+00
R552	0.000000e+00
R553	0.000000e+00
R554	0.000000e+00
R555	0.000000e+00
R556	0.000000e+00
R557	0.000000e+00
R558	0.000000e+00
R559	0.000000e+00
R560	0.000000e+00
R561	6.393667e-259
R562	0.000000e+00
