# Reaction ID 	 Column-Integrated Reaction Rate (cm**-2 s**-1)
R1	8.080553e-58
R2	4.217915e-48
R3	5.225791e-16
R4	4.937967e-37
R5	1.443603e-35
R6	9.517751e+07
R7	5.347578e-47
R8	2.007939e-23
R9	4.061078e-10
R10	4.612336e-42
R11	3.951626e-08
R12	5.658822e-04
R13	7.942682e-10
R14	5.028968e-04
R15	1.711783e-31
R16	9.119496e-05
R17	1.260013e-07
R18	1.050806e-10
R19	4.394110e-22
R20	2.902899e-07
R21	5.978833e-07
R22	3.261182e-07
R23	3.842463e-09
R24	3.786119e-14
R25	4.787047e-12
R26	2.305292e+04
R27	2.072838e-18
R28	7.812304e-15
R29	1.898481e-08
R30	4.971475e+00
R31	3.399644e-01
R32	4.132714e+04
R33	2.010705e+06
R34	8.349073e-06
R35	3.370057e+02
R36	3.842782e-06
R37	2.152808e-01
R38	2.063220e-04
R39	2.790901e-10
R40	2.899213e-15
R41	8.604233e-47
R44	3.027952e+00
R45	6.744243e-04
R46	3.372121e-05
R47	3.111423e-07
R48	2.422384e-05
R49	4.783738e-11
R50	1.875230e-01
R51	4.422121e-11
R52	6.952454e-08
R53	1.166102e-03
R54	5.368798e-15
R55	3.836271e-05
R56	9.822601e-06
R57	4.803424e-21
R59	8.430531e-03
R60	6.690240e+01
R61	6.417867e+00
R62	3.064517e-11
R63	1.673936e-03
R64	3.920823e-02
R65	1.034549e-04
R66	1.809102e+02
R67	3.215774e+03
R68	2.168607e-04
R69	9.920058e-02
R70	3.596778e+06
R71	2.397852e+07
R72	9.752138e-11
R73	1.189570e-06
R74	5.504765e-14
R75	7.512576e-07
R76	3.446792e-03
R77	3.446792e-02
R78	2.931338e-03
R79	2.605190e+03
R80	3.767198e-09
R81	3.282154e+06
R82	6.966495e-10
R83	4.317111e-08
R84	6.693285e-06
R85	7.080322e-13
R86	4.320197e-13
R87	4.055830e-17
R88	0.000000e+00
R89	0.000000e+00
R90	0.000000e+00
R91	2.564797e+02
R93	1.363348e-06
R94	1.885721e-06
R95	1.615104e-05
R96	9.002458e+02
R97	9.642063e-18
R98	2.864914e-05
R99	9.450471e-04
R100	1.665803e-08
R101	4.912613e-07
R102	0.000000e+00
R103	0.000000e+00
R104	0.000000e+00
R105	0.000000e+00
R106	0.000000e+00
R107	0.000000e+00
R108	6.862049e-04
R109	1.642793e-03
R110	1.218240e+02
R111	1.059171e+05
R112	2.640524e+02
R113	1.074408e+06
R114	2.148817e+06
R115	3.721066e-02
R116	8.868025e-09
R117	1.043511e-07
R118	1.544147e+09
R119	2.566943e-10
R120	4.726407e-79
R121	4.740479e-61
R122	2.004850e-34
R123	2.493077e+07
R124	6.658658e-24
R125	3.825598e-45
R126	3.832946e-53
R127	7.260244e+02
R128	9.972892e-33
R129	1.232663e-18
R130	1.062230e+05
R131	3.571956e+02
R132	3.911761e+01
R133	1.604808e+06
R134	8.753498e+05
R135	3.281462e-06
R136	4.792710e+03
R137	1.168846e+06
R138	1.901134e+06
R140	7.910842e+04
R141	3.955421e+03
R142	2.298411e+05
R143	4.139344e+04
R145	8.125038e+05
R146	5.814832e+06
R148	1.470755e+11
R149	2.020811e-02
R150	8.907878e-03
R152	1.458955e+09
R153	8.105575e+08
R154	5.065984e+07
R155	2.777350e+01
R156	2.551303e-18
R157	6.196978e+09
R159	9.111402e+08
R160	1.207052e-04
R161	1.456443e-04
R162	1.414088e+12
R163	1.223780e-03
R164	3.529222e-10
R165	3.801905e+01
R166	5.270348e+06
R167	2.142467e+06
R168	2.392229e+05
R169	1.406844e-13
R171	7.333357e-01
R172	1.782995e+04
R173	1.054529e-07
R174	1.442859e-16
R175	1.566158e-01
R176	3.266898e-03
R177	5.818954e-02
R178	1.385467e-08
R179	1.466631e-14
R180	2.050210e+11
R181	4.556022e+09
R182	1.964785e+10
R183	2.395833e-16
R186	6.085524e-09
R187	1.412907e-46
R188	1.661826e-31
R189	5.105547e+03
R190	2.332584e+01
R192	1.188677e+10
R195	7.729363e+03
R196	4.739924e-28
R197	1.893065e-07
R198	3.652985e-01
R199	1.649170e+06
R200	1.979004e+06
R201	1.162902e-08
R202	1.494420e+06
R203	1.095730e+05
R204	1.073057e+01
R205	1.664613e-19
R206	1.582315e+01
R207	1.998739e-04
R209	3.762435e-09
R212	1.674318e-05
R213	1.354746e-17
R214	5.880786e-35
R215	1.614254e-01
R216	2.813859e-24
R217	6.782298e-07
R218	1.698153e+06
R219	4.657740e-07
R220	1.155257e-05
R221	1.332965e-03
R222	6.276508e-09
R223	9.058098e-04
R224	7.238650e+02
R225	1.239816e-03
R226	3.562931e-15
R227	1.626058e-02
R228	4.514174e-35
R229	5.554195e-33
R230	3.805487e-19
R231	1.447499e-22
R232	3.917642e-21
R233	2.119594e-20
R235	4.102524e-01
R236	1.286765e-01
R237	1.128341e-01
R238	5.247118e-16
R239	2.316138e-14
R242	6.206381e-15
R243	4.313342e-15
R244	1.724028e-15
R245	2.757556e-08
R246	2.879011e+00
R247	4.437735e+04
R248	5.553031e-08
R250	2.021559e+00
R251	2.021559e+00
R252	2.092983e-04
R254	1.230006e-01
R255	6.709675e-07
R257	8.119695e+07
R258	1.756825e-03
R259	1.107542e+03
R260	4.013047e-03
R261	2.261079e+03
R263	5.937858e-21
R264	3.858347e-46
R265	3.771445e-27
R266	7.983472e-17
R267	9.275610e-20
R268	1.859572e-25
R269	8.611152e-23
R270	4.972646e-28
R271	6.565673e-24
R272	3.558112e-19
R273	5.722587e-17
R274	9.697891e-18
R275	3.632061e-19
R276	3.283467e-43
R277	6.028803e-08
R278	1.166865e-08
R279	2.071807e-05
R281	5.764444e-04
R282	2.071623e-02
R283	4.853311e-08
R284	8.972144e-12
R287	6.200822e-26
R288	1.666209e-54
R289	8.814128e-11
R291	1.277956e-04
R292	1.247453e-07
R293	1.568798e-03
R294	1.021582e-04
R295	3.856693e+01
R296	1.051020e-02
R297	5.740684e-01
R298	9.145048e-11
R300	1.283608e-34
R301	4.245631e-08
R302	4.681608e-10
R303	3.121072e-10
R304	4.970464e+00
R305	4.970464e-01
R306	5.608097e-04
R307	1.121091e-10
R308	1.170160e-02
R309	6.127534e-04
R310	2.956686e-36
R311	3.199457e-15
R312	9.606633e-13
R313	5.326137e-12
R314	1.149433e-21
R315	1.289413e-14
R316	6.973494e-15
R317	6.751138e-11
R319	1.004984e-07
R320	1.621481e-08
R321	3.833405e-11
R322	6.740888e-01
R323	1.046778e-01
R324	7.489875e-02
R325	1.282850e-07
R326	1.287003e-05
R327	2.797026e-08
R328	1.470582e-14
R329	4.379113e-17
R330	1.114988e-20
R331	4.359319e-05
R332	8.093410e-05
R333	2.035415e-06
R334	1.090534e-06
R335	3.531256e-03
R336	7.344657e-01
R337	2.369762e-01
R338	4.450498e-04
R339	1.338496e-03
R340	8.365598e-03
R341	4.584348e-03
R342	4.684735e-03
R346	8.521574e-02
R347	9.071788e-08
R348	4.311737e+02
R350	4.623776e-12
R351	5.249820e-12
R352	2.713450e-12
R353	3.230431e-07
R354	6.612813e-03
R355	8.650952e-09
R356	3.100013e-08
R357	1.531535e-08
R358	3.200534e-04
R359	2.440078e-05
R360	2.176093e-04
R361	3.268617e-04
R362	5.499384e-06
R363	6.385995e-06
R364	1.153737e-02
R365	2.756717e-03
R366	2.399127e-07
R367	2.812928e-25
R368	5.318132e-01
R369	7.849641e-01
R370	2.893331e-02
R371	1.669149e-13
R372	1.055684e-14
R373	7.720894e-15
R374	1.686831e-14
R375	1.337122e-15
R376	2.899480e-15
R377	8.148314e-09
R378	2.655620e-08
R379	5.956507e-12
R380	8.750769e-10
R381	7.688219e-05
R382	1.521922e-07
R383	1.268268e-07
R384	3.369806e-14
R385	1.126693e-08
R387	4.285411e-19
R389	2.135349e+02
R390	6.523004e+01
R391	2.009067e+04
R392	6.028803e-08
R393	8.609327e+02
R394	8.609327e+02
R395	8.390247e+02
R396	3.459331e+05
R397	5.694316e+01
R398	8.010498e+05
R399	4.941901e+04
R400	4.847780e+05
R401	4.652021e+04
R402	6.198735e+04
R403	4.428469e+04
R404	6.198735e+03
R405	8.890235e+03
R406	3.895217e+02
R407	6.304375e+00
R408	9.122704e+06
R409	3.055090e+05
R411	5.091818e+06
R412	3.097523e+06
R413	8.050038e+08
R414	1.921389e+05
R415	7.100944e+08
R416	2.901243e+08
R417	9.913706e-07
R418	3.623011e-08
R419	5.235484e+06
R420	1.869816e+06
R421	3.440591e-09
R422	3.885878e+01
R423	2.375611e+07
R424	6.001293e+06
R425	2.441756e-05
R426	7.280123e+09
R427	7.280123e+09
R428	8.320788e+10
R429	8.856678e-34
R430	3.630059e-02
R431	1.930377e-03
R432	7.950793e-11
R433	4.420167e+09
R434	1.183652e+04
R435	4.930520e-04
R436	2.113080e-04
R437	1.419293e-10
R438	5.384577e-07
R439	2.347677e+03
R440	2.566609e-07
R441	2.955618e+11
R443	3.046483e+00
R444	4.837364e+06
R445	2.578365e+11
R446	1.151319e-29
R447	3.334183e-02
R448	4.820678e-02
R449	7.911052e+03
R450	2.979830e+04
R451	1.977763e+03
R452	1.346561e-01
R453	6.283950e-01
R454	4.099305e+08
R455	2.443918e+07
R456	1.073529e+04
R457	5.400059e-05
R458	1.264141e+11
R459	1.406621e-03
R460	2.202592e-03
R461	3.202754e-11
R462	1.704987e-05
R463	2.077745e-08
R464	4.205723e+06
R465	1.253420e+02
R466	1.253420e+02
R467	3.493740e-42
R468	3.395950e-05
R469	1.910813e-02
R470	7.706068e+03
R471	1.480463e+00
R472	9.597791e-10
R473	4.983296e-37
R474	7.782807e-45
R475	5.836153e-35
R477	1.208269e+00
R478	1.208269e+00
R479	4.860672e-14
R480	5.790337e-13
R481	1.733388e+03
R482	2.094359e+00
R483	8.295413e+05
R485	2.327378e+00
R486	2.327378e+00
R487	1.366761e+04
R488	7.034538e-03
R489	3.040427e+05
R490	1.775192e+02
R491	1.003557e+05
R492	8.214418e+02
R493	1.015958e+10
R494	1.340036e-02
R495	4.257312e-06
R496	1.202584e+04
R498	3.072396e-08
R499	3.219976e+04
R500	3.774567e-01
R501	1.934493e+10
R502	3.315626e+08
R503	5.664620e-02
R504	3.924448e+08
R505	1.782026e+10
R506	2.957870e-05
R507	1.633556e-08
R509	2.145099e-10
R512	1.766155e+12
R513	6.874643e+06
R515	1.108040e-09
R516	2.068792e-06
R517	1.314526e-03
R519	9.993605e+00
R520	2.104057e+00
R521	1.908620e-02
R522	4.949646e+09
R523	3.060083e-04
R524	2.197653e-02
R525	2.826247e+04
R526	1.075038e+08
R527	6.689712e-17
R528	4.125027e-16
R533	2.609426e-43
R534	2.219429e-63
R535	6.700012e-25
R536	2.513792e-16
R537	1.287839e-19
R538	2.700340e-61
R540	5.568914e-52
R541	4.564245e-25
R542	5.535049e-60
R543	8.161804e-19
R544	4.778543e-22
R545	5.219955e-22
R546	5.403189e-32
R547	6.955439e-29
R548	3.932026e-28
R549	2.112192e-36
R551	6.348477e-27
R552	2.559225e-50
R553	2.746715e-34
R554	6.637727e-20
R555	9.177793e-52
R556	1.356766e-50
R557	1.523393e-46
R558	1.180450e-21
R559	1.999609e-45
R560	1.260365e-16
R561	3.348698e+08
R562	1.536820e-28
R563	7.457921e-50
R564	8.817106e-51
R565	3.639237e-17
R566	4.869424e-20
R567	1.699272e-17
R568	3.054189e-17
R569	2.341885e-17
R570	2.101712e-18
R571	2.101712e-18
R572	5.642285e-17
R573	3.111461e-25
R574	5.446662e-19
R575	1.799245e-16
R576	1.599329e-17
R577	8.914937e-48
R578	4.395812e-17
R579	2.248084e-44
R596	3.709601e+07
R597	2.720374e+08
R598	1.301564e+05
R599	6.399358e+05
R608	9.972892e-33
R611	1.481250e-48
R617	3.995558e-09
R618	8.412268e-07
R639	2.255878e-16
R640	2.358508e-02
R641	4.334540e-15
R642	1.421082e-40
R643	3.739687e-41
R644	8.642935e-06
R645	1.612971e+10
M2	7.530356e+03
M3	7.623938e+04
M4	6.068912e+07
M5	3.626375e+06
M6	4.922548e+04
M7	6.269219e+02
M9	1.293699e+05
M10	2.795560e+11
M11	1.694005e-06
M12	1.494643e+12
M13	1.034189e+11
M14	1.009807e-01
M15	2.078336e+04
M16	1.403887e+11
M17	5.153334e+11
M18	5.112363e+10
M19	5.348028e+06
M20	2.730605e-01
M21	1.375943e-21
M22	1.586372e-08
M23	5.365839e+00
M24	1.211924e-01
M25	1.061107e-11
M26	1.238843e+00
M27	5.949040e-01
M28	5.331812e-04
M29	8.387834e-11
M31	3.731251e+08
M32	5.999105e+03
M33	1.097552e+02
M34	4.210624e+10
M35	3.601860e+10
M36	8.697673e+02
M37	9.961342e+02
M38	1.861866e+05
M39	1.197631e+11
M40	1.019578e-11
M41	1.556624e-01
M42	3.532820e+02
M43	2.035789e+00
M44	2.918761e+07
M45	6.126509e-44
M46	7.481875e-16
M47	4.867999e-17
M48	4.783070e-17
M49	9.064739e-18
M50	2.710323e-17
M51	2.400618e-16
M52	2.426342e-58
M53	1.922619e-58
M54	2.883093e-71
M55	2.372816e-130
M56	3.401159e+03
M57	2.583066e+10
M58	6.580819e+04
M73	2.239767e+07
M85	4.334529e-15
M86	6.332090e-06
M88	1.028674e+09
M89	5.719475e+11
M90	1.141415e+03
P1	2.890915e+10
P2	5.811967e+10
P3	3.312502e+09
P4	2.081445e+10
P5	3.108282e+09
P6	1.862255e+12
P7	1.064254e+08
P8	8.499365e+02
P9	1.011144e+01
P10	7.345297e+01
P11	8.691541e+02
