Total_Molecules: 84
Total_Reactions: 734
Sorting by     : TP Descending
************************************************************

H				PRODUCTION RXS		INT RX RATE	TP = 4.53e+12

  M41	OH	+ HNO3		= H2O	+ NO3		1.556624e-01
  R177	H	+ HNO2		= H2O	+ NO		5.818954e-02
  R503	OH	+ CH4O2		= CH3O2	+ H2O		5.664620e-02
  P29	CH2O2			= H2O	+ CO		2.970983e-02
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	1.908620e-02
  R494	OH	+ CH2O2		= CHO2	+ H2O		1.340036e-02
  R488	OH	+ C2H4		= C2H3	+ H2O		7.034538e-03
  R517	OH	+ HCNO		= CNO	+ H2O		1.314526e-03
  R309	NH	+ OH		= H2O	+ N		6.127534e-04
  R523	OH	+ NH3		= H2O	+ NH2		3.060083e-04
  R160	H	+ CH4O2		= CH3O	+ H2O		1.207052e-04
  R326	NH2	+ OH		= H2O	+ NH		1.287003e-05
  R516	OH	+ HCN		= CN	+ H2O		2.068792e-06
  R325	NH2	+ O3		= H2O	+ NO2		1.282850e-07
  R498	OH	+ CH3NO3	= CH2O	+ NO2	+ H2O	3.072396e-08
  R320	NH2	+ NO		= H2O	+ N2		1.621481e-08
  R178	H	+ HNO3		= H2O	+ NO2		1.385467e-08
  R321	NH2	+ NO2		= H2O	+ N2O		3.833405e-11
  R480	OH	+ C2H2		= C2H	+ H2O		5.790337e-13
  T16	CH2O2			= CO	+ H2O		6.968040e-18
  P50	H2SO4			= SO3	+ H2O		2.859190e-18
  R574	HSO	+ OH		= H2O	+ SO		5.446662e-19
  R566	HSO3	+ OH		= H2O	+ SO3		4.869424e-20
  R232	H2S	+ OH		= H2O	+ HS		3.917642e-21
  T24	CH4O2			= CH2O	+ H2O		7.861077e-27
  T22	CH4O			= CH21	+ H2O		1.551533e-39
  R107	CH4S	+ OH		= H2O	+ CH3S		0.000000e+00

H2O				LOSS RXS		INT RX RATE	TL = 1.86e+12

  P6	H2O			= H	+ OH		1.862255e+12
  P73	H2O			= H	+ H	+ O	7.504510e+06
  P72	H2O			= H2	+ O(1D)		6.371026e+06
  R166	H	+ H2O		= H2	+ OH		5.270348e+06
  R218	H2O	+ CH		= CH3O			1.698153e+06
  R456	O(1D)	+ H2O		= OH	+ OH		1.073529e+04
  R215	H2O	+ C2H		= C2H2	+ OH		1.614254e-01
  R220	H2O	+ CNO		= HCNO	+ OH		1.155257e-05
  R217	H2O	+ C2H5		= C2H6	+ OH		6.782298e-07
  R219	H2O	+ CN		= HCN	+ OH		4.657740e-07
  R319	NH2	+ H2O		= OH	+ NH3		1.004984e-07
  R565	SO3	+ H2O		= H2SO4			3.639237e-17
  R287	N	+ H2O		= OH	+ NH		6.200822e-26
  R214	H2O	+ C		= CH	+ OH		5.880786e-35

************************************************************

H2				PRODUCTION RXS		INT RX RATE	TP = 1.74e+12

  R162	H	+ CHO		= CO	+ H2		1.414088e+12
  R148	H	+ CH2O		= H2	+ CHO		1.470755e+11
  M13	H	+ H		= H2			1.034189e+11
  P21	CH2O			= CO	+ H2		5.041776e+10
  R182	H	+ HO2		= H2	+ O2		1.964785e+10
  R157	H	+ CH4		= CH3	+ H2		6.196978e+09
  R159	H	+ CH4O		= CH3O	+ H2		9.111402e+08
  P33	CH4			= CH21	+ H2		3.099026e+08
  R416	O	+ CH3		= CO	+ H2	+ H	2.901243e+08
  R154	H	+ CH3O		= CH2O	+ H2		5.065984e+07
  R596	CH21	+ H2		= CH2	+ H2		3.709601e+07
  P34	CH4			= CH	+ H2	+ H	3.508331e+07
  P72	H2O			= H2	+ O(1D)		6.371026e+06
  R146	H	+ CH2		= CH	+ H2		5.814832e+06
  R166	H	+ H2O		= H2	+ OH		5.270348e+06
  R412	O	+ CH2		= CO	+ H2		3.097523e+06
  R137	H	+ C2H4O		= C2H3O	+ H2		1.168846e+06
  R134	H	+ C2H3O		= C2H2O	+ H2		8.753498e+05
  R145	H	+ CH		= C	+ H2		8.125038e+05
  R168	H	+ H2O2		= H2	+ HO2		2.392229e+05
  R142	H	+ C2H5O		= C2H4O	+ H2		2.298411e+05
  R399	O	+ C2H4		= C2H2O	+ H2		4.941901e+04
  R143	H	+ C2H6		= C2H5	+ H2		4.139344e+04
  R172	H	+ HNO		= H2	+ NO		1.782995e+04
  P58	C2H4			= C2H2	+ H2		1.001904e+04
  R141	H	+ C2H5		= C2H4	+ H2		3.955421e+03
  R451	O(1D)	+ CH4		= CH2O	+ H2		1.977763e+03
  R481	OH	+ C2H2		= C2HO	+ H2		1.733388e+03
  P64	C2H6			= C2H2	+ H2	+ H2	5.970919e+01 (x2)
  R132	H	+ C2H3		= C2H2	+ H2		3.911761e+01
  P62	C2H6			= C2H4	+ H2		3.096032e+01
  R324	NH2	+ O		= H2	+ NO		7.489875e-02
  R282	N	+ CH3		= H2	+ HCN		2.071623e-02
  R149	H	+ CH3		= CH2	+ H2		2.020811e-02
  R176	H	+ HNO2		= H2	+ NO2		3.266898e-03
  R161	H	+ CH4O2		= H2	+ CH3O2		1.456443e-04
  R95	CH4	+ CH3		= H2	+ C2H5		1.615104e-05
  P69	CH5N			= HCN	+ H2	+ H2	6.331616e-06 (x2)
  R135	H	+ C2H4		= C2H3	+ H2		3.281462e-06
  P43	NH3			= NH	+ H2		1.002384e-07
  R327	NH3	+ CH		= HCN	+ H2	+ H	2.797026e-08
  R186	H	+ NH3		= H2	+ NH2		6.085524e-09
  R169	H	+ HCNO		= H2	+ CNO		1.406844e-13
  R179	H	+ HNO3		= H2	+ NO3		1.466631e-14
  R639	N2H4	+ H		= N2H3	+ H2		2.255878e-16
  R560	HS	+ H		= H2	+ S		1.260365e-16
  R567	HSO3	+ H		= H2	+ SO3		1.699272e-17
  R576	HSO	+ H		= H2	+ SO		1.599329e-17
  R129	H	+ C2H2		= C2H	+ H2		1.232663e-18
  R230	H2S	+ H		= H2	+ HS		3.805487e-19
  T14	CH2O			= CO	+ H2		1.032103e-26
  T15	CH2O2			= CO2	+ H2		1.226107e-28
  R128	H	+ C2H		= H2	+ C2		9.972892e-33
  T34	C2H4O			= C2H2O	+ H2		1.120344e-39
  P67	N2H2			= N2	+ H2		1.421081e-40
  T21	CH4O			= CH2O	+ H2		2.666051e-41
  T26	C2H4			= C2H2	+ H2		4.780411e-48
  T58	H2S			= H2	+ S		3.835254e-74
  R104	CH4S	+ H		= H2	+ CH3S		0.000000e+00

H2				LOSS RXS		INT RX RATE	TL = 1.77e+12

  R512	OH	+ H2		= H2O	+ H		1.766155e+12
  R433	O	+ H2		= H	+ OH		4.420167e+09
  R597	CH21	+ H2		= CH3	+ H		2.720374e+08
  R596	CH21	+ H2		= CH2	+ H2		3.709601e+07
  R455	O(1D)	+ H2		= H	+ OH		2.443918e+07
  M73	CH	+ H2		= CH3			2.239767e+07
  R200	H2	+ C2HO		= CH3	+ CO		1.979004e+06
  R199	H2	+ C2HO		= C2H3O			1.649170e+06
  R202	H2	+ CH		= CH2	+ H		1.494420e+06
  R203	H2	+ CH3		= CH4	+ H		1.095730e+05
  R195	H2	+ C2H		= C2H2	+ H		7.729363e+03
  M2	C	+ H2		= CH2			7.530356e+03
  R206	H2	+ CHO		= CH2O	+ H		1.582315e+01
  R204	H2	+ CH3O		= CH4O	+ H		1.073057e+01
  R198	H2	+ C2H5		= C2H6	+ H		3.652985e-01
  M24	N	+ H2		= NH2			1.211924e-01
  R207	H2	+ CN		= HCN	+ H		1.998739e-04
  R212	H2	+ NH2		= NH3	+ H		1.674318e-05
  R197	H2	+ C2H3		= C2H4	+ H		1.893065e-07
  R209	H2	+ HO2		= H2O2	+ H		3.762435e-09
  R3	C	+ H2		= CH	+ H		5.225791e-16
  R213	H2	+ NO2		= H	+ HNO2		1.354746e-17
  R205	H2	+ CH3O2		= CH4O2	+ H		1.664613e-19
  R196	H2	+ C2H2		= C2H4			4.739924e-28
  R10	H2	+ C2H4		= C2H5	+ H		4.612336e-42
  R41	H2	+ C2H2		= C2H3	+ H		8.604233e-47
  P38	H2			= H	+ H		0.000000e+00

************************************************************

CHO				PRODUCTION RXS		INT RX RATE	TP = 1.71e+12

  M12	H	+ CO		= CHO			1.494643e+12
  R148	H	+ CH2O		= H2	+ CHO		1.470755e+11
  P20	CH2O			= CHO	+ H		5.815429e+10
  R493	OH	+ CH2O		= CHO	+ H2O		1.015958e+10
  R413	O	+ CH2O		= CHO	+ OH		8.050038e+08
  R138	H	+ C2H4O		= CH4	+ CHO		1.901134e+06
  R133	H	+ C2H3O		= CHO	+ CH3		1.604808e+06
  R398	O	+ C2H4		= CH3	+ CHO		8.010498e+05
  P22	C2H4O			= CHO	+ CH3		3.241569e+05
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	1.059171e+05
  R79	CH3O	+ CH2O		= CH4O	+ CHO		2.605190e+03
  R66	CH3	+ CH2O		= CH4	+ CHO		1.809102e+02
  P27	CH2O2			= CHO	+ OH		1.386459e-01
  R53	CH2O	+ C2H5		= C2H6	+ CHO		1.166102e-03
  R338	NO	+ CH		= N	+ CHO		4.450498e-04
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	3.268617e-04
  R252	HO2	+ CH2O		= CHO	+ H2O2		2.092983e-04
  R55	CH2O	+ CN		= HCN	+ CHO		3.836271e-05
  R56	CH2O	+ CNO		= HCNO	+ CHO		9.822601e-06
  R362	NO2	+ CH		= CHO	+ NO		5.499384e-06
  R52	CH2O	+ C2H3O		= C2H4O	+ CHO		6.952454e-08
  R51	CH2O	+ C2H3		= C2H4	+ CHO		4.422121e-11
  R54	CH2O	+ CH3O2		= CHO	+ CH4O2		5.368798e-15
  R272	HS	+ CH2O		= H2S	+ CHO		3.558112e-19
  R547	SO2	+ CH		= CHO	+ SO		6.955439e-29
  T33	C2H4O			= CHO	+ CH3		2.983031e-35
  R474	OCS	+ CH		= CHO	+ CS		7.782807e-45
  R121	CO	+ C2H4		= C2H3	+ CHO		4.740479e-61
  R120	CO	+ C2H2		= C2H	+ CHO		4.726407e-79

CHO				LOSS RXS		INT RX RATE	TL = 1.71e+12

  R162	H	+ CHO		= CO	+ H2		1.414088e+12
  M10	H	+ CHO		= CH2O			2.795560e+11
  R426	O	+ CHO		= CO	+ OH		7.280123e+09
  R427	O	+ CHO		= CO2	+ H		7.280123e+09
  R118	CHO	+ O2		= CO	+ HO2		1.544147e+09
  R504	OH	+ CHO		= CO	+ H2O		3.924448e+08
  R561	CHO	+ CHO		= CH2O	+ CO		3.348698e+08 (x2)
  R71	CH3	+ CHO		= CH4	+ CO		2.397852e+07
  R70	CH3	+ CHO		= C2H4O			3.596778e+06
  R114	CHO	+ CH3O		= CH2O	+ CH2O		2.148817e+06
  R113	CHO	+ CH3O		= CH4O	+ CO		1.074408e+06
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	1.059171e+05
  R348	NO	+ CHO		= CO	+ HNO		4.311737e+02
  R112	CHO	+ C2H5		= C2H6	+ CO		2.640524e+02
  R110	CHO	+ C2H3O		= C2H4O	+ CO		1.218240e+02
  R206	H2	+ CHO		= CH2O	+ H		1.582315e+01
  R369	NO2	+ CHO		= NO	+ CO	+ OH	7.849641e-01
  R368	NO2	+ CHO		= NO	+ CHO2		5.318132e-01
  R50	CH2	+ CHO		= CO	+ CH3		1.875230e-01
  R237	HNO	+ CHO		= CH2O	+ NO		1.128341e-01
  R115	CHO	+ CH4O		= CH2O	+ CH3O		3.721066e-02
  R370	NO2	+ CHO		= NO	+ CO2	+ H	2.893331e-02
  R227	H2O2	+ CHO		= CH2O	+ HO2		1.626058e-02
  R109	CHO	+ C2H3		= C2H4	+ CO		1.642793e-03
  R108	CHO	+ C2H		= C2H2	+ CO		6.862049e-04
  R98	CH4	+ CHO		= CH2O	+ CH3		2.864914e-05
  R117	CHO	+ CNO		= HCNO	+ CO		1.043511e-07
  R116	CHO	+ CN		= HCN	+ CO		8.868025e-09
  R568	NO2	+ CHO		= CO	+ HNO2		3.054189e-17
  R569	S	+ CHO		= HS	+ CO		2.341885e-17
  R543	SO	+ CHO		= HSO	+ CO		8.161804e-19
  R267	HS	+ CHO		= H2S	+ CO		9.275610e-20
  T46	CHO			= CO	+ H		2.423718e-141

************************************************************

O				PRODUCTION RXS		INT RX RATE	TP = 9.18e+11

  P36	CO2			= CO	+ O		6.643986e+11
  R458	O(1D)	+ N2		= O	+ N2		1.264141e+11
  P2	O2			= O	+ O(1D)		5.811967e+10
  P1	O2			= O	+ O		2.890915e+10 (x2)
  R181	H	+ HO2		= O	+ H2O		4.556022e+09
  P3	O3			= O2	+ O		3.312502e+09
  P5	HO2			= O	+ OH		3.108282e+09
  R454	O(1D)	+ CO2		= CO2	+ O		4.099305e+08
  R526	OH	+ OH		= H2O	+ O		1.075038e+08
  R6	C	+ O2		= CO	+ O		9.517751e+07
  P35	CO			= C	+ O		9.437253e+07
  P73	H2O			= H	+ H	+ O	7.504510e+06
  R464	O(1D)	+ O2		= O	+ O2		4.205723e+06
  P8	NO2			= NO	+ O		8.499365e+02
  R466	O(1D)	+ O3		= O2	+ O	+ O	1.253420e+02 (x2)
  P10	NO3			= NO2	+ O		7.345297e+01
  P44	NO			= N	+ O		4.478146e+01
  R478	OH	+ C2H		= C2H2	+ O		1.208269e+00
  P16	HNO3			= HNO2	+ O		2.128395e-01
  R341	NO	+ CH		= O	+ HCN		4.584348e-03
  R293	N	+ O2		= NO	+ O		1.568798e-03
  R291	N	+ NO		= O	+ N2		1.277956e-04
  R332	NO	+ C		= CN	+ O		8.093410e-05
  T1	O3			= O2	+ O		2.565047e-05
  R644	NH2	+ OH		= NH3	+ O		8.642935e-06
  R292	N	+ NO2		= N2O	+ O		1.247453e-07
  R507	OH	+ CN		= O	+ HCN		1.633556e-08
  R164	H	+ CNO		= HCN	+ O		3.529222e-10
  R509	OH	+ CNO		= HCNO	+ O		2.145099e-10
  R307	NH	+ O2		= O	+ HNO		1.121091e-10
  P13	N2O5			= NO3	+ NO	+ O	6.003700e-11
  R352	NO	+ CNO		= CO	+ N2	+ O	2.713450e-12
  R40	NH	+ OH		= NH2	+ O		2.899213e-15
  P46	SO2			= SO	+ O		1.220425e-15
  P51	SO			= S	+ O		2.817270e-16
  R536	S	+ O2		= SO	+ O		2.513792e-16
  R174	H	+ HNO		= NH2	+ O		1.442859e-16
  P30	SO3			= SO2	+ O		2.463985e-18
  P49	HSO			= HS	+ O		4.576859e-19
  R544	SO	+ O2		= SO2	+ O		4.778543e-22
  T4	N2O			= N2	+ O		3.957563e-27
  R562	SO21	+ O2		= O	+ SO3		1.536820e-28
  T5	NO2			= NO	+ O		1.770492e-41
  R187	H	+ NO		= NH	+ O		1.412907e-46
  R540	CS	+ O2		= OCS	+ O		5.568914e-52
  T41	SO3			= SO2	+ O		1.229952e-71

O				LOSS RXS		INT RX RATE	TL = 9.18e+11

  R441	O	+ HO2		= OH	+ O2		2.955618e+11
  R445	O	+ OH		= O2	+ H		2.578365e+11
  M16	H	+ O		= OH			1.403887e+11
  R428	O	+ CHO2		= CO2	+ OH		8.320788e+10
  M34	O	+ O		= O2			4.210624e+10 (x2)
  M35	O	+ O2		= O3			3.601860e+10
  R426	O	+ CHO		= CO	+ OH		7.280123e+09
  R427	O	+ CHO		= CO2	+ H		7.280123e+09
  R433	O	+ H2		= H	+ OH		4.420167e+09
  R413	O	+ CH2O		= CHO	+ OH		8.050038e+08
  R415	O	+ CH3		= CH2O	+ H		7.100944e+08
  M31	O	+ CO		= CO2			3.731251e+08
  R416	O	+ CH3		= CO	+ H2	+ H	2.901243e+08
  R423	O	+ CH4		= CH3	+ OH		2.375611e+07
  R408	O	+ CH		= CO	+ H		9.122704e+06
  R424	O	+ CH4O		= CH3O	+ OH		6.001293e+06
  R419	O	+ CH3O		= CH2O	+ OH		5.235484e+06
  R411	O	+ CH2		= CO	+ H	+ H	5.091818e+06
  R444	O	+ O3		= O2	+ O2		4.837364e+06
  R412	O	+ CH2		= CO	+ H2		3.097523e+06
  R420	O	+ CH3O		= CH3	+ O2		1.869816e+06
  R398	O	+ C2H4		= CH3	+ CHO		8.010498e+05
  R400	O	+ C2H4		= CH2O	+ CH2		4.847780e+05
  R396	O	+ C2H4		= C2H3O	+ H		3.459331e+05
  R409	O	+ CH2		= CH	+ OH		3.055090e+05
  R414	O	+ CH3		= CH3O			1.921389e+05
  R402	O	+ C2H5		= C2H5O			6.198735e+04
  R399	O	+ C2H4		= C2H2O	+ H2		4.941901e+04
  R401	O	+ C2H4O		= C2H3O	+ OH		4.652021e+04
  R403	O	+ C2H5		= C2H4O	+ H		4.428469e+04
  R391	O	+ C2H2		= CO	+ CH2		2.009067e+04
  R434	O	+ H2O2		= OH	+ HO2		1.183652e+04
  R405	O	+ C2H5		= CH2O	+ CH3		8.890235e+03
  R404	O	+ C2H5		= C2H4	+ OH		6.198735e+03
  M32	O	+ NO		= NO2			5.999105e+03
  R439	O	+ HNO		= OH	+ NO		2.347677e+03
  M90	O	+ NO2		= NO	+ O2		1.141415e+03
  R393	O	+ C2H3		= C2H3O			8.609327e+02
  R394	O	+ C2H3		= C2H2	+ OH		8.609327e+02
  R395	O	+ C2H3		= C2H2O	+ H		8.390247e+02
  R406	O	+ C2H6		= C2H5	+ OH		3.895217e+02
  R389	O	+ C2H		= CO	+ CH		2.135349e+02
  M33	O	+ NO2		= NO3			1.097552e+02
  R390	O	+ C2H2		= H	+ C2HO		6.523004e+01
  R397	O	+ C2H4		= C2H3	+ OH		5.694316e+01
  R422	O	+ CH3O2		= CH3O	+ O2		3.885878e+01
  R407	O	+ CH		= OH	+ C		6.304375e+00
  R304	NH	+ O		= NO	+ H		4.970464e+00
  R443	O	+ NO3		= NO2	+ O2		3.046483e+00
  M26	N	+ O		= NO			1.238843e+00
  R322	NH2	+ O		= H	+ HNO		6.740888e-01
  R305	NH	+ O		= OH	+ N		4.970464e-01
  R323	NH2	+ O		= OH	+ NH		1.046778e-01
  R324	NH2	+ O		= H2	+ NO		7.489875e-02
  R430	O	+ CN		= CO	+ N		3.630059e-02
  R431	O	+ CNO		= CO	+ NO		1.930377e-03
  R435	O	+ HCN		= H	+ CNO		4.930520e-04
  R436	O	+ HCN		= CO	+ NH		2.113080e-04
  R425	O	+ CH4O2		= CH3O2	+ OH		2.441756e-05
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	9.913706e-07
  R438	O	+ HCNO		= CO2	+ NH		5.384577e-07
  R440	O	+ HNO4		= HNO3	+ O2		2.566609e-07
  R392	O	+ C2H2N		= CH2O	+ CN		6.028803e-08
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	3.623011e-08
  R437	O	+ HCNO		= CNO	+ OH		1.419293e-10
  R432	O	+ CNO		= CN	+ O2		7.950793e-11
  M46	SO	+ O		= SO2			7.481875e-16
  R266	HS	+ O		= H	+ SO		7.983472e-17
  R578	HSO	+ O		= OH	+ SO		4.395812e-17
  R274	HSO3	+ O		= OH	+ SO3		9.697891e-18
  M49	SO2	+ O		= SO3			9.064739e-18
  R231	H2S	+ O		= OH	+ HS		1.447499e-22
  R446	O	+ S2		= S	+ SO		1.151319e-29
  R429	O	+ CN		= C	+ NO		8.856678e-34
  R553	SO2	+ O		= SO	+ O2		2.746715e-34
  R475	OCS	+ O		= CO	+ SO		5.836153e-35
  R125	CS	+ O		= CO	+ S		3.825598e-45
  R555	SO3	+ O		= SO2	+ O2		9.177793e-52
  R106	CH4S	+ O		= CH3	+ HSO		0.000000e+00

************************************************************

CO2				PRODUCTION RXS		INT RX RATE	TP = 6.97e+11

  M89	OH	+ CO		= CO2	+ H		5.719475e+11
  R428	O	+ CHO2		= CO2	+ OH		8.320788e+10
  R505	OH	+ CHO2		= CO2	+ H2O		1.782026e+10
  R645	O2	+ CHO2		= HO2	+ CO2		1.612971e+10
  R427	O	+ CHO		= CO2	+ H		7.280123e+09
  R454	O(1D)	+ CO2		= CO2	+ O		4.099305e+08
  M31	O	+ CO		= CO2			3.731251e+08
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	4.437735e+04
  R337	NO	+ C2HO		= HCN	+ CO2		2.369762e-01
  R370	NO2	+ CHO		= NO	+ CO2	+ H	2.893331e-02
  R358	NO2	+ C2H3O		= CO2	+ CH3	+ NO	3.200534e-04
  R360	NO2	+ C2HO		= CO2	+ HCNO		2.176093e-04
  R457	O(1D)	+ HCNO		= CO2	+ NH		5.400059e-05
  R438	O	+ HCNO		= CO2	+ NH		5.384577e-07
  R351	NO	+ CNO		= CO2	+ N2		5.249820e-12
  R374	NO2	+ CNO		= CO2	+ N2O		1.686831e-14
  R373	NO2	+ CN		= CO2	+ N2		7.720894e-15
  T49	CHO2			= CO2	+ H		2.359931e-25
  T15	CH2O2			= CO2	+ H2		1.226107e-28
  R473	OCS	+ OH		= CO2	+ HS		4.983296e-37

CO2				LOSS RXS		INT RX RATE	TL = 7.13e+11

  P36	CO2			= CO	+ O		6.643986e+11
  P37	CO2			= CO	+ O(1D)		4.791227e+10
  R454	O(1D)	+ CO2		= CO2	+ O		4.099305e+08
  R123	CO2	+ CH2		= CH2O	+ CO		2.493077e+07
  R165	H	+ CO2		= CO	+ OH		3.801905e+01
  R572	S	+ CO2		= SO	+ CO		5.642285e-17
  R124	CO2	+ CN		= CNO	+ CO		6.658658e-24

************************************************************

O2				PRODUCTION RXS		INT RX RATE	TP = 6.56e+11

  R441	O	+ HO2		= OH	+ O2		2.955618e+11
  R445	O	+ OH		= O2	+ H		2.578365e+11
  M34	O	+ O		= O2			4.210624e+10
  P4	O3			= O2	+ O(1D)		2.081445e+10
  R182	H	+ HO2		= H2	+ O2		1.964785e+10
  R192	H	+ O3		= OH	+ O2		1.188677e+10
  R522	OH	+ HO2		= H2O	+ O2		4.949646e+09
  P3	O3			= O2	+ O		3.312502e+09
  R257	HO2	+ HO2		= H2O2	+ O2		8.119695e+07
  M19	HO2	+ HO2		= H2O2	+ O2		5.348028e+06
  R444	O	+ O3		= O2	+ O2		4.837364e+06 (x2)
  R464	O(1D)	+ O2		= O	+ O2		4.205723e+06
  R420	O	+ CH3O		= CH3	+ O2		1.869816e+06
  R525	OH	+ O3		= HO2	+ O2		2.826247e+04
  R470	O3	+ CH3		= CH3O	+ O2		7.706068e+03
  R261	HO2	+ O3		= OH	+ O2	+ O2	2.261079e+03 (x2)
  M90	O	+ NO2		= NO	+ O2		1.141415e+03
  R465	O(1D)	+ O3		= O2	+ O2		1.253420e+02 (x2)
  R466	O(1D)	+ O3		= O2	+ O	+ O	1.253420e+02
  R422	O	+ CH3O2		= CH3O	+ O2		3.885878e+01
  P9	NO3			= NO	+ O2		1.011144e+01
  R443	O	+ NO3		= NO2	+ O2		3.046483e+00
  R251	HO2	+ C2H5		= C2H6	+ O2		2.021559e+00
  R471	O3	+ CH3O		= CH3O2	+ O2		1.480463e+00
  R500	OH	+ CH3O2		= CH4O	+ O2		3.774567e-01
  R254	HO2	+ CH3O2		= CH4O2	+ O2		1.230006e-01
  R469	O3	+ C2H5		= C2H5O	+ O2		1.910813e-02
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	1.908620e-02
  R354	NO	+ O3		= NO2	+ O2		6.612813e-03
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	4.013047e-03
  R258	HO2	+ NH2		= NH3	+ O2		1.756825e-03
  R459	O(1D)	+ N2O		= O2	+ N2		1.406621e-03
  R294	N	+ O3		= NO	+ O2		1.021582e-04
  T1	O3			= O2	+ O		2.565047e-05
  R462	O(1D)	+ NO		= O2	+ N		1.704987e-05
  T6	NO3			= NO	+ O2		5.811961e-06
  R440	O	+ HNO4		= HNO3	+ O2		2.566609e-07
  R463	O(1D)	+ NO2		= O2	+ NO		2.077745e-08
  R377	NO2	+ O3		= NO3	+ O2		8.148314e-09
  R472	O3	+ CH3O2		= CH3O	+ O2	+ O2	9.597791e-10 (x2)
  R432	O	+ CNO		= CN	+ O2		7.950793e-11
  R85	CH3O2	+ CH3O2		= CH3O	+ CH3O	+ O2	7.080322e-13
  R86	CH3O2	+ CH3O2		= CH4O	+ CH2O	+ O2	4.320197e-13
  R384	NO3	+ CH3O2		= CH3O	+ NO2	+ O2	3.369806e-14
  R376	NO2	+ NO3		= NO	+ NO2	+ O2	2.899480e-15
  R244	HO2	+ C2H2		= C2H3	+ O2		1.724028e-15
  R156	H	+ CH3O2		= CH4	+ O2		2.551303e-18
  R570	S	+ HO2		= HS	+ O2		2.101712e-18
  R387	NO3	+ NO3		= NO2	+ NO2	+ O2	4.285411e-19
  R537	S	+ O3		= O2	+ SO		1.287839e-19
  T2	HO2			= O2	+ H		1.042504e-19
  R545	SO	+ O3		= SO2	+ O2		5.219955e-22
  R269	HS	+ O3		= O2	+ HSO		8.611152e-23
  R271	HSO	+ O3		= HS	+ O2	+ O2	6.565673e-24 (x2)
  R216	HSO	+ O3		= HSO2	+ O2		2.813859e-24
  R551	SO2	+ HO2		= HSO2	+ O2		6.348477e-27
  R553	SO2	+ O		= SO	+ O2		2.746715e-34
  R555	SO3	+ O		= SO2	+ O2		9.177793e-52
  R126	CS	+ O3		= O2	+ OCS		3.832946e-53
  T12	HNO4			= O2	+ HNO2		0.000000e+00

O2				LOSS RXS		INT RX RATE	TL = 6.56e+11

  M17	H	+ O2		= HO2			5.153334e+11
  P2	O2			= O	+ O(1D)		5.811967e+10
  M35	O	+ O2		= O3			3.601860e+10
  P1	O2			= O	+ O		2.890915e+10
  R645	O2	+ CHO2		= HO2	+ CO2		1.612971e+10
  R118	CHO	+ O2		= CO	+ HO2		1.544147e+09
  R6	C	+ O2		= CO	+ O		9.517751e+07
  M4	CH3	+ O2		= CH3O2			6.068912e+07
  R464	O(1D)	+ O2		= O	+ O2		4.205723e+06
  R81	CH3O	+ O2		= CH2O	+ HO2		3.282154e+06
  R26	C2H5O	+ O2		= C2H4O	+ HO2		2.305292e+04
  R293	N	+ O2		= NO	+ O		1.568798e-03
  R306	NH	+ O2		= OH	+ NO		5.608097e-04
  R307	NH	+ O2		= O	+ HNO		1.121091e-10
  R536	S	+ O2		= SO	+ O		2.513792e-16
  R273	HSO2	+ O2		= HO2	+ SO2		5.722587e-17
  R275	HSO3	+ O2		= HO2	+ SO3		3.632061e-19
  M21	HS	+ O2		= HSO2			1.375943e-21
  R558	HSO	+ O2		= OH	+ SO2		1.180450e-21
  R544	SO	+ O2		= SO2	+ O		4.778543e-22
  R268	HS	+ O2		= SO	+ OH		1.859572e-25
  R562	SO21	+ O2		= O	+ SO3		1.536820e-28
  R540	CS	+ O2		= OCS	+ O		5.568914e-52
  R89	CH3S	+ O2		= CH3	+ SO2		0.000000e+00

************************************************************

HO2				PRODUCTION RXS		INT RX RATE	TP = 5.33e+11

  M17	H	+ O2		= HO2			5.153334e+11
  R645	O2	+ CHO2		= HO2	+ CO2		1.612971e+10
  R118	CHO	+ O2		= CO	+ HO2		1.544147e+09
  R513	OH	+ H2O2		= H2O	+ HO2		6.874643e+06
  R81	CH3O	+ O2		= CH2O	+ HO2		3.282154e+06
  R168	H	+ H2O2		= H2	+ HO2		2.392229e+05
  R525	OH	+ O3		= HO2	+ O2		2.826247e+04
  R26	C2H5O	+ O2		= C2H4O	+ HO2		2.305292e+04
  R434	O	+ H2O2		= OH	+ HO2		1.183652e+04
  R224	H2O2	+ CH3		= CH4	+ HO2		7.238650e+02
  P18	HNO4			= NO2	+ HO2		2.019853e-01
  R524	OH	+ NO3		= HO2	+ NO2		2.197653e-02
  R227	H2O2	+ CHO		= CH2O	+ HO2		1.626058e-02
  R221	H2O2	+ C2H3		= C2H4	+ HO2		1.332965e-03
  R225	H2O2	+ CH3O		= CH4O	+ HO2		1.239816e-03
  R223	H2O2	+ C2H5		= C2H6	+ HO2		9.058098e-04
