Total_Molecules: 84
Total_Reactions: 734
Sorting by     : TP Descending
************************************************************

H				PRODUCTION RXS		INT RX RATE	TP = 4.53e+12

  T13	HNO4			= HO2	+ NO2		1.105563e-07
  R222	H2O2	+ C2H3O		= C2H4O	+ HO2		6.276508e-09
  R226	H2O2	+ CH3O2		= CH4O2	+ HO2		3.562931e-15
  R273	HSO2	+ O2		= HO2	+ SO2		5.722587e-17
  R275	HSO3	+ O2		= HO2	+ SO3		3.632061e-19
  R556	SO3	+ OH		= HO2	+ SO2		1.356766e-50
  T11	HNO3			= HO2	+ NO		0.000000e+00

HO2				LOSS RXS		INT RX RATE	TL = 5.33e+11

  R441	O	+ HO2		= OH	+ O2		2.955618e+11
  R180	H	+ HO2		= OH	+ OH		2.050210e+11
  R182	H	+ HO2		= H2	+ O2		1.964785e+10
  R522	OH	+ HO2		= H2O	+ O2		4.949646e+09
  R181	H	+ HO2		= O	+ H2O		4.556022e+09
  P5	HO2			= O	+ OH		3.108282e+09
  R257	HO2	+ HO2		= H2O2	+ O2		8.119695e+07 (x2)
  M19	HO2	+ HO2		= H2O2	+ O2		5.348028e+06 (x2)
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	4.437735e+04
  R261	HO2	+ O3		= OH	+ O2	+ O2	2.261079e+03
  R259	HO2	+ NO		= OH	+ NO2		1.107542e+03
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	2.879011e+00
  R250	HO2	+ C2H5		= C2H4	+ H2O2		2.021559e+00
  R251	HO2	+ C2H5		= C2H6	+ O2		2.021559e+00
  M20	HO2	+ NO2		= HNO4			2.730605e-01
  R254	HO2	+ CH3O2		= CH4O2	+ O2		1.230006e-01
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	4.013047e-03
  R258	HO2	+ NH2		= NH3	+ O2		1.756825e-03
  R252	HO2	+ CH2O		= CHO	+ H2O2		2.092983e-04
  R255	HO2	+ CH4O		= CH3O	+ H2O2		6.709675e-07
  R248	HO2	+ C2H4		= C2H4O	+ OH		5.553031e-08
  R245	HO2	+ C2H2		= C2H2O	+ OH		2.757556e-08
  R209	H2	+ HO2		= H2O2	+ H		3.762435e-09
  R244	HO2	+ C2H2		= C2H3	+ O2		1.724028e-15
  R570	S	+ HO2		= HS	+ O2		2.101712e-18
  R571	S	+ HO2		= SO	+ OH		2.101712e-18
  T2	HO2			= O2	+ H		1.042504e-19
  R263	HS	+ HO2		= OH	+ HSO		5.937858e-21
  R551	SO2	+ HO2		= HSO2	+ O2		6.348477e-27

************************************************************

CH2O				PRODUCTION RXS		INT RX RATE	TP = 2.81e+11

  M10	H	+ CHO		= CH2O			2.795560e+11
  R415	O	+ CH3		= CH2O	+ H		7.100944e+08
  R561	CHO	+ CHO		= CH2O	+ CO		3.348698e+08
  T17	CH3O2			= CH2O	+ OH		6.068905e+07
  R154	H	+ CH3O		= CH2O	+ H2		5.065984e+07
  R123	CO2	+ CH2		= CH2O	+ CO		2.493077e+07
  R419	O	+ CH3O		= CH2O	+ OH		5.235484e+06
  R81	CH3O	+ O2		= CH2O	+ HO2		3.282154e+06
  R114	CHO	+ CH3O		= CH2O	+ CH2O		2.148817e+06 (x2)
  R400	O	+ C2H4		= CH2O	+ CH2		4.847780e+05
  R499	OH	+ CH3O		= CH2O	+ H2O		3.219976e+04
  R405	O	+ C2H5		= CH2O	+ CH3		8.890235e+03
  R67	CH3	+ CH3O		= CH2O	+ CH4		3.215774e+03
  R451	O(1D)	+ CH4		= CH2O	+ H2		1.977763e+03
  T47	CH3O			= CH2O	+ H		8.221118e+02
  R492	OH	+ CH2		= CH2O	+ H		8.214418e+02
  R206	H2	+ CHO		= CH2O	+ H		1.582315e+01
  T36	C2H5O			= CH2O	+ CH3		4.037558e+00
  R237	HNO	+ CHO		= CH2O	+ NO		1.128341e-01
  R346	NO	+ CH3O		= CH2O	+ HNO		8.521574e-02
  R115	CHO	+ CH4O		= CH2O	+ CH3O		3.721066e-02
  R77	CH3O	+ C2H5		= C2H6	+ CH2O		3.446792e-02
  R227	H2O2	+ CHO		= CH2O	+ HO2		1.626058e-02
  R365	NO2	+ CH3		= CH2O	+ HNO		2.756717e-03
  R468	O3	+ C2H4		= CH2O	+ CH2O2		3.395950e-05
  R46	CH2	+ CH3O		= CH2O	+ CH3		3.372121e-05
  R98	CH4	+ CHO		= CH2O	+ CH3		2.864914e-05
  R363	NO2	+ CH2		= CH2O	+ NO		6.385995e-06
  R73	CH3O	+ C2H		= CH2O	+ C2H2		1.189570e-06
  R334	NO	+ C2H3		= CH2O	+ HCN		1.090534e-06
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	9.913706e-07
  R75	CH3O	+ C2H3		= C2H4	+ CH2O		7.512576e-07
  R47	CH2	+ CH3O2		= CH2O	+ CH3O		3.111423e-07
  R366	NO2	+ CH3O		= CH2O	+ HNO2		2.399127e-07
  R383	NO3	+ CH3O		= CH2O	+ HNO3		1.268268e-07
  R392	O	+ C2H2N		= CH2O	+ CN		6.028803e-08
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	3.623011e-08
  R498	OH	+ CH3NO3	= CH2O	+ NO2	+ H2O	3.072396e-08
  R80	CH3O	+ CH3O2		= CH2O	+ CH4O2		3.767198e-09
  R72	CH3	+ CNO		= CH2O	+ HCN		9.752138e-11
  R86	CH3O2	+ CH3O2		= CH4O	+ CH2O	+ O2	4.320197e-13
  T51	CH3NO2			= CH2O	+ HNO		1.135600e-13
  R74	CH3O	+ C2H2		= C2H3	+ CH2O		5.504765e-14
  T24	CH4O2			= CH2O	+ H2O		7.861077e-27
  R548	SO2	+ CH2		= CH2O	+ SO		3.932026e-28
  T21	CH4O			= CH2O	+ H2		2.666051e-41

CH2O				LOSS RXS		INT RX RATE	TL = 2.68e+11

  R148	H	+ CH2O		= H2	+ CHO		1.470755e+11
  P20	CH2O			= CHO	+ H		5.815429e+10
  P21	CH2O			= CO	+ H2		5.041776e+10
  R493	OH	+ CH2O		= CHO	+ H2O		1.015958e+10
  M88	H	+ CH2O		= CH3O			1.028674e+09
  R413	O	+ CH2O		= CHO	+ OH		8.050038e+08
  R32	CH	+ CH2O		= C2H3O			4.132714e+04
  R79	CH3O	+ CH2O		= CH4O	+ CHO		2.605190e+03
  R66	CH3	+ CH2O		= CH4	+ CHO		1.809102e+02
  R53	CH2O	+ C2H5		= C2H6	+ CHO		1.166102e-03
  R252	HO2	+ CH2O		= CHO	+ H2O2		2.092983e-04
  R55	CH2O	+ CN		= HCN	+ CHO		3.836271e-05
  R56	CH2O	+ CNO		= HCNO	+ CHO		9.822601e-06
  R52	CH2O	+ C2H3O		= C2H4O	+ CHO		6.952454e-08
  R51	CH2O	+ C2H3		= C2H4	+ CHO		4.422121e-11
  R54	CH2O	+ CH3O2		= CHO	+ CH4O2		5.368798e-15
  R272	HS	+ CH2O		= H2S	+ CHO		3.558112e-19
  T14	CH2O			= CO	+ H2		1.032103e-26

************************************************************

O(1D)				PRODUCTION RXS		INT RX RATE	TP = 1.27e+11

  P2	O2			= O	+ O(1D)		5.811967e+10
  P37	CO2			= CO	+ O(1D)		4.791227e+10
  P4	O3			= O2	+ O(1D)		2.081445e+10
  P72	H2O			= H2	+ O(1D)		6.371026e+06
  P11	N2O			= N2	+ O(1D)		8.691541e+02
  P17	HNO3			= HNO2	+ O(1D)		1.528078e-01

O(1D)				LOSS RXS		INT RX RATE	TL = 1.27e+11

  R458	O(1D)	+ N2		= O	+ N2		1.264141e+11
  R454	O(1D)	+ CO2		= CO2	+ O		4.099305e+08
  R455	O(1D)	+ H2		= H	+ OH		2.443918e+07
  R464	O(1D)	+ O2		= O	+ O2		4.205723e+06
  R450	O(1D)	+ CH4		= CH3	+ OH		2.979830e+04
  R456	O(1D)	+ H2O		= OH	+ OH		1.073529e+04
  R449	O(1D)	+ CH4		= CH3O	+ H		7.911052e+03
  R451	O(1D)	+ CH4		= CH2O	+ H2		1.977763e+03
  M36	O(1D)	+ N2		= N2O			8.697673e+02
  R465	O(1D)	+ O3		= O2	+ O2		1.253420e+02
  R466	O(1D)	+ O3		= O2	+ O	+ O	1.253420e+02
  R453	O(1D)	+ CH4O		= CH3O	+ OH		6.283950e-01
  R452	O(1D)	+ CH4O		= CH3O2	+ H		1.346561e-01
  R448	O(1D)	+ C2H6		= C2H5	+ OH		4.820678e-02
  R447	O(1D)	+ C2H4		= C2H3	+ OH		3.334183e-02
  R460	O(1D)	+ N2O		= NO	+ NO		2.202592e-03
  R459	O(1D)	+ N2O		= O2	+ N2		1.406621e-03
  R457	O(1D)	+ HCNO		= CO2	+ NH		5.400059e-05
  R462	O(1D)	+ NO		= O2	+ N		1.704987e-05
  R463	O(1D)	+ NO2		= O2	+ NO		2.077745e-08
  R461	O(1D)	+ NH3		= OH	+ NH2		3.202754e-11
  R467	O(1D)	+ OCS		= CO	+ SO		3.493740e-42

************************************************************

N2				PRODUCTION RXS		INT RX RATE	TP = 1.26e+11

  R458	O(1D)	+ N2		= O	+ N2		1.264141e+11
  P11	N2O			= N2	+ O(1D)		8.691541e+02
  R296	N2O	+ C		= CO	+ N2		1.051020e-02
  R459	O(1D)	+ N2O		= O2	+ N2		1.406621e-03
  R291	N	+ NO		= O	+ N2		1.277956e-04
  R320	NH2	+ NO		= H2O	+ N2		1.621481e-08
  R201	NH	+ NO		= OH	+ N2		1.162902e-08
  R298	N2O	+ CN		= N2	+ CNO		9.145048e-11
  R289	N	+ NH		= N2	+ H		8.814128e-11
  M25	N	+ N		= N2			1.061107e-11
  R284	N	+ CN		= C	+ N2		8.972144e-12
  R351	NO	+ CNO		= CO2	+ N2		5.249820e-12
  R352	NO	+ CNO		= CO	+ N2	+ O	2.713450e-12
  R373	NO2	+ CN		= CO2	+ N2		7.720894e-15
  T4	N2O			= N2	+ O		3.957563e-27
  P67	N2H2			= N2	+ H2		1.421081e-40
  R643	N2H3	+ N2H3		= NH3	+ NH3	+ N2	3.739687e-41

N2				LOSS RXS		INT RX RATE	TL = 1.26e+11

  R458	O(1D)	+ N2		= O	+ N2		1.264141e+11
  M36	O(1D)	+ N2		= N2O			8.697673e+02
  R5	C	+ N2		= CN	+ N		1.443603e-35
  P39	N2			= N	+ N		0.000000e+00

************************************************************

CHO2				PRODUCTION RXS		INT RX RATE	TP = 1.20e+11

  M39	OH	+ CO		= CHO2			1.197631e+11
  R368	NO2	+ CHO		= NO	+ CHO2		5.318132e-01
  P28	CH2O2			= CHO2	+ H		2.970983e-02
  R494	OH	+ CH2O2		= CHO2	+ H2O		1.340036e-02

CHO2				LOSS RXS		INT RX RATE	TL = 1.17e+11

  R428	O	+ CHO2		= CO2	+ OH		8.320788e+10
  R505	OH	+ CHO2		= CO2	+ H2O		1.782026e+10
  R645	O2	+ CHO2		= HO2	+ CO2		1.612971e+10
  T48	CHO2			= CO	+ OH		7.065548e-24
  T49	CHO2			= CO2	+ H		2.359931e-25

************************************************************

O3				PRODUCTION RXS		INT RX RATE	TP = 3.60e+10

  M35	O	+ O2		= O3			3.601860e+10

O3				LOSS RXS		INT RX RATE	TL = 3.60e+10

  P4	O3			= O2	+ O(1D)		2.081445e+10
  R192	H	+ O3		= OH	+ O2		1.188677e+10
  P3	O3			= O2	+ O		3.312502e+09
  R444	O	+ O3		= O2	+ O2		4.837364e+06
  R525	OH	+ O3		= HO2	+ O2		2.826247e+04
  R470	O3	+ CH3		= CH3O	+ O2		7.706068e+03
  R261	HO2	+ O3		= OH	+ O2	+ O2	2.261079e+03
  R465	O(1D)	+ O3		= O2	+ O2		1.253420e+02
  R466	O(1D)	+ O3		= O2	+ O	+ O	1.253420e+02
  R471	O3	+ CH3O		= CH3O2	+ O2		1.480463e+00
  R469	O3	+ C2H5		= C2H5O	+ O2		1.910813e-02
  R354	NO	+ O3		= NO2	+ O2		6.612813e-03
  R294	N	+ O3		= NO	+ O2		1.021582e-04
  R468	O3	+ C2H4		= CH2O	+ CH2O2		3.395950e-05
  T1	O3			= O2	+ O		2.565047e-05
  R325	NH2	+ O3		= H2O	+ NO2		1.282850e-07
  R377	NO2	+ O3		= NO3	+ O2		8.148314e-09
  R421	O3	+ C2H2		= CO	+ CH2O2		3.440591e-09
  R472	O3	+ CH3O2		= CH3O	+ O2	+ O2	9.597791e-10
  R537	S	+ O3		= O2	+ SO		1.287839e-19
  R545	SO	+ O3		= SO2	+ O2		5.219955e-22
  R269	HS	+ O3		= O2	+ HSO		8.611152e-23
  R271	HSO	+ O3		= HS	+ O2	+ O2	6.565673e-24
  R216	HSO	+ O3		= HSO2	+ O2		2.813859e-24
  R126	CS	+ O3		= O2	+ OCS		3.832946e-53
  R90	CH3S	+ O3		= CH3O	+ SO2		0.000000e+00

************************************************************

CH3				PRODUCTION RXS		INT RX RATE	TP = 2.69e+10

  R501	OH	+ CH4		= CH3	+ H2O		1.934493e+10
  R157	H	+ CH4		= CH3	+ H2		6.196978e+09
  R153	H	+ CH3O		= CH3	+ OH		8.105575e+08
  R597	CH21	+ H2		= CH3	+ H		2.720374e+08
  P32	CH4			= CH3	+ H		2.397359e+08
  R423	O	+ CH4		= CH3	+ OH		2.375611e+07
  M73	CH	+ H2		= CH3			2.239767e+07
  R200	H2	+ C2HO		= CH3	+ CO		1.979004e+06
  R420	O	+ CH3O		= CH3	+ O2		1.869816e+06
  R133	H	+ C2H3O		= CHO	+ CH3		1.604808e+06
  T32	C2H3O			= CO	+ CH3		1.068523e+06
  R398	O	+ C2H4		= CH3	+ CHO		8.010498e+05
  R599	CH21	+ CH4		= CH3	+ CH3		6.399358e+05 (x2)
  P22	C2H4O			= CHO	+ CH3		3.241569e+05
  R130	H	+ C2H2O		= CO	+ CH3		1.062230e+05
  R140	H	+ C2H5		= CH3	+ CH3		7.910842e+04 (x2)
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	4.437735e+04
  R450	O(1D)	+ CH4		= CH3	+ OH		2.979830e+04
  R405	O	+ C2H5		= CH2O	+ CH3		8.890235e+03
  M56	H	+ CH2		= CH3			3.401159e+03
  R96	CH4	+ CH3O		= CH4O	+ CH3		9.002458e+02
  P61	C2H5			= CH3	+ CH21		8.294749e+02
  R91	CH4	+ C2H		= C2H2	+ CH3		2.564797e+02
  P66	C2H6			= CH3	+ CH3		1.326871e+01 (x2)
  R30	CH	+ C2H6		= C2H4	+ CH3		4.971475e+00
  T36	C2H5O			= CH2O	+ CH3		4.037558e+00
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	2.879011e+00
  R482	OH	+ C2H2		= CO	+ CH3		2.094359e+00
  R37	CH2	+ C2H3O		= C2H2O	+ CH3		2.152808e-01
  R50	CH2	+ CHO		= CO	+ CH3		1.875230e-01
  R99	CH4	+ CN		= HCN	+ CH3		9.450471e-04
  R358	NO2	+ C2H3O		= CO2	+ CH3	+ NO	3.200534e-04
  R38	CH2	+ C2H5		= C2H4	+ CH3		2.063220e-04
  R46	CH2	+ CH3O		= CH2O	+ CH3		3.372121e-05
  R98	CH4	+ CHO		= CH2O	+ CH3		2.864914e-05
  R48	CH2	+ CH4		= CH3	+ CH3		2.422384e-05 (x2)
  R279	N	+ C2H4		= HCN	+ CH3		2.071807e-05
  R36	CH2	+ C2H3		= C2H2	+ CH3		3.842782e-06
  R94	CH4	+ C2H5		= C2H6	+ CH3		1.885721e-06
  R93	CH4	+ C2H3		= C2H4	+ CH3		1.363348e-06
  R283	N	+ CH4O		= CH3	+ HNO		4.853311e-08
  R100	CH4	+ CNO		= CH3	+ HCNO		1.665803e-08
  R39	CH2	+ C2H6		= C2H5	+ CH3		2.790901e-10
  R317	NH2	+ CH4		= CH3	+ NH3		6.751138e-11
  R49	CH2	+ CH4O		= CH3	+ CH3O		4.783738e-11
  P70	C2H5N			= HCN	+ CH3	+ H	1.019578e-11
  R97	CH4	+ CH3O2		= CH3	+ CH4O2		9.642063e-18
  T20	CH4O			= CH3	+ OH		1.510595e-23
  R367	NO2	+ CH4		= HNO2	+ CH3		2.812928e-25
  R608	C2	+ CH4		= C2H	+ CH3		9.972892e-33
  R229	H2S	+ CH2		= HS	+ CH3		5.554195e-33
  T33	C2H4O			= CHO	+ CH3		2.983031e-35
  T93	CH5N			= CH3	+ NH2		1.196017e-36
  R88	CH3S	+ CO		= OCS	+ CH3		0.000000e+00
  R89	CH3S	+ O2		= CH3	+ SO2		0.000000e+00
  R103	CH4S	+ H		= CH3	+ H2S		0.000000e+00
  R106	CH4S	+ O		= CH3	+ HSO		0.000000e+00

CH3				LOSS RXS		INT RX RATE	TL = 2.69e+10

  M57	H	+ CH3		= CH4			2.583066e+10
  R415	O	+ CH3		= CH2O	+ H		7.100944e+08
  R416	O	+ CH3		= CO	+ H2	+ H	2.901243e+08
  M4	CH3	+ O2		= CH3O2			6.068912e+07
  R71	CH3	+ CHO		= CH4	+ CO		2.397852e+07
  R70	CH3	+ CHO		= C2H4O			3.596778e+06
  R414	O	+ CH3		= CH3O			1.921389e+05
  R203	H2	+ CH3		= CH4	+ H		1.095730e+05
  M3	CH3	+ CH3		= C2H6			7.623938e+04 (x2)
  M6	CO	+ CH3		= C2H3O			4.922548e+04
  R496	OH	+ CH3		= CH2	+ H2O		1.202584e+04
  R470	O3	+ CH3		= CH3O	+ O2		7.706068e+03
  R67	CH3	+ CH3O		= CH2O	+ CH4		3.215774e+03
  R224	H2O2	+ CH3		= CH4	+ HO2		7.238650e+02
  R66	CH3	+ CH2O		= CH4	+ CHO		1.809102e+02
  R60	CH3	+ C2H3O		= C2H6	+ CO		6.690240e+01
  R61	CH3	+ C2H3O		= CH4	+ C2H2O		6.417867e+00
  R44	CH2	+ CH3		= C2H4	+ H		3.027952e+00
  R235	HNO	+ CH3		= CH4	+ NO		4.102524e-01
  R69	CH3	+ CH4O		= CH4	+ CH3O		9.920058e-02
  R64	CH3	+ C2H5		= CH4	+ C2H4		3.920823e-02
  R640	NO2	+ CH3		= CH3NO2			2.358508e-02
  R282	N	+ CH3		= H2	+ HCN		2.071623e-02
  R149	H	+ CH3		= CH2	+ H2		2.020811e-02
  R364	NO2	+ CH3		= CH3O	+ NO		1.153737e-02
  R59	CH3	+ C2H3		= CH4	+ C2H2		8.430531e-03
  R365	NO2	+ CH3		= CH2O	+ HNO		2.756717e-03
  R63	CH3	+ C2H4O		= CH4	+ C2H3O		1.673936e-03
  R68	CH3	+ CH3O2		= CH3O	+ CH3O		2.168607e-04
  R65	CH3	+ C2H6		= CH4	+ C2H5		1.034549e-04
  R381	NO3	+ CH3		= CH3O	+ NO2		7.688219e-05
  R95	CH4	+ CH3		= H2	+ C2H5		1.615104e-05
  M86	NH2	+ CH3		= CH5N			6.332090e-06
  R495	OH	+ CH3		= CH3O	+ H		4.257312e-06
  R72	CH3	+ CNO		= CH2O	+ HCN		9.752138e-11
  R62	CH3	+ C2H4		= CH4	+ C2H3		3.064517e-11
  R328	NH3	+ CH3		= CH4	+ NH2		1.470582e-14
  R316	NH2	+ CH3		= CH4	+ NH		6.973494e-15
  R57	CH3	+ C2H2		= CH4	+ C2H		4.803424e-21
  R122	CO	+ CH3		= C2H2	+ OH		2.004850e-34

************************************************************

CH4				PRODUCTION RXS		INT RX RATE	TP = 2.59e+10

  M57	H	+ CH3		= CH4			2.583066e+10
  R71	CH3	+ CHO		= CH4	+ CO		2.397852e+07
  R138	H	+ C2H4O		= CH4	+ CHO		1.901134e+06
  R598	CH21	+ CH4		= CH2	+ CH4		1.301564e+05
  R203	H2	+ CH3		= CH4	+ H		1.095730e+05
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	1.059171e+05
  P23	C2H4O			= CO	+ CH4		3.574453e+04
  R67	CH3	+ CH3O		= CH2O	+ CH4		3.215774e+03
  R224	H2O2	+ CH3		= CH4	+ HO2		7.238650e+02
  R66	CH3	+ CH2O		= CH4	+ CHO		1.809102e+02
  P65	C2H6			= CH4	+ CH21		4.865193e+01
  R61	CH3	+ C2H3O		= CH4	+ C2H2O		6.417867e+00
  R235	HNO	+ CH3		= CH4	+ NO		4.102524e-01
  R69	CH3	+ CH4O		= CH4	+ CH3O		9.920058e-02
  R64	CH3	+ C2H5		= CH4	+ C2H4		3.920823e-02
  R59	CH3	+ C2H3		= CH4	+ C2H2		8.430531e-03
  R63	CH3	+ C2H4O		= CH4	+ C2H3O		1.673936e-03
  R65	CH3	+ C2H6		= CH4	+ C2H5		1.034549e-04
  R62	CH3	+ C2H4		= CH4	+ C2H3		3.064517e-11
  R328	NH3	+ CH3		= CH4	+ NH2		1.470582e-14
  R316	NH2	+ CH3		= CH4	+ NH		6.973494e-15
  R156	H	+ CH3O2		= CH4	+ O2		2.551303e-18
  R57	CH3	+ C2H2		= CH4	+ C2H		4.803424e-21
  T92	CH5N			= CH4	+ NH		8.150053e-31
  T35	C2H4O			= CH4	+ CO		4.705758e-40

CH4				LOSS RXS		INT RX RATE	TL = 2.62e+10

  R501	OH	+ CH4		= CH3	+ H2O		1.934493e+10
  R157	H	+ CH4		= CH3	+ H2		6.196978e+09
  P33	CH4			= CH21	+ H2		3.099026e+08
  P32	CH4			= CH3	+ H		2.397359e+08
  P34	CH4			= CH	+ H2	+ H	3.508331e+07
  R423	O	+ CH4		= CH3	+ OH		2.375611e+07
  R33	CH	+ CH4		= C2H4	+ H		2.010705e+06
  R599	CH21	+ CH4		= CH3	+ CH3		6.399358e+05
  R598	CH21	+ CH4		= CH2	+ CH4		1.301564e+05
  R450	O(1D)	+ CH4		= CH3	+ OH		2.979830e+04
  R449	O(1D)	+ CH4		= CH3O	+ H		7.911052e+03
  R451	O(1D)	+ CH4		= CH2O	+ H2		1.977763e+03
  R96	CH4	+ CH3O		= CH4O	+ CH3		9.002458e+02
  R91	CH4	+ C2H		= C2H2	+ CH3		2.564797e+02
  R99	CH4	+ CN		= HCN	+ CH3		9.450471e-04
  R98	CH4	+ CHO		= CH2O	+ CH3		2.864914e-05
  R48	CH2	+ CH4		= CH3	+ CH3		2.422384e-05
  R95	CH4	+ CH3		= H2	+ C2H5		1.615104e-05
  R94	CH4	+ C2H5		= C2H6	+ CH3		1.885721e-06
  R93	CH4	+ C2H3		= C2H4	+ CH3		1.363348e-06
  R100	CH4	+ CNO		= CH3	+ HCNO		1.665803e-08
  R317	NH2	+ CH4		= CH3	+ NH3		6.751138e-11
  R97	CH4	+ CH3O2		= CH3	+ CH4O2		9.642063e-18
  R367	NO2	+ CH4		= HNO2	+ CH3		2.812928e-25
  R608	C2	+ CH4		= C2H	+ CH3		9.972892e-33

************************************************************

CH3O				PRODUCTION RXS		INT RX RATE	TP = 2.33e+09

  M88	H	+ CH2O		= CH3O			1.028674e+09
  R159	H	+ CH4O		= CH3O	+ H2		9.111402e+08
  R502	OH	+ CH4O		= CH3O	+ H2O		3.315626e+08
  P40	CH4O			= CH3O	+ H		5.371031e+07
  R424	O	+ CH4O		= CH3O	+ OH		6.001293e+06
  R218	H2O	+ CH		= CH3O			1.698153e+06
  R483	OH	+ C2H2O		= CO	+ CH3O		8.295413e+05
  R414	O	+ CH3		= CH3O			1.921389e+05
  R449	O(1D)	+ CH4		= CH3O	+ H		7.911052e+03
  R470	O3	+ CH3		= CH3O	+ O2		7.706068e+03
  R422	O	+ CH3O2		= CH3O	+ O2		3.885878e+01
  R155	H	+ CH3O2		= CH3O	+ OH		2.777350e+01
  R453	O(1D)	+ CH4O		= CH3O	+ OH		6.283950e-01
  P25	CH3NO2			= CH3O	+ NO		6.095573e-01
  R69	CH3	+ CH4O		= CH4	+ CH3O		9.920058e-02
  P24	CH4O2			= CH3O	+ OH		6.607032e-02
  R115	CHO	+ CH4O		= CH2O	+ CH3O		3.721066e-02
  R364	NO2	+ CH3		= CH3O	+ NO		1.153737e-02
  P26	CH3NO3			= CH3O	+ NO2		5.331138e-04
  R14	C2H	+ CH4O		= C2H2	+ CH3O		5.028968e-04
  R68	CH3	+ CH3O2		= CH3O	+ CH3O		2.168607e-04 (x2)
  R160	H	+ CH4O2		= CH3O	+ H2O		1.207052e-04
  R381	NO3	+ CH3		= CH3O	+ NO2		7.688219e-05
  R495	OH	+ CH3		= CH3O	+ H		4.257312e-06
  R255	HO2	+ CH4O		= CH3O	+ H2O2		6.709675e-07
  R101	CH4O	+ CN		= HCN	+ CH3O		4.912613e-07
  R47	CH2	+ CH3O2		= CH2O	+ CH3O		3.111423e-07
  R347	NO	+ CH3O2		= CH3O	+ NO2		9.071788e-08
  R83	CH3O2	+ C2H5		= C2H5O	+ CH3O		4.317111e-08
  R385	NO3	+ CH4O		= CH3O	+ HNO3		1.126693e-08
  R472	O3	+ CH3O2		= CH3O	+ O2	+ O2	9.597791e-10
  R13	C2H	+ CH3O2		= CH3O	+ C2HO		7.942682e-10
  R82	CH3O2	+ C2H3		= CH3O	+ C2H3O		6.966495e-10
  T50	CH3NO2			= CH3O	+ NO		1.443178e-10
  R49	CH2	+ CH4O		= CH3	+ CH3O		4.783738e-11
  R85	CH3O2	+ CH3O2		= CH3O	+ CH3O	+ O2	7.080322e-13 (x2)
  R384	NO3	+ CH3O2		= CH3O	+ NO2	+ O2	3.369806e-14
  T52	CH3NO3			= CH3O	+ NO2		1.584640e-15
  R87	CH3O2	+ CH4O		= CH4O2	+ CH3O		4.055830e-17
  T23	CH4O2			= CH3O	+ OH		5.002304e-23
  T19	CH4O			= CH3O	+ H		5.652258e-25
  R90	CH3S	+ O3		= CH3O	+ SO2		0.000000e+00

CH3O				LOSS RXS		INT RX RATE	TL = 2.33e+09

  R152	H	+ CH3O		= CH4O			1.458955e+09
  R153	H	+ CH3O		= CH3	+ OH		8.105575e+08
  R154	H	+ CH3O		= CH2O	+ H2		5.065984e+07
  R419	O	+ CH3O		= CH2O	+ OH		5.235484e+06
  R81	CH3O	+ O2		= CH2O	+ HO2		3.282154e+06
  R114	CHO	+ CH3O		= CH2O	+ CH2O		2.148817e+06
  R420	O	+ CH3O		= CH3	+ O2		1.869816e+06
  R113	CHO	+ CH3O		= CH4O	+ CO		1.074408e+06
  R499	OH	+ CH3O		= CH2O	+ H2O		3.219976e+04
  R67	CH3	+ CH3O		= CH2O	+ CH4		3.215774e+03
  R79	CH3O	+ CH2O		= CH4O	+ CHO		2.605190e+03
  R96	CH4	+ CH3O		= CH4O	+ CH3		9.002458e+02
  T47	CH3O			= CH2O	+ H		8.221118e+02
  R204	H2	+ CH3O		= CH4O	+ H		1.073057e+01
  R471	O3	+ CH3O		= CH3O2	+ O2		1.480463e+00
  M27	NO	+ CH3O		= CH3NO2			5.949040e-01
  R236	HNO	+ CH3O		= CH4O	+ NO		1.286765e-01
  R346	NO	+ CH3O		= CH2O	+ HNO		8.521574e-02
  R77	CH3O	+ C2H5		= C2H6	+ CH2O		3.446792e-02
  R76	CH3O	+ C2H5		= C2H4	+ CH4O		3.446792e-03
  R78	CH3O	+ C2H6		= C2H5	+ CH4O		2.931338e-03
  R225	H2O2	+ CH3O		= CH4O	+ HO2		1.239816e-03
  R45	CH2	+ CH3O		= C2H4	+ OH		6.744243e-04
  M28	NO2	+ CH3O		= CH3NO3			5.331812e-04
  R46	CH2	+ CH3O		= CH2O	+ CH3		3.372121e-05
  R73	CH3O	+ C2H		= CH2O	+ C2H2		1.189570e-06
  R75	CH3O	+ C2H3		= C2H4	+ CH2O		7.512576e-07
  R366	NO2	+ CH3O		= CH2O	+ HNO2		2.399127e-07
  R382	NO3	+ CH3O		= CH3O2	+ NO2		1.521922e-07
  R383	NO3	+ CH3O		= CH2O	+ HNO3		1.268268e-07
  R80	CH3O	+ CH3O2		= CH2O	+ CH4O2		3.767198e-09
  R74	CH3O	+ C2H2		= C2H3	+ CH2O		5.504765e-14

************************************************************

