0.500000		-7.801111e+210		3.059731e+210		-3.514939e+211		-5.563266e+209		-5.747668e+209		-5.562643e+209		-4.258184e+210		-7.028447e+209		inf		-2.127797e+210		inf		5.071708e+210		2.864720e+211		1.858726e+211		-5.872440e+204		-5.872455e+204		-2.897551e+210		-1.338498e+210		-1.412380e+211		5.125091e+210		-7.431208e+210		-1.225573e+211		-7.045719e+211		-5.830592e+209		-5.529495e+209		-1.350785e+210		-1.167119e+210		-1.874388e+210		-2.233443e+210		-1.636624e+210		-1.597072e+210		-2.370125e+210		-6.762615e+210		-9.863665e+209		-1.011661e+212		8.548176e+210		-1.431262e+211		-3.449128e+210		7.381555e+210		3.758765e+210		2.491756e+210		1.873020e+210		3.268998e+211		-1.864599e+211		-1.878643e+211		-1.878778e+211		-3.460361e+210		4.741857e+210		8.947004e+210		5.211738e+210		-5.457014e+210		-5.653005e+210		1.055608e+212		7.707160e+210		3.112161e+209		1.587495e+209		
1.500000		-1.025162e+211		3.059656e+210		-1.917640e+212		-5.515709e+209		-4.241963e+209		-5.520643e+209		-2.574230e+210		-5.018991e+209		-1.537142e+216		-2.123194e+210		3.535857e+215		5.076643e+210		-9.471673e+210		-9.271282e+211		-1.588384e+205		-1.588408e+205		-1.975171e+210		-1.201183e+210		-6.446322e+210		5.125022e+210		-5.357155e+210		-1.297148e+211		-2.198669e+212		-5.830671e+209		-3.980062e+209		-1.346292e+210		-9.806995e+209		-1.375490e+210		-2.153189e+210		-1.913345e+210		-1.409772e+210		-1.971897e+210		-6.762472e+210		-9.007984e+209		-7.642728e+211		3.012565e+211		-8.606078e+210		-1.423238e+210		3.228419e+210		2.032027e+210		1.248133e+210		1.016447e+210		5.045042e+210		-7.180351e+210		-7.202982e+210		-7.203211e+210		-3.598717e+210		3.958291e+210		5.493552e+210		6.861647e+210		-5.055201e+210		-4.320135e+210		-1.802860e+211		8.175894e+210		3.113444e+209		1.587638e+209		
2.500000		-8.477226e+210		3.059545e+210		-3.198213e+210		-5.603363e+209		-4.347515e+209		-5.602870e+209		-2.478448e+210		-2.986610e+210		1.195202e+216		-2.197832e+210		1.093847e+215		5.086900e+210		2.043478e+210		1.352073e+210		-1.034263e+203		-1.034263e+203		-1.129609e+210		-7.897366e+209		-4.571480e+210		5.124892e+210		1.267890e+210		-1.431797e+211		4.823045e+209		-5.832117e+209		-3.969965e+209		-1.342348e+210		-7.435198e+209		-9.691213e+209		-2.073672e+210		-1.148901e+210		-1.339782e+210		-1.062993e+210		-6.763306e+210		-1.071390e+208		-7.042797e+211		2.968978e+211		1.274350e+211		-1.016785e+210		4.085530e+210		1.591931e+210		1.146489e+210		7.962790e+209		-1.239437e+211		-5.280608e+210		-5.294215e+210		-5.294443e+210		-1.728316e+210		1.527938e+210		2.664673e+210		2.158493e+210		-1.879953e+212		7.843261e+209		-8.081649e+210		8.338799e+210		3.137607e+209		1.588665e+209		
3.500000		2.529188e+210		3.059460e+210		-2.276142e+211		-1.742024e+210		-1.951051e+210		-1.742349e+210		-4.558978e+210		-9.971031e+211		1.164180e+216		-1.036237e+211		6.192435e+214		5.114503e+210		3.615089e+210		9.245793e+209		-1.112516e+204		-1.112516e+204		-2.105694e+210		-1.447227e+210		2.206154e+210		5.124782e+210		2.594547e+210		-1.484287e+211		2.015225e+210		-1.040428e+210		-1.687240e+211		-6.158708e+210		-1.709890e+210		-1.273743e+210		-2.129701e+210		-2.009046e+210		-2.120413e+210		-2.736974e+210		-6.777342e+210		-1.805813e+209		4.300370e+211		7.737531e+210		1.508805e+211		-1.759891e+211		2.013630e+210		7.563554e+209		5.508114e+209		4.073574e+209		4.221186e+210		6.727136e+210		6.703552e+210		6.703296e+210		1.981861e+211		1.502609e+210		1.070733e+210		1.208187e+210		1.147763e+210		2.222388e+210		5.548252e+211		8.024752e+210		3.204932e+209		1.593451e+209		
4.500000		3.362220e+210		3.059386e+210		2.460406e+211		-3.678139e+210		-3.240483e+210		-3.680995e+210		-4.832052e+210		-1.082130e+212		-2.769908e+216		-2.821161e+211		4.888462e+214		5.155786e+210		1.053345e+211		1.270561e+210		-8.542645e+206		-8.542876e+206		-2.606967e+210		-1.407907e+210		3.455855e+210		5.124711e+210		3.777548e+210		-1.534351e+211		3.385294e+210		-1.121476e+210		-5.199186e+211		-1.467942e+211		-1.501749e+210		-1.301779e+210		-2.227675e+210		-2.598949e+210		-2.386100e+210		-2.600442e+210		-6.787487e+210		-1.152162e+210		3.094733e+211		8.056857e+211		5.296336e+211		-1.823329e+211		2.432163e+210		7.907549e+209		5.968635e+209		3.971678e+209		5.605841e+210		5.016775e+210		5.004025e+210		5.003785e+210		6.135014e+210		1.503990e+210		1.173707e+210		1.493555e+210		1.560741e+210		3.334281e+210		1.362065e+211		7.624805e+210		3.296949e+209		1.601459e+209		
5.500000		4.207457e+210		3.059296e+210		2.285430e+211		-5.456178e+210		-4.433404e+210		-5.466505e+210		-5.333517e+210		-2.765895e+212		1.123030e+216		-8.494703e+211		4.196678e+214		5.213297e+210		3.250367e+211		1.569119e+210		-1.451097e+208		-1.452906e+208		-2.888958e+210		-1.435314e+210		4.369029e+210		5.124746e+210		5.134638e+210		-1.580860e+211		4.352292e+210		-1.131789e+210		3.010264e+212		-4.529097e+211		-1.405107e+210		-1.325851e+210		-2.300895e+210		-2.808750e+210		-2.593363e+210		-2.696404e+210		-6.794864e+210		-1.145498e+210		2.507998e+211		-8.005594e+210		-1.322430e+211		-9.259838e+210		2.680494e+210		8.688257e+209		6.563344e+209		4.328788e+209		5.665781e+210		4.783482e+210		4.773051e+210		4.772901e+210		5.758398e+210		1.504599e+210		1.285359e+210		1.971250e+210		2.684726e+210		4.057207e+210		1.188523e+211		7.349188e+210		3.368368e+209		1.636092e+209		
6.500000		4.970232e+210		3.059262e+210		3.165050e+211		-6.743882e+210		-5.583086e+210		-6.767533e+210		-5.767253e+210		2.848716e+212		-1.519425e+217		2.104277e+212		3.669261e+214		5.290567e+210		4.065776e+211		1.829941e+210		9.652361e+207		9.641370e+207		-3.134865e+210		-1.483339e+210		5.066987e+210		5.124711e+210		6.673643e+210		-1.621385e+211		5.137332e+210		-1.133439e+210		5.480858e+211		1.093186e+212		-1.357882e+210		-1.346800e+210		-2.361972e+210		-2.959655e+210		-2.823485e+210		-2.872239e+210		-6.800018e+210		-1.134842e+210		2.123626e+211		-3.743807e+210		-5.401289e+210		-7.055949e+210		2.804646e+210		9.748677e+209		7.236428e+209		4.885063e+209		5.254520e+210		4.704311e+210		4.695864e+210		4.695741e+210		6.026482e+210		1.504674e+210		1.486567e+210		2.288361e+210		4.205848e+210		4.591006e+210		1.194532e+211		7.176052e+210		3.420869e+209		1.657306e+209		
7.500000		5.908633e+210		3.059259e+210		9.984408e+211		-7.675589e+210		-7.150323e+210		-7.717485e+210		-6.267525e+210		6.772750e+211		4.135775e+216		3.688303e+211		3.716414e+214		5.450167e+210		2.811590e+211		2.156544e+210		3.566931e+204		3.566929e+204		-3.275433e+210		-1.559902e+210		5.781115e+210		5.124652e+210		7.879454e+210		-1.670822e+211		6.107561e+210		-1.134195e+210		3.019197e+211		2.366076e+211		-1.328641e+210		-1.375975e+210		-2.449694e+210		-3.189946e+210		-3.185128e+210		-3.175452e+210		-6.805243e+210		1.590709e+210		1.819906e+211		-2.748127e+210		-3.859747e+210		-5.957757e+210		2.859355e+210		1.117859e+210		8.039014e+209		5.625017e+209		4.665923e+210		4.619728e+210		4.613729e+210		4.613590e+210		6.341139e+210		1.504374e+210		1.822617e+210		2.374627e+210		4.900356e+210		5.090625e+210		1.222882e+211		7.006909e+210		3.477358e+209		1.680371e+209		
8.500000		6.956425e+210		3.059262e+210		-3.192574e+211		-7.511438e+210		-9.846695e+210		-7.562866e+210		-7.983421e+210		2.079183e+211		-1.520176e+216		1.080071e+211		3.799436e+214		6.162487e+210		1.440077e+211		2.739547e+210		-5.814662e+206		-5.815115e+206		-3.787082e+210		-1.763315e+210		5.877916e+210		5.124474e+210		7.636149e+210		-1.772206e+211		7.217506e+210		-1.134991e+210		1.458304e+211		8.877445e+210		-1.368878e+210		-1.472458e+210		-2.768998e+210		-3.955526e+210		-4.240500e+210		-4.152722e+210		-6.813240e+210		-1.189343e+210		1.776778e+211		-2.571820e+210		-3.923238e+210		-5.821331e+210		2.729432e+210		1.133131e+210		8.009200e+209		5.754044e+209		3.778021e+210		4.376452e+210		4.373380e+210		4.373264e+210		6.215753e+210		1.504249e+210		1.925865e+210		2.137430e+210		4.115833e+210		4.885258e+210		1.225029e+211		6.702220e+210		3.600731e+209		1.730379e+209		
9.500000		7.586760e+210		3.059206e+210		-1.016042e+211		-5.562245e+210		-1.231540e+211		-5.595702e+210		-1.553698e+211		8.958712e+210		-1.613686e+219		4.546744e+210		3.259092e+214		9.098364e+210		8.828309e+210		3.498513e+210		5.270779e+204		5.270778e+204		-5.033365e+210		-2.266170e+210		5.051141e+210		5.124268e+210		1.082001e+211		-1.883532e+211		7.889688e+210		-1.136842e+210		8.563372e+210		4.467170e+210		-1.650113e+210		-1.842718e+210		-4.447182e+210		-6.950955e+210		-8.789254e+210		-8.709398e+210		-6.816099e+210		2.541435e+209		-5.444476e+212		-2.593800e+210		-5.020815e+210		-7.556664e+210		2.264304e+210		9.332626e+209		6.610443e+209		4.856744e+209		2.783281e+210		3.852456e+210		3.851987e+210		3.851867e+210		5.800740e+210		1.504830e+210		1.578146e+210		1.722259e+210		2.654472e+210		3.617665e+210		1.157583e+211		6.300936e+210		3.828328e+209		1.807816e+209		
