X3	7.488816e+16	5.621732e-10
X1	2.020736e+15	1.516934e-11
X56	1.036817e+05	7.783214e-22
X54	8.438505e+13	6.334647e-13
X2	7.609586e+06	5.712392e-20
X4	1.806976e+11	1.356467e-15
X5	1.153515e+09	8.659251e-18
X7	2.717226e+23	2.039777e-03
X6	2.716189e+04	2.038998e-22
X52	1.338622e+22	1.004882e-04
X20	6.314435e+22	4.740143e-04
X22	8.940092e+15	6.711181e-11
X61	3.414112e+14	2.562918e-12
X19	7.327631e+13	5.500733e-13
X58	3.380330e+09	2.537558e-17
X59	1.862544e+08	1.398181e-18
X80	4.645158e+05	3.487044e-21
X60	8.899086e+13	6.680398e-13
X21	1.876403e+22	1.408585e-04
X62	9.896392e+06	7.429059e-20
X24	6.570861e+12	4.932638e-14
X23	7.290055e-07	5.472525e-33
X71	5.990358e+02	4.496864e-24
X25	2.665926e+05	2.001267e-21
X26	2.334974e-28	1.752827e-54
X64	2.204465e+09	1.654856e-17
X27	2.743544e+15	2.059534e-11
X28	6.656883e+07	4.997213e-19
X29	7.790504e+12	5.848204e-14
X30	2.014317e+09	1.512115e-17
X31	1.851587e+19	1.389956e-07
X32	8.028043e+09	6.026520e-17
X33	4.458469e+12	3.346900e-14
X34	1.830110e+09	1.373834e-17
X35	1.612111e+11	1.210186e-15
X36	5.539589e+09	4.158479e-17
X40	1.027680e+15	7.714626e-12
X41	2.913390e+14	2.187034e-12
X76	8.144578e+11	6.114001e-15
X77	5.180875e+12	3.889198e-14
X42	4.819955e+14	3.618261e-12
X43	1.897366e+15	1.424322e-11
X74	1.232819e+04	9.254570e-23
X75	8.245128e+04	6.189483e-22
X44	5.420353e+10	4.068970e-16
X45	1.609887e+17	1.208516e-09
X46	2.677236e+14	2.009757e-12
X47	1.180044e+14	8.858397e-13
X48	5.707238e+15	4.284330e-11
X68	2.254464e+08	1.692389e-18
X73	8.306132e+12	6.235277e-14
X78	2.021394e+14	1.517427e-12
X79	7.750155e+15	5.817914e-11
X111	3.250497e+16	2.440095e-10
X63	2.032440e+16	1.525719e-10
X8	5.725707e+00	4.298194e-26
X9	5.024186e+00	3.771574e-26
X10	3.512560e-02	2.636821e-28
X57	3.680470e-03	2.762869e-29
X11	8.096794e+03	6.078131e-23
X12	1.510498e+02	1.133906e-24
X13	2.211269e-02	1.659963e-28
X14	1.994602e-06	1.497315e-32
X15	5.026732e-23	3.773485e-49
X16	2.009234e+01	1.508299e-25
X17	2.985534e-05	2.241192e-31
X18	2.452937e-07	1.841379e-33
X70	1.091793e-08	8.195914e-35
X37	3.174740e+03	2.383225e-23
X38	2.300027e-05	1.726593e-31
X39	2.249134e-09	1.688388e-35
X72	1.403596e-01	1.053657e-27
X65	3.720916e-07	2.793231e-33
X66	1.345519e-09	1.010059e-35
X109	1.451983e-04	1.089980e-30
X67	1.823566e-06	1.368921e-32
X110	3.747717e-08	2.813350e-34
X106	1.591954e-43	1.195054e-69
X107	9.463222e-16	7.103886e-42
X108	1.120095e-16	8.408367e-43
X49	1.009782e+03	7.580271e-24
X50	1.046959e+05	7.859348e-22
X51	0.000000e+00	0.000000e+00
X69	0.000000e+00	0.000000e+00
