z			CH21			CHO2			C2			C2H			NO3			CH3NO2			CH3NO3			Air

81.000000		4.000531e-24		2.429717e-06		1.499819e-76		7.186854e-32		7.162118e-09		8.240261e-29		3.742082e-33		1.582869e+13
83.000000		5.323599e-24		1.861983e-06		1.826506e-76		9.506194e-32		4.939653e-09		1.040821e-28		3.570255e-33		1.199116e+13
85.000000		6.635149e-24		1.432291e-06		2.155294e-76		1.230841e-31		3.190752e-09		1.238025e-28		3.203199e-33		9.084015e+12
87.000000		7.863904e-24		1.100200e-06		2.471751e-76		1.561042e-31		1.938485e-09		1.390597e-28		2.709260e-33		6.881670e+12
89.000000		8.970418e-24		8.432751e-07		2.819898e-76		1.946127e-31		1.112973e-09		1.488784e-28		2.179805e-33		5.213266e+12
91.000000		9.941576e-24		6.446976e-07		8.066060e-76		2.393822e-31		6.075135e-10		1.661641e-28		1.826406e-33		3.949352e+12
93.000000		1.078092e-23		4.889383e-07		1.428949e-73		2.944650e-31		3.277136e-10		4.775068e-28		3.926616e-33		2.991864e+12
95.000000		1.150138e-23		3.670369e-07		4.178648e-71		3.640701e-31		1.762991e-10		5.071927e-27		3.109029e-32		2.266514e+12
97.000000		1.211969e-23		2.727243e-07		5.132098e-69		4.519485e-31		9.406016e-11		4.654241e-26		2.119670e-31		1.717018e+12
99.000000		1.265438e-23		2.006675e-07		2.737122e-67		5.626203e-31		4.961362e-11		2.645626e-25		8.916319e-31		1.300741e+12
101.000000		1.312569e-23		1.463040e-07		7.386609e-66		7.016489e-31		2.583432e-11		9.626672e-25		2.389499e-30		9.853871e+11
103.000000		1.355615e-23		1.057900e-07		1.172257e-64		8.759565e-31		1.327196e-11		2.478693e-24		4.506048e-30		7.464880e+11
105.000000		1.397163e-23		7.594262e-08		1.272524e-63		1.094170e-30		6.726086e-12		5.138395e-24		6.797157e-30		5.655088e+11
107.000000		1.440314e-23		5.419335e-08		1.108562e-62		1.366983e-30		3.363155e-12		9.752602e-24		9.318516e-30		4.284063e+11
109.000000		1.489061e-23		3.854631e-08		8.755852e-62		1.707509e-30		1.659779e-12		1.809001e-23		1.238310e-29		3.245427e+11
111.000000		1.549114e-23		2.752756e-08		6.439161e-61		2.131264e-30		8.089257e-13		3.214313e-23		1.562281e-29		2.458600e+11
113.000000		1.629707e-23		2.010770e-08		4.258464e-60		2.653253e-30		3.895424e-13		5.176835e-23		1.769484e-29		1.862532e+11
115.000000		1.747815e-23		1.556056e-08		2.405173e-59		3.270499e-30		1.853524e-13		7.141567e-23		1.699210e-29		1.410978e+11
117.000000		1.939187e-23		1.316226e-08		1.067898e-58		3.904704e-30		8.700145e-14		7.972884e-23		1.306592e-29		1.068899e+11
119.000000		2.294379e-23		1.147168e-08		3.078197e-58		4.347863e-30		4.007320e-14		6.796953e-23		7.609565e-30		8.097535e+10
