Type	Std	Rate
R1	0.000000e+00	2.140109e-111	0.000000e+00	3.067394e-112	0.000000e+00	4.063854e-113	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.964530e-116	5.394621e-116	0.000000e+00	6.602786e-116	2.038321e-117	0.000000e+00	0.000000e+00	0.000000e+00	8.890392e-122	0.000000e+00	2.682525e-125	2.478147e-126	0.000000e+00	1.036658e-130	0.000000e+00	2.820359e-133	9.114121e-135	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.783790e-141	1.168516e-138	5.900475e-136	1.736636e-133	3.196695e-131	6.477807e-129	4.809463e-126	3.731128e-123	1.737972e-120	4.641019e-118	7.017296e-116	6.358898e-114	7.724795e-112	1.074438e-108	1.809595e-105	7.616720e-103	8.289898e-101	3.041341e-99	4.939753e-98	4.699964e-97	3.526314e-96	2.598305e-95	1.944128e-94	1.365309e-93	8.143397e-93	3.601593e-92	9.071106e-92	
R2	4.729768e-88	2.577924e-88	1.908251e-88	1.398188e-88	8.731074e-89	4.481157e-89	1.872757e-89	6.360149e-90	1.814825e-90	4.903407e-91	1.431257e-91	3.788434e-92	8.066004e-93	1.261018e-93	1.435505e-94	1.247617e-95	9.125251e-97	5.963542e-98	2.734539e-99	5.957684e-101	6.434168e-103	4.886514e-105	3.254976e-107	2.001039e-109	1.114817e-111	3.545257e-113	6.965367e-114	1.329970e-114	4.118084e-115	8.323512e-116	2.330433e-116	7.516789e-117	2.851543e-117	3.635786e-117	2.200293e-113	4.385519e-109	4.987243e-105	3.159367e-101	1.074472e-97	1.902120e-94	1.842018e-91	1.024550e-88	3.258668e-86	5.854362e-84	6.063607e-82	5.093468e-80	1.285185e-77	3.413150e-75	3.864593e-73	1.929816e-71	4.942274e-70	7.528671e-69	7.919252e-68	6.736682e-67	5.227537e-66	3.793231e-65	2.478753e-64	1.376619e-63	5.889509e-63	1.541507e-62	
R3	2.428816e-49	1.875772e-49	2.018270e-49	2.190831e-49	2.067848e-49	1.646142e-49	1.107306e-49	6.388813e-50	3.339720e-50	1.819295e-50	1.199498e-50	7.894121e-51	4.654460e-51	2.241703e-51	8.686176e-52	2.777950e-52	7.747060e-53	1.957577e-53	4.019805e-54	5.564390e-55	5.207257e-56	3.799242e-57	2.386453e-58	1.334198e-59	6.647385e-61	9.115151e-62	3.589152e-62	1.322552e-62	7.096627e-63	2.527274e-63	1.130584e-63	5.390389e-64	2.771419e-64	2.606044e-64	1.684786e-62	1.964658e-60	1.726163e-58	1.129472e-56	5.404875e-55	1.863781e-53	4.749121e-52	9.161852e-51	1.335251e-49	1.461817e-48	1.225407e-47	1.097102e-46	3.518125e-45	1.366170e-43	2.588042e-42	2.448932e-41	1.333212e-40	4.799849e-40	1.314786e-39	3.179751e-39	7.592810e-39	1.823773e-38	4.237852e-38	9.063011e-38	1.664622e-37	2.266894e-37	
R5	2.270312e-69	8.606024e-70	4.456625e-70	2.281156e-70	9.938492e-71	3.571591e-71	1.059664e-71	2.632041e-72	5.774905e-73	1.285839e-73	3.370419e-74	8.565964e-75	1.891953e-75	3.306161e-76	4.494989e-77	4.869611e-78	4.433109e-79	3.517107e-80	2.176521e-81	8.695648e-83	2.243991e-84	4.302556e-86	6.749839e-88	8.930527e-90	9.945790e-92	6.305002e-93	2.482963e-93	9.150747e-94	4.911006e-94	1.749269e-94	7.827184e-95	3.732813e-95	1.919767e-95	1.805834e-95	1.167919e-93	1.362551e-91	1.197774e-89	7.842062e-88	3.755273e-86	1.295975e-84	3.305320e-83	6.383249e-82	9.314269e-81	1.021142e-79	8.573795e-79	7.690349e-78	2.471920e-76	9.629017e-75	1.831640e-73	1.742685e-72	9.556307e-72	3.473794e-71	9.638507e-71	2.371418e-70	5.794853e-70	1.436053e-69	3.482223e-69	7.899287e-69	1.576677e-68	2.422908e-68	
R6	5.594680e-24	9.305467e-24	2.202379e-23	5.375764e-23	1.167457e-22	2.190211e-22	3.559977e-22	5.094621e-22	6.788631e-22	9.700046e-22	1.728513e-21	3.172126e-21	5.389367e-21	7.741288e-21	9.275082e-21	9.526799e-21	8.880107e-21	7.821451e-21	5.851288e-21	3.091377e-21	1.159607e-21	3.571012e-22	9.998128e-23	2.639418e-23	6.600860e-24	2.077808e-24	8.184520e-25	3.016519e-25	1.618766e-25	5.764794e-26	2.578733e-26	1.229360e-26	6.319866e-27	5.942002e-27	3.841015e-25	4.478675e-23	3.934797e-21	2.574648e-19	1.232145e-17	4.249570e-16	1.083149e-14	2.090470e-13	3.048471e-12	3.340077e-11	2.802778e-10	2.512563e-09	8.071398e-08	3.142100e-06	5.972889e-05	5.678783e-04	3.111774e-03	1.130309e-02	3.133841e-02	7.704646e-02	1.881369e-01	4.659136e-01	1.129067e+00	2.559852e+00	5.107228e+00	7.846383e+00	
R9	9.155926e-74	9.871666e-74	1.085194e-73	1.225783e-73	1.426854e-73	1.706934e-73	2.134450e-73	5.342675e-72	3.063995e-73	3.933646e-73	4.435488e-73	4.722100e-73	0.000000e+00	5.088567e-73	6.121268e-72	0.000000e+00	0.000000e+00	3.638430e-135	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	9.453689e-141	0.000000e+00	0.000000e+00	0.000000e+00	6.061253e-179	0.000000e+00	3.167746e-185	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.445645e-139	1.455961e-137	9.294277e-79	6.964468e-78	1.773794e-77	2.986592e-77	
R10	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.500628e-130	0.000000e+00	0.000000e+00	0.000000e+00	1.554715e-132	3.494290e-133	1.640256e-134	9.505060e-136	6.819463e-137	6.032687e-138	6.192283e-139	6.021765e-141	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.647757e-142	5.240430e-142	5.927763e-142	5.462237e-142	4.272176e-142	2.707366e-142	
R11	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	9.178545e-137	4.210130e-138	0.000000e+00	0.000000e+00	1.884390e-177	6.340506e-178	3.854129e-179	3.063108e-184	3.741008e-188	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
R12	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
R13	9.926448e-63	9.364496e-63	9.344755e-63	1.031235e-62	1.281583e-62	1.837459e-62	2.974597e-62	4.026781e-62	1.114143e-61	2.329962e-61	4.945066e-61	9.665360e-61	1.989212e-60	2.578147e-60	5.531672e-60	7.926245e-60	3.433961e-120	3.056407e-121	1.404275e-123	8.608460e-153	3.357793e-126	7.555140e-128	1.449713e-129	2.949297e-131	1.801677e-133	6.350036e-171	5.213574e-136	1.680831e-173	1.138851e-174	1.394762e-175	2.028540e-176	3.858753e-177	9.790793e-178	1.028883e-177	7.557741e-174	2.734098e-169	6.578652e-165	8.543212e-161	5.459357e-157	1.663918e-153	2.582865e-150	2.186500e-147	1.024498e-144	2.668051e-142	3.984682e-140	4.812828e-138	1.717699e-135	6.302923e-133	9.650209e-131	6.422843e-129	2.167539e-127	4.274773e-126	5.696017e-125	6.040651e-124	5.796796e-123	5.194411e-122	2.306462e-63	1.554308e-62	4.481507e-62	9.411535e-62	
