# Reaction ID 	 Column-Integrated Reaction Rate (cm**-2 s**-1)
R1	1.064110e-60
R2	1.887333e-51
R3	7.365884e-20
R4	0.000000e+00
R5	4.491519e-35
R6	3.288270e+07
R7	0.000000e+00
R8	0.000000e+00
R9	4.377498e-10
R10	3.641169e-45
R11	8.572756e-08
R12	1.164545e-04
R13	2.062442e-04
R14	5.373667e-02
R15	1.051376e-31
R16	1.399160e-05
R17	4.817956e-08
R18	6.293902e-11
R19	1.106554e-24
R20	1.500824e-07
R21	1.293917e-06
R22	7.057731e-07
R23	3.101034e-12
R24	1.115385e-14
R25	1.410257e-12
R26	2.760427e+03
R27	8.176698e-18
R28	3.844202e-17
R29	2.480077e-09
R30	3.428223e+00
R31	1.078932e+00
R32	9.161896e+04
R33	1.233543e+06
R34	3.925162e-06
R35	2.694739e+01
R36	3.812052e-06
R37	1.332667e-02
R38	5.250555e-04
R39	1.711435e-11
R40	5.164638e-15
R41	5.696825e-50
R44	3.656970e+00
R45	2.510320e-02
R46	1.255160e-03
R47	3.708459e-02
R48	1.074955e-06
R49	1.679361e-11
R50	3.001395e-01
R51	5.283839e-10
R52	1.869080e-09
R53	1.658620e-05
R54	1.109078e-09
R55	2.165619e-05
R56	4.269611e-07
R57	9.155144e-21
R59	1.539675e-02
R60	2.021623e+01
R61	1.960968e+00
R62	3.347855e-13
R63	3.083902e-06
R64	4.496099e-02
R65	5.482475e-07
R66	5.683424e+00
R67	1.039525e+03
R68	5.644102e+03
R69	2.019859e-03
R70	1.213568e+05
R71	8.090450e+05
R72	7.300599e-11
R73	8.093899e-05
R74	3.325907e-12
R75	9.102179e-05
R76	2.042599e-03
R77	2.042599e-02
R78	2.274893e-05
R79	1.151479e+02
R80	4.129510e+00
R81	1.491905e+08
R82	3.469961e-04
R83	9.326767e-02
R84	7.322887e+01
R85	6.024811e+01
R86	3.676155e+01
R87	1.862085e-11
R88	0.000000e+00
R89	0.000000e+00
R90	0.000000e+00
R91	8.500840e+01
R93	7.170380e-06
R94	7.506122e-09
R95	9.480837e-08
R96	1.285501e+01
R97	1.822221e-13
R98	2.046490e-07
R99	1.000164e-04
R100	1.104008e-10
R101	3.579821e-05
R102	0.000000e+00
R103	0.000000e+00
R104	0.000000e+00
R105	0.000000e+00
R106	0.000000e+00
R107	0.000000e+00
R108	1.896479e-03
R109	1.030897e-02
R110	4.363368e+00
R111	2.502354e+02
R112	6.380014e+00
R113	4.216778e+04
R114	8.433559e+04
R115	7.241370e-04
R116	1.904237e-08
R117	9.835930e-09
R118	8.562040e+08
R119	3.844735e-12
R120	8.271120e-83
R121	2.769651e-64
R122	6.130474e-37
R123	1.691412e+07
R124	2.981754e-23
R125	0.000000e+00
R126	0.000000e+00
R127	3.239133e+03
R128	7.059229e-31
R129	5.520276e-17
R130	3.427021e+04
R131	2.007011e+03
R132	2.196210e+02
R133	9.013858e+05
R134	4.916650e+05
R135	3.801923e-07
R136	1.248823e+02
R137	3.387686e+04
R138	5.510093e+04
R140	9.788955e+04
R141	4.894478e+03
R142	3.722723e+05
R143	3.790094e+03
R145	7.810364e+06
R146	2.215472e+07
R148	7.568821e+10
R149	3.685417e-03
R150	2.190387e-03
R152	7.991609e+08
R153	4.447372e+08
R154	2.779607e+07
R155	6.665795e+07
R156	4.659339e-13
R157	1.019375e+09
R159	3.320763e+08
R160	3.428276e+03
R161	4.136599e+03
R162	5.962931e+11
R163	5.456976e-04
R164	1.093669e-10
R165	3.376423e+01
R166	5.159071e+06
R167	2.295513e+08
R168	2.598833e+07
R169	5.525163e-11
R171	4.248844e-01
R172	2.543275e+04
R173	7.943821e-08
R174	6.682045e-17
R175	1.256904e+00
R176	2.358272e-02
R177	4.752721e-01
R178	1.024238e-06
R179	1.959665e-12
R180	2.966987e+11
R181	6.593304e+09
R182	2.843362e+10
R183	1.033716e-15
R186	1.352542e-06
R187	1.426635e-47
R188	3.351118e-32
R189	2.326831e+02
R190	3.913705e-01
R192	4.971277e+09
R195	1.516718e+03
R196	5.291198e-30
R197	1.790022e-06
R198	2.243428e-03
R199	7.311631e+05
R200	8.773959e+05
R201	1.637462e-10
R202	3.795979e+05
R203	1.336054e+03
R204	1.551038e-01
R205	2.640225e-16
R206	1.717816e-01
R207	1.434734e-05
R209	2.222453e-10
R212	5.655413e-05
R213	1.541598e-19
R214	2.068613e-34
R215	1.278255e+00
R216	0.000000e+00
R217	2.183046e-08
R218	2.652472e+07
R219	5.047211e-06
R220	1.773112e-06
R221	5.439971e-03
R222	2.377333e-08
R223	1.452159e-02
R224	7.814140e+04
R225	2.337006e-01
R226	3.211144e-06
R227	7.853164e-02
R228	0.000000e+00
R229	0.000000e+00
R230	0.000000e+00
R231	0.000000e+00
R232	0.000000e+00
R233	1.303131e-21
R235	4.364079e-02
R236	1.723078e-02
R237	1.163530e-02
R238	1.215813e-16
R239	3.017122e-15
R242	5.532818e-16
R243	5.830234e-15
R244	1.214242e-15
R245	1.379631e-08
R246	3.951165e+00
R247	1.121005e+04
R248	1.107282e-08
R250	4.745469e+00
R251	4.745469e+00
R252	5.533461e-05
R254	5.619833e+06
R255	2.286363e-07
R257	2.359740e+09
R258	2.009339e-02
R259	5.218740e+02
R260	4.681393e-03
R261	2.788093e+04
R263	0.000000e+00
R264	0.000000e+00
R265	0.000000e+00
R266	0.000000e+00
R267	0.000000e+00
R268	0.000000e+00
R269	0.000000e+00
R270	0.000000e+00
R271	0.000000e+00
R272	0.000000e+00
R273	0.000000e+00
R274	0.000000e+00
R275	0.000000e+00
R276	2.371491e-43
R277	1.215921e-09
R278	2.353395e-10
R279	2.422988e-07
R281	1.258806e-04
R282	5.989727e-04
R283	5.610815e-10
R284	2.112780e-13
R287	2.746353e-27
R288	1.141353e-53
R289	1.538686e-14
R291	8.496188e-08
R292	4.246568e-10
R293	3.108885e-05
R294	1.184853e-06
R295	1.380775e+00
R296	9.421982e-03
R297	8.953907e-01
R298	4.883745e-11
R300	1.945512e-33
R301	7.608238e-10
R302	1.307948e-11
R303	8.719650e-12
R304	4.923796e-02
R305	4.923796e-03
R306	6.682123e-05
R307	2.006011e-11
R308	4.153395e-03
R309	2.608408e-04
R310	1.979697e-38
R311	5.487660e-16
R312	4.193727e-14
R313	1.433759e-12
R314	5.068191e-21
R315	2.024088e-14
R316	5.665963e-14
R317	2.199367e-10
R319	1.066246e-05
R320	2.252229e-09
R321	9.987133e-11
R322	1.270297e-01
R323	1.972617e-02
R324	1.411441e-02
R325	6.051752e-07
R326	5.769521e-05
R327	3.265403e-08
R328	2.651761e-13
R329	1.080175e-17
R330	1.666152e-19
R331	2.260571e-05
R332	4.200557e-05
R333	1.643233e-07
R334	9.352655e-08
R335	1.034685e-04
R336	4.250733e-01
R337	1.371956e-01
R338	1.493929e-04
R339	4.493019e-04
R340	2.808137e-03
R341	1.538859e-03
R342	1.572557e-03
R346	1.855062e-02
R347	1.887670e-01
R348	3.820694e+01
R350	1.995181e-13
R351	2.290162e-13
R352	1.162375e-13
R353	3.248701e-09
R354	1.667480e-03
R355	9.779197e-09
R356	2.659273e-09
R357	2.396432e-09
R358	1.988626e-05
R359	2.993300e-06
R360	5.231884e-05
R361	7.858592e-05
R362	5.147097e-07
R363	1.014715e-07
R364	1.907619e-02
R365	4.558027e-03
R366	8.662821e-07
R367	2.211153e-27
R368	1.450791e-02
R369	2.141388e-02
R370	9.600352e-04
R371	2.270756e-15
R372	1.416069e-16
R373	1.035662e-16
R374	7.228128e-15
R375	5.729615e-16
R376	1.668542e-16
R377	1.324498e-08
R378	4.599795e-09
R379	1.196820e-13
R380	5.964144e-10
R381	3.407963e-05
R382	9.709704e-08
R383	8.091420e-08
R384	8.307023e-07
R385	3.657663e-10
R387	5.651946e-21
R389	1.089196e+02
R390	2.546802e+01
R391	8.310262e+03
R392	1.215921e-09
R393	7.668199e+02
R394	7.668199e+02
R395	7.380728e+02
R396	1.406534e+05
R397	2.182171e+01
R398	3.249686e+05
R399	2.009334e+04
R400	1.948954e+05
R401	3.119299e+04
R402	1.107497e+05
R403	7.810869e+04
R404	1.107497e+04
R405	1.568047e+04
R406	6.719353e+00
R407	2.391531e+01
R408	2.766506e+07
R409	5.232028e+05
R411	8.720047e+06
R412	5.304695e+06
R413	1.453558e+08
R414	1.731038e+05
R415	6.371629e+08
R416	2.603266e+08
R417	7.660518e-08
R418	2.083030e-08
R419	7.059179e+06
R420	2.521135e+06
R421	3.915958e-10
R422	5.558824e+07
R423	5.720615e+05
R424	4.606501e+05
R425	1.470345e+02
R426	2.310423e+08
R427	2.310423e+08
R428	1.000264e+10
R429	2.547526e-33
R430	6.298971e-03
R431	3.241969e-04
R432	1.293477e-11
R433	1.353468e+08
R434	9.353639e+04
R435	6.474919e-05
R436	2.774965e-05
R437	9.480631e-12
R438	2.528784e-08
R439	1.869067e+02
