  R182	H	+ HO2		= H2	+ O2		2.843362e+10
  M57	H	+ CH3		= CH4			1.360424e+10
  R181	H	+ HO2		= O	+ H2O		6.593304e+09
  R192	H	+ O3		= OH	+ O2		4.971277e+09
  R157	H	+ CH4		= CH3	+ H2		1.019375e+09
  R152	H	+ CH3O		= CH4O			7.991609e+08
  M88	H	+ CH2O		= CH3O			5.100752e+08
  R153	H	+ CH3O		= CH3	+ OH		4.447372e+08
  R159	H	+ CH4O		= CH3O	+ H2		3.320763e+08
  R167	H	+ H2O2		= OH	+ H2O		2.295513e+08
  R155	H	+ CH3O2		= CH3O	+ OH		6.665795e+07
  R154	H	+ CH3O		= CH2O	+ H2		2.779607e+07
  R168	H	+ H2O2		= H2	+ HO2		2.598833e+07
  R146	H	+ CH2		= CH	+ H2		2.215472e+07
  R145	H	+ CH		= C	+ H2		7.810364e+06
  R166	H	+ H2O		= H2	+ OH		5.159071e+06
  R133	H	+ C2H3O		= CHO	+ CH3		9.013858e+05
  R134	H	+ C2H3O		= C2H2O	+ H2		4.916650e+05
  R142	H	+ C2H5O		= C2H4O	+ H2		3.722723e+05
  M9	H	+ C2H4		= C2H5			2.917362e+05
  R140	H	+ C2H5		= CH3	+ CH3		9.788955e+04
  R138	H	+ C2H4O		= CH4	+ CHO		5.510093e+04
  R130	H	+ C2H2O		= CO	+ CH3		3.427021e+04
  R137	H	+ C2H4O		= C2H3O	+ H2		3.387686e+04
  M15	H	+ NO		= HNO			2.623101e+04
  R172	H	+ HNO		= H2	+ NO		2.543275e+04
  M58	H	+ C2H5		= C2H6			1.906982e+04
  M56	H	+ CH2		= CH3			1.103532e+04
  R141	H	+ C2H5		= C2H4	+ H2		4.894478e+03
  R161	H	+ CH4O2		= H2	+ CH3O2		4.136599e+03
  R143	H	+ C2H6		= C2H5	+ H2		3.790094e+03
  R160	H	+ CH4O2		= CH3O	+ H2O		3.428276e+03
  R127	H	+ C2H		= C2H2			3.239133e+03
  M7	H	+ C2H2		= C2H3			3.192965e+03
  R131	H	+ C2H3		= C2H4			2.007011e+03
  R189	H	+ NO2		= OH	+ NO		2.326831e+02
  R132	H	+ C2H3		= C2H2	+ H2		2.196210e+02
  R136	H	+ C2H4O		= C2H5O			1.248823e+02
  R165	H	+ CO2		= CO	+ OH		3.376423e+01
  M14	H	+ NH2		= NH3			1.606753e+00
  R175	H	+ HNO2		= OH	+ HNO		1.256904e+00
  R177	H	+ HNO2		= H2O	+ NO		4.752721e-01
  R171	H	+ HCNO		= CO	+ NH2		4.248844e-01
  R190	H	+ NO3		= OH	+ NO2		3.913705e-01
  M23	N	+ H		= NH			3.547526e-02
  R176	H	+ HNO2		= H2	+ NO2		2.358272e-02
  R149	H	+ CH3		= CH2	+ H2		3.685417e-03
  R150	H	+ CH3NO2	= CH4O	+ NO		2.190387e-03
  R163	H	+ CNO		= CO	+ NH		5.456976e-04
  M11	H	+ CN		= HCN			6.053763e-06
  R186	H	+ NH3		= H2	+ NH2		1.352542e-06
  R178	H	+ HNO3		= H2O	+ NO2		1.024238e-06
  R135	H	+ C2H4		= C2H3	+ H2		3.801923e-07
  R173	H	+ HNO		= OH	+ NH		7.943821e-08
  R164	H	+ CNO		= HCN	+ O		1.093669e-10
  R169	H	+ HCNO		= H2	+ CNO		5.525163e-11
  R179	H	+ HNO3		= H2	+ NO3		1.959665e-12
  R156	H	+ CH3O2		= CH4	+ O2		4.659339e-13
  R641	N2H3	+ H		= NH2	+ NH2		7.630801e-14
  R639	N2H4	+ H		= N2H3	+ H2		7.724373e-15
  R183	H	+ N2O		= NO	+ NH		1.033716e-15
  R174	H	+ HNO		= NH2	+ O		6.682045e-17
  R129	H	+ C2H2		= C2H	+ H2		5.520276e-17
  R128	H	+ C2H		= H2	+ C2		7.059229e-31
  R188	H	+ NO		= OH	+ N		3.351118e-32
  R187	H	+ NO		= NH	+ O		1.426635e-47
  R103	CH4S	+ H		= CH3	+ H2S		0.000000e+00
  R104	CH4S	+ H		= H2	+ CH3S		0.000000e+00
  R230	H2S	+ H		= H2	+ HS		0.000000e+00
  R554	SO3	+ H		= OH	+ SO2		0.000000e+00
  R560	HS	+ H		= H2	+ S		0.000000e+00
  R567	HSO3	+ H		= H2	+ SO3		0.000000e+00
  R575	HSO	+ H		= HS	+ OH		0.000000e+00
  R576	HSO	+ H		= H2	+ SO		0.000000e+00
  M48	SO2	+ H		= HOSO			0.000000e+00
  M51	H	+ SO		= HSO			0.000000e+00

************************************************************

OH				PRODUCTION RXS		INT RX RATE	TP = 3.46e+12

  P6	H2O			= H	+ OH		2.422731e+12
  R441	O	+ HO2		= OH	+ O2		3.595392e+11
  R180	H	+ HO2		= OH	+ OH		2.966987e+11 (x2)
  M16	H	+ O		= OH			4.646875e+10
  P5	HO2			= O	+ OH		1.401729e+10
  R428	O	+ CHO2		= CO2	+ OH		1.000264e+10
  R192	H	+ O3		= OH	+ O2		4.971277e+09
  P7	H2O2			= OH	+ OH		3.026099e+09 (x2)
  R153	H	+ CH3O		= CH3	+ OH		4.447372e+08
  R426	O	+ CHO		= CO	+ OH		2.310423e+08
  R167	H	+ H2O2		= OH	+ H2O		2.295513e+08
  R413	O	+ CH2O		= CHO	+ OH		1.453558e+08
  R433	O	+ H2		= H	+ OH		1.353468e+08
  R155	H	+ CH3O2		= CH3O	+ OH		6.665795e+07
  R419	O	+ CH3O		= CH2O	+ OH		7.059179e+06
  R166	H	+ H2O		= H2	+ OH		5.159071e+06
  R455	O(1D)	+ H2		= H	+ OH		4.173203e+06
  P24	CH4O2			= CH3O	+ OH		1.144824e+06
  R423	O	+ CH4		= CH3	+ OH		5.720615e+05
  R409	O	+ CH2		= CH	+ OH		5.232028e+05
  R424	O	+ CH4O		= CH3O	+ OH		4.606501e+05
  R456	O(1D)	+ H2O		= OH	+ OH		1.657254e+05 (x2)
  R434	O	+ H2O2		= OH	+ HO2		9.353639e+04
  R401	O	+ C2H4O		= C2H3O	+ OH		3.119299e+04
  R261	HO2	+ O3		= OH	+ O2	+ O2	2.788093e+04
  R450	O(1D)	+ CH4		= CH3	+ OH		1.716141e+04
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	1.121005e+04
  R404	O	+ C2H5		= C2H4	+ OH		1.107497e+04
  R394	O	+ C2H3		= C2H2	+ OH		7.668199e+02
  R259	HO2	+ NO		= OH	+ NO2		5.218740e+02
  P14	HNO2			= NO	+ OH		3.488027e+02
  R189	H	+ NO2		= OH	+ NO		2.326831e+02
  R439	O	+ HNO		= OH	+ NO		1.869067e+02
  R425	O	+ CH4O2		= CH3O2	+ OH		1.470345e+02
  R453	O(1D)	+ CH4O		= CH3O	+ OH		7.467217e+01
  R165	H	+ CO2		= CO	+ OH		3.376423e+01
  R407	O	+ CH		= OH	+ C		2.391531e+01
  R397	O	+ C2H4		= C2H3	+ OH		2.182171e+01
  R406	O	+ C2H6		= C2H5	+ OH		6.719353e+00
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	3.951165e+00
  P15	HNO3			= NO2	+ OH		3.057230e+00
  R215	H2O	+ C2H		= C2H2	+ OH		1.278255e+00
  R175	H	+ HNO2		= OH	+ HNO		1.256904e+00
  R190	H	+ NO3		= OH	+ NO2		3.913705e-01
  P19	HNO4			= NO3	+ OH		2.200325e-01
  T48	CHO2			= CO	+ OH		1.667937e-01
  T37	C2H5O			= C2H4	+ OH		1.134812e-01
  R447	O(1D)	+ C2H4		= C2H3	+ OH		3.126815e-02
  R448	O(1D)	+ C2H6		= C2H5	+ OH		3.047865e-02
  R45	CH2	+ CH3O		= C2H4	+ OH		2.510320e-02
  R369	NO2	+ CHO		= NO	+ CO	+ OH	2.141388e-02
  R323	NH2	+ O		= OH	+ NH		1.972617e-02
  R305	NH	+ O		= OH	+ N		4.923796e-03
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	4.681393e-03
  R342	NO	+ CH		= CN	+ OH		1.572557e-03
  R306	NH	+ O2		= OH	+ NO		6.682123e-05
  R319	NH2	+ H2O		= OH	+ NH3		1.066246e-05
  R219	H2O	+ CN		= HCN	+ OH		5.047211e-06
  R220	H2O	+ CNO		= HCNO	+ OH		1.773112e-06
  P27	CH2O2			= CHO	+ OH		6.432012e-07
  R173	H	+ HNO		= OH	+ NH		7.943821e-08
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	7.660518e-08
  T31	C2H3O			= C2H2	+ OH		6.692564e-08
  R217	H2O	+ C2H5		= C2H6	+ OH		2.183046e-08
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	2.083030e-08
  R245	HO2	+ C2H2		= C2H2O	+ OH		1.379631e-08
  R248	HO2	+ C2H4		= C2H4O	+ OH		1.107282e-08
  R201	NH	+ NO		= OH	+ N2		1.637462e-10
  R461	O(1D)	+ NH3		= OH	+ NH2		6.156269e-11
  R437	O	+ HCNO		= CNO	+ OH		9.480631e-12
  R303	NH	+ NO2		= OH	+ N2O		8.719650e-12
  T23	CH4O2			= CH3O	+ OH		2.289000e-13
  T3	H2O2			= OH	+ OH		9.079841e-14 (x2)
  T17	CH3O2			= CH2O	+ OH		5.383243e-18
  T9	HNO2			= OH	+ NO		1.346058e-18
  T10	HNO3			= OH	+ NO2		8.046380e-21
  R287	N	+ H2O		= OH	+ NH		2.746353e-27
  R188	H	+ NO		= OH	+ N		3.351118e-32
  R214	H2O	+ C		= CH	+ OH		2.068613e-34
  R122	CO	+ CH3		= C2H2	+ OH		6.130474e-37
  T20	CH4O			= CH3	+ OH		1.180561e-40
  R231	H2S	+ O		= OH	+ HS		0.000000e+00
  R263	HS	+ HO2		= OH	+ HSO		0.000000e+00
  R268	HS	+ O2		= SO	+ OH		0.000000e+00
  R274	HSO3	+ O		= OH	+ SO3		0.000000e+00
  R554	SO3	+ H		= OH	+ SO2		0.000000e+00
  R558	HSO	+ O2		= OH	+ SO2		0.000000e+00
  R571	S	+ HO2		= SO	+ OH		0.000000e+00
  R575	HSO	+ H		= HS	+ OH		0.000000e+00
  R578	HSO	+ O		= OH	+ SO		0.000000e+00
  T53	HSO3			= OH	+ SO2		0.000000e+00

OH				LOSS RXS		INT RX RATE	TL = 3.46e+12

  R512	OH	+ H2		= H2O	+ H		1.416618e+12
  M18	H	+ OH		= H2O			8.121535e+11
  M89	OH	+ CO		= CO2	+ H		5.668037e+11
  R445	O	+ OH		= O2	+ H		3.269223e+11
  M39	OH	+ CO		= CHO2			1.420390e+11
  R522	OH	+ HO2		= H2O	+ O2		9.721301e+10
  R505	OH	+ CHO2		= CO2	+ H2O		6.264215e+10
  R493	OH	+ CH2O		= CHO	+ H2O		1.473481e+10
  R501	OH	+ CH4		= CH3	+ H2O		1.242996e+10
  R526	OH	+ OH		= H2O	+ O		1.339570e+09 (x2)
  M44	OH	+ OH		= H2O2			1.199696e+09 (x2)
  R513	OH	+ H2O2		= H2O	+ HO2		9.116851e+08
  R504	OH	+ CHO		= CO	+ H2O		4.608732e+08
  R502	OH	+ CH4O		= CH3O	+ H2O		4.254779e+08
  R500	OH	+ CH3O2		= CH4O	+ O2		1.101979e+07
  R503	OH	+ CH4O2		= CH3O2	+ H2O		4.467355e+06
  R499	OH	+ CH3O		= CH2O	+ H2O		5.476897e+05
  R483	OH	+ C2H2O		= CO	+ CH3O		4.913390e+05
  R489	OH	+ C2H4O		= C2H3O	+ H2O		3.936754e+05
  M38	OH	+ C2H4		= C2H5O			2.641590e+05
  R525	OH	+ O3		= HO2	+ O2		2.546717e+05
  R491	OH	+ C2H6		= C2H5	+ H2O		4.435241e+04
  R496	OH	+ CH3		= CH2	+ H2O		4.393628e+04
  R487	OH	+ C2H3O		= C2H2O	+ H2O		1.390608e+04
  R481	OH	+ C2H2		= C2HO	+ H2		4.305894e+03
  R492	OH	+ CH2		= CH2O	+ H		2.586829e+03
  R490	OH	+ C2H5		= C2H4	+ H2O		9.780129e+02
  M42	OH	+ NO		= HNO2			3.624145e+02
  R519	OH	+ HNO		= H2O	+ NO		3.974014e+01
  R485	OH	+ C2H3		= C2H4O			1.285823e+01
  R486	OH	+ C2H3		= C2H2	+ H2O		1.285823e+01
  R520	OH	+ HNO2		= H2O	+ NO2		1.207170e+01
  R477	OH	+ C2H		= CO	+ CH2		7.637947e+00
  R478	OH	+ C2H		= C2H2	+ O		7.637947e+00
  M43	OH	+ NO2		= HNO3			5.896495e+00
  R482	OH	+ C2H2		= CO	+ CH3		5.407795e+00
  M41	OH	+ HNO3		= H2O	+ NO3		2.306863e+00
  R295	N	+ OH		= NO	+ H		1.380775e+00
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	5.147801e-01
  R523	OH	+ NH3		= H2O	+ NH2		5.831169e-02
  R524	OH	+ NO3		= HO2	+ NO2		1.533691e-02
  R488	OH	+ C2H4		= C2H3	+ H2O		9.875109e-03
  R308	NH	+ OH		= H	+ HNO		4.153395e-03
  R309	NH	+ OH		= H2O	+ N		2.608408e-04
  R517	OH	+ HCNO		= CNO	+ H2O		2.415648e-04
  R506	OH	+ CN		= H	+ CNO		1.164890e-04
  R326	NH2	+ OH		= H2O	+ NH		5.769521e-05
  R644	NH2	+ OH		= NH3	+ O		3.578422e-05
  R516	OH	+ HCN		= CN	+ H2O		1.002681e-05
  R495	OH	+ CH3		= CH3O	+ H		2.289144e-06
  R498	OH	+ CH3NO3	= CH2O	+ NO2	+ H2O	1.202362e-06
  R494	OH	+ CH2O2		= CHO2	+ H2O		2.323280e-07
  R507	OH	+ CN		= O	+ HCN		6.055915e-08
  R515	OH	+ HCN		= CO	+ NH2		4.398378e-09
  R509	OH	+ CNO		= HCNO	+ O		2.475542e-10
  R480	OH	+ C2H2		= C2H	+ H2O		1.186933e-12
  R479	OH	+ C2H2		= C2H2O	+ H		1.216840e-13
  R40	NH	+ OH		= NH2	+ O		5.164638e-15
  R107	CH4S	+ OH		= H2O	+ CH3S		0.000000e+00
  R232	H2S	+ OH		= H2O	+ HS		0.000000e+00
  R473	OCS	+ OH		= CO2	+ HS		0.000000e+00
  R527	OH	+ S		= H	+ SO		0.000000e+00
  R528	OH	+ SO		= SO2	+ H		0.000000e+00
  R556	SO3	+ OH		= HO2	+ SO2		0.000000e+00
  R566	HSO3	+ OH		= H2O	+ SO3		0.000000e+00
  R574	HSO	+ OH		= H2O	+ SO		0.000000e+00
  M37	OH	+ C2H2		= C2H3O			0.000000e+00
  M47	SO	+ OH		= HOSO			0.000000e+00
  M50	SO2	+ OH		= HSO3			0.000000e+00

************************************************************

H2O				PRODUCTION RXS		INT RX RATE	TP = 2.43e+12

  R512	OH	+ H2		= H2O	+ H		1.416618e+12
  M18	H	+ OH		= H2O			8.121535e+11
  R522	OH	+ HO2		= H2O	+ O2		9.721301e+10
  R505	OH	+ CHO2		= CO2	+ H2O		6.264215e+10
  R493	OH	+ CH2O		= CHO	+ H2O		1.473481e+10
  R501	OH	+ CH4		= CH3	+ H2O		1.242996e+10
  R181	H	+ HO2		= O	+ H2O		6.593304e+09
  R526	OH	+ OH		= H2O	+ O		1.339570e+09
  R513	OH	+ H2O2		= H2O	+ HO2		9.116851e+08
  R504	OH	+ CHO		= CO	+ H2O		4.608732e+08
  R502	OH	+ CH4O		= CH3O	+ H2O		4.254779e+08
  R167	H	+ H2O2		= OH	+ H2O		2.295513e+08
  R503	OH	+ CH4O2		= CH3O2	+ H2O		4.467355e+06
  R499	OH	+ CH3O		= CH2O	+ H2O		5.476897e+05
  R489	OH	+ C2H4O		= C2H3O	+ H2O		3.936754e+05
  R491	OH	+ C2H6		= C2H5	+ H2O		4.435241e+04
  R496	OH	+ CH3		= CH2	+ H2O		4.393628e+04
  R487	OH	+ C2H3O		= C2H2O	+ H2O		1.390608e+04
  R160	H	+ CH4O2		= CH3O	+ H2O		3.428276e+03
  R490	OH	+ C2H5		= C2H4	+ H2O		9.780129e+02
  R519	OH	+ HNO		= H2O	+ NO		3.974014e+01
  R486	OH	+ C2H3		= C2H2	+ H2O		1.285823e+01
  R520	OH	+ HNO2		= H2O	+ NO2		1.207170e+01
  M41	OH	+ HNO3		= H2O	+ NO3		2.306863e+00
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	5.147801e-01
  R177	H	+ HNO2		= H2O	+ NO		4.752721e-01
  R523	OH	+ NH3		= H2O	+ NH2		5.831169e-02
  R488	OH	+ C2H4		= C2H3	+ H2O		9.875109e-03
  R309	NH	+ OH		= H2O	+ N		2.608408e-04
  R517	OH	+ HCNO		= CNO	+ H2O		2.415648e-04
  R326	NH2	+ OH		= H2O	+ NH		5.769521e-05
  R516	OH	+ HCN		= CN	+ H2O		1.002681e-05
  R498	OH	+ CH3NO3	= CH2O	+ NO2	+ H2O	1.202362e-06
  R178	H	+ HNO3		= H2O	+ NO2		1.024238e-06
  R325	NH2	+ O3		= H2O	+ NO2		6.051752e-07
  R494	OH	+ CH2O2		= CHO2	+ H2O		2.323280e-07
  P29	CH2O2			= H2O	+ CO		1.378288e-07
  R320	NH2	+ NO		= H2O	+ N2		2.252229e-09
  R321	NH2	+ NO2		= H2O	+ N2O		9.987133e-11
  R480	OH	+ C2H2		= C2H	+ H2O		1.186933e-12
  T24	CH4O2			= CH2O	+ H2O		3.350907e-17
  T22	CH4O			= CH21	+ H2O		1.379260e-41
  T16	CH2O2			= CO	+ H2O		6.175485e-44
  R107	CH4S	+ OH		= H2O	+ CH3S		0.000000e+00
  R232	H2S	+ OH		= H2O	+ HS		0.000000e+00
  R566	HSO3	+ OH		= H2O	+ SO3		0.000000e+00
  R574	HSO	+ OH		= H2O	+ SO		0.000000e+00
  P50	H2SO4			= SO3	+ H2O		0.000000e+00

H2O				LOSS RXS		INT RX RATE	TL = 2.42e+12

  P6	H2O			= H	+ OH		2.422731e+12
  P73	H2O			= H	+ H	+ O	2.197591e+08
  P72	H2O			= H2	+ O(1D)		1.872871e+08
  R218	H2O	+ CH		= CH3O			2.652472e+07
  R166	H	+ H2O		= H2	+ OH		5.159071e+06
  R456	O(1D)	+ H2O		= OH	+ OH		1.657254e+05
  R215	H2O	+ C2H		= C2H2	+ OH		1.278255e+00
  R319	NH2	+ H2O		= OH	+ NH3		1.066246e-05
  R219	H2O	+ CN		= HCN	+ OH		5.047211e-06
  R220	H2O	+ CNO		= HCNO	+ OH		1.773112e-06
  R217	H2O	+ C2H5		= C2H6	+ OH		2.183046e-08
  R287	N	+ H2O		= OH	+ NH		2.746353e-27
  R214	H2O	+ C		= CH	+ OH		2.068613e-34
  R565	SO3	+ H2O		= H2SO4			0.000000e+00

************************************************************

H2				PRODUCTION RXS		INT RX RATE	TP = 1.41e+12

  M13	H	+ H		= H2			6.948884e+11
  R162	H	+ CHO		= CO	+ H2		5.962931e+11
  R148	H	+ CH2O		= H2	+ CHO		7.568821e+10
  R182	H	+ HO2		= H2	+ O2		2.843362e+10
  P21	CH2O			= CO	+ H2		1.103821e+10
  R157	H	+ CH4		= CH3	+ H2		1.019375e+09
  P33	CH4			= CH21	+ H2		4.409924e+08
  R159	H	+ CH4O		= CH3O	+ H2		3.320763e+08
  R416	O	+ CH3		= CO	+ H2	+ H	2.603266e+08
  P72	H2O			= H2	+ O(1D)		1.872871e+08
  R596	CH21	+ H2		= CH2	+ H2		5.271414e+07
  P34	CH4			= CH	+ H2	+ H	4.992367e+07
  R154	H	+ CH3O		= CH2O	+ H2		2.779607e+07
  R168	H	+ H2O2		= H2	+ HO2		2.598833e+07
  R146	H	+ CH2		= CH	+ H2		2.215472e+07
  R145	H	+ CH		= C	+ H2		7.810364e+06
  R412	O	+ CH2		= CO	+ H2		5.304695e+06
  R166	H	+ H2O		= H2	+ OH		5.159071e+06
  R134	H	+ C2H3O		= C2H2O	+ H2		4.916650e+05
  R142	H	+ C2H5O		= C2H4O	+ H2		3.722723e+05
  R137	H	+ C2H4O		= C2H3O	+ H2		3.387686e+04
  R172	H	+ HNO		= H2	+ NO		2.543275e+04
  R399	O	+ C2H4		= C2H2O	+ H2		2.009334e+04
  P58	C2H4			= C2H2	+ H2		6.468605e+03
  R141	H	+ C2H5		= C2H4	+ H2		4.894478e+03
  R481	OH	+ C2H2		= C2HO	+ H2		4.305894e+03
  R161	H	+ CH4O2		= H2	+ CH3O2		4.136599e+03
  R143	H	+ C2H6		= C2H5	+ H2		3.790094e+03
  R451	O(1D)	+ CH4		= CH2O	+ H2		1.139031e+03
  R132	H	+ C2H3		= C2H2	+ H2		2.196210e+02
  P64	C2H6			= C2H2	+ H2	+ H2	9.786351e+01 (x2)
  P62	C2H6			= C2H4	+ H2		5.074404e+01
  R176	H	+ HNO2		= H2	+ NO2		2.358272e-02
  R324	NH2	+ O		= H2	+ NO		1.411441e-02
  R149	H	+ CH3		= CH2	+ H2		3.685417e-03
  R282	N	+ CH3		= H2	+ HCN		5.989727e-04
  P69	CH5N			= HCN	+ H2	+ H2	7.312702e-05 (x2)
  R186	H	+ NH3		= H2	+ NH2		1.352542e-06
  R135	H	+ C2H4		= C2H3	+ H2		3.801923e-07
  P43	NH3			= NH	+ H2		1.501377e-07
  R95	CH4	+ CH3		= H2	+ C2H5		9.480837e-08
  R327	NH3	+ CH		= HCN	+ H2	+ H	3.265403e-08
  R169	H	+ HCNO		= H2	+ CNO		5.525163e-11
  R179	H	+ HNO3		= H2	+ NO3		1.959665e-12
  R639	N2H4	+ H		= N2H3	+ H2		7.724373e-15
  R129	H	+ C2H2		= C2H	+ H2		5.520276e-17
  R128	H	+ C2H		= H2	+ C2		7.059229e-31
  P67	N2H2			= N2	+ H2		1.013443e-35
  T14	CH2O			= CO	+ H2		1.410996e-39
  T34	C2H4O			= C2H2O	+ H2		5.416204e-43
  T21	CH4O			= CH2O	+ H2		2.689381e-43
  T15	CH2O2			= CO2	+ H2		8.477168e-45
  T26	C2H4			= C2H2	+ H2		1.730928e-50
  R104	CH4S	+ H		= H2	+ CH3S		0.000000e+00
  R230	H2S	+ H		= H2	+ HS		0.000000e+00
  R560	HS	+ H		= H2	+ S		0.000000e+00
