Wavelength [A]	Flambda [erg s-1 cm-2 A-1]
       186.00000     0.019601983
       186.06475       1.8293635
       186.16475      0.90928494
       186.24757     0.028405341
       186.34757     0.044565625
       186.51427      0.31196078
       186.51447      0.31340073
       186.61447       60.394863
       186.85722     0.042687429
       186.95722     0.030248232
       187.08290       2.6736220
       187.19661      0.95763498
       187.26426      0.73773434
       187.36426     0.018693904
       187.48672      0.21852443
       188.40457      0.20921846
       188.62916      0.22166647
       188.72916    0.0077214702
       188.78158    0.0076085167
       188.85823       2.2166647
       188.87110    0.0074782504
       188.91939      0.41295241
       189.17656    0.0072293625
       189.27656       156.67511
       189.34682     0.036889265
       190.00000    0.0072410242
       191.55870     0.011000185
       191.58329    0.0068422667
       191.60652      0.81432919
       191.63112    0.0069055774
       191.64908    0.0069791093
       191.65092    0.0069839320
       191.67410    0.0071006810
       191.67998    0.0071318139
       191.69923    0.0073147586
       191.70199    0.0073552934
       191.72702    0.0075127684
       191.74801    0.0077374882
       191.74812    0.0077392700
       192.13802       25.026493
       192.14173       9.5940063
       192.16287    0.0091537701
       192.18613    0.0085113804
       192.20032       3.1124329
       192.23135      0.19701532
       192.24173      0.30338912
       192.25464    0.0067390705
       192.82294    0.0054638655
       192.91348       8.0075563
       193.01348       220.29265
       193.03139    0.0054588354
       193.12812       20.630037
       193.13139       22.583955
       193.22812    0.0055744240
       193.33668       41.238228
       193.43668    0.0057996262
       193.68038       5.9456590
       193.78038    0.0077696240
       193.80446    0.0082985077
       194.00000     0.077268059
       194.03724      0.43451022
       194.12199      0.11513305
       194.31901     0.019971009
       194.63822       1.5852582
       195.52854       1.7546884
       195.53050       1.7406041
       195.56377      0.74885891
       195.63050    0.0094536605
       195.66377     0.010322859
       195.83946     0.035002575
       195.85964      0.61220941
       195.93946      0.49158656
       196.00610      0.45477858
       196.00779      0.41010966
       197.22781       29.268469
       197.26049       1.2867673
       197.26715      0.59689783
       197.36049       860.99375
       197.36715       695.02432
       198.00000    0.0050038007
       198.32518       7.7624712
       200.91904    0.0062215701
       200.92623    0.0060729541
       200.93185    0.0059470282
       200.96616    0.0062344766
       200.99391    0.0079836226
       201.01880     0.055488119
       201.02070      0.13492735
       201.02623       1.9948029
       201.03185       12.348096
       201.07337     0.010263607
       201.09375       3.5958370
       202.00000    0.0055182326
       202.14849      0.25568191
       202.18247       8.4976727
       202.25864    0.0055590426
       202.35864       18.433169
       202.49177    0.0067034751
       202.70836    0.0050780854
       202.71887    0.0051227127
       202.76077    0.0054852951
       203.05354       2.2583955
       203.28191    0.0057517500
       203.32404    0.0054412665
       205.83683    0.0074456051
       205.93912     0.021953309
       205.96588      0.22003917
       206.00000     0.010427975
       206.00046     0.010169509
       206.02644    0.0093972331
       206.02699    0.0094145594
       206.56716     0.013307608
       206.63258       2.5798829
       206.63360       2.9275209
       206.66716      0.28444611
       206.87292     0.012729167
       207.29590     0.013121999
       207.45930      0.22171751
       207.88469     0.018100893
       207.99568     0.064744070
       209.40606     0.021139757
       209.46922     0.021478305
       210.00000     0.026466713
       211.40340     0.043441019
       212.35083     0.062344766
       212.41177      0.31988951
       212.41394      0.55449802
       212.41570      0.80760686
       212.41804       1.1692301
       212.97499      0.25043787
       213.05667     0.081526726
       213.06298     0.081677042
       214.00000      0.11765219
       214.23000      0.14780870
       214.23750      0.13822927
       214.24388      0.13539418
       214.27468      0.13225132
       214.28106      0.13231223
       214.58679      0.14763863
       214.85890       22.532013
       214.86958       41.077121
       215.04552       3999.4475
       215.07903      0.59169786
       215.21779      0.18927794
       215.22442      0.18988908
       215.33617      0.29201153
       215.48141      0.21057170
       215.66044      0.22834947
       215.67922       1.0819321
       216.11769      0.27612136
       216.94044      0.84488967
       217.04044       3.8663396
       217.28307      0.79377972
       217.38307      0.59142544
       217.51695      0.82908680
       217.54670      0.54789836
       217.61695      0.71416736
       217.64670       7.5404975
       217.92832      0.55373248
       218.00000       1.7088345
       218.02832      0.56741394
       218.20962       6.2001186
       218.30962       4.1533641
       218.41489      0.64773893
       218.51489      0.69486430
       218.92657      0.78036898
       218.99236       1.9952623
       219.02657      0.80760686
       219.06875      0.82054046
       219.09236      0.82775154
       219.16875       1.0962258
       219.29971      0.89495253
       219.34530      0.91054204
       219.39718      0.92875251
       219.39971      0.92960832
       219.44530      0.98423771
       219.49112       1.3338285
       219.49647       1.3715132
       219.49718       1.3822927
       219.59112       1.1038244
       219.59647       1.5595525
       219.81230       3.1528260
       219.87363       6.9871489
       219.88035       7.7339258
       219.89099       1.2302688
       219.91230       10.247077
       219.99589       1.1630543
       220.09589       1132.4004
       220.27999       4.7896083
       220.36953       5.2239619
       220.46953       5.4137725
       220.60528       1.4648731
       220.70528       1.5208977
       222.00000       2.4791340
       222.10350       2.5781014
       222.20350       2.6767019
       222.45327       5.4726793
       222.48929       3.1557312
       222.55114       3.2404103
       222.55327       3.2151408
       222.58929       3.4387452
       222.62597       3.1491982
       222.65114       3.1798014
       222.72597       3.5966651
       222.75848       3.3158891
       222.76537       3.3250639
       222.77535       3.3143625
       222.78225       3.1710274
       222.78518       3.1368951
       222.78870       3.1521001
       223.51649       4.7249803
       223.61649       4.9113400
       223.73131       4.9808103
       223.73827       4.7665044
       223.84094       5.8884366
       225.10821       11.081537
       225.13715       8.0057127
       225.14019       8.0149349
       225.17443       8.1264338
       225.20915       8.3464155
       225.21016       8.3752928
       225.21320       8.4976727
       225.27443       8.4898497
       225.29591       8.5094208
       225.29802       8.5133404
       225.39802       8.9330548
       225.45903       9.6649586
       225.55903       9.3519031
       225.58981       9.4601931
       225.64747       9.6627335
       225.68981       11.434048
       225.74587       11.754387
       225.74747       11.452492
       225.84587       10.394414
       226.00000       11.000185
       226.03374       10.459237
       226.14433       11.606466
       226.24433       12.592153
       226.53156       13.387516
       226.63156       13.889928
       226.82954       14.941700
       226.92954       15.502438
       227.22402       17.290199
       227.32402       28.093122
       227.37740       18.276793
       227.47740       18.962692
       227.57700       19.669803
       227.63025       20.109441
       227.67700       24.541438
       227.73025       20.806546
       227.73771       20.864117
       227.83771       21.862509
       228.05792    0.0091432375
       228.15792    0.0091306144
       228.65871     0.010232930
       228.75871     0.010690549
       228.82641    0.0038097809
       228.87441     0.020521070
       228.88568    0.0045206408
       228.97441    0.0089125094
       228.98684      0.52759418
       229.04908     0.024905772
       229.14908     0.011795056
       229.26647     0.057610282
       229.36647     0.016032454
       229.75636       10.967307
       229.85636     0.014625139
       229.87026    0.0067748549
       229.99287     0.013845224
       230.00000     0.013693044
       230.09287       7.0274862
       230.15010       10.094853
       230.35562      0.33674410
       230.45562     0.019511920
       230.45636     0.019293010
       230.55636     0.017885455
       230.57730     0.015933090
       230.59449     0.010254158
       230.67730     0.026375457
       230.67912     0.036982818
       230.69671       6.1404472
       230.75844     0.015139098
       231.03092      0.15477471
       231.07010       1.1076435
       231.10049       1116.8632
       231.13969      0.30338912
       231.20019     0.079891394
       231.23879     0.053370344
       231.29933     0.040383132
       231.46524       19.611012
       231.73360     0.035115592
       232.10672     0.042374052
       232.14072     0.050072584
       232.21834     0.027516931
       232.59545       12.826259
       233.29297     0.057042690
       233.31558     0.033962527
       233.39297     0.034849777
       233.41558     0.036349630
       233.45074     0.036779007
       233.46627     0.036016375
       233.49620     0.037282068
       233.52177     0.057849552
       233.53731     0.036643757
       233.56219     0.068533041
       233.59732      0.22059720
       233.62292      0.17563053
       234.00000     0.048117162
       234.12092     0.031754114
       234.13720     0.035350861
       234.14447     0.033752038
       234.17180     0.045289758
       234.19988     0.027264655
       234.20257     0.030959932
       234.24447     0.026181830
       234.25079     0.029977817
       234.26440     0.029194430
       234.35856       12.459482
       235.03151     0.059786069
       235.13151       11.854957
       235.24300     0.057876199
       235.34300       3.9391272
       235.42997      0.42746445
       235.52997     0.063562358
       236.06798       4.9408310
       236.41132     0.076753820
       236.51132     0.077893281
       237.34229       11.711162
       237.40249     0.030136999
       237.50249     0.011708466
       238.00000     0.011689609
       238.03923     0.011246050
       238.13923     0.052347989
       238.18790     0.039810717
       238.24902     0.058317648
       238.35976    0.0061037959
       238.56971    0.0067065629
       238.57921    0.0062936125
       238.81071     0.012950901
       238.91071     0.013832478
       238.97744     0.014002320
       239.07744     0.014969249
       239.10746     0.013970116
       239.14600      0.20945947
       239.16905     0.025929850
       239.17403     0.017943204
       239.18759     0.015671119
       239.21202     0.016477829
       239.22462     0.015128644
       239.24544       45.635204
       239.25901     0.015506008
       239.32462     0.014391299
       239.54665     0.021867544
       239.58512     0.016873299
       239.59177     0.017017666
       239.60440     0.028477378
       239.61858     0.024350058
       239.62278     0.024592348
       239.64207     0.020734807
       239.64665     0.017840212
       239.67067     0.017029426
       239.67831     0.017741895
       239.70549     0.017750067
       239.72491     0.023615655
       239.76106     0.037887853
       239.81057     0.017889574
       239.93569      0.93842593
       240.03569     0.018685297
       241.03714     0.048876489
       242.00000     0.031412319
       242.04507     0.031412319
       242.14025     0.041581485
       242.18775     0.040216104
       243.03851       10.127447
       243.42111     0.059868724
       243.52111     0.048361526
       243.91926     0.069903674
       243.94856     0.071055876
       243.97674     0.079597605
       243.98174     0.075127684
       243.98442     0.072828271
       244.01926     0.073977560
       244.04856     0.042579445
       244.04903     0.042559841
       244.07674     0.071762903
       244.08174     0.072660771
       244.08442     0.077357068
       244.17961     0.072861817
       244.30190     0.076155277
       244.35872     0.082813283
       244.45872     0.095345456
       244.90111       4720.6304
       244.90344       6934.2581
       244.91129       9462.3716
       245.00111      0.61574373
       245.75355       1.9195525
       245.76890       2.2709104
       245.80161       2.9073680
       245.83325       4.2550043
       245.83397       4.2805542
       245.84594       4.7195436
       245.85355       5.1963692
       245.90161       11.279764
       245.94594       35.424196
       246.00000       313328.57
       246.26494       1.8348476
       247.08030      0.15300302
       247.20510      0.11176350
       247.34108      0.14164459
       247.40699      0.15599116
       247.90319       2.5287157
       247.97536      0.12566085
       247.99899      0.13028667
       248.00090      0.13070735
       248.00319      0.13073745
       248.07536      0.12764388
       248.09899      0.12841034
       248.10090      0.12479581
       248.32028      0.14541192
       248.61575      0.33535130
       249.21361       8.2224265
       249.22727       5.4600925
       249.36487       1.0427975
       249.37855      0.94080583
       249.73129       1.1561122
       249.83129      0.20123337
       249.88462      0.17198873
       249.96234      0.15577580
       249.98462      0.15180987
       250.00000      0.14941700
       250.06234      0.18163519
       250.12100       1.3636408
       250.23569      0.10739894
       250.33569      0.10122785
       250.51210     0.065343140
       250.51687     0.070469307
       251.37249     0.051927809
       252.32211     0.094471324
       252.42211     0.094427828
       252.49547       6.6573287
       252.59547     0.099288740
       252.75977       19.426743
       252.85977      0.10408784
       252.94798      0.10705329
       253.08203      0.12427964
       253.10381      0.10881781
       253.11493      0.10896826
       253.12256      0.10911891
       253.21493      0.11117317
       253.22256      0.10558446
       253.54794     0.075352905
       254.00000      0.11337048
       254.18115      0.11730054
       254.31367      0.12006046
       254.33851      0.12055910
       254.45247       5.6741394
       254.47119      0.12299855
       254.55247      0.12450879
       254.70400      0.12708667
       254.70439      0.12735031
       254.80400      0.12879530
       254.80439      0.12592153
       254.88371       42.383811
       254.98371      0.12749701
       255.03548     0.060297596
       255.03935     0.063168418
       255.13548      0.12305521
       255.16495     0.089145618
       255.25005      0.13007685
       255.25910      0.12764388
       255.26562      0.16714754
       255.35008      0.12635720
       255.42521      0.12479581
       255.45008      0.12470963
       255.52521      0.12365167
       255.79020      0.11043329
       255.89020      0.10294375
       255.91257      0.10167168
       255.99886     0.095455290
       256.01257     0.094623716
       256.05501     0.091516626
       256.09886     0.090719365
       256.15501     0.094340897
       256.32968       7.4456051
       256.41989      0.13928361
       256.51989       2.3399146
       256.64157      0.10675789
       256.71898      0.11705770
       256.74157      0.12237706
       256.76826      0.12459482
       256.81898      0.13273945
       256.82581      0.13304544
       256.86179      0.13583134
       256.86239      0.13592521
       256.86826      0.13670991
       256.92581      0.14321879
       256.96179      0.14746875
       256.96239      0.14658853
       257.22706      0.17607593
       257.32549      0.18655204
       257.32706      0.18676694
       257.36168      0.19019540
       257.42549      0.19642646
       257.46168      0.19989411
       257.48530      0.20216222
       257.53925      0.20701413
       257.58530      0.21144626
       257.63925      0.21627185
       257.71335       2.9580125
       257.81335      0.23356082
       258.00000      0.24797049
       258.11707      0.25585859
       258.20838      0.26369385
       258.21765      0.26399761
       258.80570      0.31289599
       258.90570      0.32151408
       259.00648      0.27663046
       259.10648      0.32508730
       259.21511      0.27227013
       259.29455       4.4177384
       259.31511      0.29444216
       259.39455      0.29390028
       259.46785      0.70420645
       259.53923       1.4955468
       259.54038       1.5247548
       259.82401      0.33113112
       259.91580      0.33651157
       260.01580      0.34601904
       260.05988      0.67826593
       260.12772      0.35107508
       260.15988       2.5228998
       260.22772      0.63988216
       260.29831      0.40114372
       260.38893      0.39527559
       260.44800      0.42043610
       260.48857      0.37896578
       260.52380       9.9220178
       260.54653      0.38725764
       260.55597      0.40308812
       260.62380      0.39165169
       260.91919      0.20258160
       261.02387      0.20892961
       261.15948      0.44606690
       261.19868      0.45102436
       261.25948      0.45814189
       261.29868      0.39021144
       261.31781      0.42756289
       261.41781      0.29846953
       261.78524      0.18608013
       261.84509       53.015151
       261.94358      0.19195525
       261.97769      0.19293010
       262.00000      0.19337485
       262.07845      0.19449122
       262.11054      0.10675789
       262.17845      0.20003224
       262.40571     0.018932153
       262.47504      0.19037065
       262.54255      0.25136222
       262.54678      0.25923880
       262.57504       2.5003454
       262.61670     0.027358986
       262.62104     0.023280913
       262.64255      0.17250433
       262.82867     0.013730931
       262.88095      0.10344274
       263.44942      0.20601555
       263.69420     0.050991760
       263.72709     0.092384689
       263.77292     0.031426788
       263.81704      0.13197753
       263.86139      0.25269695
       264.25815     0.034593938
       264.32511     0.034562090
       264.33721      0.11757094
       264.34571     0.075370258
       264.47214     0.051927809
       264.48064     0.089660261
       264.84899     0.066665325
       264.98444      0.65584317
       265.19613     0.025240619
       266.00000      0.37696411
       266.36777       1.1972918
       266.46777      0.51594095
       266.89448      0.21938150
       266.93139      0.28721029
       266.94130      0.26834901
       266.97073      0.11209855
       266.97163      0.10727536
       266.98064     0.077410523
       266.98681      0.14427796
       267.03056      0.26804024
       267.05232     0.072543750
       267.12445       1.5388631
       267.19003     0.048194780
       267.64280      0.14259359
       267.87129      0.14397928
       268.45047      0.27264655
       268.62511      0.46827395
       269.17583       2.1310812
       269.27583       1.3511389
       269.33204       1.1920652
       269.43204       1.0661050
       269.46168       1.1767928
       269.56168       1.0263607
       270.00000       21.168983
       270.73543       2.2646443
       270.75670       7.9414535
       270.83543       14.527805
       270.85670       2.1463473
       270.99390       1.1730054
       271.71047      0.26607251
       271.73744      0.47863009
       271.81047      0.26049536
       271.83744      0.25941794
       271.98983      0.31849308
       272.07619      0.31340073
       272.12706      0.38877649
       272.17268      0.28183829
       272.17609      0.27983369
       272.17894      0.27052039
       272.27265      0.37583740
       272.27894      0.27567666
       272.31009      0.36182619
       272.44938      0.76260562
       273.00788      0.82908680
       273.13956      0.27101916
       273.69974     0.033411810
       273.93996      0.36483794
       274.00000      0.28086654
       274.45097      0.25415579
       274.46600     0.050745788
       274.55502      0.26564399
       274.65502      0.26662447
       274.93238      0.43062575
       275.10513      0.30206472
       275.28236     0.052856694
       275.36815       1.2086485
       275.51457      0.15911092
       276.16696      0.39482078
       276.17321      0.38097809
       276.19274      0.34777631
       276.35134      0.70388223
       276.40032      0.26466713
       276.42735      0.64032432
       276.69054      0.99815963
       276.73747      0.35188439
       276.74238      0.37687732
       276.94563      0.36719774
       277.14957      0.10120454
       277.23325      0.44534851
       277.38566      0.19592958
       277.44389      0.19364220
       277.50955      0.33273616
       277.57006      0.16032454
       277.62678      0.33265955
       277.94663      0.36576319
       278.00000       1.8071741
       278.11198      0.62646960
       278.14957      0.19915903
       278.24469      0.33985996
       278.34219      0.24581026
       278.37000      0.56208242
       278.37186      0.56182363
       278.43667      0.63445380
       278.47000      0.49124710
       278.47186      0.44658075
       278.47451      0.40169831
       278.48677      0.15506008
       278.53620      0.17815581
       278.78784      0.77125856
       278.97022      0.63226625
       279.42062      0.46344692
       279.46755      0.62201377
       279.63088     0.060228216
       279.78793      0.10621846
       279.93295       4.2082352
       279.99730      0.60450514
       280.02395      0.16285459
       280.10904      0.12453746
       280.23373      0.23610218
       280.26055      0.37230597
       280.32264       1.0934527
       280.39731       2517.6769
       280.40807       75.735588
       280.47438      0.58870808
       281.69189       495.45019
       282.00000      0.96161228
       282.06318      0.52035532
       282.20200      0.86297855
       282.21275      0.42993223
       282.22072      0.81058768
       282.71005       1.1937132
       283.39635       1.1290157
       283.41731      0.76365992
       283.46495       109.39564
       283.46800       81.245628
       283.57395      0.39792388
       283.58071      0.58532894
       283.58376      0.77642587
       283.77561       1.1476250
       284.38370       1.3523839
       284.51186       1.3097850
       284.92561       1.4368122
       285.07848       1.4746875
       285.34765       1.5409906
       285.45379       4570.8819
       285.55379       1.5867189
       285.55902       1.6462660
       285.71029       2.3960727
       285.74433       1.6323001
       285.83352       1.6672472
       285.85738      0.42082352
       285.94053       1.9601983
       285.99996      0.39111097
       286.00000      0.39111097
       286.04053       1.6069413
       286.04468       1.5581168
       286.14964       1.7442149
       286.34629       1.8050947
       286.57907       1.9032682
       286.67300       1.8030177
       286.67907       1.8467155
       287.18244       2.0021656
       287.34212       1.8289423
       287.37031       2.0753913
       287.41405       2.0864117
       287.46090       2.0888151
       287.47031       2.1110572
       287.54322       2.0873727
       287.69296       2.1722010
       287.87057       7.6966192
       287.97057       2.0984566
       288.19119       12.595053
       288.29119       11.708466
       288.31123       2.2187072
       288.33163       2.2263836
       288.43163       2.2630805
       288.44540       2.2682974
       288.54540       2.3083412
       288.55698       2.2054641
       288.59984       37.488667
       288.60735       22.908677
       288.65028       1250.2590
       288.69984       2.3648304
       288.70735       2.3670095
       288.72492       2.3741054
       288.75028       2.3845147
       288.82492       8.8226693
       288.82673       10.439988
       288.92673       2.4541438
       289.06638       2.4900037
       289.09496       2.3861624
       289.11494       11.649305
       289.14094       3.5416040
       289.18642       14.180776
       289.20563       6.8801832
       289.22766       4.2726764
       289.23100       3.9664319
       289.23183       3.7966451
       289.29200       2.6175802
       289.30563       2.4968934
       289.30615       2.4951692
       289.33183       2.6224064
       289.46878       2.6779348
       289.46953       2.6767019
       289.47674       2.6564399
       289.52292       1.8021876
       289.59024       2.7371588
       289.68093       2.7542287
       289.71701       7.6647854
       289.75103       2.8093122
       289.81701       2.8392262
       289.85103       2.6570517
       289.85196       2.6570517
       289.87036       2.8694588
       289.89700       2.8780610
       289.90877       2.8833675
       289.93314       2.8953429
       290.00000       2.8966765
       290.03826       2.7777938
       290.09152       1.4668983
       290.10112       2.7428370
       290.14724       1.5787014
       290.14926       1.6534840
       290.19345       3.0255198
       290.20112       3.0290051
       290.27307       2.9376497
       290.29345       3.0775137
       290.30896       2.9335939
       290.38981       3.1024158
       290.49981       2.4974684
       290.57832       1.4862778
       290.64153       1218.9896
       290.66168       3.3744267
       290.73858       3.1790693
       290.74153       3.2247793
       290.74951       3.4056499
       290.84951       3.4237339
       290.89894       2.7675788
       290.98451       3.7290654
       291.01974       1.6095334
       291.18694       3.6846819
       291.22993       6.9566475
       291.36604       41686.938
       291.46285       21086.281
       291.47296       3451.4374
       291.55190       6.9390497
       291.61644       4.5300188
       291.63642       4.8696753
       291.80075       1.9382063
       291.83515       4.1096042
       291.87872       4.0663055
       291.90986       3.9737451
       291.97872       4.0973211
       292.03910       3.5448674
       292.15497       4.2589251
       292.18630       4.2227950
       292.30219       3.0563283
       292.31621       3.6408266
       292.35167       4.4422194
       292.39857       4.3451022
       292.40542       4.3351088
       292.40920       4.3102256
       292.43896       9.2427243
       292.44238       11.048416
       292.47446       4.3381044
       292.49857       4.4035203
       292.50542       4.4126553
       292.51604       4.4248647
       292.59067       2.2449155
       292.59161       2.2387211
       292.59863       8.2091842
       292.69412       4.8562384
       292.73353       2.7605779
       292.92596       7.7588972
       293.04364       1076.4652
       293.06795       28.002706
       293.16795       24.417433
       293.17234       22.014053
       293.21816       11.833140
       293.29384       8.0649188
       293.38074       4.1010966
       293.39340       6.0172769
       293.48751       3.0345898
       293.52900       5.3296661
       293.54989       5.4100341
       293.62900       5.3174082
       293.72552       5.4676411
       293.74287       1.4897041
       293.80569       5.4112799
       293.82037       2.8015605
       293.88150       5.7174187
       293.96461       1.2405092
       293.97023       1.6939477
       294.00000       5.3235336
       294.03921       5.4689002
       294.11507       5.6221186
       294.21507       5.6689157
       294.26244       1.3667844
       294.33693       2.1247117
       294.51628       1.3307608
       294.64402       7.7037113
       294.66824       4.1869715
       294.74259       6.0995810
       294.75258       5.9896301
       294.84983       3.6906257
       294.96045       4.6913734
       294.97055       6.0603820
       295.01510       2.4814184
       295.04234       4.6569331
       295.06367       6.4076680
       295.14789       6.4342806
       295.26231       6.6084560
       295.36077       5.0559177
       295.41944       6.7499414
       295.51209      0.82641844
       295.51944      0.94406088
       295.56015       6.8517262
       295.60550       6.5237904
       295.63373       3.3674410
       295.65838       6.9919771
       295.66712       7.0048687
       295.70226       17.466263
       295.71600       12.606659
       295.73165       6.8754321
       295.87129       31.579118
       295.88005       7.2143964
       295.92190       7.2376904
       295.94245       2.1389469
       295.94782       2.9390028
       295.96829       7.2928957
       296.06829       7.2761225
       296.09381       7.2260340
       296.10486       5.5552038
       296.31702       7.0892452
       296.57304       7.8072844
       296.67304       7.9067863
       296.67595       7.8704579
       296.72736       7.9231887
       296.80742       7.4301914
       296.85562       17.100153
       296.95056       26.079544
       296.98698       7.1978037
       297.13947       8.3984666
       297.27576       1.5966142
       297.30696       1.5360311
       297.47872       1.6584409
       297.56263       6.1531854
       297.57804       1.5090374
       297.58237       1.5093849
       297.59690       1.6853884
       297.63402       1.6935577
       297.66130       1.7002000
       297.70659       1.7131682
       297.77192       1.7330057
       297.81724       1.7478333
       297.82735       1.7454202
       298.00000       1.7922558
       298.07954       1.8163519
       298.08675       1.8167702
       298.17954       1.9431217
