Layer	Altitude [km]	Pressure [Pa]	C2H6		CH4			CO2			H2			H2O			N2			O2			O3
0		8.50e+01		5.753e-01		7.220e-22	2.345e-08	3.450e-04	5.071e-06	4.130e-06	7.886e-01	1.971e-01	3.474e-06
1		8.30e+01		7.832e-01		6.199e-21	4.553e-08	3.496e-04	6.024e-06	8.590e-06	7.990e-01	1.998e-01	5.884e-07
2		8.10e+01		1.066e+00		1.397e-20	6.572e-08	3.499e-04	6.096e-06	1.284e-05	7.997e-01	1.999e-01	6.492e-08
3		7.90e+01		1.451e+00		1.652e-20	8.131e-08	3.499e-04	4.963e-06	1.576e-05	7.997e-01	1.999e-01	4.991e-08
4		7.70e+01		1.975e+00		1.797e-20	9.273e-08	3.499e-04	3.903e-06	1.792e-05	7.997e-01	1.999e-01	6.884e-08
5		7.50e+01		2.689e+00		1.968e-20	1.014e-07	3.499e-04	3.034e-06	1.964e-05	7.997e-01	1.999e-01	8.865e-08
6		7.30e+01		3.660e+00		2.136e-20	1.083e-07	3.499e-04	2.348e-06	2.105e-05	7.997e-01	1.999e-01	1.207e-07
7		7.10e+01		4.980e+00		2.252e-20	1.134e-07	3.499e-04	1.808e-06	2.210e-05	7.997e-01	1.999e-01	1.685e-07
8		6.90e+01		6.758e+00		2.313e-20	1.181e-07	3.499e-04	1.398e-06	2.303e-05	7.997e-01	1.999e-01	2.345e-07
9		6.70e+01		9.138e+00		2.321e-20	1.236e-07	3.499e-04	1.095e-06	2.405e-05	7.997e-01	1.999e-01	3.229e-07
10		6.50e+01		1.231e+01		2.259e-20	1.293e-07	3.499e-04	8.647e-07	2.505e-05	7.997e-01	1.999e-01	4.366e-07
11		6.30e+01		1.652e+01		2.133e-20	1.356e-07	3.499e-04	6.902e-07	2.608e-05	7.997e-01	1.999e-01	5.746e-07
12		6.10e+01		2.208e+01		1.952e-20	1.427e-07	3.499e-04	5.586e-07	2.717e-05	7.997e-01	1.999e-01	7.357e-07
13		5.90e+01		2.940e+01		1.723e-20	1.502e-07	3.499e-04	4.572e-07	2.817e-05	7.997e-01	1.999e-01	9.248e-07
14		5.70e+01		3.902e+01		1.469e-20	1.580e-07	3.499e-04	3.798e-07	2.907e-05	7.997e-01	1.999e-01	1.151e-06
15		5.50e+01		5.162e+01		1.217e-20	1.667e-07	3.499e-04	3.220e-07	2.989e-05	7.997e-01	1.999e-01	1.427e-06
16		5.30e+01		6.806e+01		9.794e-21	1.757e-07	3.499e-04	2.789e-07	3.049e-05	7.997e-01	1.999e-01	1.779e-06
17		5.10e+01		8.946e+01		7.705e-21	1.858e-07	3.499e-04	2.485e-07	3.094e-05	7.997e-01	1.999e-01	2.240e-06
18		4.90e+01		1.172e+02		5.933e-21	1.969e-07	3.499e-04	2.278e-07	3.112e-05	7.997e-01	1.999e-01	2.845e-06
19		4.70e+01		1.532e+02		4.287e-21	2.123e-07	3.499e-04	2.127e-07	3.104e-05	7.997e-01	1.999e-01	3.639e-06
20		4.50e+01		1.998e+02		2.824e-21	2.366e-07	3.499e-04	2.070e-07	3.099e-05	7.997e-01	1.999e-01	4.661e-06
21		4.30e+01		2.608e+02		1.618e-21	2.742e-07	3.499e-04	2.125e-07	3.107e-05	7.997e-01	1.999e-01	5.890e-06
22		4.10e+01		3.417e+02		8.108e-22	3.302e-07	3.499e-04	2.303e-07	3.135e-05	7.997e-01	1.999e-01	7.159e-06
23		3.90e+01		4.501e+02		3.773e-22	4.038e-07	3.499e-04	2.584e-07	3.172e-05	7.997e-01	1.999e-01	8.242e-06
24		3.70e+01		5.972e+02		1.693e-22	4.951e-07	3.499e-04	2.947e-07	3.211e-05	7.997e-01	1.999e-01	9.051e-06
25		3.50e+01		7.983e+02		7.570e-23	6.015e-07	3.499e-04	3.369e-07	3.249e-05	7.997e-01	1.999e-01	9.567e-06
26		3.30e+01		1.075e+03		3.388e-23	7.189e-07	3.499e-04	3.813e-07	3.270e-05	7.997e-01	1.999e-01	9.686e-06
27		3.10e+01		1.458e+03		1.539e-23	8.389e-07	3.499e-04	4.237e-07	3.266e-05	7.997e-01	1.999e-01	9.322e-06
28		2.90e+01		1.986e+03		7.108e-24	9.627e-07	3.499e-04	4.644e-07	3.253e-05	7.997e-01	1.999e-01	8.600e-06
29		2.70e+01		2.717e+03		3.397e-24	1.086e-06	3.499e-04	5.018e-07	3.236e-05	7.997e-01	1.999e-01	7.781e-06
30		2.50e+01		3.726e+03		1.625e-24	1.206e-06	3.499e-04	5.332e-07	3.191e-05	7.997e-01	1.999e-01	6.942e-06
31		2.30e+01		5.119e+03		7.742e-25	1.312e-06	3.499e-04	5.542e-07	3.101e-05	7.997e-01	1.999e-01	5.994e-06
