Layer	Altitude [km]	Pressure [Pa]	C2H6		CH4			CO2			H2			H2O			N2			O2			O3
0		8.50e+01		5.330e-01		6.440e-22	2.358e-08	3.447e-04	4.395e-06	3.674e-06	7.880e-01	1.970e-01	3.849e-06
1		8.30e+01		7.271e-01		5.310e-21	4.589e-08	3.495e-04	5.248e-06	7.669e-06	7.989e-01	1.997e-01	6.941e-07
2		8.10e+01		9.919e-01		1.207e-20	6.636e-08	3.499e-04	5.425e-06	1.153e-05	7.997e-01	1.999e-01	7.551e-08
3		7.90e+01		1.353e+00		1.534e-20	8.222e-08	3.499e-04	4.478e-06	1.426e-05	7.997e-01	1.999e-01	4.901e-08
4		7.70e+01		1.846e+00		1.733e-20	9.391e-08	3.499e-04	3.551e-06	1.627e-05	7.997e-01	1.999e-01	6.945e-08
5		7.50e+01		2.518e+00		1.942e-20	1.028e-07	3.499e-04	2.782e-06	1.789e-05	7.997e-01	1.999e-01	8.932e-08
6		7.30e+01		3.435e+00		2.139e-20	1.096e-07	3.499e-04	2.162e-06	1.915e-05	7.997e-01	1.999e-01	1.204e-07
7		7.10e+01		4.677e+00		2.285e-20	1.144e-07	3.499e-04	1.667e-06	2.006e-05	7.997e-01	1.999e-01	1.663e-07
8		6.90e+01		6.347e+00		2.379e-20	1.191e-07	3.499e-04	1.294e-06	2.091e-05	7.997e-01	1.999e-01	2.308e-07
9		6.70e+01		8.581e+00		2.418e-20	1.245e-07	3.499e-04	1.017e-06	2.184e-05	7.997e-01	1.999e-01	3.172e-07
10		6.50e+01		1.156e+01		2.379e-20	1.301e-07	3.499e-04	8.063e-07	2.274e-05	7.997e-01	1.999e-01	4.287e-07
11		6.30e+01		1.550e+01		2.266e-20	1.364e-07	3.499e-04	6.465e-07	2.368e-05	7.997e-01	1.999e-01	5.640e-07
12		6.10e+01		2.071e+01		2.090e-20	1.435e-07	3.499e-04	5.259e-07	2.466e-05	7.997e-01	1.999e-01	7.220e-07
13		5.90e+01		2.758e+01		1.855e-20	1.509e-07	3.499e-04	4.330e-07	2.557e-05	7.997e-01	1.999e-01	9.074e-07
14		5.70e+01		3.659e+01		1.589e-20	1.586e-07	3.499e-04	3.620e-07	2.639e-05	7.997e-01	1.999e-01	1.128e-06
15		5.50e+01		4.839e+01		1.320e-20	1.671e-07	3.499e-04	3.090e-07	2.713e-05	7.997e-01	1.999e-01	1.397e-06
16		5.30e+01		6.378e+01		1.063e-20	1.760e-07	3.499e-04	2.694e-07	2.767e-05	7.997e-01	1.999e-01	1.740e-06
17		5.10e+01		8.381e+01		8.360e-21	1.859e-07	3.499e-04	2.415e-07	2.806e-05	7.997e-01	1.999e-01	2.186e-06
18		4.90e+01		1.098e+02		6.433e-21	1.966e-07	3.499e-04	2.225e-07	2.823e-05	7.997e-01	1.999e-01	2.768e-06
19		4.70e+01		1.434e+02		4.653e-21	2.114e-07	3.499e-04	2.086e-07	2.814e-05	7.997e-01	1.999e-01	3.522e-06
20		4.50e+01		1.870e+02		3.085e-21	2.344e-07	3.499e-04	2.032e-07	2.804e-05	7.997e-01	1.999e-01	4.467e-06
21		4.30e+01		2.439e+02		1.787e-21	2.701e-07	3.499e-04	2.084e-07	2.804e-05	7.997e-01	1.999e-01	5.584e-06
22		4.10e+01		3.191e+02		9.037e-22	3.236e-07	3.499e-04	2.255e-07	2.821e-05	7.997e-01	1.999e-01	6.729e-06
23		3.90e+01		4.198e+02		4.220e-22	3.942e-07	3.499e-04	2.525e-07	2.846e-05	7.997e-01	1.999e-01	7.713e-06
24		3.70e+01		5.558e+02		1.890e-22	4.823e-07	3.499e-04	2.878e-07	2.874e-05	7.997e-01	1.999e-01	8.459e-06
25		3.50e+01		7.417e+02		8.403e-23	5.857e-07	3.499e-04	3.290e-07	2.901e-05	7.997e-01	1.999e-01	8.959e-06
26		3.30e+01		9.973e+02		3.733e-23	7.006e-07	3.499e-04	3.728e-07	2.915e-05	7.997e-01	1.999e-01	9.127e-06
27		3.10e+01		1.350e+03		1.684e-23	8.189e-07	3.499e-04	4.149e-07	2.908e-05	7.997e-01	1.999e-01	8.853e-06
28		2.90e+01		1.837e+03		7.740e-24	9.415e-07	3.499e-04	4.555e-07	2.893e-05	7.997e-01	1.999e-01	8.215e-06
