  R485	OH	+ C2H3		= C2H4O			7.387088e-04
  R486	OH	+ C2H3		= C2H2	+ H2O		7.387088e-04
  R523	OH	+ NH3		= H2O	+ NH2		1.083576e-04
  R308	NH	+ OH		= H	+ HNO		9.198584e-05
  R492	OH	+ CH2		= CH2O	+ H		2.407971e-05
  R495	OH	+ CH3		= CH3O	+ H		8.706206e-06
  R517	OH	+ HCNO		= CNO	+ H2O		8.028941e-06
  R482	OH	+ C2H2		= CO	+ CH3		6.958581e-06
  R309	NH	+ OH		= H2O	+ N		5.755263e-06
  R326	NH2	+ OH		= H2O	+ NH		5.373536e-07
  R644	NH2	+ OH		= NH3	+ O		3.127767e-07
  R516	OH	+ HCN		= CN	+ H2O		2.199264e-08
  R477	OH	+ C2H		= CO	+ CH2		1.185673e-08
  R478	OH	+ C2H		= C2H2	+ O		1.185673e-08
  R515	OH	+ HCN		= CO	+ NH2		1.236656e-11
  R509	OH	+ CNO		= HCNO	+ O		4.608414e-12
  R506	OH	+ CN		= H	+ CNO		1.167199e-12
  R480	OH	+ C2H2		= C2H	+ H2O		1.461044e-13
  R479	OH	+ C2H2		= C2H2O	+ H		3.918816e-14
  R40	NH	+ OH		= NH2	+ O		4.747473e-15
  R507	OH	+ CN		= O	+ HCN		2.743707e-15
  R528	OH	+ SO		= SO2	+ H		2.323802e-16
  M47	SO	+ OH		= HSO2			9.300072e-17
  M50	SO2	+ OH		= HSO3			5.068001e-17
  R574	HSO	+ OH		= H2O	+ SO		6.680938e-19
  R527	OH	+ S		= H	+ SO		1.770366e-19
  R232	H2S	+ OH		= H2O	+ HS		8.454232e-20
  R566	HSO3	+ OH		= H2O	+ SO3		4.261535e-20
  R473	OCS	+ OH		= CO2	+ HS		5.087350e-36
  R556	SO3	+ OH		= HO2	+ SO2		2.802192e-48
  R107	CH4S	+ OH		= H2O	+ CH3S		0.000000e+00

************************************************************

H				PRODUCTION RXS		INT RX RATE	TP = 3.40e+12

  M89	OH	+ CO		= CO2	+ H		2.228709e+12
  P6	H2O			= H	+ OH		5.319887e+11
  R512	OH	+ H2		= H2O	+ H		4.438580e+11
  R445	O	+ OH		= O2	+ H		1.746271e+11
  P20	CH2O			= CHO	+ H		1.980127e+10
  R433	O	+ H2		= H	+ OH		1.070899e+09
  R427	O	+ CHO		= CO2	+ H		9.933531e+08
  R455	O(1D)	+ H2		= H	+ OH		6.378794e+08
  R415	O	+ CH3		= CH2O	+ H		3.077520e+07
  R416	O	+ CH3		= CO	+ H2	+ H	1.257387e+07
  P40	CH4O			= CH3O	+ H		1.655622e+06
  R449	O(1D)	+ CH4		= CH3O	+ H		7.788639e+05
  P71	HNO			= NO	+ H		5.725663e+05
  R597	CH21	+ H2		= CH3	+ H		2.798274e+05
  P32	CH4			= CH3	+ H		2.453660e+05
  T18	CH3O2			= CH2O2	+ H		8.169871e+04
  R408	O	+ CH		= CO	+ H		3.727044e+04
  P34	CH4			= CH	+ H2	+ H	3.590722e+04
  R411	O	+ CH2		= CO	+ H	+ H	2.241914e+04 (x2)
  R403	O	+ C2H5		= C2H4O	+ H		1.024038e+04
  P28	CH2O2			= CHO2	+ H		8.443999e+03
  R203	H2	+ CH3		= CH4	+ H		5.917356e+03
  P73	H2O			= H	+ H	+ O	2.553169e+03 (x2)
  R370	NO2	+ CHO		= NO	+ CO2	+ H	2.446672e+03
  R295	N	+ OH		= NO	+ H		1.299586e+03
  T47	CH3O			= CH2O	+ H		6.504063e+02
  T38	C2H5O			= C2H4O	+ H		2.591425e+02
  R396	O	+ C2H4		= C2H3O	+ H		1.698304e+02
  R452	O(1D)	+ CH4O		= CH3O2	+ H		1.910141e+01
  R206	H2	+ CHO		= CH2O	+ H		3.967648e+00
  R304	NH	+ O		= NO	+ H		2.994575e+00
  R322	NH2	+ O		= H	+ HNO		1.176069e+00
  R204	H2	+ CH3O		= CH4O	+ H		8.325843e-01
  R198	H2	+ C2H5		= C2H6	+ H		1.936247e-01
  R33	CH	+ CH4		= C2H4	+ H		1.693572e-01
  R202	H2	+ CH		= CH2	+ H		1.235590e-01
  P57	C2H3			= C2H2	+ H		1.189265e-01
  P63	C2H6			= C2H4	+ H	+ H	5.611497e-02 (x2)
  R395	O	+ C2H3		= C2H2O	+ H		3.348483e-02
  P56	C2H2			= C2H	+ H		1.283603e-02
  P42	NH3			= NH2	+ H		1.098544e-02
  R195	H2	+ C2H		= C2H2	+ H		7.288422e-03
  P59	C2H4			= C2H2	+ H	+ H	5.979243e-03 (x2)
  P60	C2H4			= C2H3	+ H		1.195849e-03
  R390	O	+ C2H2		= H	+ C2HO		1.044764e-03
  R308	NH	+ OH		= H	+ HNO		9.198584e-05
  R209	H2	+ HO2		= H2O2	+ H		5.815665e-05
  R212	H2	+ NH2		= NH3	+ H		4.196626e-05
  R492	OH	+ CH2		= CH2O	+ H		2.407971e-05
  R495	OH	+ CH3		= CH3O	+ H		8.706206e-06
  R197	H2	+ C2H3		= C2H4	+ H		7.288530e-06
  R435	O	+ HCN		= H	+ CNO		5.479557e-06
  P41	HCN			= H	+ CN		5.306940e-06
  R281	N	+ CH		= CN	+ H		4.146000e-06
  R301	NH	+ NO		= N2O	+ H		3.718438e-06
  R44	CH2	+ CH3		= C2H4	+ H		1.320713e-06
  R339	NO	+ CH		= H	+ CNO		3.505273e-07
  R289	N	+ NH		= N2	+ H		5.177780e-09
  R207	H2	+ CN		= HCN	+ H		4.737521e-09
  T27	C2H5			= C2H4	+ H		3.844511e-10
  R213	H2	+ NO2		= H	+ HNO2		1.228993e-12
  R506	OH	+ CN		= H	+ CNO		1.167199e-12
  R277	N	+ C2H3		= C2H2N	+ H		3.733839e-13
  R479	OH	+ C2H2		= C2H2O	+ H		3.918816e-14
  P68	N2H4			= N2H3	+ H		9.595620e-15
  T2	HO2			= O2	+ H		3.736242e-15
  R205	H2	+ CH3O2		= CH4O2	+ H		2.365953e-15
  P70	C2H5N			= HCN	+ CH3	+ H	1.210784e-15
  R528	OH	+ SO		= SO2	+ H		2.323802e-16
  T8	HNO			= H	+ NO		6.257374e-17
  T43	HSO2			= SO2	+ H		2.829645e-17
  R3	C	+ H2		= CH	+ H		1.048730e-17
  R266	HS	+ O		= H	+ SO		1.046370e-17
  P45	H2S			= HS	+ H		3.908649e-19
  R527	OH	+ S		= H	+ SO		1.770366e-19
  R327	NH3	+ CH		= HCN	+ H2	+ H	1.921965e-20
  T49	CHO2			= CO2	+ H		8.453325e-25
  T25	C2H3			= C2H2	+ H		4.408583e-25
  T19	CH4O			= CH3O	+ H		1.167689e-25
  R546	SO2	+ C2H		= CO	+ OCS	+ H	1.555431e-31
  R10	H2	+ C2H4		= C2H5	+ H		1.527953e-42
  R41	H2	+ C2H2		= C2H3	+ H		5.743858e-45
  R533	S	+ HS		= H	+ S2		1.366825e-45
  T28	C2H6			= C2H5	+ H		1.128555e-48
  T42	HSO			= SO	+ H		1.662273e-51
  T59	H2S			= HS	+ H		1.610441e-56
  T57	HCN			= H	+ CN		1.811104e-74
  T46	CHO			= CO	+ H		6.322530e-141
  P38	H2			= H	+ H		0.000000e+00 (x2)

H				LOSS RXS		INT RX RATE	TL = 3.40e+12

  M17	H	+ O2		= HO2			2.230496e+12
  M12	H	+ CO		= CHO			4.194780e+11
  R162	H	+ CHO		= CO	+ H2		3.654041e+11
  R180	H	+ HO2		= OH	+ OH		1.410063e+11
  R192	H	+ O3		= OH	+ O2		1.244383e+11
  M10	H	+ CHO		= CH2O			7.451119e+10
  R148	H	+ CH2O		= H2	+ CHO		1.753891e+10
  R182	H	+ HO2		= H2	+ O2		1.351311e+10
  M18	H	+ OH		= H2O			4.081575e+09
  R181	H	+ HO2		= O	+ H2O		3.133474e+09
  M57	H	+ CH3		= CH4			1.809573e+09
  M16	H	+ O		= OH			1.732481e+09
  M13	H	+ H		= H2			1.340397e+09 (x2)
  R167	H	+ H2O2		= OH	+ H2O		6.017265e+08
  R152	H	+ CH3O		= CH4O			1.651534e+08
  M88	H	+ CH2O		= CH3O			1.580234e+08
  R153	H	+ CH3O		= CH3	+ OH		9.156135e+07
  R168	H	+ H2O2		= H2	+ HO2		7.184765e+07
  R157	H	+ CH4		= CH3	+ H2		4.870076e+07
  R159	H	+ CH4O		= CH3O	+ H2		2.922847e+07
  R154	H	+ CH3O		= CH2O	+ H2		5.722583e+06
  R172	H	+ HNO		= H2	+ NO		2.210954e+06
  M15	H	+ NO		= HNO			2.154913e+06
  R189	H	+ NO2		= OH	+ NO		1.339382e+06
  R166	H	+ H2O		= H2	+ OH		1.174866e+06
  R138	H	+ C2H4O		= CH4	+ CHO		1.111745e+06
  R137	H	+ C2H4O		= C2H3O	+ H2		6.835173e+05
  M58	H	+ C2H5		= C2H6			3.890979e+04
  R140	H	+ C2H5		= CH3	+ CH3		3.487059e+04
  R133	H	+ C2H3O		= CHO	+ CH3		3.110734e+04
  R134	H	+ C2H3O		= C2H2O	+ H2		1.696763e+04
  R142	H	+ C2H5O		= C2H4O	+ H2		5.367356e+03
  R130	H	+ C2H2O		= CO	+ CH3		3.991699e+03
  R143	H	+ C2H6		= C2H5	+ H2		3.193848e+03
  R136	H	+ C2H4O		= C2H5O			2.918776e+03
  M9	H	+ C2H4		= C2H5			2.001416e+03
  R141	H	+ C2H5		= C2H4	+ H2		1.743529e+03
  R165	H	+ CO2		= CO	+ OH		8.362663e+02
  R190	H	+ NO3		= OH	+ NO2		8.158185e+02
  R175	H	+ HNO2		= OH	+ HNO		8.510788e+01
  R177	H	+ HNO2		= H2O	+ NO		2.915369e+01
  R146	H	+ CH2		= CH	+ H2		2.853713e+01
  R155	H	+ CH3O2		= CH3O	+ OH		1.309927e+01
  R145	H	+ CH		= C	+ H2		4.821584e+00
  M23	N	+ H		= NH			3.277885e+00
  R176	H	+ HNO2		= H2	+ NO2		2.158717e+00
  R150	H	+ CH3NO2	= CH4O	+ NO		1.668674e+00
  R131	H	+ C2H3		= C2H4			1.030114e-01
  M7	H	+ C2H2		= C2H3			7.482569e-02
  R161	H	+ CH4O2		= H2	+ CH3O2		3.099438e-02
  R160	H	+ CH4O2		= CH3O	+ H2O		2.568712e-02
  R132	H	+ C2H3		= C2H2	+ H2		1.039270e-02
  M14	H	+ NH2		= NH3			6.254076e-03
  R171	H	+ HCNO		= CO	+ NH2		5.376549e-03
  R178	H	+ HNO3		= H2O	+ NO2		2.273195e-03
  R149	H	+ CH3		= CH2	+ H2		1.905318e-03
  M56	H	+ CH2		= CH3			1.598320e-03
  R173	H	+ HNO		= OH	+ NH		3.033584e-05
  R135	H	+ C2H4		= C2H3	+ H2		2.667556e-06
  R163	H	+ CNO		= CO	+ NH		9.581579e-07
  R127	H	+ C2H		= C2H2			3.834933e-07
  R179	H	+ HNO3		= H2	+ NO3		1.283594e-08
  R186	H	+ NH3		= H2	+ NH2		2.067632e-09
  M11	H	+ CN		= HCN			2.936928e-11
  R169	H	+ HCNO		= H2	+ CNO		9.847626e-12
  R164	H	+ CNO		= HCN	+ O		3.425823e-12
  R183	H	+ N2O		= NO	+ NH		8.673832e-13
  R174	H	+ HNO		= NH2	+ O		4.345175e-14
  R156	H	+ CH3O2		= CH4	+ O2		2.858108e-14
  R641	N2H3	+ H		= NH2	+ NH2		9.605748e-15
  R129	H	+ C2H2		= C2H	+ H2		1.806938e-16
  R575	HSO	+ H		= HS	+ OH		3.229366e-17
  M51	H	+ SO		= HSO			2.992454e-17
  R560	HS	+ H		= H2	+ S		1.809248e-17
  M48	SO2	+ H		= HSO2			1.349941e-17
  R639	N2H4	+ H		= N2H3	+ H2		1.012641e-17
  R567	HSO3	+ H		= H2	+ SO3		3.761047e-18
  R576	HSO	+ H		= H2	+ SO		2.870548e-18
  R230	H2S	+ H		= H2	+ HS		9.260536e-19
  R554	SO3	+ H		= OH	+ SO2		6.046834e-23
  R188	H	+ NO		= OH	+ N		4.522429e-29
  R128	H	+ C2H		= H2	+ C2		4.248459e-31
  R187	H	+ NO		= NH	+ O		3.848179e-44
  R103	CH4S	+ H		= CH3	+ H2S		0.000000e+00
  R104	CH4S	+ H		= H2	+ CH3S		0.000000e+00

************************************************************

CO				PRODUCTION RXS		INT RX RATE	TP = 3.17e+12

  P36	CO2			= CO	+ O		2.708699e+12
  R162	H	+ CHO		= CO	+ H2		3.654041e+11
  P37	CO2			= CO	+ O(1D)		6.023291e+10
  R118	CHO	+ O2		= CO	+ HO2		1.820332e+10
  P21	CH2O			= CO	+ H2		1.774736e+10
  R561	CHO	+ CHO		= CH2O	+ CO		1.701050e+09
  R504	OH	+ CHO		= CO	+ H2O		1.229528e+09
  R426	O	+ CHO		= CO	+ OH		9.933531e+08
  R6	C	+ O2		= CO	+ O		9.060003e+07
  R71	CH3	+ CHO		= CH4	+ CO		3.750206e+07
  R416	O	+ CH3		= CO	+ H2	+ H	1.257387e+07
  T32	C2H3O			= CO	+ CH3		2.304584e+06
  R113	CHO	+ CH3O		= CH4O	+ CO		2.017346e+06
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	1.037388e+06
  R348	NO	+ CHO		= CO	+ HNO		8.426218e+05
  P23	C2H4O			= CO	+ CH4		1.098961e+05
  R408	O	+ CH		= CO	+ H		3.727044e+04
  R123	CO2	+ CH2		= CH2O	+ CO		2.699792e+04
  R411	O	+ CH2		= CO	+ H	+ H	2.241914e+04
  R369	NO2	+ CHO		= NO	+ CO	+ OH	1.696174e+04
  R412	O	+ CH2		= CO	+ H2		1.363831e+04
  R483	OH	+ C2H2O		= CO	+ CH3O		1.090548e+04
  P29	CH2O2			= H2O	+ CO		8.443999e+03
  R130	H	+ C2H2O		= CO	+ CH3		3.991699e+03
  R112	CHO	+ C2H5		= C2H6	+ CO		3.451855e+03
  R165	H	+ CO2		= CO	+ OH		8.362663e+02
  R110	CHO	+ C2H3O		= C2H4O	+ CO		8.264553e+02
  R60	CH3	+ C2H3O		= C2H6	+ CO		2.496320e+01
  R200	H2	+ C2HO		= CH3	+ CO		2.812942e+00
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	1.146168e-01
  R391	O	+ C2H2		= CO	+ CH2		1.137620e-01
  R336	NO	+ C2HO		= CO	+ HCNO		5.408923e-03
  R171	H	+ HCNO		= CO	+ NH2		5.376549e-03
  R109	CHO	+ C2H3		= C2H4	+ CO		3.150553e-03
  R296	N2O	+ C		= CO	+ N2		1.426893e-03
  R50	CH2	+ CHO		= CO	+ CH3		9.735601e-05
  R389	O	+ C2H		= CO	+ CH		5.858966e-05
  R430	O	+ CN		= CO	+ N		5.560504e-05
  R331	NO	+ C		= CO	+ N		2.419000e-05
  R431	O	+ CNO		= CO	+ NO		1.018690e-05
  R482	OH	+ C2H2		= CO	+ CH3		6.958581e-06
  R436	O	+ HCN		= CO	+ NH		2.348381e-06
  R340	NO	+ CH		= CO	+ NH		2.190796e-06
  R163	H	+ CNO		= CO	+ NH		9.581579e-07
  R35	CH2	+ C2H2O		= C2H4	+ CO		3.249473e-07
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	4.003079e-08
  R117	CHO	+ CNO		= HCNO	+ CO		2.374287e-08
  R477	OH	+ C2H		= CO	+ CH2		1.185673e-08
  R108	CHO	+ C2H		= C2H2	+ CO		1.717264e-09
  R421	O3	+ C2H2		= CO	+ CH2O2		3.005859e-10
  R333	NO	+ C2H		= HCN	+ CO		1.766205e-10
  R350	NO	+ CNO		= CO	+ N2O		1.302373e-10
  R352	NO	+ CNO		= CO	+ N2	+ O	7.163747e-11
  R568	NO2	+ CHO		= CO	+ HNO2		1.366422e-11
  R515	OH	+ HCN		= CO	+ NH2		1.236656e-11
  R116	CHO	+ CN		= HCN	+ CO		4.230328e-12
  R375	NO2	+ CNO		= CO	+ NO	+ NO	2.958609e-12
  R355	NO2	+ C		= CO	+ NO		1.613024e-12
  T16	CH2O2			= CO	+ H2O		1.286805e-12
  R372	NO2	+ CN		= CO	+ N2O		4.414464e-17
  R572	S	+ CO2		= SO	+ CO		2.673471e-17
  R543	SO	+ CHO		= HSO	+ CO		6.979625e-18
  R267	HS	+ CHO		= H2S	+ CO		1.844962e-18
  R569	S	+ CHO		= HS	+ CO		5.139049e-19
  R330	NH3	+ CNO		= CO	+ N2H3		2.516281e-21
  T48	CHO2			= CO	+ OH		2.532614e-23
  R124	CO2	+ CN		= CNO	+ CO		2.079816e-23
  R8	C	+ SO2		= CO	+ SO		4.771681e-24
  T30	C2H2O			= CO	+ CH2		2.116996e-26
  T14	CH2O			= CO	+ H2		1.102541e-26
  R546	SO2	+ C2H		= CO	+ OCS	+ H	1.555431e-31
  P31	OCS			= CO	+ S		1.375177e-31
  T40	CNO			= CO	+ N		1.152463e-31
  R475	OCS	+ O		= CO	+ SO		8.735176e-34
  R467	O(1D)	+ OCS		= CO	+ SO		5.026094e-38
  T29	C2HO			= CO	+ CH		5.275729e-39
  T35	C2H4O			= CH4	+ CO		1.345253e-39
  R125	CS	+ O		= CO	+ S		6.186524e-44
  R7	C	+ OCS		= CO	+ CS		2.672336e-44
  R538	S	+ OCS		= CO	+ S2		1.849039e-62
  T60	OCS			= CO	+ S		1.074556e-65
  T46	CHO			= CO	+ H		6.322530e-141

CO				LOSS RXS		INT RX RATE	TL = 3.17e+12

  M89	OH	+ CO		= CO2	+ H		2.228709e+12
  M39	OH	+ CO		= CHO2			5.120517e+11
  M12	H	+ CO		= CHO			4.194780e+11
  M31	O	+ CO		= CO2			1.402834e+10
  P35	CO			= C	+ O		9.060004e+07
  M6	CO	+ CH3		= C2H3O			8.775912e+04
  M5	CO	+ CH		= C2HO			5.155805e+00
  R122	CO	+ CH3		= C2H2	+ OH		2.265130e-34
  R121	CO	+ C2H4		= C2H3	+ CHO		4.392877e-60
  R120	CO	+ C2H2		= C2H	+ CHO		8.782514e-76
  R88	CH3S	+ CO		= OCS	+ CH3		0.000000e+00

************************************************************

HO2				PRODUCTION RXS		INT RX RATE	TP = 2.69e+12

  M17	H	+ O2		= HO2			2.230496e+12
  R645	O2	+ CHO2		= HO2	+ CO2		4.393898e+11
  R118	CHO	+ O2		= CO	+ HO2		1.820332e+10
  R513	OH	+ H2O2		= H2O	+ HO2		3.477399e+09
  R168	H	+ H2O2		= H2	+ HO2		7.184765e+07
  R81	CH3O	+ O2		= CH2O	+ HO2		2.564643e+07
  R525	OH	+ O3		= HO2	+ O2		2.522023e+07
  R434	O	+ H2O2		= OH	+ HO2		1.350629e+07
  R224	H2O2	+ CH3		= CH4	+ HO2		1.097190e+06
  P18	HNO4			= NO2	+ HO2		2.079085e+05
  T13	HNO4			= HO2	+ NO2		1.076731e+05
  R26	C2H5O	+ O2		= C2H4O	+ HO2		8.926119e+03
  R227	H2O2	+ CHO		= CH2O	+ HO2		4.464439e+02
  R524	OH	+ NO3		= HO2	+ NO2		1.390597e+02
  R223	H2O2	+ C2H5		= C2H6	+ HO2		4.192925e+01
  R225	H2O2	+ CH3O		= CH4O	+ HO2		1.129822e+01
  R221	H2O2	+ C2H3		= C2H4	+ HO2		3.264406e-03
  R222	H2O2	+ C2H3O		= C2H4O	+ HO2		4.811450e-04
  R226	H2O2	+ CH3O2		= CH4O2	+ HO2		2.634614e-07
  R273	HSO2	+ O2		= HO2	+ SO2		7.857087e-17
  R275	HSO3	+ O2		= HO2	+ SO3		4.573458e-17
  R556	SO3	+ OH		= HO2	+ SO2		2.802192e-48
  T11	HNO3			= HO2	+ NO		0.000000e+00

HO2				LOSS RXS		INT RX RATE	TL = 2.69e+12

  R441	O	+ HO2		= OH	+ O2		2.347368e+12
  R180	H	+ HO2		= OH	+ OH		1.410063e+11
  R257	HO2	+ HO2		= H2O2	+ O2		4.476995e+10 (x2)
  M19	HO2	+ HO2		= H2O2	+ O2		2.687121e+10 (x2)
  P5	HO2			= O	+ OH		2.585667e+10
  R522	OH	+ HO2		= H2O	+ O2		1.743742e+10
  R182	H	+ HO2		= H2	+ O2		1.351311e+10
  R181	H	+ HO2		= O	+ H2O		3.133474e+09
  R261	HO2	+ O3		= OH	+ O2	+ O2	5.641099e+07
  R259	HO2	+ NO		= OH	+ NO2		1.917725e+07
  M20	HO2	+ NO2		= HNO4			3.792727e+05
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	4.405693e+04
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	1.187176e+03
  R250	HO2	+ C2H5		= C2H4	+ H2O2		4.717993e+02
  R251	HO2	+ C2H5		= C2H6	+ O2		4.717993e+02
  R254	HO2	+ CH3O2		= CH4O2	+ O2		1.287298e+01
  R252	HO2	+ CH2O		= CHO	+ H2O2		6.567345e+00
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	1.146168e-01
  R255	HO2	+ CH4O		= CH3O	+ H2O2		1.791511e-02
  R258	HO2	+ NH2		= NH3	+ O2		8.340795e-03
  R209	H2	+ HO2		= H2O2	+ H		5.815665e-05
  R248	HO2	+ C2H4		= C2H4O	+ OH		1.243483e-05
  R245	HO2	+ C2H2		= C2H2O	+ OH		6.798793e-09
  R244	HO2	+ C2H2		= C2H3	+ O2		1.095329e-13
  T2	HO2			= O2	+ H		3.736242e-15
  R263	HS	+ HO2		= OH	+ HSO		2.679210e-18
  R570	S	+ HO2		= HS	+ O2		1.422575e-18
  R571	S	+ HO2		= SO	+ OH		1.422575e-18
  R551	SO2	+ HO2		= HSO2	+ O2		1.262357e-21

************************************************************

H2O				PRODUCTION RXS		INT RX RATE	TP = 5.43e+11

  R512	OH	+ H2		= H2O	+ H		4.438580e+11
  R505	OH	+ CHO2		= CO2	+ H2O		5.962471e+10
  R522	OH	+ HO2		= H2O	+ O2		1.743742e+10
  R493	OH	+ CH2O		= CHO	+ H2O		7.835304e+09
  M18	H	+ OH		= H2O			4.081575e+09
  R513	OH	+ H2O2		= H2O	+ HO2		3.477399e+09
  R181	H	+ HO2		= O	+ H2O		3.133474e+09
  R501	OH	+ CH4		= CH3	+ H2O		2.094330e+09
  R504	OH	+ CHO		= CO	+ H2O		1.229528e+09
  R167	H	+ H2O2		= OH	+ H2O		6.017265e+08
  R502	OH	+ CH4O		= CH3O	+ H2O		1.034694e+08
  R526	OH	+ OH		= H2O	+ O		3.817889e+06
  R489	OH	+ C2H4O		= C2H3O	+ H2O		1.483303e+06
  R491	OH	+ C2H6		= C2H5	+ H2O		1.002723e+05
  R499	OH	+ CH3O		= CH2O	+ H2O		5.294078e+04
  R496	OH	+ CH3		= CH2	+ H2O		2.584536e+04
  R519	OH	+ HNO		= H2O	+ NO		1.686478e+04
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	1.114995e+04
  P29	CH2O2			= H2O	+ CO		8.443999e+03
  R494	OH	+ CH2O2		= CHO2	+ H2O		6.752243e+03
  R520	OH	+ HNO2		= H2O	+ NO2		8.997309e+02
  M41	OH	+ HNO3		= H2O	+ NO3		5.401163e+02
  R487	OH	+ C2H3O		= C2H2O	+ H2O		3.476772e+02
  R490	OH	+ C2H5		= C2H4	+ H2O		2.820467e+02
  R177	H	+ HNO2		= H2O	+ NO		2.915369e+01
  R503	OH	+ CH4O2		= CH3O2	+ H2O		4.272359e+00
  R160	H	+ CH4O2		= CH3O	+ H2O		2.568712e-02
  R178	H	+ HNO3		= H2O	+ NO2		2.273195e-03
  R498	OH	+ CH3NO3	= CH2O	+ NO2	+ H2O	2.203538e-03
  R488	OH	+ C2H4		= C2H3	+ H2O		1.859380e-03
  R325	NH2	+ O3		= H2O	+ NO2		1.548938e-03
  R486	OH	+ C2H3		= C2H2	+ H2O		7.387088e-04
  R523	OH	+ NH3		= H2O	+ NH2		1.083576e-04
  R320	NH2	+ NO		= H2O	+ N2		3.833262e-05
  R517	OH	+ HCNO		= CNO	+ H2O		8.028941e-06
  R309	NH	+ OH		= H2O	+ N		5.755263e-06
  R321	NH2	+ NO2		= H2O	+ N2O		1.191318e-06
  R326	NH2	+ OH		= H2O	+ NH		5.373536e-07
  R516	OH	+ HCN		= CN	+ H2O		2.199264e-08
  T16	CH2O2			= CO	+ H2O		1.286805e-12
  R480	OH	+ C2H2		= C2H	+ H2O		1.461044e-13
  T24	CH4O2			= CH2O	+ H2O		7.910759e-18
  P50	H2SO4			= SO3	+ H2O		7.105204e-18
  R574	HSO	+ OH		= H2O	+ SO		6.680938e-19
  R232	H2S	+ OH		= H2O	+ HS		8.454232e-20
  R566	HSO3	+ OH		= H2O	+ SO3		4.261535e-20
  T22	CH4O			= CH21	+ H2O		3.205438e-40
  R107	CH4S	+ OH		= H2O	+ CH3S		0.000000e+00

H2O				LOSS RXS		INT RX RATE	TL = 5.32e+11

  P6	H2O			= H	+ OH		5.319887e+11
  R456	O(1D)	+ H2O		= OH	+ OH		5.447078e+07
  R166	H	+ H2O		= H2	+ OH		1.174866e+06
  P73	H2O			= H	+ H	+ O	2.553169e+03
  P72	H2O			= H2	+ O(1D)		2.162334e+03
  R218	H2O	+ CH		= CH3O			1.413893e-01
  R215	H2O	+ C2H		= C2H2	+ OH		5.351769e-03
  R319	NH2	+ H2O		= OH	+ NH3		1.366395e-05
  R220	H2O	+ CNO		= HCNO	+ OH		2.305637e-06
  R217	H2O	+ C2H5		= C2H6	+ OH		2.272232e-06
  R219	H2O	+ CN		= HCN	+ OH		1.452026e-08
  R565	SO3	+ H2O		= H2SO4			1.514720e-16
  R287	N	+ H2O		= OH	+ NH		1.241553e-24
  R214	H2O	+ C		= CH	+ OH		4.348462e-37

************************************************************

CHO2				PRODUCTION RXS		INT RX RATE	TP = 5.12e+11

  M39	OH	+ CO		= CHO2			5.120517e+11
  R368	NO2	+ CHO		= NO	+ CHO2		1.149158e+04
  P28	CH2O2			= CHO2	+ H		8.443999e+03
  R494	OH	+ CH2O2		= CHO2	+ H2O		6.752243e+03

CHO2				LOSS RXS		INT RX RATE	TL = 5.03e+11

  R645	O2	+ CHO2		= HO2	+ CO2		4.393898e+11
  R505	OH	+ CHO2		= CO2	+ H2O		5.962471e+10
  R428	O	+ CHO2		= CO2	+ OH		4.083411e+09
  T48	CHO2			= CO	+ OH		2.532614e-23
  T49	CHO2			= CO2	+ H		8.453325e-25

************************************************************

CHO				PRODUCTION RXS		INT RX RATE	TP = 4.65e+11

  M12	H	+ CO		= CHO			4.194780e+11
  P20	CH2O			= CHO	+ H		1.980127e+10
  R148	H	+ CH2O		= H2	+ CHO		1.753891e+10
  R493	OH	+ CH2O		= CHO	+ H2O		7.835304e+09
  R413	O	+ CH2O		= CHO	+ OH		1.328129e+08
  R138	H	+ C2H4O		= CH4	+ CHO		1.111745e+06
  P22	C2H4O			= CHO	+ CH3		1.070364e+06
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	1.037388e+06
  P27	CH2O2			= CHO	+ OH		3.940533e+04
  R133	H	+ C2H3O		= CHO	+ CH3		3.110734e+04
  R79	CH3O	+ CH2O		= CH4O	+ CHO		1.787360e+03
  R398	O	+ C2H4		= CH3	+ CHO		4.220891e+02
  R66	CH3	+ CH2O		= CH4	+ CHO		7.837814e+01
  R252	HO2	+ CH2O		= CHO	+ H2O2		6.567345e+00
  R53	CH2O	+ C2H5		= C2H6	+ CHO		4.178118e-03
  R56	CH2O	+ CNO		= HCNO	+ CHO		3.837585e-07
  R338	NO	+ CH		= N	+ CHO		1.165503e-07
  R52	CH2O	+ C2H3O		= C2H4O	+ CHO		9.098649e-08
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	4.003079e-08
  R51	CH2O	+ C2H3		= C2H4	+ CHO		1.940545e-09
  R55	CH2O	+ CN		= HCN	+ CHO		2.949809e-10
  R54	CH2O	+ CH3O2		= CHO	+ CH4O2		2.620090e-10
  R362	NO2	+ CH		= CHO	+ NO		7.685666e-12
  R272	HS	+ CH2O		= H2S	+ CHO		2.076017e-18
