Type	Std	Rate
R1	0.000000e+00	3.283697e-102	0.000000e+00	0.000000e+00	3.015315e-114	3.795734e-116	4.608169e-118	0.000000e+00	1.848133e-120	0.000000e+00	0.000000e+00	1.151005e-118	5.939165e-118	2.343889e-117	6.883329e-116	0.000000e+00	8.150230e-114	5.399121e-113	3.710097e-112	2.969726e-111	3.387598e-110	4.974291e-109	8.308812e-108	1.308822e-106	1.746826e-105	1.864957e-104	1.462150e-103	8.768170e-103	4.039396e-102	1.453022e-101	4.395992e-101	1.200075e-100	3.897737e-100	1.268950e-99	3.351459e-99	8.380930e-99	1.971943e-98	4.125070e-98	7.003566e-98	8.864568e-98	7.999277e-98	4.255822e-95	2.780049e-91	1.165553e-88	4.233485e-82	2.560679e-80	2.124684e-79	1.599972e-78	8.144730e-78	4.031553e-77	1.889512e-76	6.997791e-76	1.862993e-75	3.435866e-75	4.354112e-75	3.837475e-75	2.444152e-75	1.403889e-72	1.669462e-67	6.726617e-62	4.110084e-61	6.200635e-61	6.381652e-61	5.482005e-61	4.249184e-61	3.083495e-61	2.125224e-61	1.390828e-61	8.580812e-62	4.970515e-62	2.712514e-62	1.406305e-62	6.994130e-63	3.366516e-63	1.579712e-63	7.267587e-64	3.292315e-64	1.473470e-64	6.531273e-65	2.872799e-65	1.255767e-65	5.461497e-66	2.365408e-66	1.020943e-66	4.393813e-67	1.886325e-67	8.081126e-68	3.455539e-68	1.475102e-68	6.286827e-69	2.675173e-69	1.136461e-69	4.819156e-70	2.039286e-70	8.607724e-71	3.621854e-71	1.517808e-71	6.326904e-72	2.618539e-72	1.073322e-72	
R2	0.000000e+00	8.207351e-101	0.000000e+00	0.000000e+00	1.607923e-114	0.000000e+00	5.612287e-116	0.000000e+00	3.422856e-118	0.000000e+00	0.000000e+00	1.372549e-114	2.829012e-113	4.345558e-112	2.899868e-110	0.000000e+00	1.763827e-107	1.740522e-106	1.484536e-105	1.286320e-104	1.408807e-103	1.791599e-102	2.431509e-101	3.030537e-100	3.202536e-99	2.801201e-98	1.931169e-97	1.100669e-96	5.188226e-96	2.028037e-95	6.944977e-95	2.189502e-94	8.256448e-94	2.981425e-93	8.176871e-93	1.984551e-92	4.256435e-92	7.755590e-92	1.125507e-91	1.231523e-91	1.007109e-91	6.732112e-89	2.415450e-85	5.452069e-83	1.089079e-76	3.807427e-75	1.905625e-74	9.010607e-74	2.988405e-73	9.967599e-73	3.245594e-72	8.582187e-72	1.670783e-71	2.299279e-71	2.209459e-71	1.493482e-71	7.340850e-72	3.454804e-69	3.296396e-60	2.730108e-55	1.350395e-55	1.266238e-55	9.780489e-56	6.972523e-56	4.867118e-56	3.479272e-56	2.609046e-56	1.980631e-56	1.402624e-56	8.718658e-57	4.708518e-57	2.283073e-57	1.041890e-57	4.636919e-58	2.050611e-58	9.079912e-59	4.034395e-59	1.798882e-59	8.044540e-60	3.605713e-60	1.618981e-60	7.279277e-61	3.276602e-61	1.476338e-61	6.658015e-62	3.005330e-62	1.357798e-62	6.140322e-63	2.779621e-63	1.259650e-63	5.715066e-64	2.596234e-64	1.181060e-64	5.381216e-65	2.456421e-65	1.124278e-65	5.171608e-66	2.410055e-66	1.168456e-66	6.354134e-67	
R3	0.000000e+00	7.124393e-49	0.000000e+00	0.000000e+00	3.522524e-58	7.970214e-59	1.425836e-59	0.000000e+00	4.063019e-60	0.000000e+00	0.000000e+00	6.551016e-58	3.492426e-57	1.612525e-56	2.283015e-55	0.000000e+00	8.760931e-54	3.463065e-53	1.349268e-52	5.591163e-52	2.916055e-51	1.745183e-50	1.116186e-49	6.755191e-49	3.616511e-48	1.676432e-47	6.444837e-47	2.139451e-46	6.141606e-46	1.539032e-45	3.532477e-45	7.790169e-45	2.037478e-44	5.446028e-44	1.238201e-43	2.640196e-43	5.184045e-43	8.929743e-43	1.260991e-42	1.380175e-42	1.150525e-42	1.043508e-40	6.634611e-39	9.770288e-38	1.352739e-34	7.748126e-34	1.666900e-33	3.460040e-33	5.972899e-33	1.027506e-32	1.736821e-32	2.631727e-32	3.403057e-32	3.681322e-32	3.322030e-32	2.532122e-32	1.690877e-32	1.230670e-29	2.232352e-24	1.416085e-19	3.548813e-19	4.273018e-19	4.220689e-19	3.791075e-19	3.215756e-19	2.615139e-19	2.045008e-19	1.533116e-19	1.099009e-19	7.544811e-20	4.985852e-20	3.192196e-20	1.992622e-20	1.219215e-20	7.344010e-21	4.369648e-21	2.574816e-21	1.505557e-21	8.749120e-22	5.058993e-22	2.913395e-22	1.672193e-22	9.571367e-23	5.465850e-23	3.115237e-23	1.772524e-23	1.007045e-23	5.713753e-24	3.237770e-24	1.832447e-24	1.035761e-24	5.846298e-25	3.294642e-25	1.853127e-25	1.039855e-25	5.817425e-26	3.241783e-26	1.797107e-26	9.892474e-27	5.392910e-27	
R4	0.000000e+00	9.262949e-38	0.000000e+00	0.000000e+00	6.679237e-44	3.622316e-43	1.397411e-42	0.000000e+00	2.979252e-41	0.000000e+00	0.000000e+00	1.312755e-41	4.019865e-42	1.089039e-42	1.838630e-42	0.000000e+00	6.595028e-41	2.593918e-40	8.881713e-40	2.964811e-39	1.113972e-38	4.258153e-38	1.486268e-37	4.143232e-37	8.673844e-37	1.437037e-36	1.969631e-36	2.481395e-36	2.911731e-36	3.238446e-36	3.556255e-36	4.134925e-36	5.822016e-36	8.197286e-36	9.996956e-36	1.142346e-35	1.118730e-35	8.419809e-36	4.478519e-36	1.611398e-36	3.929232e-37	9.428145e-36	1.456750e-34	4.914986e-34	1.553026e-31	2.284223e-31	1.657331e-31	1.761154e-31	2.112012e-31	3.176962e-31	5.376629e-31	8.150081e-31	9.733452e-31	8.790508e-31	6.082442e-31	3.321577e-31	1.465006e-31	6.501913e-29	8.395949e-24	4.460766e-21	4.819736e-22	3.514829e-23	1.908078e-24	8.087290e-26	2.865708e-27	9.524585e-29	3.542304e-30	1.757883e-31	1.219300e-32	1.095126e-33	1.174596e-34	1.461555e-35	2.150880e-36	3.866682e-37	8.506085e-38	2.205779e-38	6.427947e-39	2.031170e-39	6.818850e-40	2.409705e-40	8.945994e-41	3.496171e-41	1.442796e-41	6.295048e-42	2.895988e-42	1.395044e-42	6.968677e-43	3.572286e-43	1.861388e-43	9.782447e-44	5.155408e-44	2.713883e-44	1.423945e-44	7.442833e-45	3.879903e-45	2.023455e-45	1.061930e-45	5.665382e-46	3.125516e-46	1.832543e-46	
R5	0.000000e+00	1.465634e-65	0.000000e+00	0.000000e+00	2.560228e-78	1.967977e-80	1.352366e-82	0.000000e+00	1.417279e-85	0.000000e+00	0.000000e+00	6.953938e-84	3.707281e-83	1.711758e-82	2.423554e-81	0.000000e+00	9.300518e-80	3.676378e-79	1.432378e-78	5.935526e-78	3.095627e-77	1.852630e-76	1.184892e-75	7.170923e-75	3.839049e-74	1.779580e-73	6.841348e-73	2.271070e-72	6.519420e-72	1.633702e-71	3.749756e-71	8.269297e-71	2.162783e-70	5.780942e-70	1.314345e-69	2.802562e-69	5.502890e-69	9.479104e-69	1.338600e-68	1.465171e-68	1.221436e-68	1.107890e-66	7.044462e-65	1.037474e-63	1.436569e-60	8.229209e-60	1.770617e-59	3.675824e-59	6.346294e-59	1.091897e-58	1.845926e-58	2.797443e-58	3.617878e-58	3.914394e-58	3.533159e-58	2.693856e-58	1.799566e-58	1.310386e-55	2.378251e-50	1.509600e-45	3.785970e-45	4.562450e-45	4.511009e-45	4.056458e-45	3.445323e-45	2.805758e-45	2.197117e-45	1.649113e-45	1.183162e-45	8.126525e-46	5.371559e-46	3.439514e-46	2.147117e-46	1.313795e-46	7.914023e-47	4.709022e-47	2.774960e-47	1.622713e-47	9.430920e-48	5.453970e-48	3.141417e-48	1.803493e-48	1.032609e-48	5.899230e-49	3.364029e-49	1.915422e-49	1.089231e-49	6.187539e-50	3.511825e-50	1.991715e-50	1.128891e-50	6.395141e-51	3.621241e-51	2.049754e-51	1.159858e-51	6.561237e-52	3.710700e-52	2.098079e-52	1.185992e-52	6.702315e-53	
R6	0.000000e+00	7.040772e-33	0.000000e+00	0.000000e+00	1.846984e-38	1.603142e-37	9.626033e-37	0.000000e+00	1.154586e-34	0.000000e+00	0.000000e+00	7.192343e-32	4.109063e-31	2.103366e-30	3.394606e-29	0.000000e+00	1.803294e-27	8.541487e-27	4.012816e-26	2.002938e-25	1.262692e-24	9.095301e-24	6.996441e-23	5.075001e-22	3.241398e-21	1.778082e-20	8.054090e-20	3.132317e-19	1.051129e-18	3.064653e-18	8.145670e-18	2.078552e-17	6.275569e-17	1.935960e-16	5.078356e-16	1.273624e-15	2.994401e-15	6.273653e-15	1.091348e-14	1.485179e-14	1.547862e-14	1.758325e-12	1.397752e-10	2.560910e-09	4.377466e-06	3.064277e-05	7.958557e-05	1.966066e-04	3.973950e-04	7.858867e-04	1.495842e-03	2.493249e-03	3.452364e-03	3.874244e-03	3.487129e-03	2.515606e-03	1.467704e-03	8.007585e-01	6.756355e+04	1.070841e+05	1.733291e+04	1.182010e+04	7.999951e+03	5.395443e+03	3.656536e+03	2.532678e+03	1.834791e+03	1.352963e+03	9.293403e+02	5.512724e+02	2.763695e+02	1.207489e+02	4.855983e+01	1.884599e+01	7.268899e+00	2.827853e+00	1.116198e+00	4.474886e-01	1.819764e-01	7.489848e-02	3.112595e-02	1.303259e-02	5.488235e-03	2.321374e-03	9.852695e-04	4.193724e-04	1.789565e-04	7.655644e-05	3.283929e-05	1.413112e-05	6.104156e-06	2.649345e-06	1.156682e-06	5.086707e-07	2.256579e-07	1.011370e-07	4.585524e-08	2.105042e-08	9.784507e-09	4.602107e-09	
R7	0.000000e+00	1.976351e-55	0.000000e+00	0.000000e+00	6.183511e-61	5.771562e-60	3.709449e-59	0.000000e+00	5.870405e-57	0.000000e+00	0.000000e+00	3.122857e-54	1.178827e-53	3.269331e-53	2.369724e-52	0.000000e+00	1.535418e-51	2.319428e-51	3.495103e-51	5.908358e-51	1.310753e-50	3.579831e-50	1.103907e-49	3.396969e-49	9.707857e-49	2.556925e-48	5.940460e-48	1.282690e-47	2.560594e-47	4.773766e-47	8.677414e-47	1.606296e-46	3.786016e-46	1.005800e-45	2.612875e-45	7.717221e-45	2.529768e-44	8.333608e-44	2.462612e-43	6.038904e-43	1.202065e-42	2.784816e-40	4.873758e-38	2.148317e-36	9.681981e-33	1.225268e-31	3.585083e-31	9.077153e-31	1.710290e-30	3.197460e-30	5.903881e-30	9.284013e-30	1.140239e-29	1.043130e-29	6.784902e-30	3.002155e-30	8.941072e-31	2.162664e-28	7.991401e-24	5.736054e-24	4.895937e-29	6.480618e-33	4.274257e-34	4.171127e-35	6.664379e-36	1.594238e-36	4.650232e-37	1.501533e-37	5.053551e-38	1.684599e-38	5.436401e-39	1.709773e-39	5.329752e-40	1.665495e-40	5.236579e-41	1.655232e-41	5.245023e-42	1.660181e-42	5.229325e-43	1.633216e-43	5.041368e-44	1.533982e-44	4.592415e-45	1.351235e-45	3.905836e-46	1.109276e-46	3.096541e-47	8.499653e-48	2.294558e-48	6.091120e-49	1.589020e-49	4.069497e-50	1.021708e-50	2.510742e-51	6.029484e-52	1.413038e-52	3.228415e-53	7.196481e-54	1.593033e-54	4.226632e-55	
R8	0.000000e+00	1.155547e-37	0.000000e+00	0.000000e+00	3.347113e-43	2.906281e-42	1.728824e-41	0.000000e+00	1.993955e-39	0.000000e+00	0.000000e+00	9.337298e-37	4.373914e-36	1.700134e-35	2.022810e-34	0.000000e+00	4.817459e-33	1.547696e-32	5.050987e-32	1.800846e-31	8.203364e-31	4.353395e-30	2.495434e-29	1.369618e-28	6.738907e-28	2.915165e-27	1.059366e-26	3.365487e-26	9.335245e-26	2.277983e-25	5.121259e-25	1.109491e-24	2.878491e-24	7.678385e-24	1.739027e-23	3.689986e-23	7.216920e-23	1.240369e-22	1.749863e-22	1.914706e-22	1.596480e-22	1.449571e-20	9.240444e-19	1.367243e-17	1.906837e-14	1.103180e-13	2.404167e-13	5.070714e-13	8.921902e-13	1.568633e-12	2.713141e-12	4.195639e-12	5.481381e-12	5.861905e-12	5.042598e-12	3.481949e-12	1.977811e-12	1.130425e-09	1.281081e-04	1.814189e-04	2.926564e-06	4.979322e-07	1.621195e-07	5.953156e-08	2.211402e-08	8.174951e-09	2.984784e-09	1.062467e-09	3.612544e-10	1.152424e-10	3.439230e-11	9.751428e-12	2.684936e-12	7.293733e-13	1.970689e-13	5.313919e-14	1.431907e-14	3.857773e-15	1.039348e-15	2.800366e-16	7.545760e-17	2.033393e-17	5.479767e-18	1.476780e-18	3.979903e-19	1.072560e-19	2.890354e-20	7.788371e-21	2.098416e-21	5.652807e-22	1.522427e-22	4.098950e-23	1.103125e-23	2.967090e-24	7.974569e-25	2.141176e-25	5.742377e-26	1.540090e-26	4.197636e-27	1.350607e-27	
R9	1.032662e-36	1.001280e-35	2.839240e-35	5.822075e-35	9.404979e-35	1.286607e-34	1.694706e-34	2.209747e-34	2.050838e-34	1.023352e-34	3.963359e-35	1.323963e-35	4.651529e-36	1.557681e-36	6.664068e-37	1.708936e-37	3.237880e-38	5.903385e-39	1.149617e-39	2.516583e-40	6.201487e-41	1.684582e-41	4.624842e-42	1.228214e-42	3.349812e-43	1.098889e-43	4.769869e-44	2.597602e-44	1.605438e-44	1.038778e-44	6.828653e-45	4.559253e-45	3.057991e-45	1.962169e-45	1.189906e-45	6.907868e-46	3.787786e-46	1.951381e-46	9.535519e-47	4.481243e-47	2.120391e-47	1.290467e-46	1.217826e-43	7.156465e-41	7.069193e-36	1.165008e-34	2.812362e-34	6.431738e-34	1.031629e-33	1.651289e-33	2.553316e-33	3.190704e-33	2.951671e-33	1.926976e-33	8.360947e-34	2.239334e-34	3.469313e-35	2.975155e-36	1.377549e-37	7.065816e-39	5.840172e-40	3.311829e-41	1.647763e-42	1.141887e-43	1.956793e-44	7.482993e-45	4.191477e-45	2.763899e-45	1.878169e-45	1.215495e-45	7.464763e-46	4.543720e-46	2.839100e-46	1.830736e-46	1.206604e-46	8.043526e-47	5.381714e-47	3.593832e-47	2.384621e-47	1.566180e-47	1.014808e-47	6.469166e-48	4.048700e-48	2.483965e-48	1.492561e-48	8.778350e-49	5.050669e-49	2.840530e-49	1.559603e-49	8.343710e-50	4.338050e-50	2.184763e-50	1.061912e-50	4.962485e-51	2.221789e-51	9.502253e-52	3.873769e-52	1.503244e-52	5.561087e-53	2.083710e-53	
R10	7.890255e-48	8.155784e-51	3.890664e-54	7.448193e-58	4.797498e-62	8.302045e-67	2.016098e-71	1.332113e-75	1.636898e-79	1.631652e-81	5.246314e-82	1.352552e-82	2.779417e-83	5.507835e-84	8.591868e-85	2.175306e-85	7.444600e-86	2.914387e-86	1.195848e-86	4.802063e-87	1.833411e-87	6.477000e-88	2.157693e-88	7.066237e-89	2.426202e-89	9.349454e-90	4.165841e-90	2.052594e-90	1.069132e-90	5.705860e-91	3.078200e-91	1.674551e-91	9.138439e-92	5.007342e-92	2.758676e-92	1.529817e-92	8.512073e-93	4.738650e-93	2.629728e-93	1.449538e-93	7.937132e-94	1.304021e-93	3.081345e-92	3.047518e-91	1.984147e-88	6.478187e-88	7.977324e-88	9.488676e-88	9.359287e-88	9.117454e-88	8.579064e-88	7.043128e-88	4.744276e-88	2.529338e-88	1.040406e-88	3.236835e-89	7.501583e-90	1.281710e-90	1.604856e-91	2.094954e-92	3.430069e-93	4.662542e-94	5.921398e-95	8.806884e-96	2.060101e-96	7.127822e-97	2.879752e-97	1.228737e-97	5.365549e-98	2.356525e-98	1.030980e-98	4.478669e-99	1.932277e-99	8.291259e-100	3.543544e-100	1.510159e-100	6.422773e-101	2.727440e-101	1.156743e-101	4.900126e-102	2.073214e-102	8.759260e-103	3.694366e-103	1.554757e-103	6.524749e-104	2.728274e-104	1.135477e-104	4.697435e-105	1.928551e-105	7.842330e-106	3.151542e-106	1.248448e-106	4.862037e-107	1.856425e-107	6.931087e-108	2.524264e-108	8.947660e-109	3.080225e-109	1.027939e-109	3.390942e-110	
