Type	Std	Rate
R1	2.517468e-90	1.093226e-90	7.643058e-91	2.332063e-91	3.276637e-92	3.139714e-93	3.006722e-94	2.571600e-95	7.882444e-97	1.690428e-98	3.173638e-100	2.311397e-102	2.294758e-103	3.011749e-102	3.696898e-101	4.384855e-100	4.856206e-99	5.090719e-98	5.196778e-97	4.808578e-96	3.946122e-95	3.014831e-94	2.155145e-93	1.445489e-92	1.013865e-91	1.047829e-90	2.307447e-89	8.777888e-88	4.098703e-86	1.952300e-84	8.817783e-83	3.406614e-81	1.201572e-79	3.891222e-78	9.946027e-77	1.714837e-75	1.679550e-74	8.280633e-74	1.943765e-73	2.434059e-73	2.065002e-72	2.497553e-71	1.868623e-70	8.984059e-70	3.026951e-69	7.646585e-69	1.526625e-68	2.882012e-68	1.314526e-67	2.322246e-66	
R3	8.504573e-44	9.761502e-44	1.785915e-43	2.087671e-43	1.516562e-43	9.079061e-44	6.283785e-44	4.485866e-44	1.464758e-44	3.909179e-45	1.110145e-45	2.055276e-46	9.504417e-47	5.322497e-46	3.201502e-45	1.994059e-44	1.228405e-43	7.480267e-43	4.582079e-42	2.652170e-41	1.428655e-40	7.483442e-40	3.846102e-39	1.945241e-38	1.024424e-37	6.683146e-37	6.542002e-36	8.750503e-35	1.380799e-33	2.339064e-32	3.828171e-31	5.218118e-30	6.158102e-29	6.483916e-28	5.651709e-27	3.804429e-26	1.825985e-25	5.894435e-25	1.249370e-24	1.887837e-24	6.798604e-24	2.666181e-23	7.792483e-23	1.749103e-22	3.178816e-22	4.864510e-22	6.451628e-22	8.113938e-22	1.544853e-21	5.645993e-21	
R4	5.427529e-35	4.130493e-34	4.285494e-33	3.251480e-32	1.791853e-31	9.720039e-31	7.375508e-30	5.947895e-29	2.357579e-28	9.629211e-28	5.574766e-27	2.655914e-26	6.819919e-26	3.195373e-25	1.451379e-24	6.223248e-24	2.468756e-23	9.108344e-23	3.162157e-22	8.612081e-22	1.784976e-21	3.159279e-21	4.992285e-21	7.237366e-21	1.034661e-20	1.749360e-20	4.231245e-20	1.324676e-19	4.567556e-19	1.560145e-18	5.018003e-18	1.576572e-17	5.482109e-17	2.158598e-16	9.845759e-16	4.918198e-15	1.731706e-14	3.108440e-14	3.030253e-14	2.029455e-14	1.877034e-14	2.417995e-14	3.968247e-14	5.908860e-14	6.707093e-14	5.798818e-14	4.194031e-14	2.906491e-14	2.398053e-14	1.982467e-13	
R6	1.081116e-52	7.086640e-52	6.888329e-51	8.997696e-50	2.009578e-48	6.802163e-47	4.964097e-45	6.125232e-43	9.768831e-41	1.127272e-37	9.769522e-35	3.175444e-32	1.191715e-30	1.738998e-29	2.432588e-28	2.974712e-27	3.198807e-26	3.179044e-25	3.102745e-24	3.058331e-23	3.041939e-22	3.086085e-21	3.181839e-20	3.319366e-19	3.706362e-18	5.286403e-17	1.182687e-15	3.814327e-14	1.518511e-12	6.411616e-11	2.433773e-09	6.848272e-08	1.508660e-06	2.680296e-05	3.460779e-04	2.989587e-03	1.597411e-02	5.012529e-02	8.775410e-02	8.391014e-02	1.422834e-01	1.545118e-01	5.495817e-02	1.016891e-02	3.884504e-03	2.492601e-03	1.722930e-03	1.152579e-03	6.286370e-04	1.848872e-03	
R8	5.944019e-37	1.639370e-36	5.130040e-36	9.874570e-36	1.194655e-35	1.376600e-35	4.290330e-35	1.101478e-33	1.052164e-32	3.186139e-31	3.169500e-29	2.762044e-27	2.331202e-26	1.180771e-25	6.679335e-25	3.671356e-24	1.852306e-23	8.559137e-23	3.698590e-22	1.426058e-21	4.787889e-21	1.455197e-20	4.091913e-20	1.093632e-19	3.061069e-19	1.149282e-18	7.944511e-18	1.031336e-16	2.098290e-15	5.066817e-14	1.116344e-12	1.781948e-11	2.207210e-10	2.235258e-09	1.692258e-08	8.955100e-08	3.156751e-07	7.381718e-07	1.115321e-06	1.063165e-06	2.142277e-06	5.046672e-06	1.567309e-05	4.220734e-05	7.340287e-05	9.130093e-05	9.229675e-05	8.302881e-05	7.510467e-05	1.589931e-04	
R9	6.715343e-46	1.851655e-42	1.490995e-39	1.667007e-37	6.892494e-36	1.971483e-34	4.925337e-33	2.687804e-31	4.322246e-29	1.302213e-26	1.862694e-24	3.210373e-23	8.572840e-23	1.684992e-22	2.205547e-22	2.210424e-22	1.883037e-22	1.460084e-22	1.054151e-22	6.495779e-23	3.395611e-23	1.656689e-23	8.575751e-24	6.269957e-24	1.016078e-23	3.977706e-23	2.701276e-22	2.249376e-21	2.075089e-20	2.039301e-19	2.062008e-18	1.965040e-17	1.878869e-16	1.842779e-15	1.676286e-14	1.290029e-13	7.590005e-13	3.138586e-12	8.904330e-12	1.798644e-11	2.772681e-11	3.705024e-11	4.641906e-11	5.699425e-11	7.135912e-11	9.576668e-11	1.451830e-10	2.732961e-10	1.027827e-09	1.071839e-08	
R10	1.490817e-42	4.307633e-45	1.877866e-47	5.354072e-50	9.474533e-53	9.750885e-56	5.446653e-59	1.889678e-62	3.799155e-66	3.374046e-70	9.026734e-75	4.318380e-80	3.791544e-83	2.854079e-83	1.694121e-83	9.661712e-84	5.378483e-84	2.959615e-84	1.621938e-84	8.477581e-85	4.197099e-85	2.031961e-85	9.758960e-86	4.680822e-86	2.252845e-86	1.090104e-86	5.325118e-87	2.667219e-87	1.484119e-87	1.187054e-87	1.680753e-87	3.185251e-87	6.563167e-87	1.377662e-86	2.717489e-86	4.641795e-86	6.276088e-86	6.343035e-86	4.820856e-86	3.122587e-86	3.553833e-86	5.131227e-86	6.978743e-86	8.576896e-86	9.634871e-86	1.004828e-85	9.899808e-86	1.013522e-85	1.591106e-85	3.452381e-85	
R11	3.562898e-34	3.767671e-32	1.621745e-30	2.130396e-29	1.580812e-28	1.088559e-27	8.601689e-27	1.254677e-25	3.594367e-24	1.759433e-22	6.936502e-21	7.791539e-20	2.030766e-19	4.093440e-19	6.125021e-19	7.397732e-19	7.730688e-19	7.344084e-19	6.480854e-19	4.939154e-19	3.240904e-19	1.984095e-19	1.251472e-19	1.005189e-19	1.354306e-19	2.827913e-19	7.147989e-19	1.900198e-18	5.182261e-18	1.451981e-17	4.548064e-17	1.976417e-16	1.544080e-15	1.816276e-14	2.179535e-13	2.112738e-12	1.393016e-11	5.583694e-11	1.348932e-10	2.275500e-10	5.703287e-10	1.648815e-09	4.240712e-09	9.404247e-09	1.819117e-08	3.116653e-08	4.831161e-08	7.584795e-08	1.973954e-07	1.012822e-06	
R12	1.077126e-22	7.931276e-21	2.424548e-19	2.628764e-18	1.762797e-17	1.078926e-16	7.083207e-16	7.866787e-15	1.683733e-13	5.342617e-12	1.234738e-10	1.067355e-09	2.858934e-09	4.632311e-09	5.935240e-09	6.398600e-09	6.123138e-09	5.395273e-09	4.435492e-09	3.317851e-09	2.267360e-09	1.481951e-09	1.007842e-09	8.749109e-10	1.271805e-09	2.856027e-09	7.741407e-09	2.205910e-08	6.474997e-08	1.948726e-07	6.051971e-07	1.885625e-06	6.079073e-06	2.050386e-05	6.872381e-05	2.184839e-04	6.262701e-04	1.550317e-03	3.264352e-03	5.939997e-03	9.685477e-03	1.512913e-02	2.344566e-02	3.592984e-02	5.309484e-02	7.393493e-02	9.659536e-02	1.217609e-01	1.648584e-01	2.766482e-01	
R13	1.482909e-55	1.218127e-53	5.079772e-52	1.046525e-50	2.428768e-49	7.411287e-48	3.670690e-46	4.067410e-44	1.794381e-41	7.422187e-38	1.140117e-34	2.323169e-32	4.287163e-31	1.794407e-30	4.505616e-30	7.441436e-30	9.146238e-30	9.284120e-30	8.362891e-30	6.761721e-30	4.954344e-30	3.476240e-30	2.554142e-30	2.413927e-30	3.870287e-30	9.806553e-30	3.144917e-29	1.153847e-28	5.098084e-28	3.014245e-27	2.573438e-26	2.628009e-25	2.899658e-24	3.196062e-23	2.977119e-22	2.087569e-21	1.000461e-20	3.201402e-20	8.554176e-20	3.688690e-19	1.071709e-18	6.984453e-19	1.452857e-19	3.040236e-20	3.616392e-20	6.125103e-20	9.866843e-20	1.559056e-19	2.888432e-19	1.315592e-18	
