0.000000 8.058718e+02 7.591551e+02 4.505814 71
0.000010 4.325853e+02 4.018451e+02 4.505814 71
0.000030 2.385016e+02 2.228836e+02 11.715116 1
0.000070 1.280184e+02 1.218664e+02 11.715116 1
0.000150 8.753114e+01 7.735742e+01 2.703488 7
0.000270 6.256202e+01 5.544837e+01 4.505814 7
0.000450 4.641327e+01 3.156419e+01 4.505814 7
0.000720 3.071037e+01 2.720847e+01 4.505814 7
0.001125 2.202215e+01 1.751907e+01 6.308140 7
0.001733 1.637054e+01 8.511424e+00 6.308140 7
0.002644 1.087476e+01 7.661385e+00 6.308140 7
0.004011 6.585653e+00 6.244562e+00 8.110465 7
0.006061 5.314147e+00 3.058779e+00 8.110465 7
0.009136 3.939324e+00 2.984093e+00 8.110465 7
0.013750 2.876868e+00 2.611897e+00 17.122093 42
0.020669 2.725953e+00 2.433575e+00 17.122093 42
0.031049 2.519582e+00 2.275290e+00 17.122093 42
0.046619 2.270589e+00 2.086615e+00 17.122093 42
0.066859 1.995053e+00 1.867153e+00 17.122093 42
0.093172 1.728085e+00 1.653400e+00 17.122093 42
0.122115 1.487239e+00 1.447554e+00 17.122093 42
0.153954 1.247175e+00 1.221706e+00 17.122093 42
0.195343 1.029109e+00 1.015275e+00 17.122093 42
0.240872 8.204855e-01 8.030237e-01 17.122093 42
0.300059 6.222374e-01 5.976835e-01 17.122093 42
0.377003 4.448919e-01 4.096047e-01 17.122093 42
0.477029 2.968256e-01 2.906487e-01 17.122093 42
0.607063 1.988658e-01 1.833936e-01 18.924419 42
0.776108 1.291471e-01 1.257291e-01 20.726744 42
0.995866 8.296384e-02 8.022410e-02 22.529070 42
1.325503 5.133360e-02 5.124961e-02 71.191860 60
1.819958 4.083029e-02 4.024677e-02 72.994186 60
2.561641 3.096301e-02 2.960765e-02 72.994186 60
3.525829 2.140126e-02 2.072652e-02 18.924419 44
4.972111 1.885356e-02 1.668914e-02 18.924419 44
6.852278 1.607854e-02 1.473646e-02 18.924419 44
9.296494 1.313959e-02 1.255812e-02 18.924419 44
12.473975 1.024920e-02 1.020186e-02 20.726744 44
16.604701 7.944895e-03 7.607060e-03 20.726744 44
21.974645 5.914731e-03 5.798340e-03 22.529070 44
28.955572 4.331573e-03 4.282088e-03 22.529070 44
38.030777 3.153662e-03 3.078163e-03 24.331395 44
49.828543 2.278771e-03 2.233130e-03 26.133721 44
65.165639 1.657215e-03 1.633841e-03 27.936047 44
85.103864 1.211354e-03 1.200493e-03 29.738372 44
111.023557 8.879795e-04 8.705719e-04 31.540698 44
144.719157 6.204343e-04 5.929977e-04 33.343023 44
195.262557 4.226356e-04 4.071390e-04 35.145349 44
260.968978 2.658500e-04 2.548489e-04 35.145349 44
359.528608 1.530460e-04 1.419948e-04 36.947674 44
507.368054 7.944483e-05 7.727858e-05 4.505814 70
729.127224 6.018021e-05 4.835014e-05 4.505814 70
1061.765977 4.365317e-05 4.075647e-05 74.796512 22
1560.724108 3.754994e-05 3.176041e-05 74.796512 22
2309.161303 3.013064e-05 2.724807e-05 74.796512 22
3431.817097 2.282591e-05 2.234986e-05 74.796512 22
4891.269629 1.723313e-05 1.601900e-05 72.994186 22
6788.557920 1.230876e-05 1.160083e-05 72.994186 22
9255.032698 8.023593e-06 7.928749e-06 72.994186 22
12461.449910 4.620472e-06 4.414214e-06 71.191860 22
17271.075728 3.395148e-06 3.099781e-06 40.552326 23
24485.514455 2.828609e-06 2.652503e-06 40.552326 23
35307.172546 2.245323e-06 2.176454e-06 40.552326 23
49375.328063 1.685508e-06 1.668926e-06 38.750000 23
67663.930236 1.361831e-06 1.275075e-06 31.540698 23
91439.113061 1.180506e-06 1.134870e-06 31.540698 23
122346.850733 1.639921e-06 9.908715e-07 2.703488 35
162526.909707 8.553083e-07 7.980333e-07 29.738372 23
206724.974578 7.000627e-07 6.848408e-07 29.738372 23
264182.458911 5.654515e-07 5.394246e-07 27.936047 23
338877.188544 2.019873e-06 4.405736e-07 4.505814 35
435980.337066 9.380153e-07 3.714841e-07 4.505814 35
523373.170736 4.474611e-06 9.156645e-07 4.505814 35
571439.229254 7.716657e-07 3.290620e-07 4.505814 35
605085.470217 2.738632e-06 3.026254e-07 4.505814 35
655554.831662 8.672344e-07 2.795936e-07 4.505814 35
706024.193106 2.569955e-07 2.511315e-07 22.529070 23
771634.362984 2.238599e-06 2.271519e-07 4.505814 35
870049.617801 2.766902e-07 2.102055e-07 4.505814 35
938940.296172 9.940255e-07 1.841845e-07 4.505814 35
1042276.313730 9.001682e-07 1.660575e-07 4.505814 35
1145612.331287 4.569515e-06 4.348491e-06 4.505814 35
1202447.140944 1.103478e-05 1.082548e-06 2.703488 35
1222339.324324 5.234271e-07 5.072242e-07 51.366279 3
1236263.852690 1.501358e-07 1.465949e-07 20.726744 23
1264112.909422 1.522419e-06 1.412321e-07 4.505814 35
1319811.022885 7.899975e-07 1.325149e-07 4.505814 35
1381078.947695 8.535465e-06 1.557917e-06 4.505814 35
1400991.023258 3.617903e-07 3.553498e-07 51.366279 3
1418911.891265 1.673388e-07 1.233236e-07 2.703488 35
1454753.627279 4.978131e-07 1.798133e-07 4.505814 35
1526437.099306 1.179610e-06 1.641245e-07 4.505814 35
1619625.612942 4.932004e-06 8.749858e-07 4.505814 35
1642922.741351 2.483914e-07 2.463043e-07 49.563953 3
1666219.869760 2.093384e-07 9.420148e-08 4.505814 35
1712814.126578 8.505251e-08 7.240987e-08 20.726744 23
1806002.640214 2.475002e-06 1.083394e-06 4.505814 35
1899191.153849 6.603928e-07 3.915757e-07 2.703488 35
1964423.113394 5.699834e-06 4.351656e-06 4.505814 35
2006823.887099 5.993582e-06 5.507290e-07 4.505814 35
2036504.428692 3.755252e-06 4.253749e-07 4.505814 35
2063216.916125 2.365962e-06 3.851788e-07 4.505814 35
2089929.403559 1.446288e-06 3.109822e-07 4.505814 35
2119313.139736 7.982828e-07 2.194157e-07 4.505814 35
2157511.996766 5.477090e-07 1.443658e-07 4.505814 35
2207170.510906 7.139051e-07 1.126285e-07 4.505814 35
2281658.282114 6.254079e-06 5.372360e-06 2.703488 35
2322626.556279 1.582506e-07 1.565730e-07 22.529070 44
2351304.348195 1.306373e-06 1.084351e-07 4.505814 35
2408659.932025 1.002719e-06 1.371329e-07 4.505814 35
2471751.074239 1.273033e-06 1.271834e-07 4.505814 35
2541151.330675 6.836351e-07 6.133530e-08 4.505814 35
2617491.612753 2.166422e-06 7.792632e-07 4.505814 35
2659478.767897 9.750014e-07 9.846698e-08 4.505814 35
2705664.638555 4.241285e-07 6.518730e-08 4.505814 35
2765706.270410 1.168484e-06 1.226043e-07 4.505814 35
2855768.718192 9.048276e-07 3.535604e-07 4.505814 35
2900799.942083 4.014742e-07 7.791157e-08 4.505814 35
2959340.533142 2.236821e-06 2.183392e-07 4.505814 35
3047151.419730 1.303144e-06 5.345396e-08 4.505814 35
3126181.217659 1.197307e-07 3.457536e-08 4.505814 35
3205211.015588 1.146334e-06 2.378693e-07 2.703488 35
3284240.813517 1.536207e-06 1.208753e-07 4.505814 35
3371173.591239 2.746765e-06 2.671791e-07 4.505814 35
3458106.368961 2.222428e-06 7.807432e-08 4.505814 35
3518959.313367 9.538850e-07 1.133635e-07 4.505814 35
3579812.257772 2.385678e-07 6.711055e-08 4.505814 35
3646750.496618 1.753486e-06 1.982267e-07 4.505814 35
3747157.854887 5.889608e-08 5.577115e-08 4.505814 29
3837524.477329 1.190854e-06 7.337917e-07 8.110465 35
3927891.099771 2.255243e-06 4.311277e-07 4.505814 35
3973074.410992 2.172283e-06 9.066887e-07 4.505814 35
4018257.722213 1.036384e-06 4.699832e-07 4.505814 35
4067959.364556 2.347631e-07 8.898573e-08 8.110465 35
4122631.171134 2.189477e-06 2.096894e-07 4.505814 35
4204638.881000 6.381336e-07 5.935614e-08 4.505814 35
4278445.819880 1.850034e-06 1.846008e-07 4.505814 35
4374394.840423 2.409970e-06 3.695284e-07 4.505814 35
4417571.899668 8.311408e-07 1.108171e-07 4.505814 35
4460748.958912 3.840766e-07 3.475207e-08 4.505814 35
4516879.135930 3.378797e-06 3.194053e-07 4.505814 35
4601074.401457 3.351927e-06 1.458903e-07 4.505814 35
4660011.087326 4.776408e-07 1.032376e-07 4.505814 35
4713054.104608 6.130148e-07 2.673428e-08 4.505814 35
4792618.630530 8.270848e-07 7.857848e-08 4.505814 35
4896052.514230 2.616496e-06 5.480966e-07 2.703488 35
5009829.786300 2.497404e-06 1.211682e-07 2.703488 35
5089473.876749 8.865637e-07 5.217243e-07 2.703488 35
5161153.558153 3.324295e-07 2.276393e-07 2.703488 35
5240001.207697 1.224482e-06 2.868510e-07 2.703488 35
5299136.944855 8.297467e-07 5.887006e-07 2.703488 35
5364186.255729 2.893717e-07 2.655606e-07 2.703488 35
5435740.497691 5.236077e-07 4.812807e-08 4.505814 35
5543071.860633 1.755635e-06 3.048194e-07 2.703488 35
5602104.110251 1.033775e-06 3.691689e-07 2.703488 35
5661136.359869 4.086658e-07 5.504419e-08 2.703488 35
5726071.834449 1.591571e-06 2.852357e-07 4.505814 35
5823475.046319 2.348910e-06 2.184781e-07 4.505814 35
5911137.937002 1.912015e-06 7.293268e-08 4.505814 35
5972501.960481 8.146707e-07 9.929132e-08 4.505814 35
6033
