X3	2.596717e+14	1.200439e-11
X53	1.160901e+19	5.366742e-07
X1	6.042280e+17	2.793291e-08
X2	1.259355e+19	5.821882e-07
X4	3.615294e+13	1.671318e-12
X5	1.915688e+14	8.856052e-12
X7	6.584234e+22	3.043832e-03
X6	9.145029e+15	4.227664e-10
X20	1.647711e+18	7.617220e-08
X22	3.080219e+15	1.423957e-10
X61	4.775948e+04	2.207877e-21
X58	2.867353e+04	1.325551e-21
X59	1.112260e+04	5.141876e-22
X60	1.415397e+07	6.543252e-19
X21	3.303269e+19	1.527072e-06
X62	2.565575e+03	1.186042e-22
X24	3.134245e+08	1.448933e-17
X23	1.957573e+14	9.049683e-12
X71	2.687138e+06	1.242240e-19
X25	2.171167e+08	1.003711e-17
X26	1.557861e-33	7.201851e-59
X27	1.303377e+01	6.025394e-25
X28	8.668323e-04	4.007287e-29
X29	4.766511e+03	2.203515e-22
X30	4.398669e-02	2.033465e-27
X31	1.302717e+03	6.022343e-23
X32	2.120232e+03	9.801643e-23
X33	1.708400e+05	7.897777e-21
X34	1.468331e+03	6.787959e-23
X35	1.334729e+02	6.170330e-24
X36	1.017040e-01	4.701684e-27
X8	5.360160e+15	2.477953e-10
X9	6.370643e+14	2.945091e-11
X11	3.850181e+18	1.779904e-07
X12	3.736086e+15	1.727159e-10
X13	5.953919e+15	2.752443e-10
X14	4.233379e+11	1.957053e-14
X15	6.692821e+13	3.094030e-12
X16	2.049365e+06	9.474030e-20
X17	8.088889e+12	3.739420e-13
X18	1.062133e+16	4.910143e-10
X70	1.149181e+15	5.312558e-11
X37	2.115599e+12	9.780225e-14
X38	7.846094e+02	3.627178e-23
X39	5.354378e+03	2.475281e-22
X72	1.211655e+09	5.601370e-17
X65	2.583113e+07	1.194150e-18
X66	5.153019e+06	2.382194e-19
X109	6.566742e+05	3.035745e-20
X67	2.272834e-07	1.050711e-32
X110	7.078520e-12	3.272336e-37
X106	2.979305e+10	1.377306e-15
X107	4.194302e+09	1.938988e-16
X108	1.473449e+11	6.811620e-15
X40	6.039001e+03	2.791775e-22
X41	2.219734e-03	1.026163e-28
X76	1.308093e-20	6.047196e-46
X77	7.812531e-22	3.611663e-47
X42	2.668795e+09	1.233760e-16
X43	2.219549e+15	1.026077e-10
X44	8.941888e+08	4.133754e-17
X49	3.831809e+15	1.771411e-10
X51	0.000000e+00	0.000000e+00
X69	0.000000e+00	0.000000e+00
X45	2.627909e+13	1.214859e-12
X73	2.336602e+14	1.080190e-11
X78	7.780983e+15	3.597078e-10
X79	7.602056e-52	3.514362e-77
X111	0.000000e+00	0.000000e+00
F56	1.392822e+09	6.438890e-17
F19	6.181793e+03	2.857787e-22
F80	8.147604e+07	3.766564e-18
F63	2.530449e+04	1.169804e-21
F64	2.336821e-04	1.080291e-29
F10	1.087150e+09	5.025795e-17
F57	1.147050e+05	5.302706e-21
F74	1.065179e+03	4.924228e-23
F75	4.955625e+03	2.290941e-22
F50	6.337372e-09	2.929710e-34
F46	2.527162e+03	1.168284e-22
F47	1.080720e+01	4.996071e-25
F48	1.665973e+02	7.701644e-24
F68	1.838701e+03	8.500146e-23
