Total_Molecules: 84
Total_Reactions: 731
Sorting by     : TP Descending
************************************************************

H				PRODUCTION RXS		INT RX RATE	TP = 8.10e+12

  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	5.974259e-01
  M41	OH	+ HNO3		= H2O	+ NO3		4.955834e-01
  R177	H	+ HNO2		= H2O	+ NO		3.254502e-01
  R488	OH	+ C2H4		= C2H3	+ H2O		2.253185e-02
  R486	OH	+ C2H3		= C2H2	+ H2O		7.440548e-03
  R498	OH	+ CH3NO3	= CH2O	+ NO2	+ H2O	3.582800e-06
  R178	H	+ HNO3		= H2O	+ NO2		2.943284e-06
  R494	OH	+ CH2O2		= CHO2	+ H2O		2.593066e-06
  R523	OH	+ NH3		= H2O	+ NH2		1.810758e-06
  P29	CH2O2			= H2O	+ CO		3.053976e-07
  R517	OH	+ HCNO		= CNO	+ H2O		1.395854e-08
  R309	NH	+ OH		= H2O	+ N		1.274857e-08
  R516	OH	+ HCN		= CN	+ H2O		4.200412e-09
  R326	NH2	+ OH		= H2O	+ NH		3.714702e-09
  R325	NH2	+ O3		= H2O	+ NO2		4.151028e-11
  R480	OH	+ C2H2		= C2H	+ H2O		3.082004e-13
  T24	CH4O2			= CH2O	+ H2O		2.451837e-14
  R320	NH2	+ NO		= H2O	+ N2		9.780942e-16
  R321	NH2	+ NO2		= H2O	+ N2O		1.158526e-16
  P50	H2SO4			= SO3	+ H2O		1.809421e-19
  R566	HSO3	+ OH		= H2O	+ SO3		6.138649e-20
  R574	HSO	+ OH		= H2O	+ SO		2.430760e-20
  R232	H2S	+ OH		= H2O	+ HS		5.115154e-24
  T22	CH4O			= CH21	+ H2O		1.955925e-36
  T16	CH2O2			= CO	+ H2O		9.447036e-39
  R107	CH4S	+ OH		= H2O	+ CH3S		0.000000e+00

H2O				LOSS RXS		INT RX RATE	TL = 4.02e+12

  P6	H2O			= H	+ OH		4.017055e+12
  R166	H	+ H2O		= H2	+ OH		6.239211e+08
  R456	O(1D)	+ H2O		= OH	+ OH		1.125584e+08
  P73	H2O			= H	+ H	+ O	4.924158e+06
  P72	H2O			= H2	+ O(1D)		4.192885e+06
  R218	H2O	+ CH		= CH3O			1.246202e+02
  R215	H2O	+ C2H		= C2H2	+ OH		1.898268e-03
  R217	H2O	+ C2H5		= C2H6	+ OH		2.956871e-06
  R220	H2O	+ CNO		= HCNO	+ OH		8.281411e-09
  R219	H2O	+ CN		= HCN	+ OH		4.096527e-09
  R319	NH2	+ H2O		= OH	+ NH3		1.240580e-09
  R565	SO3	+ H2O		= H2SO4			3.653573e-17
  R287	N	+ H2O		= OH	+ NH		1.155435e-25
  R214	H2O	+ C		= CH	+ OH		1.788182e-31

************************************************************

O				PRODUCTION RXS		INT RX RATE	TP = 3.74e+12

  P36	CO2			= CO	+ O		2.270484e+12
  R458	O(1D)	+ N2		= O	+ N2		8.752793e+11
  R454	O(1D)	+ CO2		= CO2	+ O		3.479689e+11
  P3	O3			= O2	+ O		1.681658e+11
  P5	HO2			= O	+ OH		3.639777e+10
  R181	H	+ HO2		= O	+ H2O		1.763742e+10
  R526	OH	+ OH		= H2O	+ O		8.751620e+09
  P1	O2			= O	+ O		6.057543e+09 (x2)
  P2	O2			= O	+ O(1D)		4.879726e+09
  R6	C	+ O2		= CO	+ O		1.866135e+07
  P35	CO			= C	+ O		1.866109e+07
  R464	O(1D)	+ O2		= O	+ O2		1.095918e+07
  P73	H2O			= H	+ H	+ O	4.924158e+06
  R466	O(1D)	+ O3		= O2	+ O	+ O	5.365605e+02 (x2)
  P8	NO2			= NO	+ O		1.309378e+02
  T1	O3			= O2	+ O		7.371291e+01
  P10	NO3			= NO2	+ O		2.722441e+00
  P44	NO			= N	+ O		5.110902e-02
  P16	HNO3			= HNO2	+ O		4.768022e-03
  R332	NO	+ C		= CN	+ O		6.882686e-05
  R293	N	+ O2		= NO	+ O		2.954260e-05
  R478	OH	+ C2H		= C2H2	+ O		1.799127e-07
  R341	NO	+ CH		= O	+ HCN		5.151965e-09
  R291	N	+ NO		= O	+ N2		3.541299e-09
  R644	NH2	+ OH		= NH3	+ O		1.718498e-09
  R292	N	+ NO2		= N2O	+ O		4.618425e-13
  P13	N2O5			= NO3	+ NO	+ O	2.183045e-13
  R307	NH	+ O2		= O	+ HNO		1.553957e-13
  R509	OH	+ CNO		= HCNO	+ O		1.247623e-13
  R164	H	+ CNO		= HCN	+ O		4.191898e-14
  R507	OH	+ CN		= O	+ HCN		1.940449e-14
  P46	SO2			= SO	+ O		3.326077e-15
  P51	SO			= S	+ O		2.789364e-15
  R536	S	+ O2		= SO	+ O		2.787686e-15
  R174	H	+ HNO		= NH2	+ O		4.325426e-16
  R40	NH	+ OH		= NH2	+ O		5.529919e-17
  P30	SO3			= SO2	+ O		2.118531e-18
  R352	NO	+ CNO		= CO	+ N2	+ O	9.156915e-19
  R544	SO	+ O2		= SO2	+ O		5.935965e-19
  P49	HSO			= HS	+ O		1.143606e-20
  T4	N2O			= N2	+ O		1.307129e-21
  R562	SO21	+ O2		= O	+ SO3		1.787885e-24
  T5	NO2			= NO	+ O		5.069439e-38
  R187	H	+ NO		= NH	+ O		4.590790e-44
  R540	CS	+ O2		= OCS	+ O		8.398800e-49
  T41	SO3			= SO2	+ O		1.648114e-71

O				LOSS RXS		INT RX RATE	TL = 3.74e+12

  R441	O	+ HO2		= OH	+ O2		1.400349e+12
  M35	O	+ O2		= O3			1.290383e+12
  R445	O	+ OH		= O2	+ H		7.510151e+11
  M34	O	+ O		= O2			1.279780e+11 (x2)
  M16	H	+ O		= OH			3.641892e+10
  R428	O	+ CHO2		= CO2	+ OH		6.138451e+09
  M31	O	+ CO		= CO2			4.990154e+08
  R426	O	+ CHO		= CO	+ OH		2.643922e+08
  R427	O	+ CHO		= CO2	+ H		2.643922e+08
  R415	O	+ CH3		= CH2O	+ H		1.115976e+08
  R433	O	+ H2		= H	+ OH		1.087052e+08
  R422	O	+ CH3O2		= CH3O	+ O2		1.079531e+08
  R416	O	+ CH3		= CO	+ H2	+ H	4.559558e+07
  R444	O	+ O3		= O2	+ O2		3.275572e+07
  R413	O	+ CH2O		= CHO	+ OH		2.784309e+07
  R434	O	+ H2O2		= OH	+ HO2		5.706587e+06
  R419	O	+ CH3O		= CH2O	+ OH		1.956290e+06
  R423	O	+ CH4		= CH3	+ OH		9.561294e+05
  R420	O	+ CH3O		= CH3	+ O2		6.986751e+05
  R424	O	+ CH4O		= CH3O	+ OH		4.546541e+05
  R408	O	+ CH		= CO	+ H		6.909907e+04
  R411	O	+ CH2		= CO	+ H	+ H	3.922784e+04
  R414	O	+ CH3		= CH3O			2.407513e+04
  R412	O	+ CH2		= CO	+ H2		2.386360e+04
  R425	O	+ CH4O2		= CH3O2	+ OH		1.530808e+04
  R402	O	+ C2H5		= C2H5O			8.575040e+03
  R403	O	+ C2H5		= C2H4O	+ H		8.241580e+03
  R409	O	+ CH2		= CH	+ OH		2.353670e+03
  R405	O	+ C2H5		= CH2O	+ CH3		1.654513e+03
  R404	O	+ C2H5		= C2H4	+ OH		8.575040e+02
  R401	O	+ C2H4O		= C2H3O	+ OH		8.227315e+02
  R398	O	+ C2H4		= CH3	+ CHO		1.609277e+02
  R400	O	+ C2H4		= CH2O	+ CH2		1.331866e+02
  R396	O	+ C2H4		= C2H3O	+ H		6.422091e+01
  M90	O	+ NO2		= NO	+ O2		5.207434e+01
  M32	O	+ NO		= NO2			4.623398e+01
  R406	O	+ C2H6		= C2H5	+ OH		3.531525e+01
  R399	O	+ C2H4		= C2H2O	+ H2		9.174416e+00
  R439	O	+ HNO		= OH	+ NO		6.325022e+00
  M33	O	+ NO2		= NO3			2.554384e+00
  R397	O	+ C2H4		= C2H3	+ OH		1.733234e-01
  R391	O	+ C2H2		= CO	+ CH2		1.478026e-01
  R443	O	+ NO3		= NO2	+ O2		1.118090e-01
  R407	O	+ CH		= OH	+ C		5.074385e-02
  M26	N	+ O		= NO			1.523393e-02
  R395	O	+ C2H3		= C2H2O	+ H		1.222838e-02
  R393	O	+ C2H3		= C2H3O			9.721481e-03
  R394	O	+ C2H3		= C2H2	+ OH		9.721481e-03
  R304	NH	+ O		= NO	+ H		1.082682e-03
  R389	O	+ C2H		= CO	+ CH		6.290963e-04
  R390	O	+ C2H2		= H	+ C2HO		5.777218e-04
  R305	NH	+ O		= OH	+ N		1.082682e-04
  R430	O	+ CN		= CO	+ N		6.891136e-05
  R440	O	+ HNO4		= HNO3	+ O2		7.820608e-06
  R322	NH2	+ O		= H	+ HNO		8.114887e-07
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	1.376312e-07
  R323	NH2	+ O		= OH	+ NH		1.260143e-07
  R324	NH2	+ O		= H2	+ NO		9.016542e-08
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	6.994354e-08
  R435	O	+ HCN		= H	+ CNO		1.144244e-08
  R431	O	+ CNO		= CO	+ NO		6.207590e-09
  R436	O	+ HCN		= CO	+ NH		4.903905e-09
  R438	O	+ HCNO		= CO2	+ NH		1.726646e-12
  R432	O	+ CNO		= CN	+ O2		6.600448e-15
  M46	SO	+ O		= SO2			2.011055e-15
  R437	O	+ HCNO		= CNO	+ OH		1.498618e-15
  M49	SO2	+ O		= SO3			1.077612e-17
  R274	HSO3	+ O		= OH	+ SO3		4.460645e-18
  R578	HSO	+ O		= OH	+ SO		4.287597e-18
  R392	O	+ C2H2N		= CH2O	+ CN		2.870625e-18
  R266	HS	+ O		= H	+ SO		3.034659e-19
  R231	H2S	+ O		= OH	+ HS		5.019151e-27
  R446	O	+ S2		= S	+ SO		5.590480e-30
  R475	OCS	+ O		= CO	+ SO		8.987952e-34
  R553	SO2	+ O		= SO	+ O2		3.087764e-34
  R429	O	+ CN		= C	+ NO		5.664314e-35
  R125	CS	+ O		= CO	+ S		1.480637e-39
  R555	SO3	+ O		= SO2	+ O2		1.537030e-50
  R106	CH4S	+ O		= CH3	+ HSO		0.000000e+00

************************************************************

CO				PRODUCTION RXS		INT RX RATE	TP = 2.88e+12

  P36	CO2			= CO	+ O		2.270484e+12
  R162	H	+ CHO		= CO	+ H2		4.381835e+11
  P37	CO2			= CO	+ O(1D)		1.638598e+11
  R118	CHO	+ O2		= CO	+ HO2		5.300454e+09
  R504	OH	+ CHO		= CO	+ H2O		2.900071e+09
  P21	CH2O			= CO	+ H2		2.839337e+09
  T46	CHO			= CO	+ H		7.010738e+08
  R426	O	+ CHO		= CO	+ OH		2.643922e+08
  R416	O	+ CH3		= CO	+ H2	+ H	4.559558e+07
  R6	C	+ O2		= CO	+ O		1.866135e+07
  R561	CHO	+ CHO		= CH2O	+ CO		4.341336e+06
  R123	CO2	+ CH2		= CH2O	+ CO		1.616449e+06
  R71	CH3	+ CHO		= CH4	+ CO		1.459111e+06
  R165	H	+ CO2		= CO	+ OH		2.506775e+05
  R408	O	+ CH		= CO	+ H		6.909907e+04
  R483	OH	+ C2H2O		= CO	+ CH3O		4.962882e+04
  R411	O	+ CH2		= CO	+ H	+ H	3.922784e+04
  T32	C2H3O			= CO	+ CH3		3.484345e+04
  R113	CHO	+ CH3O		= CH4O	+ CO		2.539503e+04
  R412	O	+ CH2		= CO	+ H2		2.386360e+04
  R130	H	+ C2H2O		= CO	+ CH3		6.181875e+03
  P23	C2H4O			= CO	+ CH4		5.187398e+02
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	7.912134e+01
  R112	CHO	+ C2H5		= C2H6	+ CO		4.304365e+01
  R60	CH3	+ C2H3O		= C2H6	+ CO		1.444078e+01
  T48	CHO2			= CO	+ OH		1.335148e+01
  R110	CHO	+ C2H3O		= C2H4O	+ CO		1.166652e+01
  R200	H2	+ C2HO		= CH3	+ CO		2.452221e+00
  R348	NO	+ CHO		= CO	+ HNO		1.938798e+00
  R391	O	+ C2H2		= CO	+ CH2		1.478026e-01
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	2.485137e-02
  R369	NO2	+ CHO		= NO	+ CO	+ OH	5.661211e-03
  R296	N2O	+ C		= CO	+ N2		2.163176e-03
  R389	O	+ C2H		= CO	+ CH		6.290963e-04
  R50	CH2	+ CHO		= CO	+ CH3		4.641183e-04
  R430	O	+ CN		= CO	+ N		6.891136e-05
  R331	NO	+ C		= CO	+ N		3.710711e-05
  R109	CHO	+ C2H3		= C2H4	+ CO		2.157846e-05
  R482	OH	+ C2H2		= CO	+ CH3		1.544758e-05
  R336	NO	+ C2HO		= CO	+ HCNO		3.620863e-06
  R171	H	+ HCNO		= CO	+ NH2		3.615478e-06
  R35	CH2	+ C2H2O		= C2H4	+ CO		1.583315e-06
  P29	CH2O2			= H2O	+ CO		3.053976e-07
  R477	OH	+ C2H		= CO	+ CH2		1.799127e-07
  R163	H	+ CNO		= CO	+ NH		1.239585e-08
  R340	NO	+ CH		= CO	+ NH		9.401395e-09
  R431	O	+ CNO		= CO	+ NO		6.207590e-09
  R436	O	+ HCN		= CO	+ NH		4.903905e-09
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	7.595276e-10
  R108	CHO	+ C2H		= C2H2	+ CO		4.190286e-11
  R515	OH	+ HCN		= CO	+ NH2		2.943958e-12
  R421	O3	+ C2H2		= CO	+ CH2O2		2.909393e-12
  R355	NO2	+ C		= CO	+ NO		2.407352e-12
  R117	CHO	+ CNO		= HCNO	+ CO		1.473253e-12
  R116	CHO	+ CN		= HCN	+ CO		2.295664e-14
  R333	NO	+ C2H		= HCN	+ CO		1.347595e-14
  R568	NO2	+ CHO		= CO	+ HNO2		2.888485e-18
  R350	NO	+ CNO		= CO	+ N2O		1.699358e-18
  R352	NO	+ CNO		= CO	+ N2	+ O	9.156915e-19
  R572	S	+ CO2		= SO	+ CO		4.466460e-19
  R375	NO2	+ CNO		= CO	+ NO	+ NO	2.269395e-20
  R543	SO	+ CHO		= HSO	+ CO		3.620555e-21
  R569	S	+ CHO		= HS	+ CO		9.604591e-23
  R372	NO2	+ CN		= CO	+ N2O		7.468913e-23
  R8	C	+ SO2		= CO	+ SO		1.167259e-23
  R267	HS	+ CHO		= H2S	+ CO		8.733736e-24
  R124	CO2	+ CN		= CNO	+ CO		8.149164e-24
  R330	NH3	+ CNO		= CO	+ N2H3		5.033333e-28
  T30	C2H2O			= CO	+ CH2		9.116109e-30
  R546	SO2	+ C2H		= CO	+ OCS	+ H	1.630931e-31
  P31	OCS			= CO	+ S		1.593582e-31
  R475	OCS	+ O		= CO	+ SO		8.987952e-34
  T14	CH2O			= CO	+ H2		2.082200e-34
  R467	O(1D)	+ OCS		= CO	+ SO		3.505763e-38
  T35	C2H4O			= CH4	+ CO		1.462528e-38
  T16	CH2O2			= CO	+ H2O		9.447036e-39
  R125	CS	+ O		= CO	+ S		1.480637e-39
  R7	C	+ OCS		= CO	+ CS		1.457107e-39
  T40	CNO			= CO	+ N		3.555119e-40
  T29	C2HO			= CO	+ CH		1.734739e-44
  T60	OCS			= CO	+ S		2.273450e-63
  R538	S	+ OCS		= CO	+ S2		1.941587e-63

CO				LOSS RXS		INT RX RATE	TL = 2.88e+12

  M89	OH	+ CO		= CO2	+ H		1.964181e+12
  M39	OH	+ CO		= CHO2			4.658904e+11
  M12	H	+ CO		= CHO			4.540152e+11
  M31	O	+ CO		= CO2			4.990154e+08
  P35	CO			= C	+ O		1.866109e+07
  M6	CO	+ CH3		= C2H3O			4.200530e+03
  M5	CO	+ CH		= C2HO			4.478727e+00
  R122	CO	+ CH3		= C2H2	+ OH		1.814523e-33
  R121	CO	+ C2H4		= C2H3	+ CHO		5.972224e-59
  R120	CO	+ C2H2		= C2H	+ CHO		1.036892e-76
  R88	CH3S	+ CO		= OCS	+ CH3		0.000000e+00

************************************************************

HO2				PRODUCTION RXS		INT RX RATE	TP = 2.83e+12

  M17	H	+ O2		= HO2			2.521815e+12
  R645	O2	+ CHO2		= HO2	+ CO2		2.798770e+11
  R513	OH	+ H2O2		= H2O	+ HO2		2.485413e+10
  R118	CHO	+ O2		= CO	+ HO2		5.300454e+09
  R81	CH3O	+ O2		= CH2O	+ HO2		7.241394e+08
  R168	H	+ H2O2		= H2	+ HO2		4.480294e+08
  R434	O	+ H2O2		= OH	+ HO2		5.706587e+06
  R525	OH	+ O3		= HO2	+ O2		5.480745e+06
  R224	H2O2	+ CH3		= CH4	+ HO2		8.455320e+05
  R26	C2H5O	+ O2		= C2H4O	+ HO2		3.159558e+03
  R225	H2O2	+ CH3O		= CH4O	+ HO2		1.744010e+01
  R227	H2O2	+ CHO		= CH2O	+ HO2		7.353660e+00
  R223	H2O2	+ C2H5		= C2H6	+ HO2		3.110408e+00
  P18	HNO4			= NO2	+ HO2		1.162869e+00
  R226	H2O2	+ CH3O2		= CH4O2	+ HO2		2.826357e-01
  T13	HNO4			= HO2	+ NO2		1.113119e-01
  R524	OH	+ NO3		= HO2	+ NO2		6.263352e-03
  R221	H2O2	+ C2H3		= C2H4	+ HO2		1.324488e-04
  R222	H2O2	+ C2H3O		= C2H4O	+ HO2		5.032721e-05
  R275	HSO3	+ O2		= HO2	+ SO3		2.262220e-17
  R273	HOSO	+ O2		= HO2	+ SO2		3.328980e-19
  R556	SO3	+ OH		= HO2	+ SO2		2.045050e-48

HO2				LOSS RXS		INT RX RATE	TL = 2.83e+12

  R441	O	+ HO2		= OH	+ O2		1.400349e+12
  R180	H	+ HO2		= OH	+ OH		7.936839e+11
  R522	OH	+ HO2		= H2O	+ O2		4.186589e+11
  R182	H	+ HO2		= H2	+ O2		7.606137e+10
  R257	HO2	+ HO2		= H2O2	+ O2		3.813006e+10 (x2)
  P5	HO2			= O	+ OH		3.639777e+10
  R181	H	+ HO2		= O	+ H2O		1.763742e+10
  M19	HO2	+ HO2		= H2O2	+ O2		6.894407e+09 (x2)
  R254	HO2	+ CH3O2		= CH4O2	+ O2		7.939133e+07
  R261	HO2	+ O3		= OH	+ O2	+ O2	1.046721e+06
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	2.022538e+04
  R259	HO2	+ NO		= OH	+ NO2		1.981602e+02
  R250	HO2	+ C2H5		= C2H4	+ H2O2		1.887654e+02
  R251	HO2	+ C2H5		= C2H6	+ O2		1.887654e+02
  M20	HO2	+ NO2		= HNO4			2.167666e+00
  R252	HO2	+ CH2O		= CHO	+ H2O2		8.796379e-02
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	2.485137e-02
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	5.802035e-03
  R255	HO2	+ CH4O		= CH3O	+ H2O2		1.816883e-03
  R248	HO2	+ C2H4		= C2H4O	+ OH		2.220735e-06
  R258	HO2	+ NH2		= NH3	+ O2		9.642306e-07
  R209	H2	+ HO2		= H2O2	+ H		4.545501e-07
  R245	HO2	+ C2H2		= C2H2O	+ OH		3.953166e-10
  R244	HO2	+ C2H2		= C2H3	+ O2		5.769600e-15
  T2	HO2			= O2	+ H		1.050051e-15
  R570	S	+ HO2		= HS	+ O2		7.703454e-20
  R571	S	+ HO2		= SO	+ OH		7.703454e-20
  R263	HS	+ HO2		= OH	+ HSO		4.951741e-21
  R551	SO2	+ HO2		= HOSO	+ O2		1.097584e-23

************************************************************

CO2				PRODUCTION RXS		INT RX RATE	TP = 2.78e+12

  M89	OH	+ CO		= CO2	+ H		1.964181e+12
  R454	O(1D)	+ CO2		= CO2	+ O		3.479689e+11
  R645	O2	+ CHO2		= HO2	+ CO2		2.798770e+11
  R505	OH	+ CHO2		= CO2	+ H2O		1.784588e+11
  R428	O	+ CHO2		= CO2	+ OH		6.138451e+09
  M31	O	+ CO		= CO2			4.990154e+08
  R427	O	+ CHO		= CO2	+ H		2.643922e+08
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	2.022538e+04
  T49	CHO2			= CO2	+ H		6.889748e+00
  R370	NO2	+ CHO		= NO	+ CO2	+ H	6.774136e-04
  R358	NO2	+ C2H3O		= CO2	+ CH3	+ NO	4.316602e-06
  R337	NO	+ C2HO		= HCN	+ CO2		1.168724e-06
  R360	NO2	+ C2HO		= CO2	+ HCNO		5.056581e-10
  R457	O(1D)	+ HCNO		= CO2	+ NH		2.374221e-10
  R438	O	+ HCNO		= CO2	+ NH		1.726646e-12
  R351	NO	+ CNO		= CO2	+ N2		2.120568e-18
  R374	NO2	+ CNO		= CO2	+ N2O		2.862929e-19
  R373	NO2	+ CN		= CO2	+ N2		5.462495e-23
  R473	OCS	+ OH		= CO2	+ HS		2.043098e-35
  T15	CH2O2			= CO2	+ H2		1.214201e-39

CO2				LOSS RXS		INT RX RATE	TL = 2.78e+12

  P36	CO2			= CO	+ O		2.270484e+12
  R454	O(1D)	+ CO2		= CO2	+ O		3.479689e+11
  P37	CO2			= CO	+ O(1D)		1.638598e+11
  R123	CO2	+ CH2		= CH2O	+ CO		1.616449e+06
  R165	H	+ CO2		= CO	+ OH		2.506775e+05
  R572	S	+ CO2		= SO	+ CO		4.466460e-19
  R124	CO2	+ CN		= CNO	+ CO		8.149164e-24

************************************************************

H2				PRODUCTION RXS		INT RX RATE	TP = 1.36e+12

  M13	H	+ H		= H2			8.048130e+11
  R162	H	+ CHO		= CO	+ H2		4.381835e+11
  R182	H	+ HO2		= H2	+ O2		7.606137e+10
  R148	H	+ CH2O		= H2	+ CHO		3.167487e+10
  P21	CH2O			= CO	+ H2		2.839337e+09
  R157	H	+ CH4		= CH3	+ H2		8.133691e+08
  R166	H	+ H2O		= H2	+ OH		6.239211e+08
  R168	H	+ H2O2		= H2	+ HO2		4.480294e+08
  R159	H	+ CH4O		= CH3O	+ H2		1.556820e+08
  R416	O	+ CH3		= CO	+ H2	+ H	4.559558e+07
  R154	H	+ CH3O		= CH2O	+ H2		1.844182e+07
  P72	H2O			= H2	+ O(1D)		4.192885e+06
  P33	CH4			= CH21	+ H2		5.807504e+05
  R596	CH21	+ H2		= CH2	+ H2		6.945359e+04
  P34	CH4			= CH	+ H2	+ H	6.574534e+04
  R161	H	+ CH4O2		= H2	+ CH3O2		5.882483e+04
  R134	H	+ C2H3O		= C2H2O	+ H2		4.877621e+04
  R137	H	+ C2H4O		= C2H3O	+ H2		2.474331e+04
  R412	O	+ CH2		= CO	+ H2		2.386360e+04
  R142	H	+ C2H5O		= C2H4O	+ H2		1.192238e+04
  R143	H	+ C2H6		= C2H5	+ H2		4.317476e+03
  R141	H	+ C2H5		= C2H4	+ H2		4.311577e+03
  R172	H	+ HNO		= H2	+ NO		1.815737e+03
  R146	H	+ CH2		= CH	+ H2		1.384292e+03
  R451	O(1D)	+ CH4		= CH2O	+ H2		1.293779e+03
  R145	H	+ CH		= C	+ H2		2.547449e+02
  R399	O	+ C2H4		= C2H2O	+ H2		9.174416e+00
  P64	C2H6			= C2H2	+ H2	+ H2	1.382695e-01 (x2)
  P62	C2H6			= C2H4	+ H2		7.169530e-02
  R149	H	+ CH3		= CH2	+ H2		5.894116e-02
  R176	H	+ HNO2		= H2	+ NO2		2.734091e-02
  R481	OH	+ C2H2		= C2HO	+ H2		1.643859e-02
  R132	H	+ C2H3		= C2H2	+ H2		1.236769e-02
  P58	C2H4			= C2H2	+ H2		2.984585e-03
  R135	H	+ C2H4		= C2H3	+ H2		5.706616e-06
  R95	CH4	+ CH3		= H2	+ C2H5		4.705900e-07
  R324	NH2	+ O		= H2	+ NO		9.016542e-08
  R282	N	+ CH3		= H2	+ HCN		2.138892e-08
  P69	CH5N			= HCN	+ H2	+ H2	1.322841e-09 (x2)
  R179	H	+ HNO3		= H2	+ NO3		1.663727e-11
  R186	H	+ NH3		= H2	+ NH2		1.503991e-11
  R169	H	+ HCNO		= H2	+ CNO		3.658496e-15
  R129	H	+ C2H2		= C2H	+ H2		1.179733e-17
  P43	NH3			= NH	+ H2		6.189403e-18
  R567	HSO3	+ H		= H2	+ SO3		5.661037e-19
  R560	HS	+ H		= H2	+ S		5.587200e-20
  R576	HSO	+ H		= H2	+ SO		2.486078e-20
  R327	NH3	+ CH		= HCN	+ H2	+ H	8.987800e-22
  R230	H2S	+ H		= H2	+ HS		1.827283e-23
  R639	N2H4	+ H		= N2H3	+ H2		1.330407e-24
  R128	H	+ C2H		= H2	+ C2		3.423417e-32
  T14	CH2O			= CO	+ H2		2.082200e-34
  T34	C2H4O			= C2H2O	+ H2		2.934773e-38
  T21	CH4O			= CH2O	+ H2		2.136564e-38
  T15	CH2O2			= CO2	+ H2		1.214201e-39
  T26	C2H4			= C2H2	+ H2		9.127142e-45
  P67	N2H2			= N2	+ H2		2.010772e-56
  T58	H2S			= H2	+ S		1.404138e-73
  R104	CH4S	+ H		= H2	+ CH3S		0.000000e+00

H2				LOSS RXS		INT RX RATE	TL = 1.36e+12

  R512	OH	+ H2		= H2O	+ H		1.364148e+12
  R433	O	+ H2		= H	+ OH		1.087052e+08
  R455	O(1D)	+ H2		= H	+ OH		1.537670e+06
  R597	CH21	+ H2		= CH3	+ H		5.093263e+05
  R596	CH21	+ H2		= CH2	+ H2		6.945359e+04
  R203	H2	+ CH3		= CH4	+ H		7.761600e+02
  R200	H2	+ C2HO		= CH3	+ CO		2.452221e+00
  R199	H2	+ C2HO		= C2H3O			2.043518e+00
  R206	H2	+ CHO		= CH2O	+ H		1.277776e-01
  R202	H2	+ CH		= CH2	+ H		6.265938e-02
  R204	H2	+ CH3O		= CH4O	+ H		5.545694e-02
  M73	CH	+ H2		= CH3			1.392364e-02
  R198	H2	+ C2H5		= C2H6	+ H		2.455220e-03
  M2	C	+ H2		= CH2			7.495992e-04
  R195	H2	+ C2H		= C2H2	+ H		2.340008e-04
  R209	H2	+ HO2		= H2O2	+ H		4.545501e-07
  M24	N	+ H2		= NH2			8.551302e-08
  R197	H2	+ C2H3		= C2H4	+ H		3.668338e-08
  R212	H2	+ NH2		= NH3	+ H		2.779373e-10
  R205	H2	+ CH3O2		= CH4O2	+ H		1.747034e-10
  R207	H2	+ CN		= HCN	+ H		2.716482e-11
  R213	H2	+ NO2		= H	+ HNO2		1.749763e-18
  R3	C	+ H2		= CH	+ H		9.831175e-22
  R196	H2	+ C2H2		= C2H4			9.051501e-30
  R10	H2	+ C2H4		= C2H5	+ H		6.670477e-42
  R41	H2	+ C2H2		= C2H3	+ H		2.346955e-47
  P38	H2			= H	+ H		0.000000e+00

************************************************************

O3				PRODUCTION RXS		INT RX RATE	TP = 1.29e+12

  M35	O	+ O2		= O3			1.290383e+12

O3				LOSS RXS		INT RX RATE	TL = 1.29e+12

  P4	O3			= O2	+ O(1D)		1.054630e+12
  P3	O3			= O2	+ O		1.681658e+11
  R192	H	+ O3		= OH	+ O2		6.754806e+10
  R444	O	+ O3		= O2	+ O2		3.275572e+07
  R525	OH	+ O3		= HO2	+ O2		5.480745e+06
  R261	HO2	+ O3		= OH	+ O2	+ O2	1.046721e+06
  R470	O3	+ CH3		= CH3O	+ O2		4.882486e+04
  R465	O(1D)	+ O3		= O2	+ O2		5.365605e+02
  R466	O(1D)	+ O3		= O2	+ O	+ O	5.365605e+02
  T1	O3			= O2	+ O		7.371291e+01
  R471	O3	+ CH3O		= CH3O2	+ O2		3.158182e+01
  R472	O3	+ CH3O2		= CH3O	+ O2	+ O2	5.229138e-01
  R469	O3	+ C2H5		= C2H5O	+ O2		1.169759e-01
  R354	NO	+ O3		= NO2	+ O2		2.578793e-02
  R468	O3	+ C2H4		= CH2O	+ CH2O2		4.971237e-06
  R294	N	+ O3		= NO	+ O2		2.492181e-06
  R377	NO2	+ O3		= NO3	+ O2		3.481893e-07
  R325	NH2	+ O3		= H2O	+ NO2		4.151028e-11
  R421	O3	+ C2H2		= CO	+ CH2O2		2.909393e-12
  R537	S	+ O3		= O2	+ SO		7.863573e-19
  R545	SO	+ O3		= SO2	+ O2		7.528805e-19
