# Reaction ID 	 Column-Integrated Reaction Rate (cm**-2 s**-1)
R1	3.703583e-60
R2	1.974202e-52
R3	9.831175e-22
R4	4.409083e-42
R5	2.054092e-32
R6	1.866135e+07
R7	1.457107e-39
R8	1.167259e-23
R9	1.900980e-22
R10	6.670477e-42
R11	1.689598e-16
R12	5.876672e-11
R13	1.079665e-10
R14	9.938059e-09
R15	3.132085e-29
R16	6.132415e-09
R17	2.264792e-19
R18	3.362718e-14
R19	9.566101e-22
R20	3.407269e-18
R21	7.444742e-10
R22	4.060768e-10
R23	4.975237e-11
R24	2.106702e-18
R25	2.663646e-16
R26	3.159558e+03
R27	4.588833e-18
R28	5.486181e-17
R29	4.807230e-16
R30	7.964365e-07
R31	1.571188e-08
R32	4.523579e-03
R33	2.573950e-01
R34	2.462292e-17
R35	1.583315e-06
R36	7.433294e-15
R37	1.910508e-08
R38	7.417134e-09
R39	3.522132e-12
R40	5.529919e-17
R41	2.346955e-47
R44	3.019116e-04
R45	5.166685e-06
R46	2.583342e-07
R47	8.329924e-05
R48	1.789160e-07
R49	9.837232e-13
R50	4.641183e-04
R51	6.679656e-12
R52	7.713638e-10
R53	2.510419e-05
R54	5.208879e-05
R55	1.659263e-12
R56	2.469746e-11
R57	4.450619e-20
R59	1.118372e-05
R60	1.444078e+01
R61	1.049303e+00
R62	5.237071e-11
R63	8.885516e-06
R64	2.949725e-01
R65	1.005137e-06
R66	3.775884e+00
R67	2.976468e+03
R68	8.894659e+04
R69	1.809720e-03
R70	2.188667e+05
R71	1.459111e+06
R72	8.850773e-15
R73	1.075973e-12
R74	9.201510e-14
R75	3.176811e-07
R76	2.610555e-02
R77	2.610555e-01
R78	1.468525e-05
R79	2.106944e+01
R80	5.740701e+01
R81	7.241394e+08
R82	1.352723e-05
R83	1.039405e+01
R84	4.228523e+02
R85	1.621647e+03
R86	9.894792e+02
R87	2.402082e-06
R88	0.000000e+00
R89	0.000000e+00
R90	0.000000e+00
R91	1.829973e-05
R93	7.263749e-08
R94	1.757483e-08
R95	4.705900e-07
R96	3.560045e+00
R97	5.027557e-08
R98	5.197972e-07
R99	3.988751e-11
R100	3.078373e-14
R101	1.343741e-12
R102	0.000000e+00
R103	0.000000e+00
R104	0.000000e+00
R105	0.000000e+00
R106	0.000000e+00
R107	0.000000e+00
R108	4.190286e-11
R109	2.157846e-05
R110	1.166652e+01
R111	7.912134e+01
R112	4.304365e+01
R113	2.539503e+04
R114	5.079006e+04
R115	5.786940e-04
R116	2.295664e-14
R117	1.473253e-12
R118	5.300454e+09
