Type	Std	Rate
R1	1.757950e-84	5.724088e-84	3.722147e-83	1.523577e-84	9.297341e-87	1.389597e-89	2.648944e-92	1.074866e-94	3.123396e-97	1.596085e-98	2.000577e-98	3.049134e-98	5.788095e-98	1.279469e-97	3.461101e-97	1.123629e-96	4.247293e-96	1.819114e-95	8.657553e-95	4.611545e-94	2.568969e-93	1.444677e-92	7.543774e-92	3.570131e-91	1.534816e-90	6.146728e-90	2.277686e-89	7.888223e-89	2.533779e-88	7.673143e-88	2.206856e-87	6.092435e-87	1.645923e-86	4.325684e-86	9.931853e-86	2.004335e-85	3.236942e-85	4.390488e-85	5.652932e-85	8.433795e-85	2.172803e-84	1.124700e-83	8.913955e-83	8.785366e-82	1.059586e-80	1.068246e-79	6.946272e-79	2.791490e-78	7.211941e-78	1.267938e-77	1.609061e-77	1.578634e-77	2.269198e-76	1.429923e-70	
R3	3.587639e-40	1.305859e-39	7.793185e-39	3.094529e-39	4.118669e-40	2.337387e-41	1.396949e-42	1.067639e-43	4.066042e-45	5.389742e-46	4.523936e-46	4.662057e-46	6.085154e-46	9.434406e-46	1.780613e-45	3.958329e-45	1.003851e-44	2.830969e-44	8.723749e-44	2.951732e-43	1.038684e-42	3.703220e-42	1.253614e-41	3.956001e-41	1.165304e-40	3.266911e-40	8.660874e-40	2.188744e-39	5.237133e-39	1.202239e-38	2.662067e-38	5.719921e-38	1.209812e-37	2.500033e-37	4.616779e-37	7.511137e-37	9.754045e-37	1.013940e-36	9.229796e-37	9.307842e-37	1.609966e-36	4.903910e-36	1.458200e-35	3.658934e-35	9.238630e-35	2.099898e-34	3.861752e-34	5.644919e-34	6.683682e-34	6.581783e-34	5.539719e-34	4.116090e-34	4.826824e-33	2.333718e-27	
R4	2.617543e-28	6.657773e-27	1.656496e-25	2.918693e-25	2.196722e-25	9.910108e-26	3.931759e-26	9.239528e-27	2.530988e-28	1.635157e-30	1.083806e-32	8.037465e-35	9.857739e-36	6.818795e-36	6.938661e-36	9.068466e-36	1.414983e-35	2.443102e-35	4.352250e-35	7.855363e-35	1.340794e-34	2.210745e-34	3.446338e-34	5.191215e-34	7.699855e-34	1.148246e-33	1.702998e-33	2.515604e-33	3.684093e-33	5.439467e-33	8.228280e-33	1.326925e-32	2.335481e-32	4.259841e-32	6.488510e-32	7.923673e-32	6.004949e-32	2.658304e-32	7.956868e-33	2.255865e-33	1.023217e-33	8.087484e-34	6.461084e-34	4.873984e-34	5.288043e-34	9.517009e-34	1.859027e-33	2.732357e-33	2.800194e-33	2.057152e-33	1.152509e-33	5.417259e-34	4.280688e-33	1.917869e-27	
R6	2.937884e-31	6.266847e-28	9.386203e-25	2.244866e-23	1.670696e-22	6.786602e-22	2.280520e-21	7.658512e-21	1.654250e-20	2.799393e-20	5.934899e-20	1.248425e-19	2.798523e-19	6.669012e-19	1.768506e-18	5.218846e-18	1.687954e-17	5.911653e-17	2.225679e-16	9.068991e-16	3.828247e-15	1.624465e-14	6.528526e-14	2.435869e-13	8.443586e-13	2.763785e-12	8.515998e-12	2.486203e-11	6.850174e-11	1.800125e-10	4.534536e-10	1.105028e-09	2.638621e-09	6.138046e-09	1.272167e-08	2.352623e-08	3.512388e-08	4.237121e-08	4.508061e-08	5.340656e-08	1.088877e-07	3.917017e-07	1.376273e-06	4.076415e-06	1.211581e-05	3.225606e-05	6.895754e-05	1.159345e-04	1.556544e-04	1.707014e-04	1.565349e-04	1.235684e-04	1.499577e-03	7.360774e+02	
R8	2.748669e-29	1.250329e-27	1.786800e-25	1.411177e-24	4.594434e-24	9.387437e-24	1.746503e-23	2.810918e-23	1.501404e-23	4.298587e-24	1.858712e-24	9.016154e-25	5.550837e-25	4.206020e-25	4.178266e-25	5.235299e-25	7.983487e-25	1.430152e-24	2.922610e-24	6.867265e-24	1.732794e-23	4.637955e-23	1.233039e-22	3.222925e-22	8.308714e-22	2.147774e-21	5.464565e-21	1.364300e-20	3.283643e-20	7.655016e-20	1.726750e-19	3.776963e-19	8.107502e-19	1.698475e-18	3.182453e-18	5.316057e-18	7.220421e-18	8.047434e-18	8.051475e-18	9.089765e-18	1.782641e-17	6.222408e-17	2.142622e-16	6.290479e-16	1.875806e-15	5.069544e-15	1.110274e-14	1.917868e-14	2.625478e-14	2.874829e-14	2.545081e-14	1.858511e-14	1.986460e-13	8.148059e-08	
R9	6.804961e-31	2.781085e-27	6.678820e-25	5.184346e-24	1.306108e-23	2.143129e-23	3.219156e-23	5.115634e-23	1.072730e-22	1.782183e-22	2.370379e-22	2.829860e-22	2.846715e-22	2.370425e-22	1.680876e-22	1.062943e-22	6.279872e-23	3.577263e-23	2.002735e-23	1.123286e-23	6.341536e-24	3.615631e-24	2.063331e-24	1.171719e-24	6.595517e-25	3.672159e-25	2.019472e-25	1.092132e-25	5.793040e-26	2.996773e-26	1.509615e-26	7.589117e-27	3.802634e-27	1.784435e-27	6.828346e-28	2.080716e-28	4.660951e-29	8.976519e-30	1.997707e-30	8.120176e-31	1.107525e-30	2.708472e-30	6.098283e-30	1.207546e-29	2.724627e-29	7.619123e-29	2.441006e-28	6.960084e-28	1.528224e-27	2.561098e-27	3.369056e-27	3.615997e-27	3.542355e-27	4.840850e-27	
R10	2.085044e-44	1.236296e-46	2.033613e-49	4.392638e-53	2.299472e-57	3.256412e-62	7.095394e-67	4.634270e-71	6.702608e-75	8.925350e-77	4.902209e-77	2.777225e-77	1.523831e-77	7.969246e-78	4.035605e-78	2.006103e-78	9.879688e-79	4.835514e-79	2.353193e-79	1.141036e-79	5.503425e-80	2.645536e-80	1.265752e-80	6.028569e-81	2.858206e-81	1.349326e-81	6.343101e-82	2.968978e-82	1.385713e-82	6.458842e-83	3.014020e-83	1.425062e-83	6.836706e-84	3.265415e-84	1.474579e-84	6.337699e-85	2.537057e-85	1.011590e-85	4.413530e-86	2.140245e-86	1.109124e-86	5.932695e-87	3.227529e-87	1.801390e-87	1.111497e-87	9.064115e-88	1.013704e-87	1.223664e-87	1.325409e-87	1.219015e-87	9.515290e-88	6.439617e-88	3.982817e-88	2.659597e-88	
R11	3.666258e-23	1.982723e-20	4.634334e-18	2.197079e-17	3.873531e-17	5.734785e-17	8.265269e-17	1.164005e-16	1.841504e-16	2.435444e-16	2.948703e-16	3.489048e-16	3.613725e-16	3.175962e-16	2.427351e-16	1.663817e-16	1.052509e-16	6.279261e-17	3.600757e-17	2.033618e-17	1.143991e-17	6.468786e-18	3.656257e-18	2.056785e-18	1.147428e-18	6.334759e-19	3.454937e-19	1.853094e-19	9.747147e-20	4.999910e-20	2.497102e-20	1.243096e-20	6.159039e-21	2.859227e-21	1.087272e-21	3.316708e-22	7.519610e-23	1.475963e-23	3.343407e-24	1.375546e-24	1.888074e-24	4.620924e-24	1.031190e-23	1.967653e-23	3.835669e-23	6.934559e-23	1.035475e-22	1.250301e-22	1.258570e-22	1.097597e-22	8.492862e-23	5.984598e-23	4.355136e-23	7.728743e-23	
R12	1.746822e-15	3.470520e-13	9.121235e-12	4.479283e-11	1.287811e-10	3.152805e-10	7.077403e-10	1.540460e-09	3.853031e-09	6.834979e-09	8.668488e-09	1.006932e-08	1.048016e-08	9.690368e-09	8.051969e-09	6.123694e-09	4.349165e-09	2.937670e-09	1.920743e-09	1.242786e-09	8.051657e-10	5.264330e-10	3.457484e-10	2.271924e-10	1.488792e-10	9.710865e-11	6.291341e-11	4.031220e-11	2.542789e-11	1.567991e-11	9.411941e-12	5.560975e-12	3.224578e-12	1.760255e-12	8.328496e-13	3.317309e-13	1.052805e-13	2.897860e-14	8.391034e-15	3.958742e-15	5.810455e-15	1.468408e-14	3.329087e-14	6.403972e-14	1.253246e-13	2.267059e-13	3.372243e-13	4.027137e-13	3.964099e-13	3.326351e-13	2.421721e-13	1.549135e-13	9.367968e-14	7.355025e-14	
R13	2.034260e-30	2.207717e-26	6.186670e-24	3.547506e-23	9.114305e-23	1.773175e-22	3.179688e-22	5.849271e-22	1.213493e-21	2.101292e-21	3.192527e-21	4.534221e-21	5.693079e-21	6.243201e-21	6.148566e-21	5.606721e-21	4.823298e-21	3.983174e-21	3.215743e-21	2.596536e-21	2.102375e-21	1.694524e-21	1.328047e-21	9.956810e-22	7.066657e-22	4.699387e-22	2.884429e-22	1.600364e-22	7.908449e-23	3.449197e-23	1.336818e-23	4.782810e-24	1.602371e-24	4.853365e-25	1.200541e-25	2.426521e-26	3.776297e-27	5.160470e-28	7.937439e-29	2.146957e-29	1.911547e-29	3.059039e-29	4.689555e-29	7.297099e-29	1.840930e-28	6.828680e-28	2.196008e-27	4.856075e-27	7.362006e-27	8.072502e-27	6.708481e-27	4.408915e-27	2.551461e-27	1.924252e-27	
